Patente|Pedimento|SeccionAduanera|ClaveCaso|IdentificadorCaso|TipoPedimento|ComplementoCaso|FechaValidacionPagoR
1614|6002243|160|PP|20239540|1||2026-04-21 10:02:02|
1925|6000397|160|ED|0438261DY6723|1||2026-04-01 12:57:02|
1614|6002050|160|SO|AA|1||2026-04-14 14:55:03|
1614|6002319|160|SO|AA|1||2026-04-20 15:18:03|
1925|6000421|160|PP|20239540|1||2026-04-15 13:54:04|
1925|6700213|160|ED|0428260HG58L2|1||2026-04-23 14:19:01|
1759|6000614|160|ED|0436260O3YFT2|1||2026-04-10 16:30:06|
3471|6400994|160|ED|0436260O8B6I8|1||2026-04-22 23:30:01|
1614|6001961|160|CR|241|1||2026-04-06 10:12:02|
1759|6000777|160|ED|0436260O47Z58|1||2026-04-10 16:39:03|
3471|6400804|160|ED|0438261DY1TM3|1||2026-04-02 01:05:02|
1925|6700215|160|ED|0428260HGGKV7|1||2026-04-23 14:49:02|
1647|6008844|240|ED|0428260HF6ZA8|1||2026-04-24 20:02:08|
3471|6401021|160|CR|40|1||2026-04-23 11:58:04|
1614|6002311|160|ED|0436260O7MXV2|1||2026-04-20 15:17:02|
3471|6400961|160|ED|0436260O6LAU5|1||2026-04-17 19:48:02|
3043|6001042|523|ED|MNVA26006W0A1|1||2026-04-22 16:20:02|
3471|6400808|160|CR|40|1||2026-04-02 00:48:03|
1614|6002189|160|ED|0170261AA01Y6|1||2026-04-16 14:21:01|
1925|6100311|160|ED|0436250MVK6J8|1||2026-04-17 14:09:05|
1925|6100280|160|ED|0438261EBA6H4|1||2026-04-15 20:56:01|
3043|6000968|523|ED|0433260DUF8W5|1||2026-04-24 12:01:01|
3471|6401021|160|ED|0170261AITDI7|1||2026-04-23 11:58:04|
1614|6002125|160|ED|0436260NZIZT7|1||2026-04-14 12:20:06|
3577|6300623|521|ED|04412602S5SS6|1||2026-04-02 14:19:01|
3577|6300603|521|ED|0438261E0VOE3|1||2026-04-01 09:39:01|
1647|6009428|240|ED|0170261APMX47|1||2026-04-20 18:29:04|
1925|6000478|160|ED|0436260O6LCI3|1||2026-04-24 17:09:03|
1925|6000419|160|ED|0436250MZ8X26|1||2026-04-15 19:56:01|
3471|6401021|160|ED|MNVA26006WGZ4|1||2026-04-23 11:58:04|
1614|6002341|160|PP|20239540|1||2026-04-27 09:16:01|
3471|6400996|160|ED|0438261EICKO1|1||2026-04-22 23:30:02|
1925|6700294|160|ED|0170261AVTLG2|2||2026-04-29 10:50:04|
3471|6400963|160|ED|0436260O5UN14|1||2026-04-17 19:49:03|
1614|6002245|160|IM|482023|1||2026-04-21 10:02:04|
3471|6401099|160|ED|0170261AXRLN7|1||2026-04-30 10:39:05|
1614|6002321|160|PP|20239540|1||2026-04-23 17:51:04|
1925|6700261|160|ED|01922618PZW23|1||2026-04-29 12:54:01|
3471|6401021|160|ED|0436260O8BAS4|1||2026-04-23 11:58:04|
1925|6000419|160|ED|04432600B24E3|1||2026-04-15 19:56:01|
1925|6000478|160|ED|MNVA2600723G4|1||2026-04-24 17:09:03|
1647|6008805|240|ED|0428260HDOA67|1||2026-04-17 20:02:04|
1614|6002213|160|PP|20239540|1||2026-04-16 18:49:01|
1925|6000478|160|ED|01762600A5RL3|1||2026-04-24 17:09:03|
1614|6002125|160|ED|0436260O4EH94|1||2026-04-14 12:20:06|
3471|6401021|160|ED|0436260O8BAN4|1||2026-04-23 11:58:04|
1925|6700209|160|CR|39|1||2026-04-23 16:44:02|
3043|6000965|523|ED|MNVA260062HJ5|1||2026-04-15 08:59:01|
1925|6000477|160|ED|MNVA260071S94|1||2026-04-24 17:09:02|
3471|6400963|160|IM|482023|1||2026-04-17 19:49:03|
3471|6400963|160|ED|MNVA26006F3U8|1||2026-04-17 19:49:03|
1614|6002320|160|ED|0438261EF8W83|1||2026-04-23 16:49:03|
3471|6400961|160|ED|0436260O6MVT7|1||2026-04-17 19:48:02|
1925|6700203|160|ED|MNVA26006RSJ2|1||2026-04-23 16:43:01|
3471|6400894|160|ED|0436260O2HTQ7|1||2026-04-14 23:52:01|
3577|6300632|521|ED|04412602SCW91|1||2026-04-15 15:11:01|
3471|6400885|160|ED|0438261EB6SK4|1||2026-04-16 14:42:02|
3153|6005837|240|SO|AA|1||2026-04-10 13:48:10|
1759|6000777|160|ED|0436260O47Y44|1||2026-04-10 16:39:03|
1925|6100270|160|CR|241|1||2026-04-15 20:54:01|
3471|6400843|160|ED|0436260O10PN4|1||2026-04-01 16:34:03|
3471|6400894|160|ED|0436260O2HT51|1||2026-04-14 23:52:01|
3043|6001041|523|CR|45|1||2026-04-22 16:21:01|
3471|6400751|160|ED|MNVA26004UVL1|1||2026-04-01 16:32:03|
1647|6008805|240|ED|0428260HCWWL4|1||2026-04-17 20:02:04|
1614|6002057|160|ED|01702619YZA02|1||2026-04-14 09:41:02|
1614|6002051|160|ED|0438261E7GBO2|1||2026-04-14 14:55:01|
1614|6002302|160|ED|MNVA26006IN75|1||2026-04-20 14:08:06|
1614|6002045|160|ED|MNVA26005Y1A8|1||2026-04-14 14:54:01|
1925|6700256|160|ED|0428260HG0XB3|1||2026-04-29 13:55:03|
3471|6400894|160|PP|20239540|1||2026-04-14 23:52:01|
3471|6400843|160|ED|0438261DYUBJ6|1||2026-04-01 16:34:03|
1614|6002313|160|FR|1|1||2026-04-20 15:18:02|
3471|6400804|160|ED|0436260O0NUB5|1||2026-04-02 01:05:02|
1925|6000396|160|PP|20239540|1||2026-04-01 12:57:03|
1614|6002313|160|IM|482023|1||2026-04-20 15:18:02|
1614|6002232|160|ED|0438261ECCF67|1||2026-04-20 16:43:01|
3043|6700016|523|PC||1||2026-04-18 12:09:01|
3471|6401013|160|ED|01762600A5GE6|1||2026-04-23 11:15:02|
3577|6300709|521|CR|223|1||2026-04-16 15:39:01|
3471|6401102|160|ED|MNVA26007JRP8|1||2026-04-29 18:54:01|
1614|6001815|160|ED|01702619XL6U2|1||2026-04-07 12:19:04|
1614|6001815|160|SO|AA|1||2026-04-07 12:19:04|
1647|6008805|240|ED|0428260HD4FH4|1||2026-04-17 20:02:04|
1614|6002213|160|ED|MNVA260067JV8|1||2026-04-16 18:49:01|
1925|6700243|160|ED|01922618QJU88|1||2026-04-28 16:25:03|
1925|6000419|160|ED|0436250MVK586|1||2026-04-15 19:56:01|
3471|6400843|160|IM|482023|1||2026-04-01 16:34:03|
3577|6300662|521|IM|482023|1||2026-04-10 16:20:02|
3471|6400798|160|ED|0170261A87132|1||2026-04-02 00:49:02|
3471|6400783|160|ED|0436260NZO7T8|1||2026-04-01 11:53:02|
3577|6300662|521|ED|0170261AG0U77|1||2026-04-10 16:20:02|
3471|6400843|160|ED|0436260O10UU6|1||2026-04-01 16:34:03|
3471|6401015|160|ED|0436260O8B8P6|1||2026-04-23 11:15:03|
1925|6700243|160|ED|0170261AVJ0N8|1||2026-04-28 16:25:03|
3471|6400902|160|IM|482023|1||2026-04-15 10:55:01|
1647|6008805|240|ED|0428260HCRVB7|1||2026-04-17 20:02:04|
1614|6002051|160|ED|01922618CAC23|1||2026-04-14 14:55:01|
1614|6002304|160|FR|1|1||2026-04-20 14:08:06|
3471|6400994|160|ED|01762600A5KW4|1||2026-04-22 23:30:01|
1925|6100277|160|CR|241|1||2026-04-16 18:17:02|
1925|6700242|160|ED|0428260HHNMO4|1||2026-04-28 18:17:04|
3471|6401015|160|ED|0436260O8B8G5|1||2026-04-23 11:15:03|
1614|6002057|160|ED|0438261E8MLX7|1||2026-04-14 09:41:02|
1925|6000480|160|ED|0436250MX2DJ3|1||2026-04-24 17:08:02|
1925|6100248|160|ED|0436250MX2DT5|1||2026-04-08 14:04:09|
3471|6400777|160|IM|482023|1||2026-04-01 11:51:03|
1614|6002120|160|ED|MNVA26005XJY2|1||2026-04-14 12:20:03|
1925|6000419|160|ED|0436260NC41J1|1||2026-04-15 19:56:01|
3471|6401015|160|ED|0170261AK01C7|1||2026-04-23 11:15:03|
1925|6700254|160|ED|0428260HHU1D7|1||2026-04-29 17:20:04|
1925|6100277|160|ED|0436250MVK7Z3|1||2026-04-16 18:17:02|
1925|6700254|160|ED|0428260HHTZ32|1||2026-04-29 17:20:04|
1614|6003558|160|ED|0170261ALJQ22|2||2026-04-23 08:47:05|
1614|6002305|160|ED|0436260O4B3K8|1||2026-04-20 16:05:03|
1614|6003578|160|ED|MNVA26006I1B5|2||2026-04-22 20:05:02|
3471|6400996|160|ED|0436260O8BA13|1||2026-04-22 23:30:02|
1925|6700242|160|ED|MNVA26007EO02|1||2026-04-28 18:17:04|
1925|6100314|160|ED|0170261AM1NW8|1||2026-04-17 14:35:04|
1614|6002216|160|ED|01922618EKE91|1||2026-04-16 14:24:01|
3496|6000476|850|ED|0428260HHOIW1|1||2026-04-27 09:47:11|
3471|6400777|160|ED|0438261DYY597|1||2026-04-01 11:51:03|
3496|6000321|850|PP|20239540|1||2026-04-21 12:53:07|
3496|6000476|850|IM|482023|1||2026-04-27 09:47:11|
3471|6400843|160|ED|0436260O10R32|1||2026-04-01 16:34:03|
1925|6100314|160|ED|01922618HOCZ4|1||2026-04-17 14:35:04|
1614|6002317|160|FR|1|1||2026-04-20 15:18:03|
3471|6400756|160|ED|0436260O0GC85|1||2026-04-01 23:55:02|
1647|6008805|240|ED|0428260HD9J53|1||2026-04-17 20:02:04|
1614|6002232|160|ED|MNVA26006I2P4|1||2026-04-20 16:43:01|
1647|6008356|240|ED|0428260HA5T06|1||2026-04-06 18:16:02|
3577|6300815|521|IM|482023|1||2026-04-27 15:51:01|
3577|6300630|521|IM|482023|1||2026-04-07 12:05:02|
1925|6100310|160|ED|MNVA26006CYC5|1||2026-04-17 13:48:09|
3471|6401015|160|ED|0436260O8B981|1||2026-04-23 11:15:03|
1614|6002216|160|ED|MNVA260067MN5|1||2026-04-16 14:24:01|
1647|6008356|240|ED|0428260HAR0U4|1||2026-04-06 18:16:02|
3043|6001042|523|ED|0438261EIRC85|1||2026-04-22 16:20:02|
1925|6100248|160|ED|0436250MVK452|1||2026-04-08 14:04:09|
1614|6003554|160|CR|40|2||2026-04-22 20:06:05|
1614|6002212|160|ED|0438261EBAWW6|1||2026-04-16 14:23:02|
3471|6401015|160|ED|0436260O8B931|1||2026-04-23 11:15:03|
3471|6400808|160|ED|01702619YG6O8|1||2026-04-02 00:48:03|
1925|6100307|160|ED|0436250MVK7Z3|1||2026-04-17 13:29:09|
1614|6002245|160|ED|0438261ECCF67|1||2026-04-21 10:02:04|
3471|6401013|160|ED|0436260O8B908|1||2026-04-23 11:15:02|
1614|6002059|160|SO|AA|1||2026-04-14 09:42:02|
3471|6401102|160|ED|0436260O9Z9C2|1||2026-04-29 18:54:01|
1925|6100307|160|ED|0436260O5HUR4|1||2026-04-17 13:29:09|
1614|6002060|160|IM|482023|1||2026-04-14 09:42:04|
3471|6401015|160|ED|0436260O8B8E3|1||2026-04-23 11:15:03|
1614|6002212|160|ED|MNVA260067K62|1||2026-04-16 14:23:02|
3471|6401019|160|ED|0438261EI1O63|1||2026-04-23 11:33:04|
3471|6400852|160|ED|0438261E34OQ8|1||2026-04-08 20:47:01|
1759|6000777|160|IM|482023|1||2026-04-10 16:39:03|
1614|6001958|160|ED|0436260O069B3|1||2026-04-06 10:52:02|
1614|6002123|160|PP|20239540|1||2026-04-14 12:20:05|
3471|6400966|160|CR|241|1||2026-04-17 19:49:01|
1614|6002317|160|CR|40|1||2026-04-20 15:18:03|
3471|6400961|160|ED|0436260O6LNE5|1||2026-04-17 19:48:02|
3471|6401102|160|ED|0436260OA0LE3|1||2026-04-29 18:54:01|
1614|6002049|160|ED|01922618CACJ7|1||2026-04-14 14:55:03|
3471|6401023|160|ED|01762600A5NX7|1||2026-04-23 11:58:03|
1925|6700254|160|ED|0428260HHU1R5|1||2026-04-29 17:20:04|
3471|6401068|160|CR|241|1||2026-04-24 15:17:02|
3577|6300646|521|ED|019226187VCN3|2||2026-04-04 09:50:01|
1614|6002235|160|PP|20239540|1||2026-04-21 10:01:03|
1925|6000480|160|ED|0436250MVK6J8|1||2026-04-24 17:08:02|
1614|6001958|160|IM|482023|1||2026-04-06 10:52:02|
1925|6100248|160|ED|01702513WKYT5|1||2026-04-08 14:04:09|
1925|6000396|160|ED|01702619ZF5N2|1||2026-04-01 12:57:03|
3471|6400965|160|ED|0436260O6O5O5|1||2026-04-17 20:23:00|
1647|6008805|240|ED|0428260HD5FB1|1||2026-04-17 20:02:04|
1614|6002235|160|SO|AA|1||2026-04-21 10:01:03|
1925|6700212|160|ED|0170261AOHZF4|1||2026-04-23 14:32:02|
1925|6100307|160|ED|0170261ALVF04|1||2026-04-17 13:29:09|
1925|6700252|160|ED|01762600A5SR6|1||2026-04-28 18:17:02|
3471|6401023|160|ED|0436260O804T8|1||2026-04-23 11:58:03|
3471|6401023|160|ED|0436260O801E6|1||2026-04-23 11:58:03|
3577|6300815|521|ED|01922618Q0ZK5|1||2026-04-27 15:51:01|
1925|6100307|160|ED|0436250MVK6J8|1||2026-04-17 13:29:09|
3471|6400761|160|ED|0170261A6NRT5|1||2026-04-01 16:33:03|
1925|6000474|160|ED|0436260NUS2T3|1||2026-04-24 17:09:03|
1925|6000419|160|ED|0436250MVK7J5|1||2026-04-15 19:56:01|
3471|6400988|160|CR|40|1||2026-04-22 21:37:02|
1925|6000396|160|ED|0436250N3LG05|1||2026-04-01 12:57:03|
1925|6000396|160|ED|0436260NC4311|1||2026-04-01 12:57:03|
3471|6400879|160|ED|MNVA26005D4D4|1||2026-04-08 09:56:06|
1614|6002191|160|ED|0170261A9ZZ01|1||2026-04-16 09:08:01|
3471|6400962|160|ED|0170261AHAHM8|1||2026-04-17 19:48:01|
1614|6002334|160|CR|241|1||2026-04-25 13:02:01|
1614|6002124|160|ED|01922618CPX56|1||2026-04-14 12:20:04|
3471|6401102|160|ED|0436260O9ZF34|1||2026-04-29 18:54:01|
1647|6009459|240|ED|0438261EJMLW5|1||2026-04-23 13:23:08|
3577|6300642|521|PP|20239540|1||2026-04-08 13:54:02|
1647|6008805|240|ED|0428260HDMTC5|1||2026-04-17 20:02:04|
1614|6002194|160|PP|20239540|1||2026-04-16 19:41:02|
1925|6000421|160|ED|04412602ODP22|1||2026-04-15 13:54:04|
1925|6000474|160|ED|04412602ODP22|1||2026-04-24 17:09:03|
3496|6000481|850|ED|MNVA26007AOK6|1||2026-04-27 12:03:03|
3471|6400965|160|ED|0436260O6NMQ6|1||2026-04-17 20:23:00|
1614|6002108|160|ED|MNVA26005ZVA5|1||2026-04-15 11:37:05|
1759|6000777|160|ED|0436260O47XW2|1||2026-04-10 16:39:03|
1614|6002056|160|IM|482023|1||2026-04-14 14:56:02|
3496|6000481|850|IM|482023|1||2026-04-27 12:03:03|
1925|6000474|160|ED|0436260O5HUR4|1||2026-04-24 17:09:03|
1759|6000777|160|ED|0436260O47Y16|1||2026-04-10 16:39:03|
1925|6100273|160|ED|0436260NC44Y6|1||2026-04-16 15:53:01|
3471|6401104|160|PP|20239540|1||2026-04-29 19:45:02|
3577|6300642|521|CR|223|1||2026-04-08 13:54:02|
1925|6100274|160|ED|0170261AJBHN6|1||2026-04-15 20:55:02|
1614|6002343|160|PP|20239540|1||2026-04-27 09:17:01|
1614|6002066|160|ED|0438261E8MLX7|1||2026-04-14 09:43:03|
1925|6000419|160|ED|0436260NUS2Q6|1||2026-04-15 19:56:01|
3471|6400902|160|PP|20239540|1||2026-04-15 10:55:01|
1614|6002240|160|CR|39|1||2026-04-20 16:43:04|
1614|6003554|160|ED|01922618FIER8|2||2026-04-22 20:06:05|
1925|6000396|160|ED|0436250MVK6J8|1||2026-04-01 12:57:03|
1614|6002009|160|CR|39|1||2026-04-08 08:43:01|
1614|6002312|160|ED|0438261EDHXI2|1||2026-04-20 14:09:04|
1614|6002240|160|ED|01922618GM3D7|1||2026-04-20 16:43:04|
3471|6400902|160|CR|241|1||2026-04-15 10:55:01|
3471|6400808|160|ED|01702619YG6T5|1||2026-04-02 00:48:03|
1925|6100273|160|IM|482023|1||2026-04-16 15:53:01|
3471|6401081|160|ED|MNVA26007IOB6|1||2026-04-29 10:20:04|
3471|6401023|160|ED|0436260O800F1|1||2026-04-23 11:58:03|
3471|6401023|160|ED|0436260O7ZWE1|1||2026-04-23 11:58:03|
3471|6401098|160|ED|0436260OA4T13|1||2026-04-29 18:53:01|
1925|6700204|160|ED|0428260HFWAO5|1||2026-04-24 10:16:02|
1614|6002317|160|PP|20239540|1||2026-04-20 15:18:03|
3471|6400902|160|ED|0170261A659K5|1||2026-04-15 10:55:01|
1925|6000419|160|IM|482023|1||2026-04-15 19:56:01|
1925|6700204|160|ED|0428260HFWAE3|1||2026-04-24 10:16:02|
3471|6400755|160|ED|0438261DZ1LF4|1||2026-04-01 23:19:01|
1614|6002115|160|ED|0170261A2Z387|1||2026-04-14 12:19:04|
1614|6002056|160|CR|241|1||2026-04-14 14:56:02|
1925|6000419|160|ED|0436250MVK748|1||2026-04-15 19:56:01|
1925|6000426|160|ED|0438261E854G7|1||2026-04-15 13:54:02|
1759|6000775|160|ED|0436260O406L7|1||2026-04-10 16:39:02|
1925|6100307|160|ED|0436250MVK748|1||2026-04-17 13:29:09|
3471|6401102|160|ED|0436260O9ZOM2|1||2026-04-29 18:54:01|
3471|6401023|160|ED|0436260O7ZIK5|1||2026-04-23 11:58:03|
1925|6100308|160|ED|0170261ALVSK2|1||2026-04-17 13:29:08|
1614|6001962|160|CR|241|1||2026-04-06 10:12:02|
1614|6002051|160|CR|241|1||2026-04-14 14:55:01|
1647|6008805|240|ED|0428260HDC3N6|1||2026-04-17 20:02:04|
1925|6000426|160|ED|01922618CB912|1||2026-04-15 13:54:02|
1614|6002102|160|ED|0438261E81IV1|1||2026-04-15 11:36:04|
1647|6008356|240|ED|0428260HAJSO4|1||2026-04-06 18:16:02|
3153|6005879|240|ED|0438261E4VQR5|1||2026-04-10 13:48:10|
1614|6002115|160|PP|20239540|1||2026-04-14 12:19:04|
1925|6100252|160|ED|0438261DYX5W4|1||2026-04-08 17:26:01|
3577|6300632|521|ED|04412602SCWE6|1||2026-04-15 15:11:01|
3471|6400899|160|ED|0170261A3YKE5|1||2026-04-15 00:41:01|
3471|6400950|160|ED|0170261AAA305|1||2026-04-17 17:06:02|
3471|6400989|160|ED|0170261AHAVG8|1||2026-04-22 23:29:01|
1614|6001962|160|IM|482023|1||2026-04-06 10:12:02|
3471|6400808|160|ED|0436260O0TBR2|1||2026-04-02 00:48:03|
1614|6002062|160|ED|MNVA26005VYI5|1||2026-04-14 09:42:03|
1614|6001967|160|ED|01702619SW4G3|1||2026-04-06 10:13:02|
1614|6002051|160|SO|AA|1||2026-04-14 14:55:01|
3471|6400950|160|ED|0436260O3IEU2|1||2026-04-17 17:06:02|
1614|6002247|160|ED|0438261ECCF67|1||2026-04-21 10:02:04|
1925|6000480|160|IM|482023|1||2026-04-24 17:08:02|
1614|6002008|160|ED|0438261E1F7B8|1||2026-04-08 08:43:03|
1614|6002299|160|CR|40|1||2026-04-20 16:04:01|
3577|6300631|521|IM|482023|1||2026-04-08 11:46:02|
1759|6000776|160|ED|0438261E7Q0E7|1||2026-04-10 16:39:02|
1925|6000480|160|ED|0436260NYOFP1|1||2026-04-24 17:08:02|
3471|6400954|160|CR|241|1||2026-04-06 15:15:01|
3471|6400950|160|ED|0436260O3I975|1||2026-04-17 17:06:02|
1925|6100307|160|PP|20239540|1||2026-04-17 13:29:09|
1614|6001963|160|ED|0438261E0TQN5|1||2026-04-06 10:12:03|
1925|6100253|160|ED|0170261A9QJO4|1||2026-04-08 16:00:02|
1925|6100253|160|ED|0170261A9QIX8|1||2026-04-08 16:00:02|
1614|6002012|160|ED|0170261A96PK7|1||2026-04-08 09:16:04|
3577|6300629|521|ED|MNVA260057BT6|1||2026-04-07 08:44:01|
3471|6400950|160|CR|40|1||2026-04-17 17:06:02|
1614|6002122|160|CR|241|1||2026-04-14 12:20:04|
1614|6002297|160|FR|1|1||2026-04-20 16:04:02|
3496|6000371|850|ED|0438261EEFCM1|1||2026-04-17 14:49:05|
1614|6002104|160|CR|241|1||2026-04-15 11:36:05|
1647|6007981|240|ED|0428260HC7MA3|1||2026-04-01 17:15:08|
1647|6008356|240|ED|0428260HACRT2|1||2026-04-06 18:16:02|
1614|6002304|160|ED|0438261EF9I78|1||2026-04-20 14:08:06|
1614|6002122|160|ED|MNVA26005XMV7|1||2026-04-14 12:20:04|
3496|6000304|850|CR|293|1||2026-04-06 10:55:04|
3043|6001041|523|ED|0170261ARN9M5|1||2026-04-22 16:21:01|
3577|6300621|521|ED|04412602SWSH8|1||2026-04-22 17:02:01|
1614|6002173|160|FR|1|1||2026-04-20 14:21:07|
1614|6002315|160|CR|40|1||2026-04-20 15:18:02|
1925|6700247|160|ED|0170261AVJDV8|1||2026-04-28 16:25:06|
3471|6400948|160|ED|0170261A9MAD6|1||2026-04-17 17:35:02|
1647|6008805|240|ED|0428260HD6MY8|1||2026-04-17 20:02:04|
1614|6002115|160|SO|AA|1||2026-04-14 12:19:04|
1925|6100309|160|PP|20239540|1||2026-04-17 13:48:10|
3471|6401067|160|ED|0438251C2PAY2|2||2026-04-25 13:50:03|
1925|6700205|160|ED|0438261EFQH67|1||2026-04-23 16:43:02|
1925|6000394|160|ED|01702619ZEQG1|1||2026-04-01 12:58:01|
3471|6400900|160|CR|241|1||2026-04-15 10:55:04|
1614|6002307|160|ED|0438261EF9I78|1||2026-04-20 16:05:04|
3471|6400878|160|PD|3|1|1|2026-04-08 09:56:05|
3471|6400804|160|ED|0438261DY21Q6|1||2026-04-02 01:05:02|
1614|6002057|160|SO|AA|1||2026-04-14 09:41:02|
3471|6400950|160|ED|01762600A49N6|1||2026-04-17 17:06:02|
1614|6002315|160|IM|482023|1||2026-04-20 15:18:02|
3471|6401015|160|IM|482023|1||2026-04-23 11:15:03|
1614|6002104|160|ED|MNVA26005ZH14|1||2026-04-15 11:36:05|
3471|6400948|160|ED|0436260O5OI64|1||2026-04-17 17:35:02|
1614|6002196|160|ED|0436260O2BGQ4|1||2026-04-16 19:41:01|
3471|6400878|160|ED|0170261A2FGN4|1||2026-04-08 09:56:05|
1614|6003570|160|ED|0170261AFOQM7|2||2026-04-23 08:47:02|
3471|6400900|160|ED|0436260O42BU3|1||2026-04-15 10:55:04|
1647|6007981|240|ED|0433260DQ0EV4|1||2026-04-01 17:15:08|
3471|6400757|160|ED|0170261A6LJH1|1||2026-04-01 23:55:03|
3471|6400900|160|ED|0170261A4OYL3|1||2026-04-15 10:55:04|
3577|6300643|521|ED|01922618B1A97|1||2026-04-10 15:22:01|
3471|6400874|160|ED|0170261ACX6Y6|1||2026-04-08 09:56:02|
1614|6001957|160|PP|20239540|1||2026-04-06 10:12:01|
3471|6400948|160|ED|0436260O5OLW5|1||2026-04-17 17:35:02|
1614|6002116|160|CR|241|1||2026-04-14 12:19:04|
3471|6401015|160|ED|0436260O8B8A4|1||2026-04-23 11:15:03|
3471|6401015|160|ED|0436260O8B8N7|1||2026-04-23 11:15:03|
1614|6002102|160|ED|019226189LPO5|1||2026-04-15 11:36:04|
1614|6003558|160|ED|0438261EDHXI2|2||2026-04-23 08:47:05|
1647|6008356|240|ED|0428260HA5UP4|1||2026-04-06 18:16:02|
1614|6002123|160|ED|0170261A2YME1|1||2026-04-14 12:20:05|
1614|6002305|160|ED|MNVA26006IF78|1||2026-04-20 16:05:03|
3471|6400900|160|ED|0436260O42EU5|1||2026-04-15 10:55:04|
3471|6400846|160|CR|39|1||2026-04-01 18:26:02|
3471|6400798|160|IM|482023|1||2026-04-02 00:49:02|
3471|6400900|160|ED|0438261E742D8|1||2026-04-15 10:55:04|
1647|6008357|240|IM|482023|1||2026-04-03 14:58:01|
1614|6002123|160|IM|482023|1||2026-04-14 12:20:05|
3471|6400940|160|ED|0436260O5EOQ6|1||2026-04-17 12:39:03|
1925|6000479|160|ED|0170261AQLBL4|1||2026-04-24 17:09:02|
3577|6300620|521|CR|158|1||2026-04-03 09:50:01|
3471|6401015|160|ED|0436260O8B964|1||2026-04-23 11:15:03|
3471|6401015|160|ED|0436260O8B951|1||2026-04-23 11:15:03|
1614|6003580|160|ED|MNVA26006I1W1|2||2026-04-22 20:47:01|
1925|6000479|160|CR|40|1||2026-04-24 17:09:02|
3471|6400940|160|ED|0436260O5EC12|1||2026-04-17 12:39:03|
1614|6002047|160|CR|241|1||2026-04-14 14:54:01|
3471|6400755|160|CR|39|1||2026-04-01 23:19:01|
1614|6002008|160|SO|AA|1||2026-04-08 08:43:03|
1647|6008805|240|ED|0428260HD9KJ8|1||2026-04-17 20:02:04|
1647|6008356|240|ED|0428260HAE8T4|1||2026-04-06 18:16:02|
1925|6700207|160|ED|0170261AOG292|1||2026-04-23 16:44:02|
1925|6700246|160|ED|0428260HHNNE5|1||2026-04-28 20:00:02|
1614|6002117|160|ED|0170261A2Z1M1|1||2026-04-14 12:19:05|
1925|6000419|160|CR|241|1||2026-04-15 19:56:01|
3471|6400784|160|ED|01702619Z4XC8|1||2026-04-01 11:53:01|
3471|6400948|160|ED|0436260O5OHJ5|1||2026-04-17 17:35:02|
1925|6100279|160|ED|01922618FJFZ2|1||2026-04-15 20:55:03|
1614|6002208|160|ED|0170261AAEVQ8|1||2026-04-16 11:09:01|
3471|6400805|160|ED|0170261A10XF8|1||2026-04-02 01:06:01|
3577|6300630|521|CR|243|1||2026-04-07 12:05:02|
3471|6400945|160|ED|0170261AAPIL3|1||2026-04-17 13:23:08|
1614|6002118|160|SO|AA|1||2026-04-14 12:19:05|
3471|6400894|160|ED|0436260O2HTF3|1||2026-04-14 23:52:01|
1614|6003555|160|PP|20239540|2||2026-04-23 09:17:02|
3153|6005880|240|ED|0438261E6ZW12|1||2026-04-10 13:48:09|
1647|6008356|240|ED|0428260HAKBF8|1||2026-04-06 18:16:02|
1614|6003555|160|SO|AA|2||2026-04-23 09:17:02|
3471|6400988|160|ED|0436260O837M2|1||2026-04-22 21:37:02|
1614|6002118|160|ED|0170261A2Z036|1||2026-04-14 12:19:05|
1925|6700208|160|ED|0428260HFW8L5|1||2026-04-23 20:27:02|
3471|6400886|160|CR|39|1||2026-04-16 14:42:01|
3043|6700009|523|AT||1||2026-04-06 18:24:01|
1925|6100279|160|CR|241|1||2026-04-15 20:55:03|
3043|6000990|523|ED|0170261AKR6B5|1||2026-04-15 21:01:20|
3471|6400762|160|PP|20239540|1||2026-04-01 23:54:02|
3577|6300629|521|CR|243|1||2026-04-07 08:44:01|
3471|6400808|160|ED|0436260O0TAN5|1||2026-04-02 00:48:03|
1614|6002068|160|ED|0436260NYXF64|1||2026-04-14 09:43:02|
3153|6005835|240|SO|AA|1||2026-04-10 13:51:05|
1925|6100271|160|CR|241|1||2026-04-16 15:52:01|
1925|6000394|160|ED|01702619ZEPX4|1||2026-04-01 12:58:01|
3153|6005834|240|ED|0438261E2ZIX2|1||2026-04-10 13:49:04|
1614|6001964|160|PP|20239540|1||2026-04-06 10:53:03|
1614|6002055|160|ED|01922618CAC23|1||2026-04-14 14:55:04|
1647|6009458|240|ED|0428260HGZDB1|1||2026-04-23 12:29:06|
3471|6400968|160|ED|MNVA26006FOE1|1||2026-04-17 19:49:02|
3471|6400807|160|PP|20239540|1||2026-04-02 00:48:02|
3471|6400760|160|CR|39|1||2026-04-01 16:33:04|
3577|6300688|521|ED|04412602SL837|1||2026-04-14 15:20:02|
1925|6100279|160|PP|20239540|1||2026-04-15 20:55:03|
3471|6400760|160|ED|0170261A6NLY5|1||2026-04-01 16:33:04|
1759|6000614|160|PP|20239540|1||2026-04-10 16:30:06|
1614|6001953|160|CR|241|1||2026-04-06 10:11:01|
1614|6002050|160|ED|0438261E7GBO2|1||2026-04-14 14:55:03|
