Patente|Pedimento|SeccionAduanera|ClaveCaso|IdentificadorCaso|TipoPedimento|ComplementoCaso|FechaValidacionPagoR
1614|6002166|160|CR|40|1||2026-04-20 16:19:03|
3471|6400967|160|ED|0436260O63671|1||2026-04-17 19:49:03|
3471|6400835|160|PP|20239540|1||2026-04-01 16:33:05|
3577|6300623|521|ED|019226187RIJ7|1||2026-04-02 14:19:01|
1647|6008418|240|ED|0428260HC1PQ1|1||2026-04-13 15:59:09|
1614|6002304|160|CR|40|1||2026-04-20 14:08:06|
3471|6400967|160|ED|0436260O62YC8|1||2026-04-17 19:49:03|
3471|6400876|160|ED|0170261A27LL3|1||2026-04-08 16:15:01|
1925|6000417|160|ED|0436250MVK6J8|1||2026-04-15 13:54:06|
3496|6000413|850|ED|0170261AMJK98|1||2026-04-17 14:46:11|
1925|6100277|160|ED|0436250MVK748|1||2026-04-16 18:17:02|
3471|6400849|160|ED|MNVA26004Y1K8|1||2026-04-01 23:18:01|
3471|6400967|160|ED|0438261ECXW17|1||2026-04-17 19:49:03|
1614|6002166|160|PP|20239540|1||2026-04-20 16:19:03|
3577|6300620|521|ED|0438261E2AXQ1|1||2026-04-03 09:50:01|
1614|6002243|160|CR|39|1||2026-04-21 10:02:02|
3471|6400802|160|CR|40|1||2026-04-02 12:32:02|
3471|6400967|160|ED|0436260O62UU1|1||2026-04-17 19:49:03|
3471|6400762|160|ED|0170261A6HDV2|1||2026-04-01 23:54:02|
1925|6100250|160|ED|0428250E9O9N6|1||2026-04-09 09:52:01|
3471|6400948|160|ED|0436260O5OVA2|1||2026-04-17 17:35:02|
3577|6300707|521|PP|20239540|1||2026-04-14 20:12:01|
1614|6002119|160|PP|20239540|1||2026-04-14 12:19:06|
1614|6002119|160|ED|0438261E7ZAD7|1||2026-04-14 12:19:06|
1905|6009723|160|ED|0436260O6OXY4|1||2026-04-20 18:03:03|
1614|6002200|160|ED|0436260O2D095|1||2026-04-16 19:41:02|
1614|6002060|160|ED|0438261E8MLX7|1||2026-04-14 09:42:04|
3471|6400751|160|ED|0438261DYZO61|1||2026-04-01 16:32:03|
1925|6100271|160|ED|0436250N783I6|1||2026-04-16 15:52:01|
3577|6300608|521|ED|0438261E1KPX7|1||2026-04-08 14:57:01|
3471|6400845|160|ED|0436260O0XN15|1||2026-04-01 18:26:02|
3043|6700012|523|ED|0170261A767F6|1||2026-04-10 16:21:02|
1614|6002210|160|CR|40|1||2026-04-16 14:23:01|
3471|6400946|160|ED|0438261E8X6G6|1||2026-04-17 14:11:01|
3471|6400839|160|ED|0436260O0N5L2|1||2026-04-01 18:25:05|
1925|6100309|160|CR|40|1||2026-04-17 13:48:10|
1614|6002113|160|ED|0170261A2LN06|1||2026-04-16 17:35:04|
3577|6300707|521|ED|04412602SS0C6|1||2026-04-14 20:12:01|
3471|6400806|160|ED|0436260O1T847|1||2026-04-02 00:47:01|
1614|6002048|160|ED|0436260O287T2|1||2026-04-14 14:55:05|
1614|6002216|160|ED|0170261AAEXT1|1||2026-04-16 14:24:01|
1925|6100269|160|ED|01702513WKYT5|1||2026-04-16 15:12:02|
1614|6002190|160|SO|AA|1||2026-04-16 19:40:02|
3471|6400760|160|ED|0436260O00AC5|1||2026-04-01 16:33:04|
3471|6400903|160|ED|0170261AG7XN3|1||2026-04-15 10:56:01|
1647|6008356|240|ED|0428260HAGET6|1||2026-04-06 18:16:02|
1614|6002215|160|CR|40|1||2026-04-16 19:40:02|
3496|6000299|850|PP|20239540|1||2026-04-06 08:57:05|
1647|6008356|240|ED|0428260HAQUP6|1||2026-04-06 18:16:02|
1647|6007988|240|ED|0428260HCATK2|1||2026-04-01 17:16:09|
3471|6400760|160|IM|482023|1||2026-04-01 16:33:04|
1925|6100271|160|ED|01922618FBTP2|1||2026-04-16 15:52:01|
1614|6002200|160|ED|0438261EBEK55|1||2026-04-16 19:41:02|
3043|6001041|523|ED|0438261EIKRS6|1||2026-04-22 16:21:01|
1614|6002048|160|ED|MNVA26005Y1D2|1||2026-04-14 14:55:05|
1614|6002332|160|ED|MNVA260074QO1|1||2026-04-27 08:43:05|
1647|6009461|240|ED|0170261ASRQC5|1||2026-04-23 13:23:07|
3471|6400802|160|ED|0436260O0U6I2|1||2026-04-02 12:32:02|
1925|6000397|160|ED|01702619ZFFE7|1||2026-04-01 12:57:02|
3471|6400751|160|ED|0170261A6HL23|1||2026-04-01 16:32:03|
1647|6007988|240|ED|0170261A8UAS3|1||2026-04-01 17:16:09|
1647|6008356|240|ED|0428260HB8RO2|1||2026-04-06 18:16:02|
1925|6700213|160|ED|0428260HGTG02|1||2026-04-23 14:19:01|
1614|6002340|160|CR|241|1||2026-04-27 08:43:06|
1614|6002247|160|SO|AA|1||2026-04-21 10:02:04|
1614|6002106|160|ED|MNVA26005ZNZ5|1||2026-04-15 12:13:01|
3471|6400751|160|ED|0170261A6HFS8|1||2026-04-01 16:32:03|
1614|6002010|160|SO|AA|1||2026-04-08 08:43:02|
1614|6002113|160|CR|241|1||2026-04-16 17:35:04|
1925|6700208|160|ED|MNVA26006Z2L6|1||2026-04-23 20:27:02|
1614|6002332|160|ED|0170261AHK708|1||2026-04-27 08:43:05|
1614|6002049|160|SO|AA|1||2026-04-14 14:55:03|
3471|6400886|160|ED|MNVA260064OG3|1||2026-04-16 14:42:01|
3471|6400802|160|ED|0436260O0UBH1|1||2026-04-02 12:32:02|
1614|6002217|160|ED|MNVA260067LX4|1||2026-04-16 19:40:03|
3471|6400758|160|ED|0436260O048T2|1||2026-04-01 23:55:02|
3471|6400990|160|ED|0436260O7YIK4|1||2026-04-22 22:33:02|
3897|6603334|240|ED|0438261E9GGJ6|1||2026-04-13 10:21:10|
1614|6003575|160|ED|0438261EF9I78|2||2026-04-23 09:10:05|
1925|6100274|160|ED|MNVA2600633Z2|1||2026-04-15 20:55:02|
3471|6400789|160|IM|482023|1||2026-04-01 11:54:01|
1925|6700214|160|ED|01922618LCEH5|1||2026-04-23 15:01:03|
1925|6700206|160|ED|0438261EFQH67|1||2026-04-23 20:27:03|
1647|6008805|240|ED|0428260HDX4H2|1||2026-04-17 20:02:04|
3471|6400802|160|ED|0438261DYGBQ6|1||2026-04-02 12:32:02|
1614|6002233|160|ED|MNVA26006I318|1||2026-04-21 10:01:02|
1614|6002059|160|CR|241|1||2026-04-14 09:42:02|
3471|6400789|160|PP|20239540|1||2026-04-01 11:54:01|
1925|6700208|160|ED|04432600BCZS3|1||2026-04-23 20:27:02|
3471|6400802|160|ED|01702619YL2G3|1||2026-04-02 12:32:02|
1614|6002217|160|ED|0436260O2F934|1||2026-04-16 19:40:03|
3471|6400850|160|ED|0438261DYGKZ7|1||2026-04-01 23:19:02|
1925|6700214|160|PP|20239540|1||2026-04-23 15:01:03|
3471|6400996|160|ED|0436260O8B9Y3|1||2026-04-22 23:30:02|
1647|6008843|240|ED|0428260HEAQQ4|1||2026-04-24 20:02:07|
1614|6003575|160|CR|40|2||2026-04-23 09:10:05|
3153|6005835|240|ED|019226189R7W5|1||2026-04-10 13:51:05|
1614|6002014|160|SO|AA|1||2026-04-08 09:17:04|
3471|6400783|160|CR|241|1||2026-04-01 11:53:02|
1614|6002010|160|ED|0170261A96MG3|1||2026-04-08 08:43:02|
3043|6700011|520|ST|22|1||2026-04-06 11:46:00|
1647|6008356|240|ED|0428260HA6PF1|1||2026-04-06 18:16:02|
1925|6100249|160|ED|0170261A9PQ07|1||2026-04-08 16:47:06|
1614|6002120|160|ED|0438261E7ZAD7|1||2026-04-14 12:20:03|
3153|6005835|240|IM|482023|1||2026-04-10 13:51:05|
1614|6002343|160|ED|0170261AHN0C5|1||2026-04-27 09:17:01|
1614|6002060|160|ED|0436260NYPLB8|1||2026-04-14 09:42:04|
3471|6400783|160|IM|482023|1||2026-04-01 11:53:02|
3471|6400993|160|CR|40|1||2026-04-22 19:32:02|
1647|6008356|240|ED|0428260HA3T36|1||2026-04-06 18:16:02|
1614|6002062|160|ED|01702619Z0JU6|1||2026-04-14 09:42:03|
1925|6000480|160|CR|40|1||2026-04-24 17:08:02|
1647|6008356|240|ED|0428260HA6OH1|1||2026-04-06 18:16:02|
3471|6401024|160|CR|40|1||2026-04-22 19:32:04|
3471|6400839|160|CR|39|1||2026-04-01 18:25:05|
1614|6002105|160|ED|0436260O6OHF3|1||2026-04-16 16:30:04|
1614|6002343|160|ED|0436260O9UII6|1||2026-04-27 09:17:01|
1925|6000417|160|ED|MNVA260062JW6|1||2026-04-15 13:54:06|
1925|6100249|160|ED|0170261A9PPH3|1||2026-04-08 16:47:06|
1614|6002196|160|ED|0170261AA04U6|1||2026-04-16 19:41:01|
1614|6002214|160|ED|MNVA260067JG4|1||2026-04-16 14:23:02|
1614|6002330|160|SO|AA|1||2026-04-23 16:50:09|
3471|6400804|160|ED|0170261A10QE1|1||2026-04-02 01:05:02|
3471|6400757|160|ED|MNVA26004V2M2|1||2026-04-01 23:55:03|
3471|6401024|160|ED|0170261AJBPK2|1||2026-04-22 19:32:04|
1614|6002209|160|SO|AA|1||2026-04-16 18:48:02|
3496|6000304|850|IM|482023|1||2026-04-06 10:55:04|
3471|6401016|160|ED|MNVA26006W9W1|1||2026-04-23 14:42:01|
1647|6008356|240|ED|0428260HABYJ5|1||2026-04-06 18:16:02|
1614|6002014|160|ED|0170261A96US6|1||2026-04-08 09:17:04|
3471|6400757|160|ED|0170261A6LLP7|1||2026-04-01 23:55:03|
3471|6400804|160|ED|0436260O0NR64|1||2026-04-02 01:05:02|
3471|6401009|160|ED|0438261EHYJC2|1||2026-04-23 10:20:05|
1614|6002014|160|ED|MNVA26005BPH5|1||2026-04-08 09:17:04|
1614|6002196|160|ED|MNVA260066ZB7|1||2026-04-16 19:41:01|
1925|6100248|160|ED|0436260NYOFP1|1||2026-04-08 14:04:09|
1614|6002212|160|SO|AA|1||2026-04-16 14:23:02|
1614|6002330|160|ED|0438261EF8W83|1||2026-04-23 16:50:09|
3471|6400804|160|ED|0436260O0O1B4|1||2026-04-02 01:05:02|
3471|6400846|160|ED|MNVA26004XX58|1||2026-04-01 18:26:02|
1925|6100277|160|ED|0438261EBA6H4|1||2026-04-16 18:17:02|
3496|6000302|850|ED|MNVA26004HIG4|1||2026-04-01 13:03:12|
3496|6000304|850|ED|0436260O2K7S8|1||2026-04-06 10:55:04|
1614|6002063|160|ED|MNVA26005W2O7|1||2026-04-14 09:42:04|
1925|6000417|160|ED|0438261E854G7|1||2026-04-15 13:54:06|
1925|6100277|160|ED|0428250E9O9N6|1||2026-04-16 18:17:02|
3471|6400750|160|ED|0436260O08MR1|1||2026-04-01 18:25:04|
3471|6400804|160|PP|20239540|1||2026-04-02 01:05:02|
1614|6002190|160|IM|482023|1||2026-04-16 19:40:02|
1647|6008356|240|ED|0428260HA3VG4|1||2026-04-06 18:16:02|
3577|6300604|521|ED|0438261E0ZH65|1||2026-04-01 17:37:01|
3577|6300604|521|CR|158|1||2026-04-01 17:37:01|
1614|6002014|160|ED|0436260O2Y1D8|1||2026-04-08 09:17:04|
1614|6002007|160|ED|0192261893YN8|1||2026-04-08 08:43:02|
1614|6002066|160|ED|MNVA26005W3V4|1||2026-04-14 09:43:03|
3471|6400789|160|ED|0436260O0EOM8|1||2026-04-01 11:54:01|
1925|6100277|160|ED|0436260NC45D5|1||2026-04-16 18:17:02|
1925|6000417|160|ED|0436250MZ8X26|1||2026-04-15 13:54:06|
1614|6002114|160|ED|0170261A2Z423|1||2026-04-14 12:19:03|
1614|6002063|160|ED|0438261E8MLX7|1||2026-04-14 09:42:04|
3471|6400996|160|ED|0170261AHXFY7|1||2026-04-22 23:30:02|
1890|6066550|750|ED|0436260O6ZRK6|1||2026-04-17 14:38:01|
3471|6400789|160|ED|0170261A5KE15|1||2026-04-01 11:54:01|
1614|6002066|160|ED|01702619Z0HC2|1||2026-04-14 09:43:03|
1614|6002190|160|CR|40|1||2026-04-16 19:40:02|
1614|6002331|160|CR|241|1||2026-04-23 17:52:04|
1614|6002189|160|ED|0438261EBEK55|1||2026-04-16 14:21:01|
3471|6400802|160|ED|0436260O0U7I4|1||2026-04-02 12:32:02|
1759|6000777|160|ED|0436260O47Y51|1||2026-04-10 16:39:03|
3577|6300688|521|ED|01922618DCHY5|1||2026-04-14 15:20:02|
1614|6002066|160|ED|0436260NYPSC7|1||2026-04-14 09:43:03|
3471|6400789|160|CR|241|1||2026-04-01 11:54:01|
1614|6002102|160|ED|0170261A2JLO5|1||2026-04-15 11:36:04|
3471|6400996|160|ED|0436260O8BA78|1||2026-04-22 23:30:02|
1614|6002115|160|IM|482023|1||2026-04-14 12:19:04|
1614|6002054|160|ED|0170261A33IV1|1||2026-04-14 14:55:04|
1614|6003566|160|ED|0438261EF9I78|2||2026-04-22 20:06:02|
3577|6300644|521|ED|MNVA26005K0E6|1||2026-04-09 14:37:01|
3471|6400789|160|ED|0436260O0EPY1|1||2026-04-01 11:54:01|
3471|6400894|160|ED|0436260O2HT46|1||2026-04-14 23:52:01|
3577|6300688|521|CR|243|1||2026-04-14 15:20:02|
1614|6002193|160|ED|0170261A9ZZ97|1||2026-04-16 14:22:01|
1614|6002049|160|ED|MNVA26005Y1E6|1||2026-04-14 14:55:03|
1614|6002191|160|CR|40|1||2026-04-16 09:08:01|
3471|6400846|160|ED|0438261DYNMM1|1||2026-04-01 18:26:02|
3471|6400872|160|CR|39|1||2026-04-08 09:57:04|
3471|6400804|160|ED|0436260O0NWR8|1||2026-04-02 01:05:02|
3471|6400836|160|ED|01702619Z9Q41|1||2026-04-01 18:25:03|
3577|6300644|521|ED|0438261E42CT5|1||2026-04-09 14:37:01|
1925|6000417|160|ED|04412602ODP22|1||2026-04-15 13:54:06|
1614|6002115|160|ED|0438261E7ZAD7|1||2026-04-14 12:19:04|
1614|6002067|160|CR|241|1||2026-04-14 09:43:02|
1925|6100248|160|ED|0170261A980V4|1||2026-04-08 14:04:09|
1925|6100313|160|ED|0436260NUS2Q6|1||2026-04-16 15:53:03|
3471|6400836|160|CR|39|1||2026-04-01 18:25:03|
1614|6002105|160|PP|20239540|1||2026-04-16 16:30:04|
3153|6105062|240|ED|01922618K5KS2|1||2026-04-21 15:49:02|
1759|6000777|160|PP|20239540|1||2026-04-10 16:39:03|
3471|6400798|160|ED|0436260O1PQH2|1||2026-04-02 00:49:02|
1614|6002053|160|ED|0438261E7GBO2|1||2026-04-14 14:55:02|
1759|6000777|160|ED|0436260O47YO2|1||2026-04-10 16:39:03|
3471|6400807|160|ED|0438261DYPY73|1||2026-04-02 00:48:02|
1614|6001815|160|IM|482023|1||2026-04-07 12:19:04|
3471|6400762|160|CR|39|1||2026-04-01 23:54:02|
3471|6400839|160|ED|0436260O0N4L1|1||2026-04-01 18:25:05|
1925|6000417|160|ED|0436260NC41J1|1||2026-04-15 13:54:06|
1614|6002195|160|ED|0438261EBEK55|1||2026-04-16 14:22:01|
1614|6002046|160|ED|0436260O5OCN4|1||2026-04-14 14:54:02|
1925|6000395|160|ED|01702619ZEYB5|1||2026-04-01 12:57:01|
3471|6400839|160|ED|0436260O0MZX8|1||2026-04-01 18:25:05|
3471|6400762|160|ED|0436260O1VN71|1||2026-04-01 23:54:02|
3471|6400898|160|ED|0436260O44S58|1||2026-04-15 00:40:01|
3471|6400872|160|ED|0170261A1GVA7|1||2026-04-08 09:57:04|
1614|6002331|160|ED|0438261EF8W83|1||2026-04-23 17:52:04|
1614|6002053|160|ED|0170261A33078|1||2026-04-14 14:55:02|
1614|6003558|160|ED|MNVA26006GG47|2||2026-04-23 08:47:05|
1614|6002331|160|ED|MNVA26006V7H8|1||2026-04-23 17:52:04|
3577|6300672|521|ED|MNVA260063JL6|1||2026-04-15 15:11:01|
3471|6400895|160|CR|241|1||2026-04-14 23:52:02|
3471|6400762|160|ED|MNVA2600501A7|1||2026-04-01 23:54:02|
3471|6400839|160|ED|0436260O0MUS3|1||2026-04-01 18:25:05|
1614|6002010|160|ED|MNVA26005BPF3|1||2026-04-08 08:43:02|
1614|6002054|160|ED|0438261E7GBO2|1||2026-04-14 14:55:04|
1925|6700244|160|ED|01922618QSLM2|1||2026-04-28 20:00:01|
1614|6002113|160|ED|0438261E81IV1|1||2026-04-16 17:35:04|
3471|6400838|160|ED|MNVA26004XNK2|1||2026-04-01 16:34:01|
3471|6400790|160|ED|0170261A5JS28|1||2026-04-01 22:34:01|
1759|6000775|160|ED|01922618BVRZ7|1||2026-04-10 16:39:02|
1614|6002107|160|ED|0436260NZVPO3|1||2026-04-16 16:30:02|
1647|6008356|240|ED|0428260HAKGY3|1||2026-04-06 18:16:02|
1925|6000474|160|ED|0436250MVK8Z5|1||2026-04-24 17:09:03|
1925|6100273|160|ED|0436250MVK7Z3|1||2026-04-16 15:53:01|
1614|6002212|160|CR|40|1||2026-04-16 14:23:02|
3043|6700012|523|ED|0170261A9U1Q5|1||2026-04-10 16:21:02|
1614|6002124|160|ED|MNVA26005XSR8|1||2026-04-14 12:20:04|
1925|6700199|160|CR|39|1||2026-04-23 16:31:03|
3471|6400992|160|IM|482023|1||2026-04-22 22:33:02|
1614|6002113|160|ED|0436260NZVNU2|1||2026-04-16 17:35:04|
1614|6002046|160|IM|482023|1||2026-04-14 14:54:02|
1925|6000478|160|CR|40|1||2026-04-24 17:09:03|
1925|6000394|160|PP|20239540|1||2026-04-01 12:58:01|
1614|6002218|160|ED|0170261AAF3D7|1||2026-04-16 14:24:02|
3471|6400756|160|ED|0436260O0GBP1|1||2026-04-01 23:55:02|
1925|6100309|160|ED|0436260N8LQ47|1||2026-04-17 13:48:10|
3043|6700012|523|ED|0170261A9U1K7|1||2026-04-10 16:21:02|
1614|6002114|160|ED|0438261E7ZAD7|1||2026-04-14 12:19:03|
1647|6008356|240|ED|0428260HA3XS5|1||2026-04-06 18:16:02|
1614|6003567|160|PP|20239540|2||2026-04-23 11:04:03|
1614|6002054|160|SO|AA|1||2026-04-14 14:55:04|
3471|6400844|160|ED|019226185O802|1||2026-04-01 16:35:04|
3471|6400804|160|ED|MNVA260050VO2|1||2026-04-02 01:05:02|
3471|6400756|160|CR|39|1||2026-04-01 23:55:02|
1614|6002062|160|ED|0436260NYPLU6|1||2026-04-14 09:42:03|
1614|6002010|160|IM|482023|1||2026-04-08 08:43:02|
1614|6002117|160|CR|241|1||2026-04-14 12:19:05|
1925|6000478|160|PP|20239540|1||2026-04-24 17:09:03|
3577|6300658|521|CR|223|1||2026-04-10 16:20:02|
1925|6700248|160|CR|39|1||2026-04-28 20:00:02|
1925|6700208|160|ED|0170261AOG3F7|1||2026-04-23 20:27:02|
1925|6000417|160|ED|04432600B24E3|1||2026-04-15 13:54:06|
3043|6700012|523|ED|0170261A76705|1||2026-04-10 16:21:02|
1759|6000777|160|ED|01922618CDAU5|1||2026-04-10 16:39:03|
1647|6008356|240|ED|0428260HA7AN6|1||2026-04-06 18:16:02|
1925|6100273|160|ED|0436250MX2DJ3|1||2026-04-16 15:53:01|
1614|6003582|160|ED|01922618EK7X2|2||2026-04-22 20:47:02|
3043|6700012|523|ED|0170261A9ZRK6|1||2026-04-10 16:21:02|
1614|6002296|160|ED|MNVA26006IP92|1||2026-04-20 14:08:05|
3471|6400757|160|ED|0438261DZ1WR4|1||2026-04-01 23:55:03|
1614|6002190|160|ED|0438261EBEK55|1||2026-04-16 19:40:02|
1925|6100275|160|ED|0436260NC41J1|1||2026-04-16 15:53:02|
3471|6400802|160|PP|20239540|1||2026-04-02 12:32:02|
1614|6002055|160|ED|0438261E7GBO2|1||2026-04-14 14:55:04|
1925|6000394|160|ED|0436250N2PK08|1||2026-04-01 12:58:01|
1647|6009460|240|ED|0438261EJGSF5|1||2026-04-23 12:24:04|
3471|6400837|160|ED|0436260O0KFG8|1||2026-04-01 18:25:03|
3471|6400994|160|ED|MNVA26006VME4|1||2026-04-22 23:30:01|
3471|6400844|160|ED|0438261DYHZN2|1||2026-04-01 16:35:04|
1759|6000777|160|ED|0436260O4GYK1|1||2026-04-10 16:39:03|
1614|6002016|160|ED|0170261A96QS7|1||2026-04-08 09:17:06|
1647|6008356|240|ED|0428260HACQ36|1||2026-04-06 18:16:02|
1759|6000613|160|ED|01922618C8FH6|1||2026-04-10 16:30:07|
3471|6400759|160|CR|39|1||2026-04-01 23:55:01|
3577|6300794|521|PP|20239540|1||2026-04-23 16:53:01|
3471|6400750|160|ED|0436260O08HJ5|1||2026-04-01 18:25:04|
1614|6002190|160|ED|0436260O2BK97|1||2026-04-16 19:40:02|
1614|6001823|160|IM|482023|1||2026-04-07 12:21:02|
1614|6002047|160|ED|0170261A9OKX4|1||2026-04-14 14:54:01|
3471|6401016|160|ED|0170261AK0KG1|1||2026-04-23 14:42:01|
1614|6001823|160|ED|01702619XWTI7|1||2026-04-07 12:21:02|
3471|6400878|160|PP|20239540|1||2026-04-08 09:56:05|
1614|6002118|160|ED|MNVA26005XHY6|1||2026-04-14 12:19:05|
1647|6008805|240|ED|0428260HCN2J8|1||2026-04-17 20:02:04|
3471|6401019|160|CR|40|1||2026-04-23 11:33:04|
1647|6008356|240|ED|0428260HB8QD5|1||2026-04-06 18:16:02|
3471|6401066|160|PP|20239540|1||2026-04-22 19:31:01|
1647|6008356|240|ED|0428260HAGLK1|1||2026-04-06 18:16:02|
1614|6002054|160|ED|MNVA26005Y1U7|1||2026-04-14 14:55:04|
1614|6002107|160|ED|0438261E81IV1|1||2026-04-16 16:30:02|
1925|6100250|160|CR|39|1||2026-04-09 09:52:01|
3471|6400750|160|ED|0436260O08JZ8|1||2026-04-01 18:25:04|
3471|6401009|160|ED|01762600A5GJ4|1||2026-04-23 10:20:05|
3577|6300707|521|ED|0438261EBX408|1||2026-04-14 20:12:01|
3496|6000302|850|PP|20239540|1||2026-04-01 13:03:12|
1614|6002008|160|ED|0170261A96K77|1||2026-04-08 08:43:03|
3471|6400940|160|ED|0436260O5EGP7|1||2026-04-17 12:39:03|
3471|6401009|160|ED|0436260O8B9S2|1||2026-04-23 10:20:05|
3471|6400750|160|ED|0438261DYZJO7|1||2026-04-01 18:25:04|
3471|6400895|160|ED|0438261E76A51|1||2026-04-14 23:52:02|
3471|6401009|160|ED|04412602STBS7|1||2026-04-23 10:20:05|
1925|6100269|160|ED|0170261AJ4314|1||2026-04-16 15:12:02|
1759|6000776|160|ED|MNVA26005QB38|1||2026-04-10 16:39:02|
1925|6000474|160|ED|0436260NC41J1|1||2026-04-24 17:09:03|
3577|6300711|521|ED|0170261AN0Q43|1||2026-04-17 12:11:01|
3471|6401009|160|ED|0436260O8B9L3|1||2026-04-23 10:20:05|
3471|6400752|160|IM|482023|1||2026-04-01 16:33:04|
1614|6002046|160|SO|AA|1||2026-04-14 14:54:02|
3471|6401009|160|IM|482023|1||2026-04-23 10:20:05|
3471|6400877|160|ED|MNVA26005D4R3|1||2026-04-08 09:56:04|
1614|6002301|160|SO|AA|1||2026-04-20 16:04:03|
1614|6002301|160|ED|MNVA26006IH61|1||2026-04-20 16:04:03|
3471|6400877|160|PD|2|1|1|2026-04-08 09:56:04|
3471|6400996|160|ED|0436260O8B9W4|1||2026-04-22 23:30:02|
1614|6002046|160|CR|241|1||2026-04-14 14:54:02|
1925|6000416|160|ED|0170261AC9X85|1||2026-04-15 13:55:03|
3471|6400841|160|ED|0436260O0PN24|1||2026-04-01 18:25:04|
1614|6001824|160|CR|39|1||2026-04-07 12:21:03|
1647|6008805|240|ED|0428260HDBY34|1||2026-04-17 20:02:04|
1925|6100273|160|PP|20239540|1||2026-04-16 15:53:01|
1647|6008418|240|ED|0428260HCFN16|1||2026-04-13 15:59:09|
3471|6400759|160|ED|0170261A8GOI1|1||2026-04-01 23:55:01|
3897|6603227|240|ED|0438261E5W871|1||2026-04-08 13:41:05|
1614|6002115|160|ED|0436260O4ECR7|1||2026-04-14 12:19:04|
3471|6400839|160|PP|20239540|1||2026-04-01 18:25:05|
3471|6400784|160|CR|241|1||2026-04-01 11:53:01|
1614|6002055|160|ED|0170261A33YE8|1||2026-04-14 14:55:04|
3577|6300630|521|ED|01922618871Y7|1||2026-04-07 12:05:02|
3043|6700009|523|ED|0170261A15J16|1||2026-04-06 18:24:01|
3471|6401009|160|ED|0436260O8B9Q4|1||2026-04-23 10:20:05|
1614|6002115|160|ED|0436260NZIUY2|1||2026-04-14 12:19:04|
1925|6000475|160|ED|0438261EJDP37|1||2026-04-24 17:09:01|
3043|6700012|523|ED|0170261A9U1X3|1||2026-04-10 16:21:02|
1647|6008418|240|ED|0428260HBROI6|1||2026-04-13 15:59:09|
3471|6400798|160|PP|20239540|1||2026-04-02 00:49:02|
1614|6002016|160|ED|0438261E1F7B8|1||2026-04-08 09:17:06|
1614|6002047|160|ED|0438261E7GBO2|1||2026-04-14 14:54:01|
3496|6000299|850|ED|MNVA260052W62|1||2026-04-06 08:57:05|
1925|6000475|160|ED|0170261AQK2Z3|1||2026-04-24 17:09:01|
3471|6400715|160|CR|39|1||2026-04-01 11:52:01|
3471|6400756|160|IM|482023|1||2026-04-01 23:55:02|
3471|6400802|160|ED|0436260O0U712|1||2026-04-02 12:32:02|
1614|6002311|160|ED|0438261EDHXI2|1||2026-04-20 15:17:02|
1614|6002301|160|ED|0438261EF9I78|1||2026-04-20 16:04:03|
1647|6009375|240|IM|482023|1||2026-04-15 15:08:07|
3471|6400994|160|ED|0170261AHWQU2|1||2026-04-22 23:30:01|
3471|6400789|160|ED|0436260O0EM76|1||2026-04-01 11:54:01|
1925|6000417|160|ED|01922618C9UW5|1||2026-04-15 13:54:06|
3471|6401065|160|ED|0438261EICL26|1||2026-04-22 19:31:01|
3471|6400961|160|ED|0436260O6L836|1||2026-04-17 19:48:02|
3577|6300709|521|ED|0438261ED1VH6|1||2026-04-16 15:39:01|
3577|6300709|521|ED|01922618H6308|1||2026-04-16 15:39:01|
1647|6008418|240|ED|0428260HC7NE3|1||2026-04-13 15:59:09|
3471|6401065|160|ED|0170261ALRH27|1||2026-04-22 19:31:01|
3471|6400752|160|CR|39|1||2026-04-01 16:33:04|
3471|6400789|160|ED|0436260O0EMZ7|1||2026-04-01 11:54:01|
1647|6009460|240|IM|482023|1||2026-04-23 12:24:04|
1614|6002209|160|CR|40|1||2026-04-16 18:48:02|
1614|6002008|160|ED|MNVA26005BPE5|1||2026-04-08 08:43:03|
1925|6700244|160|ED|0428260HHNRA8|1||2026-04-28 20:00:01|
3496|6000367|850|ED|MNVA26005MWR3|1||2026-04-09 18:12:07|
1614|6003569|160|CR|40|2||2026-04-23 10:28:03|
3471|6400759|160|ED|0170261A8GQ74|1||2026-04-01 23:55:01|
3471|6400752|160|ED|0436260O01HE6|1||2026-04-01 16:33:04|
3496|6000299|850|ED|0438261DWG2L3|1||2026-04-06 08:57:05|
1647|6008418|240|ED|0428260HCFW74|1||2026-04-13 15:59:09|
3471|6400798|160|ED|0436260O1PNO7|1||2026-04-02 00:49:02|
1614|6001815|160|ED|MNVA260056Z28|1||2026-04-07 12:19:04|
3471|6400762|160|ED|0436260O1VLN8|1||2026-04-01 23:54:02|
1925|6100254|160|ED|0428250E9O9N6|1||2026-04-08 16:21:03|
1925|6100315|160|ED|0170261AM2AP7|1||2026-04-17 14:33:03|
3471|6400759|160|PP|20239540|1||2026-04-01 23:55:01|
1647|6008356|240|PC||1||2026-04-06 18:16:02|
3471|6401013|160|CR|40|1||2026-04-23 11:15:02|
1614|6002311|160|ED|0436260O6CXX8|1||2026-04-20 15:17:02|
3471|6400994|160|CR|40|1||2026-04-22 23:30:01|
1925|6000395|160|ED|01922618636Z5|1||2026-04-01 12:57:01|
1647|6007987|240|ED|0438261E1H1V7|1||2026-04-01 17:15:05|
1614|6002063|160|ED|01702619Z1LW8|1||2026-04-14 09:42:04|
1614|6002123|160|CR|241|1||2026-04-14 12:20:05|
