Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveCaso|IdentificadorCaso|ComplementoCaso|FechaPagoReal
1647|6008418|240|87032199|24|OV|1||2026-04-13 15:59:09|
1614|6001814|160|73269099|1|XP|T1|U|2026-04-07 12:19:03|
3471|6400992|160|87089999|29|EN|X|NOM-050-SCFI-2004|2026-04-22 22:33:02|
1614|6002243|160|87088099|36|EN|X|NOM-050-SCFI-2004|2026-04-21 10:02:02|
1614|6002170|160|98020019|85|EC|1||2026-04-20 16:19:01|
3496|6000321|850|85365099|42|EN|X|NOM-003-SCFI-2014|2026-04-21 12:53:07|
1614|6001962|160|87089412|41|EN|X|NOM-050-SCFI-2004|2026-04-06 10:12:02|
1614|6002060|160|90328999|87|PS|XIX||2026-04-14 09:42:04|
1614|6001818|160|83023091|183|PS|XIX||2026-04-07 12:20:11|
3471|6401013|160|85129007|64|EN|X|NOM-024-SCFI-2013|2026-04-23 11:15:02|
1925|6000480|160|90328999|135|PS|XIX||2026-04-24 17:08:02|
1614|6001818|160|98020019|247|EC|1||2026-04-07 12:20:11|
1614|6001966|160|87089999|46|EN|X|NOM-050-SCFI-2004|2026-04-06 10:13:02|
3471|6401021|160|87082999|129|PS|XIX||2026-04-23 11:58:04|
1614|6003579|160|85013199|54|PS|XIX||2026-04-23 09:09:01|
1614|6001817|160|87082999|54|PS|XIX||2026-04-07 12:20:08|
1614|6002046|160|87089999|116|EN|X|NOM-050-SCFI-2004|2026-04-14 14:54:02|
1614|6001962|160|98020019|32|EC|1||2026-04-06 10:12:02|
3496|6000321|850|85365099|44|EN|X|NOM-024-SCFI-2013|2026-04-21 12:53:07|
1614|6002319|160|98020019|166|EC|1||2026-04-20 15:18:03|
1614|6002311|160|87082999|6|PS|XIX||2026-04-20 15:17:02|
3471|6400992|160|87089999|21|EN|X|NOM-050-SCFI-2004|2026-04-22 22:33:02|
1614|6001966|160|87088007|30|PS|XIX||2026-04-06 10:13:02|
1614|6002046|160|98020019|149|EC|1||2026-04-14 14:54:02|
1614|6001825|160|87087099|2|EN|X|NOM-086-SCFI-2018|2026-04-07 12:21:03|
3471|6400994|160|84833004|217|EN|X|NOM-050-SCFI-2004|2026-04-22 23:30:01|
3471|6401015|160|98020019|105|EC|1||2026-04-23 11:15:03|
1614|6001814|160|73269099|6|XP|T9|U|2026-04-07 12:19:03|
1614|6001823|160|98020019|58|EC|1||2026-04-07 12:21:02|
1647|6008843|240|87032199|1|PT| ||2026-04-24 20:02:07|
3471|6400994|160|98020019|93|EC|1||2026-04-22 23:30:01|
1614|6001954|160|87089999|40|EN|X|NOM-050-SCFI-2004|2026-04-06 10:11:03|
1614|6002060|160|98020019|51|EC|1||2026-04-14 09:42:04|
1614|6001957|160|39211991|2|EC|1||2026-04-06 10:12:01|
1647|6009419|240|73269099|1|XP|T3|U|2026-04-20 17:41:12|
1614|6002170|160|98020019|163|EC|1||2026-04-20 16:19:01|
1614|6002311|160|39263002|44|PS|XIX||2026-04-20 15:17:02|
1614|6002311|160|87082201|55|PS|XIX||2026-04-20 15:17:02|
1614|6001957|160|73269099|4|XP|T3|U|2026-04-06 10:12:01|
1614|6002068|160|98020019|60|EC|1||2026-04-14 09:43:02|
1614|6001954|160|87089999|36|EN|X|NOM-050-SCFI-2004|2026-04-06 10:11:03|
1614|6002327|160|87082999|26|PS|XIX||2026-04-23 17:52:02|
3471|6401021|160|87082999|110|PS|XIX||2026-04-23 11:58:04|
1614|6001818|160|98020019|306|EC|1||2026-04-07 12:20:11|
1614|6001958|160|98020019|233|EC|1||2026-04-06 10:52:02|
1614|6003555|160|87082201|23|PS|XIX||2026-04-23 09:17:02|
1614|6003569|160|98020019|156|EC|1||2026-04-23 10:28:03|
1614|6001818|160|98020019|93|EC|1||2026-04-07 12:20:11|
1614|6002062|160|87082999|68|PS|XIX||2026-04-14 09:42:03|
3496|6000304|850|87082999|47|PS|XIX||2026-04-06 10:55:04|
1614|6002239|160|98020019|171|EC|1||2026-04-21 10:02:05|
1614|6002311|160|87082999|51|PS|XIX||2026-04-20 15:17:02|
1614|6002164|160|90328999|45|PS|XIX||2026-04-20 16:19:02|
1614|6002233|160|98020019|287|EC|1||2026-04-21 10:01:02|
1614|6001958|160|98020019|219|EC|1||2026-04-06 10:52:02|
1614|6002062|160|87082999|69|PS|XIX||2026-04-14 09:42:03|
1614|6001821|160|98020019|125|EC|1||2026-04-07 12:20:09|
1614|6003569|160|87082999|108|PS|XIX||2026-04-23 10:28:03|
3471|6401023|160|85269299|81|EN|U|NOM-001-SCFI-2018|2026-04-23 11:58:03|
1614|6001964|160|87089199|29|EN|X|NOM-050-SCFI-2004|2026-04-06 10:53:03|
1614|6001962|160|87088099|12|EN|X|NOM-050-SCFI-2004|2026-04-06 10:12:02|
1614|6003569|160|98020019|68|EC|1||2026-04-23 10:28:03|
1925|6700210|160|87082999|3|PS|XIX||2026-04-23 20:27:01|
3496|6000304|850|98020019|77|EC|1||2026-04-06 10:55:04|
1614|6002063|160|73269099|4|XP|T9|U|2026-04-14 09:42:04|
1614|6001958|160|98020019|184|EC|1||2026-04-06 10:52:02|
3496|6000321|850|87089412|27|EN|X|NOM-050-SCFI-2004|2026-04-21 12:53:07|
1614|6002243|160|87082999|20|PS|XIX||2026-04-21 10:02:02|
1614|6002299|160|98020019|160|EC|1||2026-04-20 16:04:01|
1614|6002311|160|98020019|82|EC|1||2026-04-20 15:17:02|
1614|6001964|160|87082999|81|PS|XIX||2026-04-06 10:53:03|
1614|6002054|160|87088099|99|PS|XIX||2026-04-14 14:55:04|
1614|6001825|160|87082999|43|PS|XIX||2026-04-07 12:21:03|
1925|6700210|160|87082999|19|PS|XIX||2026-04-23 20:27:01|
1925|6700213|160|85444299|191|PS|XIX||2026-04-23 14:19:01|
1614|6001958|160|40169901|39|PS|XIX||2026-04-06 10:52:02|
1614|6001818|160|39263002|157|EN|X|NOM-050-SCFI-2004|2026-04-07 12:20:11|
1925|6700248|160|87082101|40|EN|X|NOM-119-SCFI-2000|2026-04-28 20:00:02|
1614|6003575|160|87088007|44|EN|X|NOM-050-SCFI-2004|2026-04-23 09:10:05|
1614|6001954|160|87082999|60|PS|XIX||2026-04-06 10:11:03|
3471|6400892|160|85122099|47|PS|XIX||2026-04-14 23:11:01|
1614|6001964|160|87082999|62|PS|XIX||2026-04-06 10:53:03|
1614|6002299|160|98020019|87|EC|1||2026-04-20 16:04:01|
1614|6002299|160|87089999|95|EN|X|NOM-050-SCFI-2004|2026-04-20 16:04:01|
1614|6002169|160|73269099|3|XP|T3|U|2026-04-20 14:21:06|
3496|6000321|850|83012002|29|EN|X|NOM-050-SCFI-2004|2026-04-21 12:53:07|
1614|6001965|160|73181599|15|EC|1||2026-04-06 10:13:01|
1614|6002054|160|98020019|110|EC|1||2026-04-14 14:55:04|
1614|6001956|160|87089203|1|EN|X|NOM-050-SCFI-2004|2026-04-06 10:11:02|
3471|6400994|160|87089999|109|EN|X|NOM-050-SCFI-2004|2026-04-22 23:30:01|
1925|6700242|160|87089412|63|EN|X|NOM-050-SCFI-2004|2026-04-28 18:17:04|
1614|6001958|160|87082999|57|PS|XIX||2026-04-06 10:52:02|
1614|6001814|160|73269099|6|XP|T3|U|2026-04-07 12:19:03|
1614|6003563|160|84818099|59|EN|X|NOM-002-CONAGUA-2021|2026-04-23 09:18:02|
1925|6700213|160|87082999|447|PS|XIX||2026-04-23 14:19:01|
1614|6001815|160|98020019|124|EC|1||2026-04-07 12:19:04|
1614|6002060|160|98020019|162|EC|1||2026-04-14 09:42:04|
1614|6001956|160|87089999|45|EN|X|NOM-050-SCFI-2004|2026-04-06 10:11:02|
3496|6000419|850|98020019|40|EC|1||2026-04-21 10:38:03|
1614|6002299|160|87082999|13|PS|XIX||2026-04-20 16:04:01|
1614|6002243|160|87082999|29|PS|XIX||2026-04-21 10:02:02|
1614|6002298|160|63079099|6|XP|T3|U|2026-04-20 14:08:07|
1614|6001958|160|98020019|172|EC|1||2026-04-06 10:52:02|
1647|6008418|240|87032199|20|PT| ||2026-04-13 15:59:09|
1614|6001958|160|98020019|214|EC|1||2026-04-06 10:52:02|
1614|6002237|160|87089999|13|EN|X|NOM-050-SCFI-2004|2026-04-21 10:02:02|
1925|6700213|160|87088007|381|PS|XIX||2026-04-23 14:19:01|
1614|6001958|160|98020019|182|EC|1||2026-04-06 10:52:02|
1614|6001958|160|98020019|230|EC|1||2026-04-06 10:52:02|
1614|6002335|160|85122099|13|PS|XIX||2026-04-27 09:15:02|
3471|6400994|160|98020019|28|EC|1||2026-04-22 23:30:01|
1614|6001958|160|87082999|66|PS|XIX||2026-04-06 10:52:02|
1614|6002115|160|87082999|110|PS|XIX||2026-04-14 12:19:04|
1614|6001957|160|73269099|4|XP|T1|U|2026-04-06 10:12:01|
3471|6400992|160|98020019|110|EC|1||2026-04-22 22:33:02|
1614|6002242|160|73269099|2|XP|T3|U|2026-04-20 18:37:03|
1614|6002319|160|84254299|55|EN|X|NOM-114-SCFI-2016|2026-04-20 15:18:03|
1614|6002247|160|98020019|77|EC|1||2026-04-21 10:02:04|
1614|6001966|160|87082999|99|PS|XIX||2026-04-06 10:13:02|
1614|6002123|160|87082999|64|PS|XIX||2026-04-14 12:20:05|
1614|6001965|160|73269099|4|XP|T1|U|2026-04-06 10:13:01|
1925|6700200|160|84099199|2|EN|X|NOM-050-SCFI-2004|2026-04-23 20:27:03|
1614|6002343|160|87082999|16|PS|XIX||2026-04-27 09:17:01|
1614|6001958|160|87082999|25|PS|XIX||2026-04-06 10:52:02|
1614|6001818|160|87082999|119|PS|XIX||2026-04-07 12:20:11|
1614|6002343|160|87082999|102|PS|XIX||2026-04-27 09:17:01|
1614|6003567|160|98020019|229|EC|1||2026-04-23 11:04:03|
3496|6000304|850|87082999|14|PS|XIX||2026-04-06 10:55:04|
1614|6002055|160|73181599|1|EC|1||2026-04-14 14:55:04|
1614|6001954|160|87082999|62|PS|XIX||2026-04-06 10:11:03|
3471|6400992|160|40169901|158|PS|XIX||2026-04-22 22:33:02|
1614|6002311|160|98020019|85|EC|1||2026-04-20 15:17:02|
3496|6000321|850|98020019|87|EC|1||2026-04-21 12:53:07|
3471|6400994|160|87082999|63|PS|XIX||2026-04-22 23:30:01|
3043|6700006|520|87032199|1|OV|1||2026-04-06 17:29:01|
1614|6002046|160|87083099|110|EN|X|NOM-050-SCFI-2004|2026-04-14 14:54:02|
1614|6001815|160|98020019|142|EC|1||2026-04-07 12:19:04|
1614|6003569|160|98020019|162|EC|1||2026-04-23 10:28:03|
1614|6002343|160|87082999|86|PS|XIX||2026-04-27 09:17:01|
1614|6001964|160|87088007|8|EN|X|NOM-050-SCFI-2004|2026-04-06 10:53:03|
1614|6001954|160|98020019|76|EC|1||2026-04-06 10:11:03|
1614|6003571|160|87082999|32|PS|XIX||2026-04-23 09:09:05|
1614|6003571|160|85122099|79|EN|X|NOM-024-SCFI-2013|2026-04-23 09:09:05|
1614|6001964|160|87089199|41|PS|XIX||2026-04-06 10:53:03|
1614|6002046|160|87082999|111|PS|XIX||2026-04-14 14:54:02|
1614|6001962|160|84213199|1|EN|X|NOM-050-SCFI-2004|2026-04-06 10:12:02|
1614|6002316|160|73269099|4|XP|T3|U|2026-04-20 14:09:03|
1614|6002297|160|87082101|153|EN|X|NOM-119-SCFI-2000|2026-04-20 16:04:02|
1614|6002241|160|87089999|5|EN|X|NOM-050-SCFI-2004|2026-04-21 10:02:03|
1614|6002173|160|73181599|8|EC|1||2026-04-20 14:21:07|
1614|6001966|160|98020019|115|EC|1||2026-04-06 10:13:02|
1614|6002055|160|73269099|5|XP|T3|U|2026-04-14 14:55:04|
1614|6001825|160|87082201|39|PS|XIX||2026-04-07 12:21:03|
1614|6003569|160|98020019|69|EC|1||2026-04-23 10:28:03|
1925|6700200|160|87082999|12|PS|XIX||2026-04-23 20:27:03|
1614|6001821|160|98020019|71|EC|1||2026-04-07 12:20:09|
1614|6001823|160|87082999|39|PS|XIX||2026-04-07 12:21:02|
1925|6000476|160|87082999|49|PS|XIX||2026-04-24 17:09:04|
1614|6003559|160|98020019|80|EC|1||2026-04-23 10:28:02|
1614|6001954|160|87089999|6|EN|X|NOM-050-SCFI-2004|2026-04-06 10:11:03|
1614|6002115|160|98020019|164|EC|1||2026-04-14 12:19:04|
3471|6400954|160|63079099|2|XP|T3|U|2026-04-06 15:15:01|
1614|6002299|160|98020019|173|EC|1||2026-04-20 16:04:01|
1614|6002170|160|98020019|87|EC|1||2026-04-20 16:19:01|
1614|6002297|160|40169901|64|PS|XIX||2026-04-20 16:04:02|
1614|6002315|160|87089999|18|EN|X|NOM-050-SCFI-2004|2026-04-20 15:18:02|
1614|6001815|160|85269299|32|PS|XIX||2026-04-07 12:19:04|
1614|6002054|160|87082999|37|PS|XIX||2026-04-14 14:55:04|
1614|6001821|160|87089203|75|EN|X|NOM-050-SCFI-2004|2026-04-07 12:20:09|
3471|6400996|160|98020019|15|EC|1||2026-04-22 23:30:02|
1925|6000476|160|87082201|95|PS|XIX||2026-04-24 17:09:04|
1614|6001815|160|87082201|6|PS|XIX||2026-04-07 12:19:04|
3496|6000304|850|87082999|26|PS|XIX||2026-04-06 10:55:04|
1614|6003569|160|85365099|127|EN|X|NOM-024-SCFI-2013|2026-04-23 10:28:03|
1614|6003571|160|87082999|26|PS|XIX||2026-04-23 09:09:05|
1614|6001818|160|40169304|75|EN|X|NOM-002-CONAGUA-2021|2026-04-07 12:20:11|
1614|6002119|160|87088099|37|PS|XIX||2026-04-14 12:19:06|
1614|6001823|160|87082999|127|PS|XIX||2026-04-07 12:21:02|
1614|6002165|160|73269099|2|XP|T1|U|2026-04-20 14:21:05|
1614|6002309|160|87089999|69|EN|X|NOM-050-SCFI-2004|2026-04-20 15:17:01|
1614|6002305|160|83100099|63|PS|XIX||2026-04-20 16:05:03|
3471|6400990|160|85364199|38|EN|U|NOM-024-SCFI-2013|2026-04-22 22:33:02|
1614|6001958|160|98020019|168|EC|1||2026-04-06 10:52:02|
1614|6002115|160|87082999|7|PS|XIX||2026-04-14 12:19:04|
1614|6001963|160|73269099|1|XP|T3|U|2026-04-06 10:12:03|
1614|6003557|160|87082999|58|PS|XIX||2026-04-23 09:17:03|
1925|6700215|160|83023091|21|PS|XIX||2026-04-23 14:49:02|
1614|6001963|160|73269099|5|XP|T9|U|2026-04-06 10:12:03|
1614|6001958|160|87082999|99|PS|XIX||2026-04-06 10:52:02|
3471|6401015|160|39263002|141|EN|U|NOM-050-SCFI-2004|2026-04-23 11:15:03|
3471|6400994|160|87082999|35|PS|XIX||2026-04-22 23:30:01|
1614|6001964|160|87082999|13|PS|XIX||2026-04-06 10:53:03|
3471|6400894|160|98020019|95|EC|1||2026-04-14 23:52:01|
1614|6001823|160|87082999|42|PS|XIX||2026-04-07 12:21:02|
3471|6400990|160|98020019|74|EC|1||2026-04-22 22:33:02|
1614|6002305|160|87082999|3|PS|XIX||2026-04-20 16:05:03|
1614|6002307|160|87087099|13|EN|X|NOM-050-SCFI-2004|2026-04-20 16:05:04|
3471|6400990|160|98020019|78|EC|1||2026-04-22 22:33:02|
1614|6001823|160|98020019|147|EC|1||2026-04-07 12:21:02|
1614|6002052|160|87082999|44|PS|XIX||2026-04-14 14:55:05|
3496|6000304|850|87082999|61|PS|XIX||2026-04-06 10:55:04|
1925|6700208|160|98020019|57|EC|1||2026-04-23 20:27:02|
1614|6003569|160|87082999|102|PS|XIX||2026-04-23 10:28:03|
1614|6001956|160|85122099|16|PS|XIX||2026-04-06 10:11:02|
1614|6001815|160|87083099|90|EN|X|NOM-050-SCFI-2004|2026-04-07 12:19:04|
1614|6003569|160|98020019|65|EC|1||2026-04-23 10:28:03|
1614|6002325|160|98020019|153|EC|1||2026-04-23 17:51:05|
1614|6001815|160|39269099|84|XP|A1|U|2026-04-07 12:19:04|
1614|6002046|160|85443099|18|EN|X|NOM-024-SCFI-2013|2026-04-14 14:54:02|
1614|6001954|160|87089999|45|EN|X|NOM-050-SCFI-2004|2026-04-06 10:11:03|
1614|6002243|160|87082999|34|PS|XIX||2026-04-21 10:02:02|
1614|6002167|160|73269099|5|XP|T9|U|2026-04-20 14:21:05|
1614|6002309|160|87089999|40|EN|X|NOM-050-SCFI-2004|2026-04-20 15:17:01|
3496|6000419|850|87082999|6|PS|XIX||2026-04-21 10:38:03|
1614|6001814|160|63079099|4|EN|ENOM|NOM-004-SE-2021|2026-04-07 12:19:03|
1614|6002115|160|98020019|163|EC|1||2026-04-14 12:19:04|
1614|6001822|160|73269099|2|XP|T1|U|2026-04-07 12:20:09|
3471|6400994|160|98020019|224|EC|1||2026-04-22 23:30:01|
1614|6002339|160|98020019|136|EC|1||2026-04-27 09:16:02|
1614|6001818|160|87082999|215|PS|XIX||2026-04-07 12:20:11|
3043|6700006|520|87032199|1|PT| ||2026-04-06 17:29:01|
1647|6008844|240|87032199|131|TL|USA||2026-04-24 20:02:08|
1614|6002322|160|73269099|2|XP|T9|U|2026-04-23 16:49:03|
1614|6001818|160|87082999|69|PS|XIX||2026-04-07 12:20:11|
1614|6002046|160|98020019|88|EC|1||2026-04-14 14:54:02|
3496|6000304|850|87089999|39|EN|X|NOM-050-SCFI-2004|2026-04-06 10:55:04|
1614|6002237|160|87088007|38|PS|XIX||2026-04-21 10:02:02|
3471|6400986|160|87082999|21|PS|XIX||2026-04-22 21:37:01|
3471|6400992|160|87089999|8|EN|X|NOM-050-SCFI-2004|2026-04-22 22:33:02|
1614|6002243|160|87089999|38|EN|X|NOM-050-SCFI-2004|2026-04-21 10:02:02|
1614|6001958|160|40169901|45|PS|XIX||2026-04-06 10:52:02|
1614|6002115|160|87082999|120|PS|XIX||2026-04-14 12:19:04|
1614|6001816|160|73269099|2|XP|T9|U|2026-04-07 12:20:07|
1614|6003565|160|87082999|17|PS|XIX||2026-04-23 09:18:03|
1614|6003581|160|85122099|48|EN|X|NOM-024-SCFI-2013|2026-04-23 09:09:02|
1614|6001966|160|87082999|104|PS|XIX||2026-04-06 10:13:02|
1614|6001966|160|98020019|131|EC|1||2026-04-06 10:13:02|
1647|6008843|240|87032199|22|OV|1||2026-04-24 20:02:07|
3471|6401015|160|87088099|129|EN|X|NOM-050-SCFI-2004|2026-04-23 11:15:03|
1614|6001956|160|87089999|52|EN|X|NOM-050-SCFI-2004|2026-04-06 10:11:02|
1614|6002120|160|73269099|3|XP|T1|U|2026-04-14 12:20:03|
1614|6001958|160|85291009|29|EN|X|NOM-024-SCFI-2013|2026-04-06 10:52:02|
1614|6002241|160|98020019|57|EC|1||2026-04-21 10:02:03|
3471|6400992|160|84213199|36|PS|XIX||2026-04-22 22:33:02|
3471|6400992|160|98020019|119|EC|1||2026-04-22 22:33:02|
1614|6002239|160|87088099|16|PS|XIX||2026-04-21 10:02:05|
1614|6001956|160|87082999|14|PS|XIX||2026-04-06 10:11:02|
1614|6002066|160|84152001|232|PS|XIX||2026-04-14 09:43:03|
1614|6001823|160|87089199|19|EN|X|NOM-050-SCFI-2004|2026-04-07 12:21:02|
1614|6003559|160|85365099|163|EN|X|NOM-003-SCFI-2014|2026-04-23 10:28:02|
1614|6003571|160|87089203|14|EN|X|NOM-050-SCFI-2004|2026-04-23 09:09:05|
3496|6000304|850|90328999|49|PS|XIX||2026-04-06 10:55:04|
1614|6001821|160|87082999|60|PS|XIX||2026-04-07 12:20:09|
1614|6003569|160|87082999|11|PS|XIX||2026-04-23 10:28:03|
1614|6003583|160|98020019|44|EC|1||2026-04-23 09:09:03|
1614|6001823|160|98020019|57|EC|1||2026-04-07 12:21:02|
1614|6002115|160|87089999|6|EN|X|NOM-050-SCFI-2004|2026-04-14 12:19:04|
1614|6001824|160|73269099|2|XP|T9|U|2026-04-07 12:21:03|
1614|6002167|160|73269099|2|XP|T9|U|2026-04-20 14:21:05|
3496|6000321|850|98020019|72|EC|1||2026-04-21 12:53:07|
3496|6000321|850|98020019|120|EC|1||2026-04-21 12:53:07|
1614|6002233|160|87089999|146|EN|X|NOM-050-SCFI-2004|2026-04-21 10:01:02|
1614|6001818|160|87089999|209|EN|X|NOM-050-SCFI-2004|2026-04-07 12:20:11|
1614|6002048|160|87082999|35|PS|XIX||2026-04-14 14:55:05|
1614|6001818|160|90328999|155|PS|XIX||2026-04-07 12:20:11|
1925|6700209|160|73269099|2|XP|T9|U|2026-04-23 16:44:02|
1614|6003571|160|87082999|24|PS|XIX||2026-04-23 09:09:05|
1614|6001964|160|87088099|11|PS|XIX||2026-04-06 10:53:03|
1614|6001818|160|98020019|287|EC|1||2026-04-07 12:20:11|
1614|6002339|160|87082999|20|PS|XIX||2026-04-27 09:16:02|
1925|6700207|160|73269099|6|XP|T9|U|2026-04-23 16:44:02|
1614|6001818|160|98020019|231|EC|1||2026-04-07 12:20:11|
1614|6002066|160|87082999|234|PS|XIX||2026-04-14 09:43:03|
1614|6001818|160|98020019|241|EC|1||2026-04-07 12:20:11|
1614|6002296|160|73269099|4|XP|T3|U|2026-04-20 14:08:05|
1614|6002174|160|98020019|79|EC|1||2026-04-20 16:19:02|
1614|6002245|160|87082999|4|PS|XIX||2026-04-21 10:02:04|
1614|6002246|160|73269099|2|XP|T9|U|2026-04-20 18:37:04|
1614|6001815|160|87082999|5|PS|XIX||2026-04-07 12:19:04|
3153|6005835|240|87082101|2|MA| ||2026-04-10 13:51:05|
1614|6001821|160|87082201|53|PS|XIX||2026-04-07 12:20:09|
1925|6700202|160|87089999|173|EN|X|NOM-050-SCFI-2004|2026-04-23 20:27:02|
1614|6002339|160|98020019|132|EC|1||2026-04-27 09:16:02|
1614|6001958|160|87089999|120|EN|X|NOM-050-SCFI-2004|2026-04-06 10:52:02|
1614|6001968|160|87088007|18|EN|X|NOM-050-SCFI-2004|2026-04-06 10:13:03|
1614|6003567|160|98020019|180|EC|1||2026-04-23 11:04:03|
1925|6700215|160|87082999|25|PS|XIX||2026-04-23 14:49:02|
1614|6001962|160|87082999|47|PS|XIX||2026-04-06 10:12:02|
1614|6002121|160|87089999|86|EN|X|NOM-050-SCFI-2004|2026-04-14 12:20:05|
1614|6001965|160|73269099|12|XP|T3|U|2026-04-06 10:13:01|
1614|6002172|160|98020019|74|EC|1||2026-04-20 16:19:03|
1614|6002233|160|87082999|164|PS|XIX||2026-04-21 10:01:02|
1614|6002299|160|83023091|134|PS|XIX||2026-04-20 16:04:01|
1614|6002172|160|98020019|62|EC|1||2026-04-20 16:19:03|
1614|6001954|160|87088099|31|PS|XIX||2026-04-06 10:11:03|
1614|6002045|160|73269099|2|XP|T1|U|2026-04-14 14:54:01|
1614|6001821|160|87082999|24|PS|XIX||2026-04-07 12:20:09|
3471|6401021|160|87082999|68|PS|XIX||2026-04-23 11:58:04|
1614|6003567|160|87082999|132|PS|XIX||2026-04-23 11:04:03|
1614|6001818|160|39269099|171|EN|X|NOM-050-SCFI-2004|2026-04-07 12:20:11|
1614|6001818|160|98020019|95|EC|1||2026-04-07 12:20:11|
1614|6003557|160|98020019|82|EC|1||2026-04-23 09:17:03|
1925|6700203|160|73269099|1|XP|T1|U|2026-04-23 16:43:01|
1614|6001818|160|98020019|230|EC|1||2026-04-07 12:20:11|
1614|6002121|160|98020019|214|EC|1||2026-04-14 12:20:05|
1614|6001958|160|87082999|23|PS|XIX||2026-04-06 10:52:02|
3471|6400986|160|87087099|32|EN|U|NOM-086-1-SCFI-2020|2026-04-22 21:37:01|
3496|6000321|850|85365099|39|EN|X|NOM-003-SCFI-2014|2026-04-21 12:53:07|
1614|6002311|160|98020019|81|EC|1||2026-04-20 15:17:02|
3471|6400992|160|87082999|64|PS|XIX||2026-04-22 22:33:02|
1614|6001958|160|87089999|77|EN|X|NOM-050-SCFI-2004|2026-04-06 10:52:02|
1614|6002066|160|85044099|67|EN|X|NOM-001-SCFI-2018|2026-04-14 09:43:03|
1614|6001966|160|98020019|134|EC|1||2026-04-06 10:13:02|
3471|6401021|160|98020019|39|EC|1||2026-04-23 11:58:04|
1647|6008844|240|87032199|3|TL|USA||2026-04-24 20:02:08|
1614|6001815|160|87089999|17|EN|X|NOM-050-SCFI-2004|2026-04-07 12:19:04|
1614|6001817|160|87082999|14|PS|XIX||2026-04-07 12:20:08|
1614|6002339|160|98020019|109|EC|1||2026-04-27 09:16:02|
1925|6700206|160|98020019|183|EC|1||2026-04-23 20:27:03|
1614|6001823|160|39235001|82|PS|XIX||2026-04-07 12:21:02|
1614|6002048|160|98020019|66|EC|1||2026-04-14 14:55:05|
1614|6001958|160|98020019|181|EC|1||2026-04-06 10:52:02|
1614|6002313|160|98020019|106|EC|1||2026-04-20 15:18:02|
3496|6000419|850|87088099|17|PS|XIX||2026-04-21 10:38:03|
1614|6002240|160|73269099|6|XP|T1|U|2026-04-20 16:43:04|
1614|6002168|160|98020019|38|EC|1||2026-04-20 16:19:01|
1614|6001953|160|73269099|3|XP|T9|U|2026-04-06 10:11:01|
1614|6002065|160|73269099|14|XP|T9|U|2026-04-14 09:42:05|
1614|6001824|160|73269099|1|XP|T3|U|2026-04-07 12:21:03|
1614|6002325|160|87082999|123|PS|XIX||2026-04-23 17:51:05|
1925|6700246|160|98020019|121|EC|1||2026-04-28 20:00:02|
1614|6001818|160|87082999|125|PS|XIX||2026-04-07 12:20:11|
1614|6001821|160|84152001|54|EN|X|NOM-050-SCFI-2004|2026-04-07 12:20:09|
1925|6700244|160|87082999|112|PS|XIX||2026-04-28 20:00:01|
3471|6400990|160|85365099|85|EN|X|NOM-024-SCFI-2013|2026-04-22 22:33:02|
1614|6001966|160|87088007|29|EN|X|NOM-050-SCFI-2004|2026-04-06 10:13:02|
1614|6002121|160|82060001|119|EN|X|NOM-050-SCFI-2004|2026-04-14 12:20:05|
1614|6001954|160|73269099|17|XP|T1|U|2026-04-06 10:11:03|
1614|6002174|160|85122099|71|EN|X|NOM-024-SCFI-2013|2026-04-20 16:19:02|
1614|6002239|160|39269020|89|PS|XIX||2026-04-21 10:02:05|
1614|6002172|160|98020019|83|EC|1||2026-04-20 16:19:03|
1614|6002299|160|85365099|28|EN|X|NOM-024-SCFI-2013|2026-04-20 16:04:01|
1614|6001966|160|98020019|11|EC|1||2026-04-06 10:13:02|
1614|6002117|160|87089999|4|EN|X|NOM-050-SCFI-2004|2026-04-14 12:19:05|
1614|6001958|160|98020019|185|EC|1||2026-04-06 10:52:02|
1614|6003573|160|98020019|84|EC|1||2026-04-23 09:10:02|
1925|6700246|160|98020019|209|EC|1||2026-04-28 20:00:02|
1614|6001818|160|85365099|33|EN|X|NOM-024-SCFI-2013|2026-04-07 12:20:11|
1614|6001820|160|73269099|2|XP|T1|U|2026-04-07 12:20:07|
1925|6700246|160|98020019|101|EC|1||2026-04-28 20:00:02|
1647|6008844|240|87032199|11|TL|USA||2026-04-24 20:02:08|
1614|6001823|160|87088099|30|EN|X|NOM-050-SCFI-2004|2026-04-07 12:21:02|
1614|6002121|160|87089999|58|EN|X|NOM-050-SCFI-2004|2026-04-14 12:20:05|
1614|6001825|160|87087099|1|EN|X|NOM-086-1-SCFI-2020|2026-04-07 12:21:03|
1614|6002299|160|40169901|94|PS|XIX||2026-04-20 16:04:01|
1614|6002239|160|87082999|138|PS|XIX||2026-04-21 10:02:05|
1614|6002172|160|87082999|25|PS|XIX||2026-04-20 16:19:03|
1614|6002174|160|87082999|60|PS|XIX||2026-04-20 16:19:02|
1614|6001954|160|98020019|73|EC|1||2026-04-06 10:11:03|
1614|6002066|160|39269099|65|EN|X|NOM-050-SCFI-2004|2026-04-14 09:43:03|
1614|6001958|160|98020019|160|EC|1||2026-04-06 10:52:02|
1925|6000478|160|87082999|30|PS|XIX||2026-04-24 17:09:03|
1925|6700244|160|87089999|50|EN|X|NOM-050-SCFI-2004|2026-04-28 20:00:01|
