Patente|Pedimento|SeccionAduanera|RfcTransportista|CurpTransportista|NombreTransportista|PaisTransporte|IdentificadorTransporte|FechaPagoReal
3471|6400803|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-04-02 00:49:02|
1925|6000426|160|||EVER FAME|PAN|EVERFAME|2026-04-15 13:54:02|
1614|6002103|160|||EVER FAME|PAN|0672-028E|2026-04-16 16:30:04|
1614|6002111|160|||EVER FAME|PAN|0672-028E|2026-04-16 17:35:04|
3471|6400880|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES S.DE.R.L. DE C.V|SGP|ZIMMOUNTBLANC|2026-04-08 09:55:04|
1614|6003554|160|||EVER LISSOME|GBR|0776-073E|2026-04-22 20:06:05|
3471|6400848|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES|LBR|TIANJIN|2026-04-01 18:25:02|
1614|6002339|160|||COSCO PACIFIC|CHN|098E|2026-04-27 09:16:02|
1614|6003570|160|||EVER LISSOME|GBR|073E|2026-04-23 08:47:02|
3471|6400968|160|||COSCO SHIPPING LINES MEXICO S DE RL DE CV|CHN|CSCLASIA|2026-04-17 19:49:02|
3471|6400991|160|||EVERGREEN LINE|GBR|EVERLISSOME|2026-04-22 22:33:01|
1614|6002306|160|||EVER LISSOME|GBR|073E|2026-04-20 14:08:04|
1925|6700254|160|||CSCL SPRING|HKG|CSCLSPRING|2026-04-29 17:20:04|
1614|6001958|160|||XIN HONG KONG|HKG|081E|2026-04-06 10:52:02|
3471|6400759|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES|LBR|TIANJIN|2026-04-01 23:55:01|
1614|6002112|160|||EVER FAME|PAN|0672-028E|2026-04-15 11:37:07|
1925|6100313|160|||EVER FASHION|LBR|EVERFASHION|2026-04-16 15:53:03|
1925|6000420|160|||EVER FAME|PAN|EVERFAME|2026-04-15 13:55:06|
3471|6400994|160|||EVERGREEN LINE|GBR|EVERLISSOME|2026-04-22 23:30:01|
1925|6700261|160|||CSCL SPRING|HKG|CSCLSPRING|2026-04-29 12:54:01|
3471|6400885|160|||MAERSK LINE|SGP|MAERSKEMERALD|2026-04-16 14:42:02|
3471|6401009|160|||EVERGREEN LINE|GBR|EVERLISSOME|2026-04-23 10:20:05|
3471|6400945|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-04-17 13:23:08|
1925|6100270|160|||EVER FAME|PAN|EVERFAME|2026-04-15 20:54:01|
3043|6700012|523|||KANSAS CITY SOUTHERN|USA|1|2026-04-10 16:21:02|
1614|6002064|160|||EVER FAME|PAN|0672-028E|2026-04-14 09:42:05|
1614|6002050|160|||EVER FAME|PAN|0672-028E|2026-04-14 14:55:03|
1925|6700242|160|||ZIM MOUNT FUJI|HKG|ZIMMOUNTFUJI|2026-04-28 18:17:04|
1614|6002113|160|||EVER FAME|PAN|0672-028E|2026-04-16 17:35:04|
1925|6700202|160|||ZIM MOUNT DENALI|SGP|ZIMMOUNTDENALI|2026-04-23 20:27:02|
3471|6400764|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES|LBR|TIANJIN|2026-04-03 22:59:00|
3897|6603510|240|KCS970506DQ3||KANSAS CITY SOUTHERN DE MEXICO S.A. DE C.V.|MEX|SNLU197998|2026-04-20 16:11:07|
3471|6400801|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-04-02 00:49:01|
3471|6400808|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-04-02 00:48:03|
1614|6002169|160|||EVER FASHION|GBR|026E|2026-04-20 14:21:06|
3043|6001078|523|||KANSAS CITY SOUTHERN DE MEXICO|MEX|SNLU220420|2026-04-28 16:27:01|
1925|6700205|160|||ZIM MOUNT DENALI|SGP|ZIMMOUNTDENALI|2026-04-23 16:43:02|
1614|6003574|160|||EVER LISSOME|GBR|073E|2026-04-23 08:47:03|
1925|6700250|160|||ZIM MOUNT FUJI|HKG|ZIMMOUNTFUJI|2026-04-28 20:01:01|
1614|6002214|160|||EVER FASHION|LBR|0775-026E|2026-04-16 14:23:02|
1925|6000395|160|||EVER LIBERAL|GBR|EVERLIBERAL|2026-04-01 12:57:01|
1925|6700257|160|||CSCL SPRING|HKG|CSCLSPRING|2026-04-29 12:49:01|
3471|6400715|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES|LBR|TIANJIN|2026-04-01 11:52:01|
1614|6002341|160|||COSCO PACIFIC|CHN|098E|2026-04-27 09:16:01|
1614|6001823|160|||ZIM MOUNT BLANC|SGP|12E|2026-04-07 12:21:02|
1614|6003577|160|||EVER LISSOMEEVER LISSOME|GBR|073E|2026-04-23 09:10:06|
1614|6002342|160|||COSCO PACIFIC|CHN|098E|2026-04-27 08:43:06|
3471|6401101|160|||EVERGREEN LINE|TWN|EVERLOYAL|2026-04-29 18:53:02|
1614|6002166|160|||EVER FASHION|GBR|026E|2026-04-20 16:19:03|
3471|6401061|160|||EVERGREEN LINE|TWN|EVERLOYAL|2026-04-29 17:30:05|
3471|6400874|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES S.DE.R.L. DE C.V|SGP|ZIMMOUNTBLANC|2026-04-08 09:56:02|
3471|6400838|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES|LBR|TIANJIN|2026-04-01 16:34:01|
3043|6001073|523|||KANSAS CITY SOUTHERN DE MEXICO|MEX|SNLU141883|2026-04-28 16:28:01|
3897|6603239|240|KCS970506DQ3||KANSAS CITY SOUTHERN DE MEXICO S.A. DE C.V.|MEX|SNLU141883|2026-04-09 09:51:06|
3471|6400877|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES S.DE.R.L. DE C.V|SGP|ZIMMOUNTBLANC|2026-04-08 09:56:04|
1614|6002237|160|||ZIM MOUNT DENALI|SGP|13E|2026-04-21 10:02:02|
3043|6001040|523|||KANSAS CITY SOUTHERN DE MEXICO|MEX|SNLU142199|2026-04-22 16:21:02|
1614|6002236|160|||ZIM MOUNT DENALI|SGP|13E|2026-04-20 16:43:03|
1614|6002316|160|||EVER LISSOME|GBR|0776-073E|2026-04-20 14:09:03|
1925|6100306|160|||EVER FASHION|LBR|EVERFASHION|2026-04-17 13:16:07|
3471|6400973|160|||PACIFIC INTERNATIONAL LINES|LBR|KOTAPEONY|2026-04-18 13:39:02|
3471|6400900|160|||PACIFIC INTERNATIONAL LINES|PAN|EVERFAME|2026-04-15 10:55:04|
1614|6002191|160|||EVER FASHION|LBR|0775-026E|2026-04-16 09:08:01|
1614|6001964|160|||XIN HONG KONG|HKG|081E|2026-04-06 10:53:03|
1925|6000418|160|||EVER FAME|PAN|EVERFAME|2026-04-15 13:55:05|
1614|6002066|160|||EVER FAME|PAN|0672-028E|2026-04-14 09:43:03|
3471|6400943|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-04-17 13:24:08|
3471|6401052|160|||EVERGREEN LINE|TWN|EVERLOYAL|2026-04-29 12:32:03|
1925|6700255|160|||CSCL SPRING|HKG|CSCLSPRING|2026-04-29 12:49:03|
1614|6002118|160|||XIN OU ZHOU|CHN|077E|2026-04-14 12:19:05|
1614|6002171|160|||EVER FASHION|GBR|026E|2026-04-20 14:21:06|
3043|6001041|523|||KANSAS CITY SOUTHERN DE MEXICO|MEX|SNLU187174|2026-04-22 16:21:01|
1614|6002114|160|||XIN OU ZHOU|CHN|077E|2026-04-14 12:19:03|
3471|6400896|160|||PACIFIC INTERNATIONAL LINES|PAN|EVERFAME|2026-04-15 00:27:02|
3471|6400751|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES|LBR|TIANJIN|2026-04-01 16:32:03|
1614|6001959|160|||XIN HONG KONG|HKG|081E|2026-04-01 10:31:02|
1925|6000415|160|||EVER FAME|PAN|EVERFAME|2026-04-15 13:54:04|
1614|6002305|160|||EVER LISSOME|GBR|073E|2026-04-20 16:05:03|
1614|6002315|160|||EVER LISSOME|GBR|0776-073E|2026-04-20 15:18:02|
1614|6002052|160|||EVER FAME|PAN|0672-028E|2026-04-14 14:55:05|
3471|6400868|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES S.DE.R.L. DE C.V|SGP|ZIMMOUNTBLANC|2026-04-08 09:57:02|
3043|6700016|523|||KANSAS CITY SOUTHERN|USA|1|2026-04-18 12:09:01|
3471|6401057|160|||EVERGREEN LINE|TWN|EVERLOYAL|2026-04-29 13:11:05|
3471|6400843|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES|LBR|TIANJIN|2026-04-01 16:34:03|
1925|6700259|160|||CSCL SPRING|HKG|CSCLSPRING|2026-04-29 12:49:03|
3153|6005837|240|||TRANSFER|MEX|AK5520|2026-04-10 13:48:10|
1614|6002063|160|||EVER FAME|PAN|0672-028E|2026-04-14 09:42:04|
3471|6400963|160|||COSCO SHIPPING LINES MEXICO S DE RL DE CV|CHN|CSCLASIA|2026-04-17 19:49:03|
1925|6700210|160|||ZIM MOUNT DENALI|SGP|ZIMMOUNTDENALI|2026-04-23 20:27:01|
3471|6400758|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES|LBR|TIANJIN|2026-04-01 23:55:02|
3471|6401013|160|||EVERGREEN LINE|GBR|EVERLISSOME|2026-04-23 11:15:02|
3471|6400869|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES S.DE.R.L. DE C.V|SGP|ZIMMOUNTBLANC|2026-04-08 09:57:02|
1614|6003585|160|||EVER FASHION 026E|GBR|026E|2026-04-23 09:09:04|
3471|6400940|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-04-17 12:39:03|
3471|6400949|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-04-17 13:23:09|
3471|6401071|160|||EVERGREEN LINE|PAN|EVERFAME|2026-04-17 17:45:03|
1614|6002244|160|||ZIM MOUNT DENALI|SGP|13E|2026-04-20 18:37:04|
3471|6400997|160|||EVERGREEN LINE|GBR|EVERLISSOME|2026-04-22 19:32:03|
3471|6401072|160|||EVERGREEN LINE|PAN|EVERFAME|2026-04-17 17:45:03|
3471|6400839|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES|LBR|TIANJIN|2026-04-01 18:25:05|
1614|6002322|160|||WAN HAI A02|SGP|E016|2026-04-23 16:49:03|
3471|6401067|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-04-25 13:50:03|
3897|6603591|240|KCS970506DQ3||KANSAS CITY SOUTHERN DE MEXICO S.A. DE C.V.|MEX|SNLU193485|2026-04-16 15:21:11|
1759|6000614|160|||PACIFIC INTERNATIONAL LINES (PTE) LTD|LBR|KOTASANTOS|2026-04-10 16:30:06|
1614|6002107|160|||EVER FAME|PAN|0672-028E|2026-04-16 16:30:02|
3043|6001114|523|||KANSAS CITY SOUTHERN DE MEXICO|MEX|SNLU197998|2026-04-30 11:14:01|
1614|6001965|160|||XIN HONG KONG|HKG|081E|2026-04-06 10:13:01|
3471|6401059|160|||EVERGREEN LINE|TWN|EVERLOYAL|2026-04-29 12:33:03|
1614|6002016|160|||ZIM MOUNT BLANC|SGP|12E|2026-04-08 09:17:06|
3043|6700011|520|||FERROMEX|USA|1|2026-04-06 11:46:00|
1614|6002304|160|||EVER LISSOME|GBR|073E|2026-04-20 14:08:06|
1614|6002200|160|||EVER FASHION|LBR|026E|2026-04-16 19:41:02|
3471|6400892|160|||PACIFIC INTERNATIONAL LINES|PAN|EVERFAME|2026-04-14 23:11:01|
1614|6002314|160|||EVER LISSOME|GBR|0776-073E|2026-04-20 14:09:03|
3471|6400836|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES|LBR|TIANJIN|2026-04-01 18:25:03|
3471|6400777|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES|LBR|TIANJIN|2026-04-01 11:51:03|
1614|6002219|160|||EVER FASHION|LBR|0775-026E|2026-04-16 19:40:03|
1925|6700199|160|||ZIM MOUNT DENALI|SGP|ZIMMOUNTDENALI|2026-04-23 16:31:03|
1614|6001960|160|||XIN HONG KONG|HKG|081E|2026-04-01 10:31:03|
3043|6700005|520|||FERROMEX|USA|1|2026-04-06 17:28:01|
1925|6000421|160|||EVER FAME|PAN|EVERFAME|2026-04-15 13:54:04|
3471|6400898|160|||PACIFIC INTERNATIONAL LINES|PAN|EVERFAME|2026-04-15 00:40:01|
3471|6400965|160|||COSCO SHIPPING LINES MEXICO S DE RL DE CV|CHN|CSCLASIA|2026-04-17 20:23:00|
1614|6002121|160|||XIN OU ZHOU|CHN|077E|2026-04-14 12:20:05|
3471|6400847|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES|LBR|TIANJIN|2026-04-01 18:26:03|
3471|6400876|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES S.DE.R.L. DE C.V|SGP|ZIMMOUNTBLANC|2026-04-08 16:15:01|
1614|6002298|160|||EVER LISSOME|GBR|073E|2026-04-20 14:08:07|
1925|6100272|160|||EVER FAME|PAN|EVERFAME|2026-04-15 20:55:01|
1614|6002300|160|||EVER LISSOME|GBR|073E|2026-04-20 14:08:04|
3471|6400972|160|||COSCO SHIPPING LINES MEXICO S DE RL DE CV|CHN|CSCLASIA|2026-04-17 19:50:02|
3471|6400840|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES|LBR|TIANJIN|2026-04-01 16:34:02|
3471|6401084|160|||YANG MING|TWN|EVERLOYAL|2026-04-29 11:55:04|
3471|6401081|160|||YANG MING|TWN|EVERLOYAL|2026-04-29 10:20:04|
1925|6000479|160|||EVER LISSOME|GBR|EVERLISSOME|2026-04-24 17:09:02|
3043|6000967|523|||KANSAS CITY SOUTHERN DE MEXICO|MEX|SNLU201115|2026-04-14 18:10:02|
1614|6002307|160|||EVER LISSOMEEVER LISSOME|GBR|073E|2026-04-20 16:05:04|
3043|6001077|523|||KANSAS CITY SOUTHERN DE MEXICO|MEX|SNLU193485|2026-04-28 16:27:01|
1614|6002337|160|||COSCO PACIFIC|CHN|098E|2026-04-27 09:15:03|
1925|6000397|160|||EVER LIBERAL|GBR|EVERLIBERAL|2026-04-01 12:57:02|
1614|6002363|160|||COSCO PACIFIC|CHN|098E|2026-04-27 07:56:01|
1614|6002297|160|||EVER LISSOME|GBR|073E|2026-04-20 16:04:02|
1614|6002010|160|||ZIM MOUNT BLANC|SGP|12E|2026-04-08 08:43:02|
1614|6002198|160|||EVER FASHION|LBR|026E|2026-04-16 19:41:01|
3471|6400806|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-04-02 00:47:01|
1614|6002333|160|||COSCO PACIFIC|CHN|098E|2026-04-27 09:15:03|
1925|6000417|160|||EVER FAME|PAN|EVERFAME|2026-04-15 13:54:06|
3471|6400807|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-04-02 00:48:02|
1925|6700249|160|||ZIM MOUNT FUJI|HKG|ZIMMOUNTFUJI|2026-04-28 16:26:02|
1614|6002234|160|||ZIM MOUNT DENALI|SGP|13E|2026-04-20 16:43:02|
1925|6100273|160|||EVER FAME|PAN|EVERFAME|2026-04-16 15:53:01|
3471|6401021|160|||EVERGREEN LINE|GBR|EVERLISSOME|2026-04-23 11:58:04|
1614|6002302|160|||EVER LISSOME|GBR|073E|2026-04-20 14:08:06|
3471|6400971|160|||COSCO SHIPPING LINES MEXICO S DE RL DE CV|CHN|CSCLASIA|2026-04-17 19:49:03|
3471|6400897|160|||PACIFIC INTERNATIONAL LINES|PAN|EVERFAME|2026-04-15 00:27:01|
1925|6100275|160|||EVER FAME|PAN|EVERFAME|2026-04-16 15:53:02|
1925|6100307|160|||EVER FASHION|LBR|EVERFASHION|2026-04-17 13:29:09|
3471|6400761|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES|LBR|TIANJIN|2026-04-01 16:33:03|
1614|6002174|160|||EVER FASHION|GBR|026E|2026-04-20 16:19:02|
3043|6700009|523|||KANSAS CITY SOUTHERN|USA|1|2026-04-06 18:24:01|
1925|6100248|160|||TIANJIN|LBR|TIANJIN|2026-04-08 14:04:09|
1614|6002120|160|||XIN OU ZHOU|CHN|077E|2026-04-14 12:20:03|
3897|6603227|240|KCS970506DQ3||KANSAS CITY SOUTHERN DE MEXICO S.A. DE C.V.|MEX|SNLU144320|2026-04-08 13:41:05|
1614|6002046|160|||EVRE FAME|PAN|0672-028E|2026-04-14 14:54:02|
1614|6002194|160|||EVER FASHION|LBR|026E|2026-04-16 19:41:02|
1614|6003578|160|||EVER FASHION|GBR|026E|2026-04-22 20:05:02|
3471|6401105|160|||EVERGREEN LINE|TWN|EVERLOYAL|2026-04-29 19:45:02|
3471|6401080|160|||YANG MING|TWN|EVERLOYAL|2026-04-29 11:55:03|
3471|6400835|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES|LBR|TIANJIN|2026-04-01 16:33:05|
1614|6002125|160|||XIN OU ZHOU|CHN|077E|2026-04-14 12:20:06|
3471|6400756|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES|LBR|TIANJIN|2026-04-01 23:55:02|
1614|6002210|160|||EVER FASHION|LBR|0775-026E|2026-04-16 14:23:01|
1925|6700256|160|||CSCL SPRING|HKG|CSCLSPRING|2026-04-29 13:55:03|
3471|6401100|160|||EVERGREEN LINE|TWN|EVERLOYAL|2026-04-29 18:53:02|
1925|6000481|160|||EVER LISSOME|GBR|EVERLISSOME|2026-04-24 17:08:01|
3471|6400904|160|||WAN HAI LINES LTD|SGP|WANHAIA16|2026-04-04 13:29:01|
1614|6002007|160|||ZIM MOUNT BLANC|SGP|12E|2026-04-08 08:43:02|
1614|6002233|160|||ZIM MOUNT DENALI|SGP|13E|2026-04-21 10:01:02|
1614|6002167|160|||EVER FASHION|GBR|026E|2026-04-20 14:21:05|
3471|6400989|160|||EVERGREEN LINE|GBR|EVERLISSOME|2026-04-22 23:29:01|
1614|6001814|160|||ZIM MOUNT BLANC|SGP|12E|2026-04-07 12:19:03|
1614|6002312|160|||EVER LISSOME|GBR|0776-073E|2026-04-20 14:09:04|
3471|6400837|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES|LBR|TIANJIN|2026-04-01 18:25:03|
1614|6002067|160|||EVER FAME|PAN|0672-028E|2026-04-14 09:43:02|
3471|6400873|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES S.DE.R.L. DE C.V|SGP|ZIMMOUNTBLANC|2026-04-08 09:56:02|
3471|6400967|160|||COSCO SHIPPING LINES MEXICO S DE RL DE CV|CHN|CSCLASIA|2026-04-17 19:49:03|
1614|6002329|160|||WAN HAI A02|SGP|E016|2026-04-23 18:49:03|
1925|6100308|160|||EVER FASHION|LBR|EVERFASHION|2026-04-17 13:29:08|
1925|6700294|160|||ZIM MOUNT FUJI|HKG|ZIMMOUNTFUJI|2026-04-29 10:50:04|
1614|6002061|160|||EVER FAME|PAN|0672-028E|2026-04-14 09:42:03|
1614|6002102|160|||EVER FAME|PAN|0672-028E|2026-04-15 11:36:04|
1614|6002047|160|||EVER FAME|PAN|0672-028E|2026-04-14 14:54:01|
1614|6001966|160|||XIN HONG KONG|HKG|081E|2026-04-06 10:13:02|
1614|6002109|160|||EVER FRAME|PAN|0672-028E|2026-04-16 17:35:03|
3471|6400872|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES S.DE.R.L. DE C.V|SGP|ZIMMOUNTBLANC|2026-04-08 09:57:04|
1925|6100305|160|||EVER FASHION|LBR|EVERFASHION|2026-04-17 13:12:02|
3471|6401082|160|||YANG MING|TWN|EVERLOYAL|2026-04-29 18:13:05|
1614|6002008|160|||ZIM MOUNT BLANC|SGP|12E|2026-04-08 08:43:03|
3043|6700014|523|||KANSAS CITY SOUTHERN|USA|1|2026-04-17 12:11:02|
1614|6003562|160|||EVER LISSOME|GBR|0776-073E|2026-04-22 20:46:02|
1925|6100257|160|||TIANJIN|LBR|TIANJIN|2026-04-08 17:00:03|
3471|6400901|160|||PACIFIC INTERNATIONAL LINES|PAN|EVERFAME|2026-04-15 10:56:02|
1614|6002301|160|||EVER LISSOME|GBR|073E|2026-04-20 16:04:03|
1925|6100315|160|||EVER FASHION|LBR|EVERFASHION|2026-04-17 14:33:03|
3471|6400804|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-04-02 01:05:02|
1614|6001963|160|||XIN HONG KONG|HKG|081E|2026-04-06 10:12:03|
3471|6401085|160|||YANG MING|TWN|EVERLOYAL|2026-04-29 11:42:03|
1925|6100279|160|||EVER FAME|PAN|EVERFAME|2026-04-15 20:55:03|
3471|6401083|160|||YANG MING|TWN|EVERLOYAL|2026-04-29 17:30:04|
3471|6400990|160|||EVERGREEN LINE|GBR|EVERLISSOME|2026-04-22 22:33:02|
1614|6002246|160|||ZIM MOUNT DENALI|SGP|13E|2026-04-20 18:37:04|
3471|6400762|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES|LBR|TIANJIN|2026-04-01 23:54:02|
1925|6700204|160|||ZIM MOUNT DENALI|SGP|ZIMMOUNTDENALI|2026-04-24 10:16:02|
3471|6400783|160|||WAN HAI LINES LTD|SGP|WANHAIA09|2026-04-01 11:53:02|
1614|6002106|160|||EVER FAME|PAN|0672-028E|2026-04-15 12:13:01|
3897|6603103|240|KCS970506DQ3||KANSAS CITY SOUTHERN DE MEXICO S.A. DE C.V.|MEX|SNLU987097|2026-04-04 12:01:01|
1614|6002335|160|||COSCO PACIFIC|CHN|098E|2026-04-27 09:15:02|
1925|6000477|160|||EVER LISSOME|GBR|EVERLISSOME|2026-04-24 17:09:02|
1614|6002242|160|||ZIM MOUNT DENALI|SGP|13E|2026-04-20 18:37:03|
3043|6700013|523|||KANSAS CITY SOUTHERN|USA|1|2026-04-10 16:14:01|
1614|6002211|160|||EVER FASHION|LBR|0775-026E|2026-04-16 18:49:01|
1614|6001962|160|||XIN HONG KONG|HKG|081E|2026-04-06 10:12:02|
3471|6401024|160|||EVERGREEN LINE|GBR|EVERLISSOME|2026-04-22 19:32:04|
1614|6001955|160|||XIN HONG KONG|HKG|081E|2026-04-06 10:11:02|
3471|6401157|160|||COSCO SHIPPING LINES CO.,LTD|CHN|COSCOPACIFIC|2026-04-28 09:53:06|
3471|6400966|160|||COSCO SHIPPING LINES MEXICO S DE RL DE CV|CHN|CSCLASIA|2026-04-17 19:49:01|
1925|6700244|160|||ZIM MOUNT FUJI|HKG|ZIMMOUNTFUJI|2026-04-28 20:00:01|
1614|6001817|160|||ZIM MOUNT BLANC|SGP|12E|2026-04-07 12:20:08|
1614|6001968|160|||XIN HONG KONG|HKG|081E|2026-04-06 10:13:03|
1614|6003564|160|||EVER LISSOME|GBR|0776-073E|2026-04-23 08:48:01|
3471|6401016|160|||EVERGREEN LINE|GBR|EVERLISSOME|2026-04-23 14:42:01|
1925|6100256|160|||TIANJIN|LBR|TIANJIN|2026-04-08 17:00:04|
1614|6003584|160|||EVER FASHION|GBR|026E|2026-04-22 20:06:01|
1759|6000777|160|||PACIFIC INTERNATIONAL LINES (PTE) LTD|LBR|KOTASANTOS|2026-04-10 16:39:03|
1614|6002336|160|||COSCO PACIFIC|CHN|098E|2026-04-25 13:02:01|
1925|6000394|160|||EVER LIBERAL|GBR|EVERLIBERAL|2026-04-01 12:58:01|
3153|6105062|240|||TRANSFER|USA|AY6209|2026-04-21 15:49:02|
1614|6002104|160|||EVER FAME|PAN|0672-028E|2026-04-15 11:36:05|
1614|6001819|160|||ZIM MOUNT BLANC|SGP|12E|2026-04-07 12:20:08|
1614|6001815|160|||ZIM MOUNT BLANC|SGP|12E|2026-04-07 12:19:04|
3471|6400899|160|||PACIFIC INTERNATIONAL LINES|PAN|EVERFAME|2026-04-15 00:41:01|
1614|6003567|160|||EVER LISSOME|GBR|073E|2026-04-23 11:04:03|
3471|6400999|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-04-17 15:18:01|
1614|6002243|160|||ZIM MOUNT DENALI|SGP|13E|2026-04-21 10:02:02|
1614|6002213|160|||EVER FASHION|LBR|0775-026E|2026-04-16 18:49:01|
1925|6000419|160|||EVER FAME|PAN|EVERFAME|2026-04-15 19:56:01|
1925|6100255|160|||TIANJIN|LBR|TIANJIN|2026-04-08 17:00:03|
1925|6000423|160|||EVER FAME|PAN|EVERFAME|2026-04-15 19:56:01|
1614|6002327|160|||WAN HAI A02|SGP|E016|2026-04-23 17:52:02|
1925|6700247|160|||ZIM MOUNT FUJI|HKG|ZIMMOUNTFUJI|2026-04-28 16:25:06|
1614|6002317|160|||EVER LISSOME|GBR|0776-073E|2026-04-20 15:18:03|
3471|6400875|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES S.DE.R.L. DE C.V|SGP|ZIMMOUNTBLANC|2026-04-08 09:56:03|
1614|6002318|160|||EVER LISSOME|GBR|0776-073E|2026-04-20 14:09:04|
3471|6401056|160|||EVERGREEN LINE|TWN|EVERLOYAL|2026-04-29 13:10:02|
1925|6700201|160|||ZIM MOUNT DENALI|SGP|ZIMMOUNTDENALI|2026-04-23 16:31:04|
1614|6002328|160|||WAN HAI A02|SGP|E016|2026-04-23 16:49:04|
3471|6400871|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES S.DE.R.L. DE C.V|SGP|ZIMMOUNTBLANC|2026-04-08 09:57:03|
1614|6002163|160|||EVER FASHION|GBR|026E|2026-04-20 14:20:02|
1925|6700251|160|||ZIM MOUNT FUJI|HKG|ZIMMOUNTFUJI|2026-04-28 16:26:03|
3471|6400961|160|||COSCO SHIPPING LINES MEXICO S DE RL DE CV|CHN|CSCLASIA|2026-04-17 19:48:02|
3471|6400867|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES S.DE.R.L. DE C.V|SGP|ZIMMOUNTBLANC|2026-04-08 09:56:04|
3471|6400845|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES|LBR|TIANJIN|2026-04-01 18:26:02|
1614|6003581|160|||EVER FASHION|GBR|026E|2026-04-23 09:09:02|
1614|6002045|160|||EVER FAME|PAN|0672-028E|2026-04-14 14:54:01|
1925|6000475|160|||EVER LISSOME|GBR|EVERLISSOME|2026-04-24 17:09:01|
3471|6400947|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-04-17 13:23:09|
1614|6002065|160|||EVER FRAME|PAN|0672-028E|2026-04-14 09:42:05|
1614|6002164|160|||EVER FASHION|GBR|026E|2026-04-20 16:19:02|
1614|6002313|160|||EVER LISSOME|GBR|0776-073E|2026-04-20 15:18:02|
1925|6100249|160|||TIANJIN|LBR|TIANJIN|2026-04-08 16:47:06|
3471|6401023|160|||EVERGREEN LINE|GBR|EVERLISSOME|2026-04-23 11:58:03|
1614|6002235|160|||ZIM MOUNT DENALI|SGP|13E|2026-04-21 10:01:03|
