Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveContribucion|FormaPago|ImportePago|FechaPagoReal
1925|6700244|160|87082999|125|3|22|411|2026-04-28 20:00:01|
1925|6000480|160|84879006|73|3|22|46|2026-04-24 17:08:02|
1614|6002323|160|98020019|107|3|22|133|2026-04-23 17:51:05|
3471|6401090|160|87082999|7|3|22|259|2026-04-29 10:20:05|
1614|6003555|160|87089999|46|3|22|658|2026-04-23 09:17:02|
1925|6700202|160|87082999|64|3|22|1701|2026-04-23 20:27:02|
1925|6700294|160|98020019|203|3|22|12|2026-04-29 10:50:04|
1925|6700202|160|98020019|100|3|22|301|2026-04-23 20:27:02|
1614|6003575|160|98020019|87|3|22|67|2026-04-23 09:10:05|
1925|6700244|160|98020019|81|3|22|2044|2026-04-28 20:00:01|
3471|6401088|160|98020019|12|3|22|108|2026-04-29 10:20:05|
1614|6001958|160|87082999|81|3|0|259|2026-04-06 10:52:02|
1925|6700248|160|40093106|24|3|22|387|2026-04-28 20:00:02|
1614|6002341|160|87082999|48|3|22|562|2026-04-27 09:16:01|
1614|6001958|160|40169304|61|3|0|18|2026-04-06 10:52:02|
3471|6401096|160|87089412|113|3|22|1619|2026-04-29 18:13:02|
3471|6401055|160|98020019|106|3|22|7|2026-04-29 13:11:05|
3471|6400994|160|85365099|167|3|22|837|2026-04-22 23:30:01|
1614|6002244|160|73269099|4|3|0|316|2026-04-20 18:37:04|
3471|6401084|160|87088005|113|3|22|1129|2026-04-29 11:55:04|
1614|6003579|160|87082999|39|3|22|174|2026-04-23 09:09:01|
3471|6401011|160|84833004|30|3|22|134|2026-04-23 10:26:05|
3471|6401084|160|87089412|117|3|22|1619|2026-04-29 11:55:04|
1925|6700202|160|98020019|144|3|22|153|2026-04-23 20:27:02|
1614|6003575|160|87088005|51|3|22|4253|2026-04-23 09:10:05|
3471|6401055|160|87089999|37|3|22|1783|2026-04-29 13:11:05|
3471|6401059|160|87082999|4|3|22|1132|2026-04-29 12:33:03|
3471|6400837|160|85444299|15|3|0|565|2026-04-01 18:25:03|
1614|6002341|160|87082999|25|3|22|883|2026-04-27 09:16:01|
3471|6401080|160|87082999|12|3|22|97|2026-04-29 11:55:03|
3471|6400837|160|87089999|39|3|0|215|2026-04-01 18:25:03|
1614|6002363|160|87088005|18|3|22|24|2026-04-27 07:56:01|
3471|6401059|160|87082999|2|3|22|2100|2026-04-29 12:33:03|
1925|6000480|160|87082999|101|3|22|534|2026-04-24 17:08:02|
1614|6002297|160|84254299|23|3|22|37108|2026-04-20 16:04:02|
1925|6700258|160|85122099|40|3|22|122|2026-04-29 13:55:03|
1614|6003563|160|87089412|29|3|22|5902|2026-04-23 09:18:02|
1614|6002170|160|87082999|24|3|22|280|2026-04-20 16:19:01|
1925|6700258|160|87082999|16|3|22|498|2026-04-29 13:55:03|
1614|6002304|160|59119001|4|3|0|1975|2026-04-20 14:08:06|
1925|6000474|160|98020019|175|3|22|139|2026-04-24 17:09:03|
3471|6401055|160|98020019|81|3|22|584|2026-04-29 13:11:05|
3471|6401084|160|40169999|4|3|22|121|2026-04-29 11:55:04|
3471|6400837|160|98020019|87|3|0|165|2026-04-01 18:25:03|
1925|6700248|160|87082999|56|3|22|60|2026-04-28 20:00:02|
1925|6700254|160|98020019|232|3|22|395|2026-04-29 17:20:04|
3471|6400804|160|98020019|148|3|0|599|2026-04-02 01:05:02|
1614|6002333|160|40169901|48|3|22|40|2026-04-27 09:15:03|
1925|6700244|160|98020019|70|3|22|48|2026-04-28 20:00:01|
1925|6000474|160|40091102|115|3|22|304|2026-04-24 17:09:03|
1614|6002297|160|98020019|194|3|22|27|2026-04-20 16:04:02|
3471|6401084|160|84213199|89|3|22|1298|2026-04-29 11:55:04|
1925|6700202|160|98020019|141|3|22|196|2026-04-23 20:27:02|
1614|6002319|160|87089999|65|3|22|237|2026-04-20 15:18:03|
1925|6700256|160|87082999|58|3|22|118|2026-04-29 13:55:03|
1614|6002319|160|87089999|59|3|22|3334|2026-04-20 15:18:03|
3471|6400996|160|87082999|49|3|22|4127|2026-04-22 23:30:02|
3471|6401061|160|87082999|48|3|22|81|2026-04-29 17:30:05|
1614|6002333|160|87088005|112|3|22|146|2026-04-27 09:15:03|
1614|6001821|160|87089203|75|3|0|9254|2026-04-07 12:20:09|
1925|6700248|160|87082999|92|3|22|735|2026-04-28 20:00:02|
3471|6401057|160|87089412|46|3|22|3030|2026-04-29 13:11:05|
1614|6001958|160|73181599|41|3|0|101|2026-04-06 10:52:02|
3471|6401057|160|98020019|237|3|22|517|2026-04-29 13:11:05|
1925|6700244|160|87082999|127|3|22|2013|2026-04-28 20:00:01|
1925|6700204|160|98020019|76|3|22|379|2026-04-24 10:16:02|
1614|6003567|160|87082999|72|3|22|25|2026-04-23 11:04:03|
3471|6401080|160|98020019|213|3|22|7|2026-04-29 11:55:03|
1614|6003583|160|98020019|40|3|22|27|2026-04-23 09:09:03|
1614|6003579|160|40093106|32|3|22|804|2026-04-23 09:09:01|
1925|6700256|160|98020019|82|3|22|45|2026-04-29 13:55:03|
1614|6003567|160|98020019|56|3|22|734|2026-04-23 11:04:03|
3471|6400994|160|98020019|215|3|22|427|2026-04-22 23:30:01|
1925|6700261|160|73269099|2|3|0|173|2026-04-29 12:54:01|
1925|6700260|160|87088005|61|3|22|175|2026-04-29 13:55:04|
1614|6001958|160|98020019|138|3|0|149|2026-04-06 10:52:02|
1614|6002341|160|87089999|6|3|22|326|2026-04-27 09:16:01|
1614|6002341|160|87089999|14|3|22|175|2026-04-27 09:16:01|
1614|6001958|160|39269029|34|3|0|10|2026-04-06 10:52:02|
1614|6002337|160|87089412|47|3|22|659|2026-04-27 09:15:03|
3577|6300693|521|35061099|1|6|0|2|2026-04-29 14:01:01|
1614|6003567|160|98020019|44|3|22|779|2026-04-23 11:04:03|
1614|6002172|160|98020019|130|3|22|294|2026-04-20 16:19:03|
3471|6401096|160|87082999|8|3|22|1819|2026-04-29 18:13:02|
1614|6002319|160|85365099|42|3|22|629|2026-04-20 15:18:03|
1925|6700202|160|84836099|8|3|22|516|2026-04-23 20:27:02|
3471|6401096|160|98020019|64|3|22|24|2026-04-29 18:13:02|
1614|6002323|160|98020019|69|3|22|241|2026-04-23 17:51:05|
3471|6400996|160|87082999|36|3|22|174|2026-04-22 23:30:02|
1925|6700256|160|87082999|45|3|22|484|2026-04-29 13:55:03|
1614|6002363|160|87089999|45|3|22|5082|2026-04-27 07:56:01|
1614|6001958|160|87089999|6|3|0|42|2026-04-06 10:52:02|
1614|6002333|160|98020019|162|3|22|54|2026-04-27 09:15:03|
1614|6002341|160|87082999|23|3|22|478|2026-04-27 09:16:01|
1614|6001958|160|40169999|53|3|0|145|2026-04-06 10:52:02|
3471|6401080|160|98020019|217|3|22|3|2026-04-29 11:55:03|
1925|6700256|160|98020019|73|3|22|462|2026-04-29 13:55:03|
1614|6002303|160|98020019|90|3|22|357|2026-04-20 16:04:02|
1614|6002323|160|87089999|25|3|22|523|2026-04-23 17:51:05|
3471|6401088|160|87082999|19|3|22|175|2026-04-29 10:20:05|
1614|6002170|160|87088099|31|3|22|6886|2026-04-20 16:19:01|
1925|6700202|160|98020019|104|3|22|18|2026-04-23 20:27:02|
3496|6000482|850|87082999|2|3|0|17277|2026-04-28 19:23:03|
3471|6401013|160|87082999|89|3|22|1635|2026-04-23 11:15:02|
1925|6000474|160|87089412|91|3|22|755|2026-04-24 17:09:03|
1925|6700258|160|87082999|23|3|22|286|2026-04-29 13:55:03|
1925|6700260|160|98020019|81|3|22|6|2026-04-29 13:55:04|
1759|6000777|160|98020019|257|3|0|3|2026-04-10 16:39:03|
1614|6002341|160|87082999|39|3|22|10475|2026-04-27 09:16:01|
1614|6002341|160|87082999|29|3|22|958|2026-04-27 09:16:01|
1759|6000777|160|98020019|285|3|0|46|2026-04-10 16:39:03|
3471|6401059|160|87082999|53|3|22|6439|2026-04-29 12:33:03|
3471|6401061|160|87082999|12|3|22|3298|2026-04-29 17:30:05|
1614|6002303|160|87082999|106|3|22|528|2026-04-20 16:04:02|
1614|6002329|160|85371006|119|3|22|2240|2026-04-23 18:49:03|
3471|6401057|160|87082999|25|3|22|191|2026-04-29 13:11:05|
1614|6002319|160|87089999|14|3|22|1792|2026-04-20 15:18:03|
1614|6002319|160|87089999|69|3|22|2544|2026-04-20 15:18:03|
3471|6401084|160|87082999|11|3|22|909|2026-04-29 11:55:04|
1614|6002166|160|87082999|51|3|22|428|2026-04-20 16:19:03|
1614|6003568|160|63079099|6|3|0|716|2026-04-23 08:47:01|
1925|6700254|160|98020019|227|3|22|235|2026-04-29 17:20:04|
1925|6700256|160|87082999|2|3|22|90|2026-04-29 13:55:03|
1614|6001964|160|84833004|110|3|0|75|2026-04-06 10:53:03|
1614|6002341|160|87082999|81|3|22|376|2026-04-27 09:16:01|
1614|6002337|160|98020019|150|3|22|54|2026-04-27 09:15:03|
1614|6001823|160|87088005|112|3|0|179|2026-04-07 12:21:02|
3471|6401106|160|87082999|32|3|22|34|2026-04-29 19:45:01|
3471|6401055|160|98020019|125|3|22|228|2026-04-29 13:11:05|
1925|6000480|160|98020019|284|3|22|3|2026-04-24 17:08:02|
3471|6401021|160|87089999|124|3|22|75|2026-04-23 11:58:04|
1925|6700247|160|73269099|4|3|0|2999|2026-04-28 16:25:06|
1925|6700202|160|40169999|3|3|22|24|2026-04-23 20:27:02|
1614|6003583|160|87082999|68|3|22|594|2026-04-23 09:09:03|
3471|6401100|160|87089999|81|3|22|2589|2026-04-29 18:53:02|
3471|6401021|160|83100099|81|3|22|67|2026-04-23 11:58:04|
1925|6000480|160|87082999|29|3|22|378|2026-04-24 17:08:02|
3471|6401054|160|73269099|3|6|0|730|2026-04-29 13:11:04|
3471|6401106|160|87082999|12|3|22|645|2026-04-29 19:45:01|
1614|6001965|160|73269099|12|6|0|13|2026-04-06 10:13:01|
1614|6002333|160|87089203|9|3|22|494|2026-04-27 09:15:03|
1614|6002333|160|98020019|41|3|22|1260|2026-04-27 09:15:03|
1614|6001823|160|98020019|60|3|0|154|2026-04-07 12:21:02|
1614|6002341|160|87082999|79|3|22|222|2026-04-27 09:16:01|
1925|6700256|160|40169999|61|3|22|168|2026-04-29 13:55:03|
1614|6002319|160|98020019|138|3|22|28503|2026-04-20 15:18:03|
3471|6401021|160|98020019|149|3|22|62|2026-04-23 11:58:04|
3471|6401080|160|39269020|80|3|22|480|2026-04-29 11:55:03|
1925|6700204|160|87082999|38|3|22|11746|2026-04-24 10:16:02|
1614|6002170|160|87082999|15|3|22|448|2026-04-20 16:19:01|
1925|6700242|160|87082999|53|3|22|1334|2026-04-28 18:17:04|
3471|6401021|160|98020019|93|3|22|67|2026-04-23 11:58:04|
1925|6700204|160|87082999|144|3|22|7822|2026-04-24 10:16:02|
3471|6401082|160|87089999|7|3|22|941|2026-04-29 18:13:05|
1614|6002341|160|87082999|64|3|22|3|2026-04-27 09:16:01|
3471|6400954|160|63079099|2|6|0|426|2026-04-06 15:15:01|
1925|6700249|160|63079099|4|3|0|496|2026-04-28 16:26:02|
1614|6002363|160|87089999|8|3|22|711|2026-04-27 07:56:01|
1614|6001964|160|98020019|37|3|0|14467|2026-04-06 10:53:03|
1614|6002363|160|87082999|62|3|22|1711|2026-04-27 07:56:01|
1925|6700254|160|87082999|23|3|22|190|2026-04-29 17:20:04|
1925|6700204|160|98020019|212|3|22|54|2026-04-24 10:16:02|
3471|6401021|160|39235001|25|3|22|71|2026-04-23 11:58:04|
3471|6401080|160|98020019|196|3|22|13699|2026-04-29 11:55:03|
1614|6002170|160|87088005|63|3|22|114|2026-04-20 16:19:01|
3471|6401011|160|87082999|73|3|22|22|2026-04-23 10:26:05|
1614|6002339|160|87089412|26|3|22|883|2026-04-27 09:16:02|
1614|6003569|160|98020019|85|3|22|80|2026-04-23 10:28:03|
3471|6400994|160|98020019|16|3|22|320|2026-04-22 23:30:01|
3471|6401059|160|87089412|66|3|22|540|2026-04-29 12:33:03|
1925|6700258|160|87082999|35|3|22|392|2026-04-29 13:55:03|
3471|6400756|160|87089412|67|3|0|23070|2026-04-01 23:55:02|
1614|6002333|160|87082999|30|3|22|5961|2026-04-27 09:15:03|
1614|6002337|160|98020019|29|3|22|772|2026-04-27 09:15:03|
1614|6001956|160|87082999|14|3|0|834|2026-04-06 10:11:02|
1925|6700262|160|87082999|158|3|22|9658|2026-04-29 14:06:02|
3471|6401082|160|98020019|175|3|22|6469|2026-04-29 18:13:05|
1925|6000480|160|87088007|113|3|22|3728|2026-04-24 17:08:02|
1614|6003569|160|85371006|121|3|22|11053|2026-04-23 10:28:03|
3471|6401084|160|98020019|51|3|22|139|2026-04-29 11:55:04|
3471|6401011|160|87088099|8|3|22|672|2026-04-23 10:26:05|
1614|6002239|160|87082999|15|3|22|56|2026-04-21 10:02:05|
3471|6401080|160|87089999|8|3|22|35|2026-04-29 11:55:03|
1614|6003569|160|87082999|145|3|22|1078|2026-04-23 10:28:03|
1614|6002235|160|84213199|1|3|22|1686|2026-04-21 10:01:03|
1614|6002339|160|87082999|154|3|22|451|2026-04-27 09:16:02|
3471|6401055|160|98020019|98|3|22|13|2026-04-29 13:11:05|
3471|6400789|160|87082999|46|3|0|1543|2026-04-01 11:54:01|
1614|6002333|160|85371006|78|3|22|2245|2026-04-27 09:15:03|
1614|6002333|160|87082999|110|3|22|4722|2026-04-27 09:15:03|
3471|6400851|160|84831008|37|3|0|103|2026-04-09 12:33:06|
3471|6401055|160|87089999|10|3|22|40|2026-04-29 13:11:05|
1925|6700254|160|83021002|59|3|22|2550|2026-04-29 17:20:04|
1614|6003573|160|87088005|26|3|22|779|2026-04-23 09:10:02|
1614|6003569|160|87082999|29|3|22|1297|2026-04-23 10:28:03|
3471|6401080|160|87082999|120|3|22|108|2026-04-29 11:55:03|
1614|6003565|160|98020019|130|3|22|27|2026-04-23 09:18:03|
1614|6003565|160|98020019|102|3|22|184|2026-04-23 09:18:03|
1925|6700260|160|87082999|67|3|22|3219|2026-04-29 13:55:04|
1614|6003569|160|39263002|153|3|22|67|2026-04-23 10:28:03|
1925|6700204|160|87082999|132|3|22|254|2026-04-24 10:16:02|
1614|6002339|160|98020019|126|3|22|34|2026-04-27 09:16:02|
1925|6700259|160|63079099|4|3|0|444|2026-04-29 12:49:03|
3471|6400789|160|98020019|216|3|0|496|2026-04-01 11:54:01|
1614|6002337|160|84836099|1|3|22|2305|2026-04-27 09:15:03|
3471|6401059|160|87087099|65|3|22|5527|2026-04-29 12:33:03|
1614|6002012|160|87082999|13|3|0|66|2026-04-08 09:16:04|
1925|6700254|160|84879006|6|3|22|45|2026-04-29 17:20:04|
1925|6700258|160|87082999|15|3|22|1267|2026-04-29 13:55:03|
3577|6300793|521|76090002|10|6|0|436|2026-04-23 12:32:01|
3471|6401023|160|85365099|80|3|22|2625|2026-04-23 11:58:03|
1925|6700260|160|98020019|99|3|22|14|2026-04-29 13:55:04|
1614|6003556|160|39232991|2|6|0|46|2026-04-23 08:47:04|
1614|6002327|160|87089904|18|3|22|399|2026-04-23 17:52:02|
3471|6401082|160|40091102|149|3|22|77|2026-04-29 18:13:05|
1614|6002172|160|87082999|14|3|22|1163|2026-04-20 16:19:03|
1614|6002235|160|87082999|65|3|22|1597|2026-04-21 10:01:03|
1925|6700258|160|84099199|51|3|22|146|2026-04-29 13:55:03|
1614|6002333|160|84818099|95|3|22|5281|2026-04-27 09:15:03|
3471|6400847|160|98020019|72|3|0|74|2026-04-01 18:26:03|
1614|6002333|160|98020019|126|3|22|7|2026-04-27 09:15:03|
1614|6002333|160|98020019|158|3|22|87|2026-04-27 09:15:03|
3471|6400847|160|87088005|40|3|0|1979|2026-04-01 18:26:03|
1925|6700262|160|98020019|98|3|22|143|2026-04-29 14:06:02|
1614|6002339|160|87082999|70|3|22|102|2026-04-27 09:16:02|
1614|6002247|160|85258999|56|3|22|592|2026-04-21 10:02:04|
1614|6002166|160|87082999|43|3|22|1665|2026-04-20 16:19:03|
1614|6002335|160|87082999|20|3|22|252|2026-04-27 09:15:02|
1614|6002327|160|84213199|2|3|22|109|2026-04-23 17:52:02|
1614|6002319|160|87088005|33|3|22|3001|2026-04-20 15:18:03|
3471|6401106|160|87082999|24|3|22|978|2026-04-29 19:45:01|
1614|6002246|160|73269099|3|6|0|482|2026-04-20 18:37:04|
1925|6700206|160|98020019|169|3|22|775|2026-04-23 20:27:03|
1614|6002339|160|98020019|193|3|22|50|2026-04-27 09:16:02|
1925|6700262|160|85371099|166|3|22|997|2026-04-29 14:06:02|
3471|6400839|160|87088005|92|3|0|3380|2026-04-01 18:25:05|
3471|6401085|160|73269099|4|6|0|320|2026-04-29 11:42:03|
1925|6700260|160|84152001|121|3|22|14385|2026-04-29 13:55:04|
3471|6400851|160|87089999|25|3|0|103|2026-04-09 12:33:06|
1614|6002337|160|98020019|145|3|22|30|2026-04-27 09:15:03|
3471|6401082|160|84254299|123|3|22|31147|2026-04-29 18:13:05|
1614|6002325|160|87082999|7|3|22|686|2026-04-23 17:51:05|
3471|6401023|160|98020019|16|3|22|311|2026-04-23 11:58:03|
3471|6401057|160|98020019|130|3|22|47|2026-04-29 13:11:05|
1614|6002327|160|87082999|62|3|22|300|2026-04-23 17:52:02|
1614|6003581|160|87082999|36|3|22|212|2026-04-23 09:09:02|
1925|6700254|160|90328999|43|3|22|3606|2026-04-29 17:20:04|
3471|6401015|160|98020019|169|3|22|196|2026-04-23 11:15:03|
1925|6000476|160|87082999|82|3|22|307|2026-04-24 17:09:04|
3471|6401103|160|73269099|10|3|0|205|2026-04-30 09:31:01|
1614|6002343|160|87082999|51|3|22|234|2026-04-27 09:17:01|
3471|6400851|160|39263002|1|3|0|1890|2026-04-09 12:33:06|
1925|6700260|160|87082999|21|3|22|909|2026-04-29 13:55:04|
3471|6401103|160|73269099|5|6|0|8|2026-04-30 09:31:01|
3471|6400851|160|87082999|16|3|0|190|2026-04-09 12:33:06|
1614|6002343|160|87082999|36|3|22|191|2026-04-27 09:17:01|
1925|6700262|160|85365099|135|3|22|526|2026-04-29 14:06:02|
3471|6400994|160|85122099|222|3|22|14152|2026-04-22 23:30:01|
1614|6002246|160|73269099|2|3|0|219|2026-04-20 18:37:04|
3471|6401057|160|98020019|234|3|22|130|2026-04-29 13:11:05|
1614|6003571|160|87082999|66|3|22|414|2026-04-23 09:09:05|
1614|6002331|160|87082999|46|3|22|5226|2026-04-23 17:52:04|
3471|6401080|160|98020019|163|3|22|94|2026-04-29 11:55:03|
3471|6401015|160|98020019|31|3|22|249|2026-04-23 11:15:03|
1925|6000476|160|87089999|8|3|22|35|2026-04-24 17:09:04|
3471|6401051|160|98020019|145|3|22|434|2026-04-29 12:32:03|
3471|6401082|160|87089412|92|3|22|2489|2026-04-29 18:13:05|
1925|6100254|160|70091099|144|6|0|245|2026-04-08 16:21:03|
3471|6401057|160|98020019|215|3|22|17|2026-04-29 13:11:05|
3471|6401102|160|87082999|192|3|22|1673|2026-04-29 18:54:01|
1925|6100254|160|87082999|68|3|0|94|2026-04-08 16:21:03|
3471|6401082|160|87082999|124|3|22|84|2026-04-29 18:13:05|
3471|6401103|160|73269099|6|6|0|8|2026-04-30 09:31:01|
3471|6401016|160|63079099|4|6|0|414|2026-04-23 14:42:01|
1614|6002329|160|87088005|114|3|22|1134|2026-04-23 18:49:03|
3471|6401080|160|98020019|195|3|22|121|2026-04-29 11:55:03|
1614|6003569|160|39269029|150|3|22|10|2026-04-23 10:28:03|
1925|6700200|160|87082999|35|3|22|1426|2026-04-23 20:27:03|
3471|6401080|160|98020019|191|3|22|54|2026-04-29 11:55:03|
1614|6002309|160|87082999|8|3|22|911|2026-04-20 15:17:01|
1925|6000480|160|87082999|121|3|22|17|2026-04-24 17:08:02|
1614|6002333|160|98020019|139|3|22|876|2026-04-27 09:15:03|
1614|6002337|160|98020019|177|3|22|659|2026-04-27 09:15:03|
1925|6000394|160|98020019|107|3|0|110|2026-04-01 12:58:01|
3471|6401057|160|98020019|239|3|22|104|2026-04-29 13:11:05|
1614|6002337|160|87088005|82|3|22|275|2026-04-27 09:15:03|
1925|6100248|160|39263002|95|3|0|190|2026-04-08 14:04:09|
1614|6002343|160|87082999|89|3|22|287|2026-04-27 09:17:01|
1614|6002339|160|98020019|125|3|22|1942|2026-04-27 09:16:02|
1925|6700206|160|87089999|54|3|22|659|2026-04-23 20:27:03|
1614|6002172|160|98020019|117|3|22|20|2026-04-20 16:19:03|
3471|6401106|160|87082999|2|3|22|1582|2026-04-29 19:45:01|
3471|6401017|160|87082999|77|3|22|489|2026-04-23 11:33:03|
1614|6003565|160|87089999|59|3|22|3329|2026-04-23 09:18:03|
3471|6401080|160|98020019|231|3|22|228|2026-04-29 11:55:03|
3471|6401067|160|87089999|5|3|0|415|2026-04-25 13:50:03|
1614|6003573|160|98020019|72|3|22|292|2026-04-23 09:10:02|
1614|6002339|160|98020019|105|3|22|215|2026-04-27 09:16:02|
1614|6002343|160|87082999|59|3|22|145|2026-04-27 09:17:01|
1614|6002010|160|39263002|19|3|0|978|2026-04-08 08:43:02|
1614|6002337|160|87082999|40|3|22|917|2026-04-27 09:15:03|
1614|6002333|160|87082999|105|3|22|2558|2026-04-27 09:15:03|
3471|6400752|160|87082999|27|3|0|83|2026-04-01 16:33:04|
3471|6401057|160|98020019|134|3|22|121|2026-04-29 13:11:05|
3471|6401082|160|87082999|91|3|22|81|2026-04-29 18:13:05|
1614|6002302|160|73269099|1|3|0|4416|2026-04-20 14:08:06|
1614|6002329|160|39199099|166|3|22|4|2026-04-23 18:49:03|
1925|6700254|160|98020019|159|3|22|109|2026-04-29 17:20:04|
1925|6700212|160|73181599|15|6|0|31|2026-04-23 14:32:02|
1614|6003569|160|87082999|10|3|22|2990|2026-04-23 10:28:03|
3471|6401098|160|87082999|24|3|22|2177|2026-04-29 18:53:01|
1614|6003573|160|98020019|63|3|22|100|2026-04-23 09:10:02|
1614|6002247|160|98020019|96|3|22|196|2026-04-21 10:02:04|
1614|6002339|160|87082999|89|3|22|2385|2026-04-27 09:16:02|
1614|6002333|160|85122099|32|3|22|10685|2026-04-27 09:15:03|
3471|6400752|160|98020019|121|3|0|25235|2026-04-01 16:33:04|
3471|6401084|160|98020019|182|3|22|452|2026-04-29 11:55:04|
3471|6401058|160|73269099|8|3|0|458|2026-04-29 12:33:02|
1925|6100254|160|87082999|52|3|0|120|2026-04-08 16:21:03|
1614|6002333|160|87088005|68|3|22|2370|2026-04-27 09:15:03|
1614|6002339|160|85365099|53|3|22|591|2026-04-27 09:16:02|
1614|6003575|160|98020019|82|3|22|285|2026-04-23 09:10:05|
1614|6002329|160|73181599|150|6|0|57|2026-04-23 18:49:03|
1925|6700254|160|98020019|123|3|22|6|2026-04-29 17:20:04|
1614|6003565|160|98020019|129|3|22|16|2026-04-23 09:18:03|
1614|6003569|160|90262003|58|3|22|93|2026-04-23 10:28:03|
3471|6401100|160|39235001|38|3|22|40|2026-04-29 18:53:02|
1614|6003585|160|87082201|137|3|22|734|2026-04-23 09:09:04|
1614|6003575|160|87082999|6|3|22|592|2026-04-23 09:10:05|
1614|6002339|160|98020019|192|3|22|12326|2026-04-27 09:16:02|
1614|6002333|160|85044099|80|3|22|3537|2026-04-27 09:15:03|
1614|6001814|160|73269099|2|3|0|114|2026-04-07 12:19:03|
1925|6700262|160|98020019|190|3|22|4391|2026-04-29 14:06:02|
1925|6700262|160|39269020|2|3|22|400|2026-04-29 14:06:02|
1925|6100254|160|87082999|170|3|0|215|2026-04-08 16:21:03|
1614|6002337|160|39263002|51|3|22|3287|2026-04-27 09:15:03|
1925|6700260|160|40169901|7|3|22|227|2026-04-29 13:55:04|
1614|6002247|160|98020019|64|3|22|695|2026-04-21 10:02:04|
1614|6002309|160|87082999|64|3|22|354|2026-04-20 15:17:01|
3471|6401098|160|87082999|34|3|22|188|2026-04-29 18:53:01|
1614|6002319|160|98020019|165|3|22|2741|2026-04-20 15:18:03|
1614|6003567|160|98020019|233|3|22|107|2026-04-23 11:04:03|
1925|6700242|160|98020019|130|3|22|97|2026-04-28 18:17:04|
1614|6002319|160|98020019|94|3|22|120|2026-04-20 15:18:03|
1925|6000476|160|87082999|54|3|22|256|2026-04-24 17:09:04|
1614|6002339|160|87082999|25|3|22|17|2026-04-27 09:16:02|
3471|6401051|160|87088005|43|3|22|881|2026-04-29 12:32:03|
1759|6000777|160|98020019|216|3|0|7|2026-04-10 16:39:03|
1925|6700262|160|87082999|26|3|22|375|2026-04-29 14:06:02|
1925|6700262|160|87082999|142|3|22|623|2026-04-29 14:06:02|
1925|6100250|160|87088007|66|3|0|65|2026-04-09 09:52:01|
1614|6002363|160|87082999|58|3|22|9684|2026-04-27 07:56:01|
1925|6700258|160|39263002|57|3|22|1769|2026-04-29 13:55:03|
1614|6002235|160|87089412|62|3|22|30662|2026-04-21 10:01:03|
1614|6002301|160|87089999|49|3|22|1413|2026-04-20 16:04:03|
3471|6401057|160|87082999|81|3|22|108|2026-04-29 13:11:05|
1614|6002319|160|98020019|125|3|22|7|2026-04-20 15:18:03|
1925|6700200|160|87082999|14|3|22|448|2026-04-23 20:27:03|
3471|6401057|160|98020019|137|3|22|54|2026-04-29 13:11:05|
1614|6002327|160|87082999|56|3|22|205|2026-04-23 17:52:02|
1614|6002247|160|85444299|60|3|22|722|2026-04-21 10:02:04|
3471|6401057|160|98020019|158|3|22|108|2026-04-29 13:11:05|
1614|6002343|160|87082999|68|3|22|3744|2026-04-27 09:17:01|
1925|6100250|160|98020019|90|3|0|31024|2026-04-09 09:52:01|
1925|6700262|160|87088099|122|3|22|2879|2026-04-29 14:06:02|
1614|6002340|160|73269099|2|3|0|300|2026-04-27 08:43:06|
1759|6000614|160|73181599|1|6|0|118|2026-04-10 16:30:06|
1614|6002343|160|87082999|92|3|22|57|2026-04-27 09:17:01|
1925|6700253|160|73269099|6|3|0|12|2026-04-29 12:49:02|
1614|6002318|160|73269099|5|3|0|14|2026-04-20 14:09:04|
1614|6002327|160|87082999|36|3|22|2379|2026-04-23 17:52:02|
1925|6700244|160|98020019|71|3|22|10724|2026-04-28 20:00:01|
1925|6700200|160|87082999|42|3|22|1610|2026-04-23 20:27:03|
1614|6002304|160|59119001|3|3|0|1799|2026-04-20 14:08:06|
1925|6700246|160|98020019|203|3|22|12|2026-04-28 20:00:02|
3471|6401015|160|98020019|23|3|22|45|2026-04-23 11:15:03|
3496|6000419|850|98020019|51|3|0|64|2026-04-21 10:38:03|
3471|6401057|160|85365099|66|3|22|7018|2026-04-29 13:11:05|
1614|6002341|160|87082999|80|3|22|228|2026-04-27 09:16:01|
1759|6000614|160|40169901|17|3|0|7|2026-04-10 16:30:06|
3471|6401059|160|87082999|25|3|22|381|2026-04-29 12:33:03|
1925|6700252|160|98020019|107|3|22|2840|2026-04-28 18:17:02|
3471|6400806|160|87089999|48|3|0|3238|2026-04-02 00:47:01|
1614|6002343|160|87082999|35|3|22|87|2026-04-27 09:17:01|
1614|6002341|160|87082999|22|3|22|1382|2026-04-27 09:16:01|
3496|6000419|850|98020019|43|3|0|11|2026-04-21 10:38:03|
3471|6401013|160|87082999|84|3|22|601|2026-04-23 11:15:02|
1925|6700246|160|87088099|65|3|22|11194|2026-04-28 20:00:02|
1614|6003567|160|98020019|39|3|22|18|2026-04-23 11:04:03|
1614|6003565|160|40093106|47|3|22|71|2026-04-23 09:18:03|
1925|6700246|160|98020019|187|3|22|249|2026-04-28 20:00:02|
1614|6003573|160|98020019|98|3|22|30|2026-04-23 09:10:02|
1614|6002325|160|98020019|144|3|22|54|2026-04-23 17:51:05|
1614|6002333|160|98020019|129|3|22|20|2026-04-27 09:15:03|
1925|6700294|160|87082999|7|3|22|1500|2026-04-29 10:50:04|
