Patente|Pedimento|SeccionAduanera|FechaFacturacion|NumeroFactura|TerminoFacturacion|MonedaFacturacion|ValorDolares|ValorMonedaExtranjera|PaisFacturacion|EntidadFedFacturacion|IndentFiscalProveedor|ProveedorMercancia|CalleProveedor|NumInteriorProveedor|NumExteriorProveedor|CpProveedor|MunicipioProveedor|FechaPagoReal
1925|6700254|160|2026-04-07|COVE2682B7FH6|CIF|USD|62341.73|62341.73|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-29 17:20:04|
1614|6002192|160||COVE2681SNYC2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-16 19:40:01|
3577|6300619|521|2026-03-28|COVE2681CVYN6|DAP|USD|9360.00|9360.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-04-08 15:29:02|
1925|6700261|160|2026-04-07|COVE26828E5B7|CIF|USD|256.34|256.34|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-29 12:54:01|
3471|6401059|160|2026-04-02|COVE26825V9A5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-29 12:33:03|
1614|6002315|160||COVE2681ZH776|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-20 15:18:02|
3471|6401099|160|2026-03-29|COVE2682K4HB4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-30 10:39:05|
1925|6700262|160|2026-04-07|COVE2682DNMK5|CIF|USD|53849.54|53849.54|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-29 14:06:02|
3471|6401061|160|2026-04-02|COVE26825SPU2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-29 17:30:05|
3471|6401101|160|2026-03-29|COVE26825MRU3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-29 18:53:02|
1614|6002235|160||COVE26820ZHA2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-21 10:01:03|
3471|6401090|160|2026-04-06|COVE26823C4R6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-29 10:20:05|
3496|6000481|850||COVE2682H4PW3|DAP| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-04-27 12:03:03|
3471|6400799|160|2026-02-25|COVE2680IF1B8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-02 00:48:01|
1925|6000423|160|2026-03-12|COVE2680PY7R5|CIF|USD|37482.12|37482.12|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-15 19:56:01|
1614|6002341|160||COVE2682779A2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-27 09:16:01|
3471|6401085|160|2026-04-06|COVE26823FOS3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-29 11:42:03|
1614|6002106|160||COVE2681KNAC1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-15 12:13:01|
1614|6001819|160||COVE26819C5D8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-07 12:20:08|
3471|6401057|160|2026-04-02|COVE2682GRYU4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-29 13:11:05|
1614|6002343|160||COVE268277964|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-27 09:17:01|
1614|6002330|160||COVE26825YND5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-23 16:50:09|
3471|6401017|160|2026-03-25|COVE2681TO3L3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-23 11:33:03|
3471|6400752|160|2026-02-07|COVE2680YWXH3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-01 16:33:04|
1614|6002052|160||COVE2681IIK64|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-14 14:55:05|
1614|6002318|160||COVE2681ZHXH3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-20 14:09:04|
3471|6400896|160|2026-03-10|COVE26818JCQ6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-15 00:27:02|
3471|6401067|160|2025-11-26|COVE257W81C58|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-25 13:50:03|
1925|6700250|160|2026-03-31|COVE2682EZZX2|CIF|USD|74322.08|74322.08|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-28 20:01:01|
1614|6002010|160||COVE26819KXK3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-08 08:43:02|
1614|6002305|160||COVE26820AIZ5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-20 16:05:03|
3471|6401056|160|2026-04-02|COVE2682CLY21|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-29 13:10:02|
3471|6401157|160|2026-03-23|COVE2682HND22|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-28 09:53:06|
3471|6401020|160|2026-03-25|COVE2681TR3T8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-23 11:32:02|
1614|6002014|160||COVE26819MM11|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-08 09:17:04|
1925|6700261|160|2026-04-07|COVE26828E5E2|CIF|USD|182.36|182.36|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-29 12:54:01|
3471|6401098|160|2026-03-29|COVE268253QD2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-29 18:53:01|
1614|6002165|160||COVE268209GO8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-20 14:21:05|
3496|6000419|850||COVE2681YFSH7|DAP| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-04-21 10:38:03|
3471|6400847|160|2026-03-04|COVE2680NGDO3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-01 18:26:03|
3471|6400789|160|2026-02-24|COVE2680XTP48|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-01 11:54:01|
1614|6002200|160||COVE2681SNXJ5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-16 19:41:02|
3471|6400942|160|2026-03-21|COVE26818ENI2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-17 13:44:03|
1925|6700242|160|2026-03-31|COVE2682DBP87|CIF|USD|48989.92|48989.92|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-28 18:17:04|
1614|6002336|160||COVE268277AS1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-25 13:02:01|
1925|6100249|160|2026-02-28|COVE26806ID05|CIF|USD|2245.56|2245.56|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-08 16:47:06|
1614|6003560|160||COVE2681ZGYA6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-22 20:46:01|
3471|6401058|160|2026-04-02|COVE26825U4Z4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-29 12:33:02|
1890|6071823|750|2026-03-31|V1-ZFR31032026| |USD|23058.00|23058.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD,YUHANG ECONOMIC DEVELOPMENT ZONE|S/N|116|311100|HANGZHOU|2026-04-29 14:25:00|
1925|6100308|160|2026-03-18|COVE2681AYQM7|CIF|USD|310.80|310.80|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-17 13:29:08|
3577|6300658|521|2026-04-03|COVE2681LD9O1|DAP|USD|489.28|489.28|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-04-10 16:20:02|
3471|6400835|160|2026-03-04|COVE2680KB0C6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-01 16:33:05|
1925|6700246|160|2026-03-31|COVE2682DOHU5|CIF|USD|19176.04|19176.04|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-28 20:00:02|
1925|6000477|160|2026-03-27|COVE2681NLSE6|CIF|USD|1644.56|1644.56|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-24 17:09:02|
3577|6300727|521|2026-04-15|COVE2681Y9D27|DAP|USD|489.60|489.60|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-04-16 20:13:01|
1614|6002013|160||COVE26819M5F1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-08 10:42:05|
3471|6400760|160|2026-02-07|COVE2680ZC4I1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-01 16:33:04|
3471|6400951|160|2026-03-21|COVE2681EEY67|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-17 13:24:09|
3471|6401065|160|2026-03-28|COVE2681VKSK7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-22 19:31:01|
3043|6001077|523|2026-04-16|COVE2682HHBC5|DPU|USD|111650.00|111650.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD, YUHANG ECONOMIC DEVELOPMENT ZONE||116|311100|ZHEJIANG|2026-04-28 16:27:01|
1925|6000394|160|2026-03-06|COVE2680HGLD8|CIF|USD|26641.00|26641.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-01 12:58:01|
1614|6001967|160||COVE26813JO73|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-06 10:13:02|
1614|6002240|160||COVE26820ZG14|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-20 16:43:04|
3471|6401088|160|2026-04-06|COVE26823HJL4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-29 10:20:05|
1614|6002337|160||COVE268277A27|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-27 09:15:03|
3577|6300694|521|2026-04-09|COVE2681ZM3M3|DAP|USD|60642.68|60642.68|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-04-20 14:28:00|
1614|6002119|160||COVE2681JE7V1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-14 12:19:06|
1925|6000394|160|2026-03-06|COVE2680HGLC5|CIF|USD|51353.74|51353.74|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-01 12:58:01|
3471|6401082|160|2026-04-06|COVE26823EA05|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-29 18:13:05|
1614|6002194|160||COVE2681SNXQ4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-16 19:41:02|
1614|6002213|160||COVE2681SLYX8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-16 18:49:01|
1925|6100251|160|2026-02-28|COVE2680Z22N2|CIF|USD|1198.98|1198.98|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-08 16:48:05|
1614|6001964|160||COVE26813JOK5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-06 10:53:03|
3043|6001041|523|2026-04-10|COVE26827ZU75|DPU|USD|2352.00|2352.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD, YUHANG ECONOMIC DEVELOPMENT ZONE||116|311100|ZHEJIANG|2026-04-22 16:21:01|
3577|6300641|521|2026-04-03|COVE2681R47L1|DAP|USD|841.84|841.84|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-04-14 18:30:01|
1614|6002340|160||COVE2682779Q6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-27 08:43:06|
1614|6002047|160||COVE2681IINW3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-14 14:54:01|
3471|6400839|160|2026-03-04|COVE2680ZQ043|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-01 18:25:05|
3471|6400901|160|2026-03-10|COVE2680VCG13|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-15 10:56:02|
1925|6700247|160|2026-03-31|COVE26828LIU4|CIF|USD|821.42|821.42|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-28 16:25:06|
1614|6002344|160||COVE268277945|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-25 13:02:02|
1614|6003569|160||COVE26820ALA7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-23 10:28:03|
3471|6400895|160|2026-03-10|COVE268128ZI5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-14 23:52:02|
1614|6001817|160||COVE26819C5O6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-07 12:20:08|
1614|6002333|160||COVE268277BB4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-27 09:15:03|
1925|6700209|160|2026-03-24|COVE2681M4UP5|CIF|USD|741.52|741.52|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-23 16:44:02|
3471|6401013|160|2026-03-25|COVE2681TQFH6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-23 11:15:02|
1614|6001816|160||COVE26819C5T3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-07 12:20:07|
3471|6400841|160|2026-03-04|COVE2680ZSUO7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-01 18:25:04|
1614|6003560|160||COVE2681ZGYC2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-22 20:46:01|
1614|6002309|160||COVE2681ZKHS8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-20 15:17:01|
3471|6401083|160|2026-04-06|COVE26823EPW3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-29 17:30:04|
1925|6100253|160|2026-02-28|COVE2680Z5R55|CIF|USD|1098.72|1098.72|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-08 16:00:02|
1614|6002124|160||COVE2681JE2O2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-14 12:20:04|
1614|6002326|160||COVE26825YPS8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-23 16:49:02|
3471|6400801|160|2026-02-25|COVE2680IN2B5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-02 00:49:01|
1614|6002120|160||COVE2681JE6S6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-14 12:20:03|
1925|6000480|160|2026-03-27|COVE2681OVUV6|CIF|USD|69852.77|69852.77|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-24 17:08:02|
3471|6400759|160|2026-02-07|COVE26810KD97|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-01 23:55:01|
1614|6002060|160||COVE2681LCAC2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-14 09:42:04|
1614|6002340|160||COVE2682779S3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-27 08:43:06|
1925|6000478|160|2026-03-27|COVE2681ON5C3|CIF|USD|46192.45|46192.45|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-24 17:09:03|
1614|6002233|160||COVE26820ZI12|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-21 10:01:02|
1614|6001964|160||COVE26813JOI1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-06 10:53:03|
3471|6400876|160|2026-02-26|COVE2680QGBP4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-08 16:15:01|
3471|6400989|160|2026-03-26|COVE2681MSMH8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-22 23:29:01|
1925|6100312|160|2026-03-18|COVE2681BNZF6|CIF|USD|3419.60|3419.60|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-17 14:11:03|
3471|6401054|160|2026-04-02|COVE26825O3V8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-29 13:11:04|
1614|6001819|160||COVE26819C5B4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-07 12:20:08|
3577|6300631|521|2026-03-31|COVE26817KQN5|DAP|USD|2752.00|2752.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-04-08 11:46:02|
1925|6100273|160|2026-03-13|COVE2680MR4M7|CIF|USD|56882.80|56882.80|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-16 15:53:01|
1614|6002011|160||COVE26819OF63|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-08 09:16:03|
3471|6400808|160|2026-02-25|COVE2680IGCJ7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-02 00:48:03|
1614|6002300|160||COVE26820AKZ2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-20 14:08:04|
3471|6400893|160|2026-03-10|COVE26818G1O1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-14 23:20:02|
1614|6002122|160||COVE2681JE6H6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-14 12:20:04|
1925|6700249|160|2026-03-31|COVE26828M7K8|CIF|USD|1737.26|1737.26|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-28 16:26:02|
1925|6100312|160|2026-03-18|COVE2681BNZD6|CIF|USD|381.64|381.64|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-17 14:11:03|
1614|6003574|160||COVE26820AJ17|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-23 08:47:03|
1614|6001956|160||COVE26813JPU2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-06 10:11:02|
3471|6400842|160|2026-03-04|COVE2680YQ782|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-01 16:34:01|
1614|6002241|160||COVE26820ZFD8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-21 10:02:03|
1614|6002298|160||COVE26820ALO3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-20 14:08:07|
1614|6002339|160||COVE2682779Y7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-27 09:16:02|
1614|6002118|160||COVE2681JE7T2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-14 12:19:05|
1614|6001822|160||COVE26819CFB3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-07 12:20:09|
1614|6002106|160||COVE2681KNA74|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-15 12:13:01|
3471|6400803|160|2026-02-25|COVE268109481|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-02 00:49:02|
3471|6400804|160|2026-02-25|COVE2680P01E8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-02 01:05:02|
1614|6002107|160||COVE2681KNA68|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-16 16:30:02|
3496|6000302|850||COVE2680RTSB3|DAP| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-04-01 13:03:12|
3471|6400790|160|2026-02-24|COVE2680WM0W5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-01 22:34:01|
1614|6003570|160||COVE26820AKZ2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-23 08:47:02|
1614|6002169|160||COVE268209E77|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-20 14:21:06|
1614|6002104|160||COVE2681KNBJ7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-15 11:36:05|
1614|6002048|160||COVE2681IIL68|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-14 14:55:05|
3471|6400715|160|2026-02-11|COVE2680Z1CB7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-01 11:52:01|
3471|6400971|160|2026-03-23|COVE2681J2542|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-17 19:49:03|
1614|6002312|160||COVE2681ZF1K2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-20 14:09:04|
1614|6002313|160||COVE2681ZGLZ2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-20 15:18:02|
3471|6400809|160|2026-02-25|COVE2680IG2N5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-02 10:16:01|
1614|6001816|160||COVE26819C5W3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-07 12:20:07|
1614|6003580|160||COVE268209GO8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-22 20:47:01|
1925|6000397|160|2026-03-06|COVE2680HPQT6|CIF|USD|145.82|145.82|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-01 12:57:02|
