Patente|Pedimento|SeccionAduanera|FechaFacturacion|NumeroFactura|TerminoFacturacion|MonedaFacturacion|ValorDolares|ValorMonedaExtranjera|PaisFacturacion|EntidadFedFacturacion|IndentFiscalProveedor|ProveedorMercancia|CalleProveedor|NumInteriorProveedor|NumExteriorProveedor|CpProveedor|MunicipioProveedor|FechaPagoReal
3577|6300604|521|2026-03-31|COVE26814E1O2|DAP|USD|548.16|548.16|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-04-01 17:37:01|
1925|6000422|160|2026-03-12|COVE2680NOEC4|CIF|USD|2306.88|2306.88|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-15 13:55:03|
1614|6002056|160||COVE2681IIJM8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-14 14:56:02|
1614|6001955|160||COVE26813JPX1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-06 10:11:02|
3471|6401017|160|2026-03-25|COVE2681TNXA1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-23 11:33:03|
1614|6002297|160||COVE26820B3I8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-20 16:04:02|
1614|6003555|160||COVE2681ZKHK3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-23 09:17:02|
1614|6002115|160||COVE2681JE988|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-14 12:19:04|
1614|6002008|160||COVE26819JC27|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-08 08:43:03|
1647|6009428|240|2026-04-16|COVE26823X8I7|DPU|USD|2352.00|2352.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD, YUHANG ECONOMIC DEVELOPMENT ZONE||116|311100|ZHEJIANG|2026-04-20 18:29:04|
1925|6700210|160|2026-03-24|COVE2681M5QY6|CIF|USD|38634.94|38634.94|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-23 20:27:01|
1614|6002164|160||COVE268209GL7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-20 16:19:02|
1925|6100248|160|2026-02-28|COVE26814EZW7|CIF|USD|54029.93|54029.93|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-08 14:04:09|
3471|6401054|160|2026-04-02|COVE26825O4B5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-29 13:11:04|
1925|6100305|160|2026-03-18|COVE26815MQ54|CIF|USD|60026.32|60026.32|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-17 13:12:02|
1614|6002122|160||COVE2681JE4Z2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-14 12:20:04|
1614|6001959|160||COVE26813JP01|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-01 10:31:02|
1614|6002110|160||COVE2681KN4L3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-15 11:37:06|
1614|6002345|160||COVE268277913|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-27 09:17:01|
3471|6400757|160|2026-02-07|COVE2680Z5WQ8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-01 23:55:03|
1925|6100279|160|2026-03-13|COVE2680M4S71|CIF|USD|36174.93|36174.93|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-15 20:55:03|
1614|6003583|160||COVE268209G24|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-23 09:09:03|
1614|6003581|160||COVE268209GD2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-23 09:09:02|
1614|6001958|160||COVE26813JPF2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-06 10:52:02|
1614|6001966|160||COVE26813JO95|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-06 10:13:02|
1614|6003567|160||COVE26820B3I8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-23 11:04:03|
3577|6300737|521|2026-04-02|COVE26829A748|DAP|USD|5243.00|5243.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-04-22 20:23:01|
1614|6002164|160||COVE268209GZ4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-20 16:19:02|
3471|6400845|160|2026-03-04|COVE2680NCA54|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-01 18:26:02|
3496|6000482|850||COVE2682JE5P6|DAP| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-04-28 19:23:03|
1925|6100269|160|2026-03-13|COVE2680IJHE7|CIF|USD|102887.92|102887.92|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-16 15:12:02|
3577|6300630|521|2026-03-28|COVE2681AG2F6|DAP|USD|4399.60|4399.60|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-04-07 12:05:02|
3471|6400799|160|2026-02-25|COVE2680IF197|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-02 00:48:01|
3471|6400971|160|2026-03-23|COVE2681J2HX2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-17 19:49:03|
3471|6401096|160|2026-03-29|COVE26824BZS1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-29 18:13:02|
1614|6001818|160||COVE26819CGW1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-07 12:20:11|
1614|6002324|160||COVE26825YQ65|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-23 16:49:04|
1614|6002108|160||COVE2681KNA36|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-15 11:37:05|
1614|6002171|160||COVE268209DW6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-20 14:21:06|
1925|6100254|160|2026-02-28|COVE2680BL0O3|CIF|USD|37434.25|37434.25|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-08 16:21:03|
1614|6001822|160||COVE26819CFH3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-07 12:20:09|
1925|6100314|160|2026-03-18|COVE2681C2AQ4|CIF|USD|474.96|474.96|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-17 14:35:04|
3471|6400967|160|2026-03-23|COVE2681M0NG4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-17 19:49:03|
1925|6700204|160|2026-03-24|COVE2681LSED6|CIF|USD|54606.07|54606.07|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-24 10:16:02|
1614|6001821|160||COVE26819CFM5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-07 12:20:09|
1925|6700256|160|2026-04-07|COVE2682C0NG2|CIF|USD|74310.55|74310.55|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-29 13:55:03|
1614|6002321|160||COVE26825YRG8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-23 17:51:04|
3471|6400846|160|2026-03-04|COVE2680ND0W5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-01 18:26:02|
1614|6001954|160||COVE26813JU25|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-06 10:11:03|
3471|6400903|160|2026-03-10|COVE2680YET63|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-15 10:56:01|
3471|6401080|160|2026-04-06|COVE2682K0WJ8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-29 11:55:03|
1614|6002012|160||COVE26819LUM2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-08 09:16:04|
1614|6002241|160||COVE26820ZFZ7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-21 10:02:03|
1614|6003580|160||COVE268209GJ2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-22 20:47:01|
1614|6002321|160||COVE26825YRC1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-23 17:51:04|
1614|6001960|160||COVE26813JOX5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-01 10:31:03|
3471|6400838|160|2026-03-04|COVE2680O1RT7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-01 16:34:01|
1925|6000417|160|2026-03-12|COVE2680PU0R2|CIF|USD|83687.48|83687.48|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-15 13:54:06|
1614|6002111|160||COVE2681KN4B5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-16 17:35:04|
1925|6700212|160|2026-03-26|COVE2681MLGW1|CIF|USD|266.02|266.02|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-23 14:32:02|
1614|6001957|160||COVE26813JPR5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-06 10:12:01|
3471|6401097|160|2026-03-29|COVE26824CJG3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-29 18:13:02|
1925|6100310|160|2026-03-18|COVE2681L9GW7|CIF|USD|99.76|99.76|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-17 13:48:09|
3471|6400757|160|2026-02-07|COVE2680Z5WX1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-01 23:55:03|
1614|6002054|160||COVE2681IIJV2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-14 14:55:04|
3471|6400966|160|2026-03-23|COVE2681LZHC1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-17 19:49:01|
3471|6401052|160|2026-04-02|COVE2682AONR6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-29 12:32:03|
3471|6400842|160|2026-03-04|COVE2680YQBB7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-01 16:34:01|
1614|6003566|160||COVE26820AM26|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-22 20:06:02|
3471|6400943|160|2026-03-21|COVE2681VUMM7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-17 13:24:08|
3471|6400968|160|2026-03-23|COVE2681M1S71|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-17 19:49:02|
3471|6400777|160|2026-01-09|COVE2680M6VO1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-01 11:51:03|
3496|6000299|850||COVE2680RJWK8|DAP| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-04-06 08:57:05|
3043|6001040|523|2026-04-10|COVE26827TE11|DPU|USD|2352.00|2352.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD, YUHANG ECONOMIC DEVELOPMENT ZONE||116|311100|ZHEJIANG|2026-04-22 16:21:02|
3471|6400969|160|2026-03-23|COVE2681KAFV7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-17 19:48:03|
1647|6009418|240|2026-04-16|COVE26822KKM2|DPU|USD|111650.00|111650.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD, YUHANG ECONOMIC DEVELOPMENT ZONE||116|311100|ZHEJIANG|2026-04-20 17:40:06|
1614|6002046|160||COVE2681IIO26|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-14 14:54:02|
3496|6000480|850||COVE2682EKZY5|DAP| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-04-24 18:40:11|
3471|6400964|160|2026-03-23|COVE2681MUZQ8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-17 19:49:01|
3153|6005836|240|2026-04-03|COVE2681CCYW7|EXW|USD|48528.00|48528.00|USA| |36-2784809|MBL (USA) CORPORATION|DAYTON ROAD||601|61350|OTTAWA|2026-04-10 13:48:07|
3577|6300643|521|2026-04-03|COVE2681FAJP6|DAP|USD|10115.00|10115.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-04-10 15:22:01|
1614|6002189|160||COVE2681SNY95|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-16 14:21:01|
3471|6401059|160|2026-04-02|COVE26825VEY5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-29 12:33:03|
1614|6002015|160||COVE2681BUVH8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-08 09:17:03|
1614|6002218|160||COVE2681SLUK1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-16 14:24:02|
1614|6002215|160||COVE2681SLUY3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-16 19:40:02|
1614|6003563|160||COVE2681ZHOD8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-23 09:18:02|
3577|6300678|521|2026-04-03|COVE2681HNLL4|DAP|USD|220.00|220.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-04-09 14:35:01|
3471|6400798|160|2026-02-25|COVE2680HX5E7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-02 00:49:02|
3471|6400886|160|2026-03-06|COVE2681KYBP7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-16 14:42:01|
1614|6003562|160||COVE2681ZHH38|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-22 20:46:02|
1614|6002217|160||COVE2681SLUP3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-16 19:40:03|
1614|6002125|160||COVE2681JE2E4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-14 12:20:06|
1925|6700249|160|2026-03-31|COVE26828M7M2|CIF|USD|434.50|434.50|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-28 16:26:02|
1647|6009458|240|2026-04-22|COVE26829ODK8|DPU|USD|111650.00|111650.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD, YUHANG ECONOMIC DEVELOPMENT ZONE||116|311100|ZHEJIANG|2026-04-23 12:29:06|
3471|6400839|160|2026-03-04|COVE2680QB8S2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-01 18:25:05|
1925|6100248|160|2026-02-28|COVE2680AIFL6|CIF|USD|48646.98|48646.98|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-08 14:04:09|
3043|6000967|523|2026-04-02|COVE2681QRJO2|DPU|USD|2352.00|2352.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD, YUHANG ECONOMIC DEVELOPMENT ZONE||116|311100|ZHEJIANG|2026-04-14 18:10:02|
3471|6401057|160|2026-04-02|COVE2682GRXJ4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-29 13:11:05|
3471|6400880|160|2026-02-26|COVE2681D6ZU3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-08 09:55:04|
1614|6002327|160||COVE26825YNT8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-23 17:52:02|
1614|6002236|160||COVE26820ZHB8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-20 16:43:03|
3577|6300763|521|2026-04-21|COVE2682B6RB3|DAP|USD|548.16|548.16|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-04-23 16:01:01|
3471|6400843|160|2026-03-04|COVE2680NBQA5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-01 16:34:03|
3471|6400807|160|2026-02-25|COVE2680IFGW1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-02 00:48:02|
1614|6002190|160||COVE2681SNXV6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-16 19:40:02|
1614|6002316|160||COVE2681ZHH54|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-20 14:09:03|
1614|6002198|160||COVE2681SNVR3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-16 19:41:01|
3471|6400800|160|2026-02-25|COVE2680IM5N3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-02 00:48:02|
3471|6401056|160|2026-04-02|COVE2682CM418|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-29 13:10:02|
1614|6002196|160||COVE2681SNVX1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-16 19:41:01|
1925|6100255|160|2026-02-28|COVE2680ZB2F4|CIF|USD|764.79|764.79|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-08 17:00:03|
1614|6002117|160||COVE2681JE844|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-14 12:19:05|
1614|6003574|160||COVE26820AJ24|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-23 08:47:03|
3471|6401052|160|2026-04-02|COVE2682AOPE4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-29 12:32:03|
3577|6300645|521|2026-04-03|COVE2681KT2S1|DAP|USD|8331.49|8331.49|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-04-10 16:33:01|
1614|6003576|160||COVE26820AIX4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-22 20:06:04|
3577|6300688|521|2026-03-24|COVE2681R8OR3|DAP|USD|13599.90|13599.90|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-04-14 15:20:02|
1614|6003578|160||COVE268209H16|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-22 20:05:02|
3471|6400754|160|2026-02-07|COVE2681378Y8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-01 23:19:01|
1614|6002068|160||COVE2681LC806|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-14 09:43:02|
1614|6002212|160||COVE2681SLZ61|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-16 14:23:02|
1925|6000420|160|2026-03-12|COVE2680NLCY8|CIF|USD|594.90|594.90|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-15 13:55:06|
1614|6002189|160||COVE2681SNY77|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-16 14:21:01|
3471|6400867|160|2026-02-26|COVE2681DG8G4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-08 09:56:04|
3471|6401041|160|2026-02-23|COVE26823SLV1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-25 13:14:02|
1925|6000426|160|2026-03-12|COVE2680NZAH1|CIF|USD|264.12|264.12|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-15 13:54:02|
1614|6001823|160||COVE26819CF58|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-07 12:21:02|
3471|6400754|160|2026-02-07|COVE268137D98|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-01 23:19:01|
1614|6002298|160||COVE26820ALD4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-20 14:08:07|
1614|6002344|160||COVE268277955|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-25 13:02:02|
3471|6400762|160|2026-02-07|COVE2680YL9J6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-01 23:54:02|
1925|6000419|160|2026-03-12|COVE2680QNZY4|CIF|USD|101308.33|101308.33|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-15 19:56:01|
1925|6000415|160|2026-03-21|COVE2680PA5L2|CIF|USD|25759.46|25759.46|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-15 13:54:04|
1925|6000416|160|2026-03-12|COVE2680NDA18|CIF|USD|104.32|104.32|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-15 13:55:03|
1614|6002062|160||COVE2681LC9Z6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-14 09:42:03|
1614|6002057|160||COVE2681LCBL1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-14 09:41:02|
1925|6100309|160|2026-03-18|COVE2681L7B68|CIF|USD|26936.08|26936.08|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-04-17 13:48:10|
3471|6401071|160|2026-03-12|COVE2681Z22S3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-17 17:45:03|
1614|6003573|160||COVE26820AJ56|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-23 09:10:02|
3471|6400807|160|2026-02-25|COVE2680IFET1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-02 00:48:02|
3471|6401082|160|2026-04-06|COVE26823DYZ6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-29 18:13:05|
1614|6002303|160||COVE26820AJ56|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-20 16:04:02|
1614|6002123|160||COVE2681JE2R4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-04-14 12:20:05|
