Pedimento,Fechapago,Fechaentrada,Tipocambio,Clave,Patente,Aduana,Seccion,Val.Seguros,Seguros,Fletes,Embalajes,Otrosincrementables,PRV,IVAPRV,CNT,DTA,Factura,Fecha,TipocambioFact,Claveproveedor,Incoterm,MonedaFact.,FactorMon.Fact.,EDocument,Material,CantidadUMTarifa,UMTarifa,CantidadComercial,UMComercial,CANTIDADaDESCARGAR,UMDescarga, ValorEUR ,IDENTIFICADORAF,Fraccion(+NICO),Paisorigen,EQUIPOOMAT,Metodovaloracion,Serie,PesoGross,PesoNeto,DescripcionPed,Secuencia,V1IMMEXORFC,BULTOS,TIPOBULTO,OBSERVACIONES,ORDENDECOMPRA,FRACCIONR8,PERMISOR8,PARTIDAR8,MARCA,MODELO
6500051,2026-01-07 17:40:05,2026-01-07 17:32:19,18.00120,A1,3471,16,0,0,0,0,0,0,,,0,,COVE257W0VV17,2025-12-10,,91330100757206158,CIF, ,,,RED DE PROTECCION IZQUIERDA,82.00000,1,136.000,6,136.000,6,,,63079099,CHN,,6,,3573.370,,,2,,,,,,,,,,
6500051,2026-01-07 17:40:05,2026-01-07 17:32:19,18.00120,A1,3471,16,0,0,0,0,0,0,,,0,,COVE257W0VV17,2025-12-10,,91330100757206158,CIF, ,,,CORREA PARA BATERIA,23.99000,1,136.000,6,136.000,6,,,63079099,CHN,,6,,3573.370,,,6,,,,,,,,,,
6500051,2026-01-07 17:40:05,2026-01-07 17:32:19,18.00120,A1,3471,16,0,0,0,0,0,0,,,0,,COVE257W0VV17,2025-12-10,,91330100757206158,CIF, ,,,ESPONJA,8.16000,1,408.000,6,408.000,6,,,39211991,CHN,,6,,3573.370,,,1,,,,,,,,,,
6500051,2026-01-07 17:40:05,2026-01-07 17:32:19,18.00120,A1,3471,16,0,0,0,0,0,0,,,0,,COVE257W0VV17,2025-12-10,,91330100757206158,CIF, ,,,EMBALAJE METALICO,0.04000,1,2.000,6,2.000,6,,,73269099,CHN,,6,,3573.370,,,7,,,,,,,,,,
6500051,2026-01-07 17:40:05,2026-01-07 17:32:19,18.00120,A1,3471,16,0,0,0,0,0,0,,,0,,COVE257W0VV17,2025-12-10,,91330100757206158,CIF, ,,,RED DE PROTECCION DERECHA,82.00000,1,136.000,6,136.000,6,,,63079099,CHN,,6,,3573.370,,,3,,,,,,,,,,
6500051,2026-01-07 17:40:05,2026-01-07 17:32:19,18.00120,A1,3471,16,0,0,0,0,0,0,,,0,,COVE257W0VV17,2025-12-10,,91330100757206158,CIF, ,,,EMBALAJE METALICO,150.00000,1,2.000,6,2.000,6,,,73269099,CHN,,6,,3573.370,,,8,,,,,,,,,,
6500051,2026-01-07 17:40:05,2026-01-07 17:32:19,18.00120,A1,3471,16,0,0,0,0,0,0,,,0,,COVE257W0VV17,2025-12-10,,91330100757206158,CIF, ,,,RED DE PROTECCION DERECHA,82.00000,1,136.000,6,136.000,6,,,63079099,CHN,,6,,3573.370,,,5,,,,,,,,,,
6500051,2026-01-07 17:40:05,2026-01-07 17:32:19,18.00120,A1,3471,16,0,0,0,0,0,0,,,0,,COVE257W0VV17,2025-12-10,,91330100757206158,CIF, ,,,RED DE PROTECCION IZQUIERDA,82.00000,1,136.000,6,136.000,6,,,63079099,CHN,,6,,3573.370,,,4,,,,,,,,,,
6500051,2026-01-07 17:40:05,2026-01-07 17:32:19,18.00120,A1,3471,16,0,0,0,0,0,0,,,0,,COVE257W0VV17,2025-12-10,,91330100757206158,CIF, ,,,EMBALAJE METALICO,60.00000,1,3.000,6,3.000,6,,,73269099,CHN,,6,,3573.370,,,11,,,,,,,,,,
6500051,2026-01-07 17:40:05,2026-01-07 17:32:19,18.00120,A1,3471,16,0,0,0,0,0,0,,,0,,COVE257W0VV17,2025-12-10,,91330100757206158,CIF, ,,,EMBALAJE METALICO,975.00000,1,15.000,6,15.000,6,,,73269099,CHN,,6,,3573.370,,,9,,,,,,,,,,
6500051,2026-01-07 17:40:05,2026-01-07 17:32:19,18.00120,A1,3471,16,0,0,0,0,0,0,,,0,,COVE257W0VV17,2025-12-10,,91330100757206158,CIF, ,,,EMBALAJE METALICO,1240.00000,1,8.000,6,8.000,6,,,73269099,CHN,,6,,3573.370,,,10,,,,,,,,,,
6000872,2026-01-22 14:02:04,2026-01-22 13:52:07,17.81670,A1,3178,16,0,0,0,0,0,0,,,0,,COVE267XA2UA6,2025-12-16,,91330100757206158,CIF, ,,,ESLINGAS,36.72000,1,432.000,6,432.000,6,,,56090002,CHN,,6,,450.000,,,4,,,,,,,,,,
6000872,2026-01-22 14:02:04,2026-01-22 13:52:07,17.81670,A1,3178,16,0,0,0,0,0,0,,,0,,COVE267XA2UA6,2025-12-16,,91330100757206158,CIF, ,,,EMBALAJE METALICO,51.00000,1,2.000,6,2.000,6,,,73269099,CHN,,6,,450.000,,,3,,,,,,,,,,
6000872,2026-01-22 14:02:04,2026-01-22 13:52:07,17.81670,A1,3178,16,0,0,0,0,0,0,,,0,,COVE267XA2UA6,2025-12-16,,91330100757206158,CIF, ,,,EMBALAJE METALICO,25.80000,1,1.000,6,1.000,6,,,73269099,CHN,,6,,450.000,,,2,,,,,,,,,,
6000872,2026-01-22 14:02:04,2026-01-22 13:52:07,17.81670,A1,3178,16,0,0,0,0,0,0,,,0,,COVE267XA2UA6,2025-12-16,,91330100757206158,CIF, ,,,EMBALAJE METALICO,51.00000,1,2.000,6,2.000,6,,,73269099,CHN,,6,,450.000,,,5,,,,,,,,,,
6000872,2026-01-22 14:02:04,2026-01-22 13:52:07,17.81670,A1,3178,16,0,0,0,0,0,0,,,0,,COVE267XA2UA6,2025-12-16,,91330100757206158,CIF, ,,,EMBALAJE METALICO,25.80000,1,1.000,6,1.000,6,,,73269099,CHN,,6,,450.000,,,1,,,,,,,,,,
6400210,2026-01-17 11:17:03,2026-01-17 11:06:51,17.81670,A1,3471,16,0,0,0,0,0,0,,,0,,COVE267WK7OL7,2025-12-24,,91330100757206158,CIF, ,,,EMBALAJE METALICO,1248.00000,1,24.000,6,24.000,6,,,73269099,CHN,,6,,2008.000,,,3,,,,,,,,,,
6400210,2026-01-17 11:17:03,2026-01-17 11:06:51,17.81670,A1,3471,16,0,0,0,0,0,0,,,0,,COVE267WK7OL7,2025-12-24,,91330100757206158,CIF, ,,,EMBALAJE METALICO,310.00000,1,2.000,6,2.000,6,,,73269099,CHN,,6,,2008.000,,,2,,,,,,,,,,
6400210,2026-01-17 11:17:03,2026-01-17 11:06:51,17.81670,A1,3471,16,0,0,0,0,0,0,,,0,,COVE267WK7OL7,2025-12-24,,91330100757206158,CIF, ,,,EMBALAJE METALICO,450.00000,1,6.000,6,6.000,6,,,73269099,CHN,,6,,2008.000,,,1,,,,,,,,,,
6400047,2026-01-07 16:06:03,2026-01-07 16:00:43,18.00120,A1,3471,16,0,0,0,0,0,0,,,0,,COVE257W0PGD4,2025-12-10,,91330100757206158,CIF, ,,,EMBALAJE METALICO,150.00000,1,2.000,6,2.000,6,,,73269099,CHN,,6,,1468.000,,,2,,,,,,,,,,
6400047,2026-01-07 16:06:03,2026-01-07 16:00:43,18.00120,A1,3471,16,0,0,0,0,0,0,,,0,,COVE257W0PGD4,2025-12-10,,91330100757206158,CIF, ,,,EMBALAJE METALICO,220.00000,1,4.000,6,4.000,6,,,73269099,CHN,,6,,1468.000,,,3,,,,,,,,,,
6400047,2026-01-07 16:06:03,2026-01-07 16:00:43,18.00120,A1,3471,16,0,0,0,0,0,0,,,0,,COVE257W0PGD4,2025-12-10,,91330100757206158,CIF, ,,,EMBALAJE METALICO,880.00000,1,16.000,6,16.000,6,,,73269099,CHN,,6,,1468.000,,,1,,,,,,,,,,
6000110,2026-01-29 11:24:01,2026-01-28 17:48:36,17.59900,A1,1925,16,0,0,0,0,0,0,,,0,,COVE267X1QDL5,2025-12-27,,91330100757206158,CIF,USD,,,EMBALAJE DE ACERO,153.00000,1,6.000,6,6.000,6,,,73269099,CHN,,6,,3248.000,,,3,,,,,,,,,,
6000110,2026-01-29 11:24:01,2026-01-28 17:48:36,17.59900,A1,1925,16,0,0,0,0,0,0,,,0,,COVE267X1QDL5,2025-12-27,,91330100757206158,CIF,USD,,,EMBALAJE MET�LICO,153.00000,1,6.000,6,6.000,6,,,73269099,CHN,,6,,3248.000,,,4,,,,,,,,,,
6000110,2026-01-29 11:24:01,2026-01-28 17:48:36,17.59900,A1,1925,16,0,0,0,0,0,0,,,0,,COVE267X1QDL5,2025-12-27,,91330100757206158,CIF,USD,,,EMBALAJE MET�LICO,918.00000,1,6.000,6,6.000,6,,,73269099,CHN,,6,,3248.000,,,2,,,,,,,,,,
6000110,2026-01-29 11:24:01,2026-01-28 17:48:36,17.59900,A1,1925,16,0,0,0,0,0,0,,,0,,COVE267X1QDL5,2025-12-27,,91330100757206158,CIF,USD,,,EMBALAJE DE ACERO,918.00000,1,6.000,6,6.000,6,,,73269099,CHN,,6,,3248.000,,,1,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE LA CARROCERIA,55.00000,6,55.000,6,55.000,6,,,87082999,CHN,,6,,23435.980,,,66,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,CAJA DE DIRECCION ELECTRICA,1.00000,6,1.000,6,1.000,6,,,87089412,CHN,,6,,23435.980,,,154,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,RIGIDIZADOR CURVO I.,255.00000,6,255.000,6,255.000,6,,,87082999,CHN,,6,,23435.980,,,142,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,BRAZO DE LA SUSPENSION,10.00000,6,10.000,6,10.000,6,,,87088007,CHN,,6,,23435.980,,,149,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,AMORTIGUADOR,120.00000,6,120.000,6,120.000,6,,,87088099,CHN,,6,,23435.980,,,151,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,LUCES AUTOMOTRIZ,1.70000,1,85.000,6,85.000,6,,,85122099,CHN,,6,,23435.980,,,30,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE LA CARROCERIA PARA VEHICULOS AUTOMOTORES,85.00000,6,85.000,6,85.000,6,,,87082999,CHN,,6,,23435.980,,,64,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,DISTRIBUIDOR DE VENTILACION,0.52000,1,26.000,6,26.000,6,,,39269099,CHN,,6,,23435.980,,,11,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE LA CARROCERIA,50.00000,6,50.000,6,50.000,6,,,87082999,CHN,,6,,23435.980,,,73,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE LA CARROCERIA,85.00000,6,85.000,6,85.000,6,,,87082999,CHN,,6,,23435.980,,,77,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,TUBOS PREFORMADOS PARA REFRIGERANTE,85.00000,6,85.000,6,85.000,6,,,87089999,CHN,,6,,23435.980,,,164,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE LA CARROCERIA,85.00000,6,85.000,6,85.000,6,,,87082999,CHN,,6,,23435.980,,,74,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,TORNILLO DE ACERO DE USO AUTOMOTRIZ,119.70000,1,5985.000,6,5985.000,6,,,98020019,CHN,,6,,23435.980,,,199,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,DISTRIBUIDOR DE VENTILACION,2.16000,1,108.000,6,108.000,6,,,39269099,CHN,,6,,23435.980,,,9,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE LA CARROCERIA,85.00000,6,85.000,6,85.000,6,,,87082999,CHN,,6,,23435.980,,,60,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE LA SUSPENSION,24.00000,6,24.000,6,24.000,6,,,87088005,CHN,,6,,23435.980,,,146,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,FRENOS HIDRAULICOS,5.00000,6,5.000,6,5.000,6,,,87083099,CHN,,6,,23435.980,,,143,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,TUBERIA PREFORMADA,85.00000,6,85.000,6,85.000,6,,,87089999,CHN,,6,,23435.980,,,162,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE LA CARROCERIA,170.00000,6,170.000,6,170.000,6,,,87082999,CHN,,6,,23435.980,,,62,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE CARROCERIA,85.00000,6,85.000,6,85.000,6,,,87082999,CHN,,6,,23435.980,,,123,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,TUBERIA PREFORMADA,15.00000,6,15.000,6,15.000,6,,,87089999,CHN,,6,,23435.980,,,155,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE PARA ASIENTO,3.40000,1,170.000,6,170.000,6,,,94019999,CHN,,6,,23435.980,,,170,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,CARDAN DE USO AUTOMOTRIZ,1.20000,1,60.000,6,60.000,6,,,98020019,CHN,,6,,23435.980,,,207,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,CUBIERTA PARA INTERRUPTOR,425.00000,6,425.000,6,425.000,6,,,85389001,CHN,,6,,23435.980,,,35,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE CARROCERIA,170.00000,6,170.000,6,170.000,6,,,87082999,CHN,,6,,23435.980,,,111,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE CARROCERIA,340.00000,6,340.000,6,340.000,6,,,87082999,CHN,,6,,23435.980,,,101,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE LA CARROCERIA,40.00000,6,40.000,6,40.000,6,,,87082999,CHN,,6,,23435.980,,,84,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE CARROCERIA,85.00000,6,85.000,6,85.000,6,,,87082999,CHN,,6,,23435.980,,,135,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PUERTA,20.00000,6,20.000,6,20.000,6,,,87082919,CHN,,6,,23435.980,,,42,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,ARANDELA,3.40000,1,170.000,6,170.000,6,,,39269099,CHN,,6,,23435.980,,,7,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,DISTRIBUIDOR DE VENTILACION,3.40000,1,170.000,6,170.000,6,,,39269099,CHN,,6,,23435.980,,,10,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE CARROCERIA,85.00000,6,85.000,6,85.000,6,,,87082999,CHN,,6,,23435.980,,,132,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,ABRAZADERA,1.70000,1,85.000,6,85.000,6,,,98020019,CHN,,6,,23435.980,,,193,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTES PARA ASIENTO DE USO AUTOMOTRIZ,1.70000,1,85.000,6,85.000,6,,,94019999,CHN,,6,,23435.980,,,168,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE LA CARROCERIA,85.00000,6,85.000,6,85.000,6,,,87082999,CHN,,6,,23435.980,,,57,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE CARROCERIA,85.00000,6,85.000,6,85.000,6,,,87082999,CHN,,6,,23435.980,,,124,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE LA CARROCERIA PARA VEHICULOS AUTOMOTORES,85.00000,6,85.000,6,85.000,6,,,87082999,CHN,,6,,23435.980,,,128,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PUERTA,5.00000,6,5.000,6,5.000,6,,,87082919,CHN,,6,,23435.980,,,44,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,CILINDRO DE MOVIMIENTO RECTILINEO,10.00000,6,10.000,6,10.000,6,,,84123199,CHN,,6,,23435.980,,,25,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,ABRAZADERA,1.70000,1,85.000,6,85.000,6,,,98020019,CHN,,6,,23435.980,,,192,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE LA CARROCERIA,85.00000,6,85.000,6,85.000,6,,,87082999,CHN,,6,,23435.980,,,89,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE PARA CARROCERIA,20.00000,6,20.000,6,20.000,6,,,87082999,CHN,,6,,23435.980,,,83,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE CARROCERIA,85.00000,6,85.000,6,85.000,6,,,87082999,CHN,,6,,23435.980,,,108,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE PARA CARROCERIA,85.00000,6,85.000,6,85.000,6,,,87082999,CHN,,6,,23435.980,,,79,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE CARROCERIA,85.00000,6,85.000,6,85.000,6,,,87082999,CHN,,6,,23435.980,,,45,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,HERRAJE PARA VEHICULO,1.70000,1,85.000,6,85.000,6,,,83023091,CHN,,6,,23435.980,,,23,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE LA CARROCERIA,85.00000,6,85.000,6,85.000,6,,,87082999,CHN,,6,,23435.980,,,52,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE CARROCERIA,85.00000,6,85.000,6,85.000,6,,,87082999,CHN,,6,,23435.980,,,137,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTES DE LA SUSPENSION,40.00000,6,40.000,6,40.000,6,,,87088005,CHN,,6,,23435.980,,,148,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,TORNILLO DE ACERO DE USO AUTOMOTRIZ,3.40000,1,170.000,6,170.000,6,,,98020019,CHN,,6,,23435.980,,,182,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE CARROCERIA,170.00000,6,170.000,6,170.000,6,,,87082999,CHN,,6,,23435.980,,,102,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE LA CARROCERIA,85.00000,6,85.000,6,85.000,6,,,87082999,CHN,,6,,23435.980,,,76,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE LA CARROCERIA,85.00000,6,85.000,6,85.000,6,,,87082999,CHN,,6,,23435.980,,,71,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE CARROCERIA,85.00000,6,85.000,6,85.000,6,,,87082999,CHN,,6,,23435.980,,,50,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE LA CARROCERIA,15.00000,6,15.000,6,15.000,6,,,87082999,CHN,,6,,23435.980,,,113,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,TUERCA,3.40000,1,170.000,6,170.000,6,,,98020019,CHN,,6,,23435.980,,,202,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,PARTE DE LA CARROCERIA PARA VEHICULOS AUTOMOTORES,170.00000,6,170.000,6,170.000,6,,,87082999,CHN,,6,,23435.980,,,119,,,,,,,,,,
6400065,2026-01-08 17:13:05,2026-01-08 16:59:48,17.88030,IN,3471,16,0,0,0,0,0,0,,,0,,COVE257W59DY7,2025-12-13,,91330100757206158,CIF, ,,,MODULO DE CONTROL INTELIGENTE,80.00000,6,80.000,6,80.000,6,,,85371006,CHN,,6,,23435.980,,,34,,,,,,,,,,
