Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|SecuenciaObservacion|Observaciones|FechaPagoReal
1592|3002076|160|73269099|78|1|7030-221123, 7030-221140|2023-03-23 12:03:00|
1592|3002076|160|73269099|79|1|TBT058, TBT066|2023-03-23 12:03:00|
1592|3002076|160|82059091|80|1|5BWV-200100-5001|2023-03-23 12:03:00|
1592|3002076|160|83012002|81|1|5HY0-222060, 5HY0-222070|2023-03-23 12:03:00|
1592|3002076|160|83012002|82|1|5HYV-011000-1C01|2023-03-23 12:03:00|
1592|3002076|160|83016002|83|1|5HY0-220002|2023-03-23 12:03:00|
1592|3002076|160|83100099|84|1|5HY0-190011, 5HYV-190012-1900, 5HYV-19PA01-1D00|2023-03-23 12:03:00|
1592|3002076|160|84099199|31|1|5HY0-260302|2023-03-23 12:03:00|
1592|3002076|160|84099199|85|1|0JYA-113000-10003|2023-03-23 12:03:00|
1592|3002076|160|84123199|86|1|5HYV-100001-1C00|2023-03-23 12:03:00|
1592|3002076|160|84213199|87|1|0JYA-111000-10001|2023-03-23 12:03:00|
1592|3002076|160|84213999|88|1|5HY0-042030|2023-03-23 12:03:00|
1592|3002076|160|84253199|89|1|5HYV-150700-1G01|2023-03-23 12:03:00|
1592|3002076|160|84253199|90|1|9010-180007|2023-03-23 12:03:00|
1592|3002076|160|84311001|91|1|5HY0-230010|2023-03-23 12:03:00|
1592|3002076|160|84833004|92|1|0800-022300, 7020-020001, 9AWA-021005|2023-03-23 12:03:00|
1592|3002076|160|84833004|93|1|5HY0-801321|2023-03-23 12:03:00|
1592|3002076|160|84836099|94|1|5HY0-103100|2023-03-23 12:03:00|
1592|3002076|160|84879002|96|1|3121400|2023-03-23 12:03:00|
1592|3002076|160|85113005|97|1|018B-178000|2023-03-23 12:03:00|
1592|3002076|160|85118099|98|1|9DSV-151000-4000|2023-03-23 12:03:00|
1592|3002076|160|85122099|99|1|9AWV-160110-4001-M1|2023-03-23 12:03:00|
1592|3002076|160|85122099|100|1|9AWV-160120-4001-M1|2023-03-23 12:03:00|
1592|3002076|160|85129007|101|1|5HY0-041022, 5HY0-041023|2023-03-23 12:03:00|
1592|3002076|160|85129007|102|1|5190-160230-00002|2023-03-23 12:03:00|
1592|3002076|160|85364199|103|1|5270-150500|2023-03-23 12:03:00|
1592|3002076|160|85365099|104|1|5ASV-160700-6000, 7000-082210-20000|2023-03-23 12:03:00|
1592|3002076|160|85365099|105|1|5ASV-169020-6001, 5ASV-169050-6001|2023-03-23 12:03:00|
1592|3002076|160|85365099|106|1|5ASV-169090-6001|2023-03-23 12:03:00|
1592|3002076|160|85369099|107|1|5ASV-169030-6001|2023-03-23 12:03:00|
1592|3002076|160|85369099|108|1|5SY0-151610-6000|2023-03-23 12:03:00|
1592|3002076|160|85371099|109|1|6GUV-151800-7101-M1|2023-03-23 12:03:00|
1592|3002076|160|85371099|110|1|9AWA-150880-20000|2023-03-23 12:03:00|
1592|3002076|160|85389001|111|1|5ASV-152200-6001|2023-03-23 12:03:00|
1592|3002076|160|85443099|112|1|5HYV-150100-1G01|2023-03-23 12:03:00|
1592|3002076|160|85443099|113|1|5HYV-150200-1F01|2023-03-23 12:03:00|
1592|3002076|160|85443099|114|1|0GRB-178000-10000|2023-03-23 12:03:00|
1592|3002076|160|85444299|115|1|9DSV-150500-6R01, 9DSV-150600-6R01|2023-03-23 12:03:00|
1592|3002076|160|85444299|116|1|5HY0-150220|2023-03-23 12:03:00|
1592|3002076|160|85444299|117|1|5HY0-150230-10000|2023-03-23 12:03:00|
1592|3002076|160|85444299|118|1|5HY0-150240-10000|2023-03-23 12:03:00|
1592|3002076|160|85444299|119|1|5HY0-150250-10000|2023-03-23 12:03:00|
1592|3002076|160|85444299|120|1|5HYV-150300-1F00|2023-03-23 12:03:00|
1592|3002076|160|87081099|121|1|9CR6-230001|2023-03-23 12:03:00|
1592|3002076|160|87082101|122|1|5HYV-341100-1C00, 5HYV-341200-1C00, 5HYV-341300-1C00|2023-03-23 12:03:00|
1592|3002076|160|87082902|123|1|5HYV-041042-1C00-0BM00|2023-03-23 12:03:00|
1592|3002076|160|87082904|124|1|5HYV-223032-1C01|2023-03-23 12:03:00|
1592|3002076|160|87082922|125|1|5HYV-043091-1C00-0BM00|2023-03-23 12:03:00|
1592|3002076|160|87082923|126|1|5HY0-261300|2023-03-23 12:03:00|
1592|3002076|160|87082923|127|1|5HY0-261400|2023-03-23 12:03:00|
1592|3002076|160|87082999|128|1|5SYV-260215-6000|2023-03-23 12:03:00|
1592|3002076|160|87082999|129|1|5HY0-230100-5B200|2023-03-23 12:03:00|
1592|3002076|160|87082999|130|1|9030-220004|2023-03-23 12:03:00|
1592|3002076|160|87082999|131|1|5HY0-030001, 5HY0-030003, 5HY0-030070-10000, 7020-000160|2023-03-23 12:03:00|
1592|3002076|160|87082999|132|1|5HY0-030004|2023-03-23 12:03:00|
1592|3002076|160|87082999|133|1|5HY0-030053|2023-03-23 12:03:00|
1592|3002076|160|87082999|134|1|5HY0-030060, 5HY0-030410, 5HY0-030420, 5HY0-030430|2023-03-23 12:03:00|
1592|3002076|160|87082999|135|1|5HY0-030090|2023-03-23 12:03:00|
1592|3002076|160|87082999|136|1|5HY0-030300, 5HY0-030440, 5HY0-030450, 5HY0-030600, 5HY0-060610, 7000-031820|2023-03-23 12:03:00|
1592|3002076|160|87082999|137|1|5HY0-041041-0BM00|2023-03-23 12:03:00|
1592|3002076|160|87082999|138|1|5HY0-230410-1B200|2023-03-23 12:03:00|
1592|3002076|160|87082999|139|1|5HY0-230420-1B200|2023-03-23 12:03:00|
1592|3002076|160|87082999|140|1|5HYV-261100-1000|2023-03-23 12:03:00|
1592|3002076|160|87082999|141|1|5HYV-261200-1000|2023-03-23 12:03:00|
1592|3002076|160|87082999|142|1|5HY0-230107-4BB00|2023-03-23 12:03:00|
1592|3002076|160|87082999|143|1|5SYV-021200-6000|2023-03-23 12:03:00|
1592|3002076|160|87082999|144|1|5SYV-043061-6000|2023-03-23 12:03:00|
1592|3002076|160|87082999|145|1|5SYV-044031-6000|2023-03-23 12:03:00|
1592|3002076|160|87082999|146|1|5SYV-044041-6001-11|2023-03-23 12:03:00|
1592|3002076|160|87082999|147|1|5SYV-230200-6001-0BB00|2023-03-23 12:03:00|
1592|3002076|160|87083010|148|1|5SYV-081000-6000|2023-03-23 12:03:00|
1592|3002076|160|87083099|149|1|5HY0-080001|2023-03-23 12:03:00|
1592|3002076|160|87083099|150|1|5HY0-080002, 5HY0-080003, 5HY0-080004, 5UWB-030110|2023-03-23 12:03:00|
1592|3002076|160|87083099|151|1|5HY0-083100|2023-03-23 12:03:00|
1592|3002076|160|87083099|152|1|5HY0-105000|2023-03-23 12:03:00|
1592|3002076|160|87083099|153|1|5HYV-082000-1201|2023-03-23 12:03:00|
1592|3002076|160|87083099|154|1|5HYV-081000-2500|2023-03-23 12:03:00|
1592|3002076|160|87084099|155|1|5HY0-300101|2023-03-23 12:03:00|
1592|3002076|160|87084099|156|1|5HY0-300102|2023-03-23 12:03:00|
1592|3002076|160|87084099|157|1|5HY0-320001|2023-03-23 12:03:00|
1592|3002076|160|87084099|158|1|5HYV-321000-1C01|2023-03-23 12:03:00|
1592|3002076|160|87084099|159|1|700V-290001-1700|2023-03-23 12:03:00|
1592|3002076|160|87084099|160|1|9010-320200-1000|2023-03-23 12:03:00|
1592|3002076|160|87084099|161|1|9CR6-300206-10000|2023-03-23 12:03:00|
1592|3002076|160|87085007|162|1|Q890-310000-10000|2023-03-23 12:03:00|
1592|3002076|160|87085099|163|1|5BYA-270200, 5HY0-280300-20000|2023-03-23 12:03:00|
1592|3002076|160|87085099|164|1|5HYV-070001-1400A|2023-03-23 12:03:00|
1592|3002076|160|87088005|165|1|5ASV-050201-6000, 5ASV-050401-6000|2023-03-23 12:03:00|
1592|3002076|160|87088005|166|1|5HYV-060201-1000, 5HYV-060401-1000|2023-03-23 12:03:00|
1592|3002076|160|87088005|167|1|5SYV-050103-6000|2023-03-23 12:03:00|
1592|3002076|160|87088005|168|1|7000-060003|2023-03-23 12:03:00|
1592|3002076|160|87088005|169|1|9010-060700-20000|2023-03-23 12:03:00|
1592|3002076|160|87088005|170|1|9010-060800-20000, 9030-060002|2023-03-23 12:03:00|
1592|3002076|160|87088007|171|1|5SYV-050110-6001A, 5SYV-050210-6001A, 5SYV-050310-6001A, 5SYV-050410-6001A|2023-03-23 12:03:00|
1592|3002076|160|87088007|172|1|5SYV-060110-6000A, 5SYV-060310-6000A|2023-03-23 12:03:00|
1592|3002076|160|87088007|173|1|5SYV-060210-6001A|2023-03-23 12:03:00|
1592|3002076|160|87088007|174|1|5SYV-060410-6001A|2023-03-23 12:03:00|
1592|3002076|160|87088012|175|1|5HY0-060703A|2023-03-23 12:03:00|
1592|3002076|160|87088099|95|1|5HY0-222080-30000|2023-03-23 12:03:00|
1592|3002076|160|87088099|176|1|5HY0-060500-20000|2023-03-23 12:03:00|
1592|3002076|160|87089199|177|1|5HY0-180008|2023-03-23 12:03:00|
1592|3002076|160|87089199|178|1|5HY0-180010|2023-03-23 12:03:00|
1592|3002076|160|87089199|179|1|5HY0-181000-10000|2023-03-23 12:03:00|
1592|3002076|160|87089199|180|1|5HYV-180001-1C00, 5HYV-180002-1C00, 5HYV-180004-1C00|2023-03-23 12:03:00|
1592|3002076|160|87089199|181|1|5HYV-180005-1C00, 5HYV-180006-1C00, 5HYV-180007-1C00|2023-03-23 12:03:00|
1592|3002076|160|87089203|182|1|5HY0-020001, 5HY0-020002|2023-03-23 12:03:00|
1592|3002076|160|87089203|183|1|5HY0-020003, 5HY0-021301-10000|2023-03-23 12:03:00|
1592|3002076|160|87089203|184|1|9CR6-020020A|2023-03-23 12:03:00|
1592|3002076|160|87089412|185|1|7000-100001|2023-03-23 12:03:00|
1592|3002076|160|87089412|186|1|5HY0-104060|2023-03-23 12:03:00|
1592|3002076|160|87089412|187|1|5HY0-050801-10000A|2023-03-23 12:03:00|
1592|3002076|160|87089412|188|1|5HY0-103400|2023-03-23 12:03:00|
1592|3002076|160|87089412|189|1|9060-100008-00001, 9060-100009|2023-03-23 12:03:00|
1592|3002076|160|87089412|190|1|9060-101009-00001|2023-03-23 12:03:00|
1592|3002076|160|87089904|191|1|5HY0-120100A|2023-03-23 12:03:00|
1592|3002076|160|87089907|192|1|5HY0-031000-E0000, 5SYV-031000-6002-01|2023-03-23 12:03:00|
1592|3002076|160|87089908|193|1|5HY0-120001|2023-03-23 12:03:00|
1592|3002076|160|87089908|194|1|5HY0-120002|2023-03-23 12:03:00|
1592|3002076|160|87089999|195|1|9DQV-000300-3000|2023-03-23 12:03:00|
1592|3002076|160|87089999|196|1|5HY#-120003-1000, 5HY#-120220-1000, 5HY#-120230-1000, 5HY0-120004, 5HY0-120210, 6090-120210|2023-03-23 12:03:00|
1592|3002076|160|87089999|197|1|5HY0-180003|2023-03-23 12:03:00|
1592|3002076|160|87089999|198|1|5HY#-223021-1002|2023-03-23 12:03:00|
1592|3002076|160|87089999|199|1|5HY0-223012, 5HY0-223013, 5HY0-223033, 5HY0-223034, 5HY0-222110-10000|2023-03-23 12:03:00|
1592|3002076|160|87089999|200|1|5HY0-401100, 5HY0-401300|2023-03-23 12:03:00|
1592|3002076|160|87089999|201|1|5HYV-221000-1C00|2023-03-23 12:03:00|
1592|3002076|160|87089999|202|1|7030-010500-10000|2023-03-23 12:03:00|
1592|3002076|160|90262003|203|1|TFQ002|2023-03-23 12:03:00|
1592|3002076|160|90271001|204|1|0HU0-176000|2023-03-23 12:03:00|
1592|3002076|160|90328999|205|1|5HYV-150810-1800|2023-03-23 12:03:00|
1592|3002076|160|94012001|206|1|5HY0-131000-50000|2023-03-23 12:03:00|
1592|3002076|160|94012001|207|1|5HY0-132000-40000|2023-03-23 12:03:00|
1592|3002076|160|94019999|208|1|5HY#-133000-1000|2023-03-23 12:03:00|
1592|3002076|160|94019999|209|1|5HY0-230520|2023-03-23 12:03:00|
1592|3002079|160|39235001|1|1|5BY0-042032|2023-03-23 12:03:02|
1592|3002079|160|39263002|2|1|5HY#-041052-1010, 5HY#-043061-1000-11, 5HY0-042025, 5HY0-043016-00001, 5HY0-043063-10000, 5HY0-043064, 5HYV-042065-1C00,|2023-03-23 12:03:02|
1592|3002079|160|39263002|2|2|5HYV-043017-1C00, 5HYV-043031-1F00, 5HYV-043041-1C00, 5HYV-043053-1000|2023-03-23 12:03:02|
1592|3002079|160|39269099|3|1|5BY0-080008, 5SYV-044034-6000, 5SYV-230700-6000-0BB00, 5SYV-230800-6000-0BB00|2023-03-23 12:03:02|
1592|3002079|160|39269099|4|1|0800-022300|2023-03-23 12:03:02|
1592|3002079|160|39269099|5|1|7030-200101|2023-03-23 12:03:02|
1592|3002079|160|70091099|6|1|5HY0-260120-10000|2023-03-23 12:03:02|
1592|3002079|160|73181599|7|1|0010-022020-00002, 30006-060012870, 30006-102035110, 30006-102120810|2023-03-23 12:03:02|
1592|3002079|160|73181599|8|1|0020-011018-00001, 30024-122100110|2023-03-23 12:03:02|
1592|3002079|160|73181599|9|1|30006-102055110|2023-03-23 12:03:02|
1592|3002079|160|73181599|10|1|30006-102060110, 7030-000401, 9AWA-021002-10000, 30001-102120110, 30006-080040810, 30006-102020810, 30006-102130810|2023-03-23 12:03:02|
1592|3002079|160|73181599|11|1|5BWV-040007-5000, 5HY#-040001-1000, 6NQ#-000203-6001, 6NQ#-000205-6001, A010-120003, 30006-060012810, 30006-060016810, 3|2023-03-23 12:03:02|
1592|3002079|160|73181599|11|2|0006-060020810, 30006-080016810, 30006-080020810, 30102-102025810, 6NQ#-000202-6001, 8010-000004|2023-03-23 12:03:02|
1592|3002079|160|73181599|12|1|5HY0-220113|2023-03-23 12:03:02|
1592|3002079|160|73181599|13|1|30004-080030810, 30006-102025810, 30006-102030810, 30019-080090810, 30102-102020810, 30105-020016700|2023-03-23 12:03:02|
1592|3002079|160|73181599|14|1|30112-060016410|2023-03-23 12:03:02|
1592|3002079|160|73181599|15|1|30105-050012410|2023-03-23 12:03:02|
1592|3002079|160|73181599|16|1|7020-120160, 9060-102002-00001, 9060-102003-00002|2023-03-23 12:03:02|
1592|3002079|160|73181599|17|1|A000-080001, 5HY0-070201|2023-03-23 12:03:02|
1592|3002079|160|73181606|18|1|5HY0-070203|2023-03-23 12:03:02|
1592|3002079|160|73181606|19|1|30202-050110, 30211-123810|2023-03-23 12:03:02|
1592|3002079|160|73181606|20|1|30204-080810, 30204-102810, 30204-122810|2023-03-23 12:03:02|
1592|3002079|160|73181606|21|1|5HY0-110001|2023-03-23 12:03:02|
1592|3002079|160|73182102|22|1|30301-060470, 30801-03405|2023-03-23 12:03:02|
1592|3002079|160|73182291|23|1|30301-080412, 30309-060900|2023-03-23 12:03:02|
1592|3002079|160|73182291|24|1|30309-060870|2023-03-23 12:03:02|
1592|3002079|160|73182291|25|1|30306-120112|2023-03-23 12:03:02|
1592|3002079|160|73182403|26|1|30903-0403610|2023-03-23 12:03:02|
1592|3002079|160|73182403|27|1|30910-0183220|2023-03-23 12:03:02|
1592|3002079|160|73182403|28|1|5HY#-221601-1000, 7030-010508, 7030-222251, 9030-220011-00001|2023-03-23 12:03:02|
1592|3002079|160|73202005|29|1|5HY0-043015|2023-03-23 12:03:02|
1592|3002079|160|73202005|30|1|9060-080003|2023-03-23 12:03:02|
1592|3002079|160|73202005|31|1|9AWA-021001|2023-03-23 12:03:02|
1592|3002079|160|73261999|32|1|5HY0-220003, 5HY0-220007|2023-03-23 12:03:02|
1592|3002079|160|73261999|33|1|7000-180007-00001, 9030-180006|2023-03-23 12:03:02|
1592|3002079|160|73262006|34|1|9CR6-020003|2023-03-23 12:03:02|
1592|3002079|160|73269099|35|1|30604-301300, 9010-000105|2023-03-23 12:03:02|
1592|3002079|160|73269099|36|1|9030-000109|2023-03-23 12:03:02|
1592|3002079|160|73269099|37|1|9CR6-300204, 9GQ0-290104|2023-03-23 12:03:02|
1592|3002079|160|73269099|38|1|5BY0-080001, 5HYV-080410-1C00, 8080-000002|2023-03-23 12:03:02|
1592|3002079|160|73269099|39|1|7030-221140|2023-03-23 12:03:02|
1592|3002079|160|73269099|40|1|TBT066|2023-03-23 12:03:02|
1592|3002079|160|82060001|41|1|5BWV-200100-5001|2023-03-23 12:03:02|
1592|3002079|160|83012002|42|1|5HY0-222060, 5HY0-222070|2023-03-23 12:03:02|
1592|3002079|160|83016002|43|1|5HY0-220002|2023-03-23 12:03:02|
1592|3002079|160|84099199|44|1|0JYA-113000-10003|2023-03-23 12:03:02|
1592|3002079|160|84123199|45|1|5HYV-100001-1C00|2023-03-23 12:03:02|
1592|3002079|160|84213199|46|1|0JYA-111000-10001|2023-03-23 12:03:02|
1592|3002079|160|84253199|47|1|5SYV-150700-7101|2023-03-23 12:03:02|
1592|3002079|160|84253199|48|1|9010-180007|2023-03-23 12:03:02|
1592|3002079|160|84311001|49|1|5HY0-230010|2023-03-23 12:03:02|
1592|3002079|160|84831008|50|1|5SYV-290300-6000|2023-03-23 12:03:02|
1592|3002079|160|84833004|51|1|5HY0-801321|2023-03-23 12:03:02|
1592|3002079|160|84833004|52|1|7020-020001, 9AWA-021005|2023-03-23 12:03:02|
1592|3002079|160|84836099|53|1|5HY0-103100, 5HYV-103200-1C00|2023-03-23 12:03:02|
1592|3002079|160|84879006|54|1|3121400|2023-03-23 12:03:02|
1592|3002079|160|85122002|55|1|5HY0-160210-10000|2023-03-23 12:03:02|
1592|3002079|160|87081099|56|1|5HY0-231100-2BB00|2023-03-23 12:03:02|
1592|3002079|160|87082904|57|1|5HYV-223031-1C00, 5HYV-223032-1C01|2023-03-23 12:03:02|
1592|3002079|160|87082922|58|1|5HYV-171000-1F00|2023-03-23 12:03:02|
1592|3002079|160|87082999|59|1|5SYV-260215-6000|2023-03-23 12:03:02|
1592|3002079|160|87082999|60|1|5HY0-030001, 5HY0-030003|2023-03-23 12:03:02|
1592|3002079|160|87082999|61|1|5HY0-030053|2023-03-23 12:03:02|
1592|3002079|160|87082999|62|1|5HY0-030060, 5HY0-030200-20000, 5HY0-030410, 5HY0-030420, 5HY0-030430|2023-03-23 12:03:02|
1592|3002079|160|87082999|63|1|5HY0-030090|2023-03-23 12:03:02|
1592|3002079|160|87082999|64|1|5HY0-030100-10000|2023-03-23 12:03:02|
1592|3002079|160|87082999|65|1|5HY0-030300, 5HY0-030440, 5HY0-030450, 5HY0-030600, 7000-031820|2023-03-23 12:03:02|
1592|3002079|160|87082999|66|1|5HY0-030500-10000|2023-03-23 12:03:02|
1592|3002079|160|87082999|67|1|5SYV-030010-6000|2023-03-23 12:03:02|
1592|3002079|160|87082999|68|1|5SYV-030020-6000|2023-03-23 12:03:02|
1592|3002079|160|87082999|69|1|5SYV-030030-6000|2023-03-23 12:03:02|
1592|3002079|160|87082999|70|1|5SYV-030040-6000|2023-03-23 12:03:02|
1592|3002079|160|87082999|71|1|5SYV-043061-6000|2023-03-23 12:03:02|
1592|3002079|160|87082999|72|1|5SYV-044013-6001|2023-03-23 12:03:02|
1592|3002079|160|87082999|73|1|5SYV-044014-6001|2023-03-23 12:03:02|
1592|3002079|160|87082999|74|1|5SYV-044031-6000|2023-03-23 12:03:02|
1592|3002079|160|87082999|75|1|5SYV-230100-6000-0BB00, 5SYV-230400-6000-0BB00|2023-03-23 12:03:02|
1592|3002079|160|87082999|76|1|5SYV-230200-6001-0BB00, 5SYV-230600-6000-0BB00|2023-03-23 12:03:02|
1592|3002079|160|87082999|77|1|5SYV-230410-6000-0BB00, 5SYV-230420-6000-0BB00, 5SYV-230430-6000-0BB00, 5SYV-230440-6000-0BB00|2023-03-23 12:03:02|
1592|3002079|160|87082999|78|1|9CR6-020020|2023-03-23 12:03:02|
1592|3002079|160|87082999|79|1|5HY0-030070-10000|2023-03-23 12:03:02|
1592|3002079|160|87083010|80|1|5SYV-081000-6000|2023-03-23 12:03:02|
1592|3002079|160|87083099|81|1|5HY0-080001|2023-03-23 12:03:02|
1592|3002079|160|87083099|82|1|5UWB-030110|2023-03-23 12:03:02|
1592|3002079|160|87083099|83|1|5HY0-083100|2023-03-23 12:03:02|
1592|3002079|160|87083099|84|1|5HYV-082000-1201|2023-03-23 12:03:02|
1592|3002079|160|87083099|85|1|5SYV-080001-6000|2023-03-23 12:03:02|
1592|3002079|160|87084099|86|1|5HY0-030040|2023-03-23 12:03:02|
1592|3002079|160|87084099|87|1|5HY0-300101|2023-03-23 12:03:02|
1592|3002079|160|87084099|88|1|5HY0-320001|2023-03-23 12:03:02|
1592|3002079|160|87084099|89|1|9010-320200-1000|2023-03-23 12:03:02|
1592|3002079|160|87084099|90|1|9CR6-300206-10000|2023-03-23 12:03:02|
1592|3002079|160|87085004|91|1|Q860-330000-00003|2023-03-23 12:03:02|
1592|3002079|160|87085007|92|1|Q890-310000-10000|2023-03-23 12:03:02|
1592|3002079|160|87085099|93|1|5BYA-270200, 5HY0-280300-20000|2023-03-23 12:03:02|
1592|3002079|160|87088005|94|1|5ASV-050201-6000|2023-03-23 12:03:02|
1592|3002079|160|87088005|95|1|5SYV-050103-6000|2023-03-23 12:03:02|
1592|3002079|160|87088005|96|1|5SYV-060610-6000|2023-03-23 12:03:02|
1592|3002079|160|87088005|97|1|9010-060700-20000|2023-03-23 12:03:02|
1592|3002079|160|87088005|98|1|9010-060800-20000, 9030-060002|2023-03-23 12:03:02|
1592|3002079|160|87088007|99|1|5SYV-060110-6000A, 5SYV-060310-6000A|2023-03-23 12:03:02|
1592|3002079|160|87088007|100|1|5SYV-060210-6001A|2023-03-23 12:03:02|
1592|3002079|160|87088007|101|1|5SYV-060410-6001A|2023-03-23 12:03:02|
1592|3002079|160|87089199|102|1|5HY0-181000-10000|2023-03-23 12:03:02|
1592|3002079|160|87089203|103|1|5HY0-020004, 5HY0-021202|2023-03-23 12:03:02|
1592|3002079|160|87089203|104|1|5HY0-021100-20000|2023-03-23 12:03:02|
1592|3002079|160|87089412|105|1|7000-100001|2023-03-23 12:03:02|
1592|3002079|160|87089412|106|1|5HY0-104060|2023-03-23 12:03:02|
1592|3002079|160|87089412|107|1|7030-106200-00001|2023-03-23 12:03:02|
1592|3002079|160|87089412|108|1|5HY0-104100-20000|2023-03-23 12:03:02|
1592|3002079|160|87089412|109|1|5HY0-104200-20000|2023-03-23 12:03:02|
1592|3002079|160|87089412|110|1|5ASV-102110-6000|2023-03-23 12:03:02|
1592|3002079|160|87089412|111|1|5HY0-103400|2023-03-23 12:03:02|
1592|3002079|160|87089412|112|1|9060-100008-00001, 9060-101008-00001|2023-03-23 12:03:02|
1592|3002079|160|87089412|113|1|9060-101009-00001|2023-03-23 12:03:02|
1592|3002079|160|87089904|114|1|5HY0-120100A|2023-03-23 12:03:02|
1592|3002079|160|87089907|115|1|5SYV-031000-6002-01|2023-03-23 12:03:02|
1592|3002079|160|87089908|116|1|5HY0-120001|2023-03-23 12:03:02|
1592|3002079|160|87089908|117|1|5HY0-120002|2023-03-23 12:03:02|
1592|3002079|160|87089999|118|1|9DQV-000300-3000|2023-03-23 12:03:02|
1592|3002079|160|87089999|119|1|5HY#-120003-1000|2023-03-23 12:03:02|
1592|3002079|160|87089999|120|1|5HY0-220009|2023-03-23 12:03:02|
1592|3002079|160|87089999|121|1|5HY0-222010|2023-03-23 12:03:02|
1592|3002079|160|87089999|122|1|5HY0-222020|2023-03-23 12:03:02|
1592|3002079|160|87089999|123|1|5HY0-222030-10000|2023-03-23 12:03:02|
1592|3002079|160|87089999|124|1|5HY0-222120-10000|2023-03-23 12:03:02|
1592|3002079|160|87089999|125|1|5HY0-401100, 5HY0-401300|2023-03-23 12:03:02|
1592|3002079|160|87089999|126|1|5HYV-221000-1C00|2023-03-23 12:03:02|
1592|3002079|160|94012001|127|1|5HY0-132000-40000|2023-03-23 12:03:02|
1592|3002079|160|94019999|128|1|5HY0-230520|2023-03-23 12:03:02|
1592|3002079|160|94019999|129|1|5HYV-134000-1C00|2023-03-23 12:03:02|
1592|3002079|160|94049099|130|1|5SYV-133000-6000|2023-03-23 12:03:02|
1592|3002081|160|39235001|1|1|9060-060002|2023-03-24 20:03:00|
1592|3002081|160|39263002|2|1|5HY#-223021-1002|2023-03-24 20:03:00|
1592|3002081|160|39263002|3|1|5HY#-043061-1000-11, 5HY0-043062, 5HY0-043063-10000, 5HYV-042051-1C00, 5HYV-042061-1C00, 5HYV-042065-1C00, 5HYV-043011-1|2023-03-24 20:03:00|
1592|3002081|160|39263002|3|2|C00, 5HYV-043041-1C00, 5HYV-043051-1C00, 5HYV-043052-1C00, 5HYV-043053-1000|2023-03-24 20:03:00|
1592|3002081|160|39269014|4|1|9010-150004, 7030-150005, 8010-150003|2023-03-24 20:03:00|
1592|3002081|160|39269014|5|1|A000-050015|2023-03-24 20:03:00|
1592|3002081|160|39269014|6|1|A000-050015|2023-03-24 20:03:00|
1592|3002081|160|39269099|7|1|8080-000001, 9060-040311, 9060-040312|2023-03-24 20:03:00|
1592|3002081|160|39269099|8|1|0000-000014, 9DS#-150009-6100-M1|2023-03-24 20:03:00|
1592|3002081|160|39269099|9|1|9AWA-080001|2023-03-24 20:03:00|
1592|3002081|160|40091102|10|1|5HY0-002003|2023-03-24 20:03:00|
1592|3002081|160|40161001|11|1|9010-120008|2023-03-24 20:03:00|
1592|3002081|160|40169304|12|1|6KM0-130205|2023-03-24 20:03:00|
1592|3002081|160|40169901|13|1|0180-015003, 5BY0-040010|2023-03-24 20:03:00|
1592|3002081|160|48239099|14|1|TFQ004|2023-03-24 20:03:00|
1592|3002081|160|70091099|15|1|5HY0-260110-10000, 5HY0-260120-10000|2023-03-24 20:03:00|
1592|3002081|160|73181401|16|1|30110-420130010|2023-03-24 20:03:00|
1592|3002081|160|73181504|17|1|5HY0-261001, 30006-060010810, 30006-100020810, 30110-420095010|2023-03-24 20:03:00|
1592|3002081|160|73181599|18|1|30001-102120110, 30006-080060810, 30006-102020810, 30006-102070810, 7030-000401, 9AWA-021002-10000|2023-03-24 20:03:00|
1592|3002081|160|73181599|19|1|30110-480160070, 30204-122910, 30211-123810, 6NQ#-000206-6001, 30006-060016870, 30006-060020870, 5HY#-040002-1000, 6NQ#-|2023-03-24 20:03:00|
1592|3002081|160|73181599|19|2|000202-6001, 30006-060012810, 30006-060016810, 30006-060020810, 30006-060025810, 30006-080014810, 30006-080016810, 30006|2023-03-24 20:03:00|
1592|3002081|160|73181599|19|3|-080020810, 30006-080025810, 30006-102100810, 30110-420160010, 30110-480130010, 5BWV-040007-5000, 5HY#-040001-1000, 6NQ#|2023-03-24 20:03:00|
1592|3002081|160|73181599|19|4|-000203-6001, 6NQ#-000205-6001, 8010-000005|2023-03-24 20:03:00|
1592|3002081|160|73181599|20|1|30110-480160070, 30006-080045810, 30006-080055810, 30006-102040810|2023-03-24 20:03:00|
1592|3002081|160|73181599|21|1|30006-060030810, 30006-080028810, 30006-080080810, 30006-102025810, 30105-050030410|2023-03-24 20:03:00|
1592|3002081|160|73181599|22|1|30102-080045810|2023-03-24 20:03:00|
1592|3002081|160|73181599|23|1|A000-080001|2023-03-24 20:03:00|
1592|3002081|160|73181606|24|1|30204-060810, 30211-123810, 30200-080810|2023-03-24 20:03:00|
1592|3002081|160|73181606|25|1|30225-102810, 7030-151613|2023-03-24 20:03:00|
1592|3002081|160|73181606|26|1|30204-060810, 30204-102810, 30219-122810, 8010-020001|2023-03-24 20:03:00|
1592|3002081|160|73181606|27|1|5HY0-070203|2023-03-24 20:03:00|
1592|3002081|160|73181606|28|1|8030-040800-00001|2023-03-24 20:03:00|
1592|3002081|160|73182102|29|1|30303-060900|2023-03-24 20:03:00|
1592|3002081|160|73182102|30|1|9010-080104|2023-03-24 20:03:00|
