Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveContribucion|FormaPago|ImportePago|FechaPagoReal
1592|3002049|160|87032199|2|6|0|5999|2023-03-06 17:03:02|
1592|3002049|160|87032199|3|3|0|5810|2023-03-06 17:03:02|
1592|3002049|160|87032199|3|6|0|6012|2023-03-06 17:03:02|
1592|3002049|160|87032199|4|3|0|5810|2023-03-06 17:03:02|
1592|3002049|160|87032199|4|6|0|6012|2023-03-06 17:03:02|
1592|3002049|160|87032199|5|3|0|5810|2023-03-06 17:03:02|
1592|3002049|160|87032199|5|6|0|6012|2023-03-06 17:03:02|
1592|3002049|160|87032199|6|3|0|5810|2023-03-06 17:03:02|
1592|3002049|160|87032199|6|6|0|6012|2023-03-06 17:03:02|
1592|3002049|160|87032199|7|3|0|7277|2023-03-06 17:03:02|
1592|3002049|160|87032199|7|6|0|7530|2023-03-06 17:03:02|
1592|3002049|160|87032199|8|3|0|7237|2023-03-06 17:03:02|
1592|3002049|160|87032199|8|6|0|7489|2023-03-06 17:03:02|
1592|3002061|160|73269099|1|3|0|3407|2023-03-06 17:03:03|
1592|3002076|160|39172991|1|3|0|3|2023-03-23 12:03:00|
1592|3002076|160|39199099|2|3|0|43|2023-03-23 12:03:00|
1592|3002076|160|39199099|3|3|0|33|2023-03-23 12:03:00|
1592|3002076|160|39199099|4|3|0|14|2023-03-23 12:03:00|
1592|3002076|160|39235001|5|3|0|1|2023-03-23 12:03:00|
1592|3002076|160|39235001|5|6|0|1|2023-03-23 12:03:00|
1592|3002076|160|39235001|6|3|0|1|2023-03-23 12:03:00|
1592|3002076|160|39235001|6|6|0|1|2023-03-23 12:03:00|
1592|3002076|160|39263002|7|3|0|4596|2023-03-23 12:03:00|
1592|3002076|160|39263002|7|6|0|3721|2023-03-23 12:03:00|
1592|3002076|160|39263002|8|3|0|11|2023-03-23 12:03:00|
1592|3002076|160|39263002|8|6|0|9|2023-03-23 12:03:00|
