Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveContribucion|TasaContribucion|TipoTasa|FechaPagoReal
1592|3002076|160|73182403|64|3|16.00000|1|2023-03-23 12:03:00|
1592|3002076|160|73182403|65|3|16.00000|1|2023-03-23 12:03:00|
1592|3002076|160|73202005|66|3|16.00000|1|2023-03-23 12:03:00|
1592|3002076|160|73202005|67|3|16.00000|1|2023-03-23 12:03:00|
1592|3002076|160|73202005|68|3|16.00000|1|2023-03-23 12:03:00|
1592|3002076|160|73261999|69|3|16.00000|1|2023-03-23 12:03:00|
1592|3002076|160|73261999|70|3|16.00000|1|2023-03-23 12:03:00|
1592|3002076|160|73262006|71|3|16.00000|1|2023-03-23 12:03:00|
1592|3002076|160|73269099|72|3|16.00000|1|2023-03-23 12:03:00|
1592|3002076|160|73269099|73|3|16.00000|1|2023-03-23 12:03:00|
1592|3002076|160|73269099|74|3|16.00000|1|2023-03-23 12:03:00|
1592|3002076|160|73269099|75|3|16.00000|1|2023-03-23 12:03:00|
1592|3002076|160|73269099|76|3|16.00000|1|2023-03-23 12:03:00|
1592|3002076|160|73269099|77|3|16.00000|1|2023-03-23 12:03:00|
1592|3002076|160|73269099|78|3|16.00000|1|2023-03-23 12:03:00|
1592|3002076|160|73269099|79|3|16.00000|1|2023-03-23 12:03:00|
1592|3002076|160|82059091|80|3|16.00000|1|2023-03-23 12:03:00|
1592|3002076|160|82059091|80|6|15.00000|1|2023-03-23 12:03:00|
1592|3002076|160|83012002|81|3|16.00000|1|2023-03-23 12:03:00|
1592|3002076|160|83012002|81|6|15.00000|1|2023-03-23 12:03:00|
1592|3002076|160|83012002|82|3|16.00000|1|2023-03-23 12:03:00|
1592|3002076|160|83012002|82|6|15.00000|1|2023-03-23 12:03:00|
1592|3002076|160|83016002|83|3|16.00000|1|2023-03-23 12:03:00|
1592|3002076|160|83100099|84|3|16.00000|1|2023-03-23 12:03:00|
1592|3002076|160|83100099|84|6|10.00000|1|2023-03-23 12:03:00|
1592|3002076|160|84099199|31|3|16.00000|1|2023-03-23 12:03:00|
1592|3002076|160|84099199|85|3|16.00000|1|2023-03-23 12:03:00|
1592|3002076|160|84123199|86|3|16.00000|1|2023-03-23 12:03:00|
1592|3002076|160|84213199|87|3|16.00000|1|2023-03-23 12:03:00|
1592|3002076|160|84213199|87|6|5.00000|1|2023-03-23 12:03:00|
1592|3002076|160|84213999|88|3|16.00000|1|2023-03-23 12:03:00|
1592|3002076|160|84213999|88|6|5.00000|1|2023-03-23 12:03:00|
1592|3002076|160|84253199|89|3|16.00000|1|2023-03-23 12:03:00|
