Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveCaso|IdentificadorCaso|ComplementoCaso|FechaPagoReal
3471|5600948|160|87082999|47|PS|XIX||2025-11-27 18:38:02|
1925|5700214|160|73181599|31|EN|X|NOM-050-SCFI-2004|2025-11-12 18:15:01|
1925|5700331|160|87082999|61|PS|XIX||2025-11-21 12:15:02|
1925|5700369|160|39269099|56|EN|X|NOM-050-SCFI-2004|2025-11-21 18:50:03|
1925|5700368|160|73269099|3|XP|T9|U|2025-11-21 18:47:04|
1925|5700362|160|73269099|1|XP|T1|U|2025-11-21 13:25:02|
1925|5700214|160|87089999|3|EN|X|NOM-050-SCFI-2004|2025-11-12 18:15:01|
3471|5600952|160|87082999|3|PS|XIX||2025-11-27 17:41:05|
1925|5001374|160|39269099|201|XP|S1|U|2025-11-01 11:06:01|
1925|5100827|160|39235001|38|PS|XIX||2025-11-12 16:35:05|
1925|5700345|160|85182202|38|EN|E|NOM-024-SCFI-2013|2025-11-22 10:59:02|
3471|5600789|160|73181599|66|EN|X|NOM-050-SCFI-2004|2025-11-19 18:29:04|
1925|5100854|160|87089412|46|EN|X|NOM-050-SCFI-2004|2025-11-19 11:25:05|
1925|5700357|160|73181599|21|EN|X|NOM-050-SCFI-2004|2025-11-21 11:53:02|
1925|5700239|160|73269099|1|XP|T1|U|2025-11-13 11:28:01|
1925|5001374|160|87088007|92|PS|XIX||2025-11-01 11:06:01|
1925|5700312|160|87082999|29|PS|XIX||2025-11-28 11:37:01|
1925|5001394|160|73269099|212|XP|T1|U|2025-11-13 11:32:07|
1925|5700336|160|73269099|1|XP|T9|U|2025-11-21 12:23:00|
3471|5600778|160|98020019|42|EC|1||2025-11-21 18:31:03|
1925|5700343|160|39263002|37|PS|XIX||2025-11-22 10:57:01|
1925|5700331|160|87089999|121|EN|X|NOM-050-SCFI-2004|2025-11-21 12:15:02|
1925|5700216|160|87082999|38|PS|XIX||2025-11-12 18:20:01|
1925|5700320|160|87082999|24|PS|XIX||2025-11-28 11:22:01|
1925|5001374|160|87083099|181|EN|U|NOM-050-SCFI-2004|2025-11-01 11:06:01|
1925|5700216|160|87082999|7|PS|XIX||2025-11-12 18:20:01|
3471|5600778|160|39269099|17|XP|A1|U|2025-11-21 18:31:03|
1925|5700327|160|73181599|37|EC|1||2025-11-20 12:24:03|
1925|5700281|160|73181606|34|EN|X|NOM-050-SCFI-2004|2025-11-19 10:04:02|
1925|5700345|160|87082999|29|PS|XIX||2025-11-22 10:59:02|
1925|5700216|160|87082201|69|PS|XIX||2025-11-12 18:20:01|
1925|5001374|160|87082999|105|PS|XIX||2025-11-01 11:06:01|
1925|5700320|160|87082999|77|PS|XIX||2025-11-28 11:22:01|
1925|5001394|160|87087006|108|EN|X|NOM-050-SCFI-2004|2025-11-13 11:32:07|
1925|5700343|160|87089203|14|EN|X|NOM-050-SCFI-2004|2025-11-22 10:57:01|
1925|5700369|160|85365099|43|EN|X|NOM-024-SCFI-2013|2025-11-21 18:50:03|
1925|5700344|160|73269099|1|XP|T9|U|2025-11-22 10:59:01|
3471|5600778|160|85122099|126|PS|XIX||2025-11-21 18:31:03|
1925|5100829|160|73181599|1|EN|X|NOM-050-SCFI-2004|2025-11-12 16:35:03|
1925|5700297|160|87082999|43|PS|XIX||2025-11-27 13:25:01|
1925|5001374|160|87085099|109|PS|XIX||2025-11-01 11:06:01|
1925|5100823|160|73269099|221|XP|T1|U|2025-11-12 16:31:00|
1925|5700343|160|39269099|8|EN|U|NOM-002-CONAGUA-2021|2025-11-22 10:57:01|
3471|5600764|160|39269099|18|EN|X|NOM-050-SCFI-2004|2025-11-19 19:00:03|
1925|5700327|160|73181599|6|EN|X|NOM-050-SCFI-2004|2025-11-20 12:24:03|
1925|5700345|160|87089904|37|PS|XIX||2025-11-22 10:59:02|
1925|5700217|160|63079099|1|XP|T9|U|2025-11-13 09:58:01|
1925|5001374|160|87088099|245|EN|X|NOM-050-SCFI-2004|2025-11-01 11:06:01|
1925|5700296|160|63079099|2|XP|T1|U|2025-11-26 18:05:02|
1925|5700210|160|87088007|20|PS|XIX||2025-11-12 17:57:01|
1925|5700343|160|87089412|19|EN|X|NOM-050-SCFI-2004|2025-11-22 10:57:01|
3471|5600778|160|39269099|9|XP|S3|U|2025-11-21 18:31:03|
3471|5600778|160|87082999|175|PS|XIX||2025-11-21 18:31:03|
1925|5700369|160|85124001|74|EN|X|NOM-024-SCFI-2013|2025-11-21 18:50:03|
1925|5001391|160|73269099|3|XP|T9|U|2025-11-13 11:32:03|
3471|5600948|160|84254299|11|EN|U|NOM-114-SCFI-2016|2025-11-27 18:38:02|
1925|5100881|160|73269099|1|XP|T1|U|2025-11-01 08:54:00|
1925|5100825|160|73269099|28|XP|T9|U|2025-11-12 16:35:02|
1925|5700357|160|87082999|66|PS|XIX||2025-11-21 11:53:02|
1925|5700281|160|73181599|27|EC|1||2025-11-19 10:04:02|
1925|5700327|160|85129007|32|EN|U|NOM-050-SCFI-2004|2025-11-20 12:24:03|
1925|5700337|160|87087099|16|EN|U|NOM-086-SCFI-2018|2025-11-21 12:23:01|
1925|5100829|160|73181599|32|EN|X|NOM-050-SCFI-2004|2025-11-12 16:35:03|
1925|5001374|160|39269099|291|EN|U|NOM-002-CONAGUA-2021|2025-11-01 11:06:01|
3471|5600948|160|87082999|58|PS|XIX||2025-11-27 18:38:02|
1925|5700238|160|39235001|82|PS|XIX||2025-11-13 14:41:01|
3471|5600779|160|73269099|9|XP|T1|U|2025-11-21 12:26:01|
1925|5700339|160|85044099|30|PS|XIX||2025-11-22 10:51:00|
1925|5700339|160|87082101|42|EN|X|NOM-119-SCFI-2000|2025-11-22 10:51:00|
1925|5700343|160|70091099|35|EN|X|NOM-050-SCFI-2004|2025-11-22 10:57:01|
1925|5100825|160|87082999|54|PS|XIX||2025-11-12 16:35:02|
3471|5600950|160|87089199|83|PS|XIX||2025-11-27 18:19:02|
1647|5006873|240|87032199|2|PT| ||2025-11-01 09:27:01|
1925|5700204|160|73181599|2|EN|X|NOM-050-SCFI-2004|2025-11-13 10:37:02|
1925|5700361|160|87082201|37|PS|XIX||2025-11-21 13:26:01|
1925|5700355|160|73181599|13|EN|X|NOM-050-SCFI-2004|2025-11-20 11:41:02|
3471|5600780|160|87089999|71|EN|X|NOM-050-SCFI-2004|2025-11-19 19:29:03|
1925|5700359|160|73181599|26|EC|1||2025-11-21 11:54:06|
1925|5700240|160|39269099|62|XP|S1|U|2025-11-13 11:24:02|
1925|5100881|160|73269099|2|XP|T1|U|2025-11-01 08:54:00|
1925|5700306|160|73181599|2|EN|X|NOM-050-SCFI-2004|2025-11-28 11:04:03|
1925|5100825|160|70091099|83|PS|XIX||2025-11-12 16:35:02|
1925|5700343|160|87082999|16|PS|XIX||2025-11-22 10:57:01|
1925|5700343|160|87089999|2|EN|X|NOM-050-SCFI-2004|2025-11-22 10:57:01|
1925|5700367|160|85122099|56|PS|XIX||2025-11-21 18:30:05|
1925|5700331|160|84833004|84|EN|X|NOM-050-SCFI-2004|2025-11-21 12:15:02|
1925|5700232|160|39269099|57|XP|S1|U|2025-11-13 09:50:05|
1925|5700306|160|73269099|36|XP|T9|U|2025-11-28 11:04:03|
1925|5001374|160|39269099|130|XP|S1|U|2025-11-01 11:06:01|
1925|5100825|160|87082201|111|PS|XIX||2025-11-12 16:35:02|
1925|5700365|160|87082999|15|PS|XIX||2025-11-21 13:40:02|
1925|5700355|160|73181599|180|EN|X|NOM-050-SCFI-2004|2025-11-20 11:41:02|
3471|5600789|160|39269099|7|EN|U|NOM-002-CONAGUA-2021|2025-11-19 18:29:04|
3471|5600894|160|94052101|3|PS|XIX||2025-11-21 23:57:03|
1925|5100825|160|87082999|94|PS|XIX||2025-11-12 16:35:02|
1925|5001374|160|73269099|51|XP|T9|U|2025-11-01 11:06:01|
3471|5600948|160|85365099|13|EN|U|NOM-003-SCFI-2014|2025-11-27 18:38:02|
1925|5700218|160|39263002|197|PS|XIX||2025-11-13 10:05:03|
1925|5700347|160|39269099|58|XP|S3|U|2025-11-24 13:15:00|
1925|5700335|160|39269099|28|EN|X|NOM-050-SCFI-2004|2025-11-21 12:21:01|
3471|5600777|160|63079099|1|XP|T1|U|2025-11-21 12:26:02|
1925|5700337|160|73181599|1|EC|1||2025-11-21 12:23:01|
1925|5700238|160|73181599|76|EC|1||2025-11-13 14:41:01|
3471|5600944|160|98020019|195|EC|1||2025-11-27 19:08:01|
1925|5001374|160|73181599|7|EN|X|NOM-050-SCFI-2004|2025-11-01 11:06:01|
1925|5100825|160|40093205|74|EN|X|NOM-209-SCFI-2017|2025-11-12 16:35:02|
1925|5700331|160|87082999|93|PS|XIX||2025-11-21 12:15:02|
1925|5700277|160|85044099|61|EN|X|NOM-024-SCFI-2013|2025-11-19 09:58:01|
1925|5700327|160|87088007|67|PS|XIX||2025-11-20 12:24:03|
3577|5102446|521|83023091|1|PS|XIX||2025-11-24 15:27:03|
1925|5100826|160|73269099|3|XP|T9|U|2025-11-12 16:35:01|
1925|5001374|160|85365099|256|EN|U|NOM-003-SCFI-2014|2025-11-01 11:06:01|
3471|5600944|160|85122002|43|EN|X|NOM-024-SCFI-2013|2025-11-27 19:08:01|
1925|5700226|160|73181599|20|EN|X|NOM-050-SCFI-2004|2025-11-12 18:32:01|
1925|5700350|160|87082999|9|PS|XIX||2025-11-24 13:18:02|
1925|5700347|160|87082999|13|PS|XIX||2025-11-24 13:15:00|
1925|5700357|160|87082999|89|PS|XIX||2025-11-21 11:53:02|
1925|5700347|160|85044099|74|EN|X|NOM-024-SCFI-2013|2025-11-24 13:15:00|
1925|5700226|160|73181606|51|EN|X|NOM-050-SCFI-2004|2025-11-12 18:32:01|
1925|5700293|160|73181606|26|EN|X|NOM-050-SCFI-2004|2025-11-27 10:15:02|
1925|5001374|160|49089099|188|EN|X|NOM-050-SCFI-2004|2025-11-01 11:06:01|
1925|5100823|160|39173999|47|EN|U|NOM-209-SCFI-2017|2025-11-12 16:31:00|
1925|5700341|160|87089904|5|PS|XIX||2025-11-22 10:54:02|
1925|5700275|160|87082999|29|PS|XIX||2025-11-19 09:51:01|
1925|5700277|160|87082999|79|PS|XIX||2025-11-19 09:58:01|
3471|5600778|160|87082999|180|PS|XIX||2025-11-21 18:31:03|
1925|5700214|160|73269099|2|XP|T1|U|2025-11-12 18:15:01|
1925|5001374|160|87082999|104|PS|XIX||2025-11-01 11:06:01|
3471|5600952|160|87082999|9|PS|XIX||2025-11-27 17:41:05|
1925|5700238|160|87085099|183|EN|X|NOM-050-SCFI-2004|2025-11-13 14:41:01|
3471|5600776|160|87082999|105|PS|XIX||2025-11-21 18:08:02|
1925|5700345|160|87082999|3|PS|XIX||2025-11-22 10:59:02|
1925|5700369|160|73181599|4|EC|1||2025-11-21 18:50:03|
1925|5700347|160|73181599|3|EC|1||2025-11-24 13:15:00|
1925|5700238|160|73181599|7|EN|X|NOM-050-SCFI-2004|2025-11-13 14:41:01|
3471|5600944|160|39269099|12|EN|U|NOM-002-CONAGUA-2021|2025-11-27 19:08:01|
1925|5001374|160|39269099|131|XP|S1|U|2025-11-01 11:06:01|
1925|5100823|160|73181599|222|EN|X|NOM-050-SCFI-2004|2025-11-12 16:31:00|
1925|5700343|160|39269099|43|EN|X|NOM-050-SCFI-2004|2025-11-22 10:57:01|
1925|5700281|160|73181599|19|EN|X|NOM-050-SCFI-2004|2025-11-19 10:04:02|
3471|5600764|160|73181599|62|EC|1||2025-11-19 19:00:03|
1925|5700357|160|73181599|10|EC|1||2025-11-21 11:53:02|
3577|5102374|521|84672902|1|EN|X|NOM-024-SCFI-2013|2025-11-12 14:55:01|
1925|5001374|160|39269099|208|XP|A1|U|2025-11-01 11:06:01|
1925|5700289|160|87082201|20|PS|XIX||2025-11-26 17:57:07|
1925|5700216|160|87082999|8|PS|XIX||2025-11-12 18:20:01|
1925|5700349|160|73269099|41|XP|T1|U|2025-11-24 13:18:01|
1925|5700350|160|87082999|11|PS|XIX||2025-11-24 13:18:02|
1925|5700331|160|39269099|122|EN|X|NOM-050-SCFI-2004|2025-11-21 12:15:02|
1925|5700347|160|87082999|10|PS|XIX||2025-11-24 13:15:00|
1925|5100827|160|87089999|83|EN|X|NOM-050-SCFI-2004|2025-11-12 16:35:05|
3471|5600948|160|87089203|70|EN|X|NOM-050-SCFI-2004|2025-11-27 18:38:02|
1925|5001374|160|39269099|131|XP|S3|U|2025-11-01 11:06:01|
1925|5100823|160|87085099|176|EN|X|NOM-050-SCFI-2004|2025-11-12 16:31:00|
1647|5016705|240|87032199|1|OV|1||2025-11-22 11:13:03|
3471|5600764|160|87082999|142|PS|XIX||2025-11-19 19:00:03|
3471|5600770|160|87082999|87|PS|XIX||2025-11-19 18:29:05|
1925|5700345|160|85182202|38|EN|U|NOM-208-SCFI-2016|2025-11-22 10:59:02|
1925|5001394|160|39269099|172|XP|S1|U|2025-11-13 11:32:07|
1925|5001374|160|73181599|16|EC|1||2025-11-01 11:06:01|
1925|5700298|160|63079099|1|EX|31||2025-11-27 10:17:00|
1925|5700210|160|90262003|67|PS|XIX||2025-11-12 17:57:01|
1925|5700347|160|85365099|39|EN|X|NOM-003-SCFI-2014|2025-11-24 13:15:00|
1925|5700345|160|87089999|8|EN|X|NOM-050-SCFI-2004|2025-11-22 10:59:02|
1925|5700343|160|85365099|28|EN|U|NOM-003-SCFI-2014|2025-11-22 10:57:01|
1925|5700347|160|39269099|53|EN|X|NOM-050-SCFI-2004|2025-11-24 13:15:00|
1925|5700238|160|87082999|98|PS|XIX||2025-11-13 14:41:01|
1925|5700302|160|87089999|109|EN|X|NOM-050-SCFI-2004|2025-11-28 11:39:01|
1925|5001374|160|73181599|12|EC|1||2025-11-01 11:06:01|
1925|5700241|160|39232991|2|XP|A1|U|2025-11-13 11:22:02|
1925|5700345|160|87085099|41|EN|X|NOM-050-SCFI-2004|2025-11-22 10:59:02|
1925|5100856|160|73269099|136|XP|T9|U|2025-11-19 11:27:03|
3471|5600766|160|87088007|212|EN|X|NOM-050-SCFI-2004|2025-11-19 18:35:03|
3471|5600776|160|39269099|16|XP|A1|U|2025-11-21 18:08:02|
1925|5700238|160|73181599|74|EN|X|NOM-050-SCFI-2004|2025-11-13 14:41:01|
1925|5001374|160|87082999|155|PS|XIX||2025-11-01 11:06:01|
3471|5600953|160|73269099|1|XP|T9|U|2025-11-27 17:41:04|
1925|5700238|160|39269099|142|XP|A1|U|2025-11-13 14:41:01|
1925|5700356|160|73269099|2|XP|T9|U|2025-11-21 11:51:02|
1925|5700345|160|87089999|4|EN|X|NOM-050-SCFI-2004|2025-11-22 10:59:02|
1925|5700343|160|87089999|1|EN|X|NOM-050-SCFI-2004|2025-11-22 10:57:01|
3471|5600776|160|39263002|8|PS|XIX||2025-11-21 18:08:02|
1925|5100823|160|39269099|220|XP|A1|U|2025-11-12 16:31:00|
3471|5600948|160|98020019|83|EC|1||2025-11-27 18:38:02|
3043|5003411|523|56090002|1|EN|ENOM|NOM-004-SE-2021|2025-11-04 16:55:01|
1925|5700226|160|87082999|96|PS|XIX||2025-11-12 18:32:01|
3471|5600776|160|87082999|89|PS|XIX||2025-11-21 18:08:02|
3471|5600789|160|87082999|163|PS|XIX||2025-11-19 18:29:04|
3471|5600785|160|73269099|19|XP|T1|U|2025-11-19 19:35:02|
1925|5700349|160|85365099|16|EN|U|NOM-024-SCFI-2013|2025-11-24 13:18:01|
1925|5700218|160|87089999|106|EN|X|NOM-050-SCFI-2004|2025-11-13 10:05:03|
1925|5100825|160|85122099|20|EN|X|NOM-024-SCFI-2013|2025-11-12 16:35:02|
1925|5700351|160|87082999|10|PS|XIX||2025-11-28 14:22:01|
1925|5100823|160|73181606|114|EN|X|NOM-050-SCFI-2004|2025-11-12 16:31:00|
3043|5003532|523|73269099|1|EO|1||2025-11-26 14:38:01|
3471|5600776|160|87089999|128|EN|X|NOM-050-SCFI-2004|2025-11-21 18:08:02|
1925|5700357|160|87082999|85|PS|XIX||2025-11-21 11:53:02|
1925|5700289|160|87082999|23|PS|XIX||2025-11-26 17:57:07|
1925|5100827|160|39269099|147|EN|X|NOM-050-SCFI-2004|2025-11-12 16:35:05|
3471|5600944|160|98020019|219|EC|1||2025-11-27 19:08:01|
1925|5100823|160|73181599|145|EN|X|NOM-050-SCFI-2004|2025-11-12 16:31:00|
1925|5700238|160|85182202|129|EN|U|NOM-208-SCFI-2016|2025-11-13 14:41:01|
1925|5700349|160|87082999|6|PS|XIX||2025-11-24 13:18:01|
3471|5600786|160|73269099|3|XP|T3|U|2025-11-19 19:35:01|
1925|5700283|160|87082999|100|PS|XIX||2025-11-19 10:05:03|
1925|5700363|160|87087099|4|EN|X|NOM-086-1-SCFI-2020|2025-11-21 13:21:03|
1925|5700204|160|39269099|78|XP|A1|U|2025-11-13 10:37:02|
1925|5100827|160|87089999|127|EN|X|NOM-050-SCFI-2004|2025-11-12 16:35:05|
3577|5102456|521|84672101|1|PS|XIX||2025-11-27 13:51:00|
1925|5700226|160|87089999|105|EN|X|NOM-050-SCFI-2004|2025-11-12 18:32:01|
1925|5700287|160|87088007|9|EN|X|NOM-050-SCFI-2004|2025-11-26 17:43:03|
1925|5700357|160|87085099|101|EN|X|NOM-050-SCFI-2004|2025-11-21 11:53:02|
1925|5700357|160|73181599|13|EN|X|NOM-050-SCFI-2004|2025-11-21 11:53:02|
1925|5700349|160|39269099|28|XP|S3|U|2025-11-24 13:18:01|
1925|5100827|160|87082922|80|PS|XIX||2025-11-12 16:35:05|
3471|5600944|160|98020019|199|EC|1||2025-11-27 19:08:01|
1925|5700214|160|85129007|29|EN|X|NOM-024-SCFI-2013|2025-11-12 18:15:01|
1925|5700204|160|39269099|15|XP|S1|U|2025-11-13 10:37:02|
1925|5700349|160|85365099|15|EN|X|NOM-003-SCFI-2014|2025-11-24 13:18:01|
1925|5100854|160|40169901|281|PS|XIX||2025-11-19 11:25:05|
1925|5700283|160|87082999|57|PS|XIX||2025-11-19 10:05:03|
3471|5600778|160|87082999|226|PS|XIX||2025-11-21 18:31:03|
1925|5001393|160|73269099|3|XP|T9|U|2025-11-13 11:32:03|
1925|5001390|160|39269099|45|XP|S1|U|2025-11-13 13:04:03|
3471|5600948|160|87082999|57|PS|XIX||2025-11-27 18:38:02|
1925|5100825|160|87082201|22|PS|XIX||2025-11-12 16:35:02|
3577|5102460|521|84672101|1|EN|X|NOM-003-SCFI-2014|2025-11-26 14:06:01|
3471|5600778|160|98020019|53|EC|1||2025-11-21 18:31:03|
1925|5700358|160|73269099|5|XP|T9|U|2025-11-21 11:53:01|
1925|5700296|160|39232991|1|XP|A1|U|2025-11-26 18:05:02|
1925|5001394|160|85044099|123|EN|X|NOM-024-SCFI-2013|2025-11-13 11:32:07|
3471|5600944|160|39269099|5|XP|S3|U|2025-11-27 19:08:01|
1925|5700214|160|73181599|72|EN|X|NOM-050-SCFI-2004|2025-11-12 18:15:01|
1925|5100827|160|39269099|132|XP|S1|U|2025-11-12 16:35:05|
1925|5700343|160|87089999|45|EN|X|NOM-050-SCFI-2004|2025-11-22 10:57:01|
1925|5700327|160|87082201|101|PS|XIX||2025-11-20 12:24:03|
1925|5001421|160|87082999|184|PS|XIX||2025-11-19 12:01:02|
3043|5603480|523|73269099|1|XP|T9|U|2025-11-24 21:03:01|
1925|5100827|160|85129007|15|EN|U|NOM-050-SCFI-2004|2025-11-12 16:35:05|
1925|5100827|160|73269099|22|XP|T9|U|2025-11-12 16:35:05|
3471|5600944|160|87089999|154|EN|X|NOM-050-SCFI-2004|2025-11-27 19:08:01|
1925|5700214|160|85365099|56|EN|X|NOM-024-SCFI-2013|2025-11-12 18:15:01|
3471|5600895|160|87087006|87|PS|XIX||2025-11-15 11:53:02|
1925|5700357|160|87089999|70|EN|X|NOM-050-SCFI-2004|2025-11-21 11:53:02|
1925|5700361|160|87082999|26|PS|XIX||2025-11-21 13:26:01|
3471|5600782|160|73181599|49|EC|1||2025-11-19 15:41:01|
3577|5102368|521|73181599|19|EC|1||2025-11-13 19:27:00|
3471|5600950|160|98020019|122|EC|1||2025-11-27 18:19:02|
1925|5100823|160|87082999|180|PS|XIX||2025-11-12 16:31:00|
1925|5100823|160|85182202|185|EN|E|NOM-024-SCFI-2013|2025-11-12 16:31:00|
1925|5700349|160|73269099|41|XP|T9|U|2025-11-24 13:18:01|
3471|5600766|160|85365099|145|EN|X|NOM-024-SCFI-2013|2025-11-19 18:35:03|
3471|5600770|160|39269099|2|EN|X|NOM-050-SCFI-2004|2025-11-19 18:29:05|
1925|5700337|160|87089999|25|EN|X|NOM-050-SCFI-2004|2025-11-21 12:23:01|
1925|5100823|160|73181606|177|EN|X|NOM-050-SCFI-2004|2025-11-12 16:31:00|
1925|5100823|160|73262006|132|EN|U|NOM-050-SCFI-2004|2025-11-12 16:31:00|
3471|5600948|160|87082999|29|PS|XIX||2025-11-27 18:38:02|
1925|5700236|160|49089099|43|EN|X|NOM-050-SCFI-2004|2025-11-13 10:49:01|
1925|5100854|160|85129007|119|EN|E|NOM-024-SCFI-2013|2025-11-19 11:25:05|
1925|5700357|160|73269099|53|XP|T9|U|2025-11-21 11:53:02|
1925|5700357|160|73181599|7|EN|X|NOM-050-SCFI-2004|2025-11-21 11:53:02|
3471|5600782|160|83082001|74|PS|XIX||2025-11-19 15:41:01|
1925|5001389|160|73269099|2|XP|T1|U|2025-11-13 11:32:02|
3471|5600950|160|87088007|76|PS|XIX||2025-11-27 18:19:02|
1925|5100827|160|39191001|108|EN|X|NOM-050-SCFI-2004|2025-11-12 16:35:05|
1925|5700218|160|73181599|18|EC|1||2025-11-13 10:05:03|
3471|5600778|160|85444299|143|PS|XIX||2025-11-21 18:31:03|
1925|5001427|160|87085099|57|PS|XIX||2025-11-19 12:00:05|
3471|5600782|160|85044099|81|EN|ENOM|NOM-058-SCFI-2017|2025-11-19 15:41:01|
3471|5600894|160|94051101|2|PS|XIX||2025-11-21 23:57:03|
1925|5100823|160|39269099|16|XP|A1|U|2025-11-12 16:31:00|
1925|5001395|160|73269099|10|XP|T1|U|2025-11-13 11:32:04|
1925|5700316|160|84818022|104|EN|U|NOM-002-CONAGUA-2021|2025-11-28 11:26:01|
1925|5700238|160|87082999|83|PS|XIX||2025-11-13 14:41:01|
1925|5700271|160|39269099|102|XP|A1|U|2025-11-19 09:42:02|
3471|5600779|160|73181599|4|EC|1||2025-11-21 12:26:01|
1925|5700357|160|73181599|175|EN|X|NOM-050-SCFI-2004|2025-11-21 11:53:02|
3471|5600782|160|73181599|57|EC|1||2025-11-19 15:41:01|
1925|5700216|160|85291009|33|EN|X|NOM-024-SCFI-2013|2025-11-12 18:20:01|
1925|5700302|160|87089412|70|EN|X|NOM-050-SCFI-2004|2025-11-28 11:39:01|
1925|5001388|160|39269099|39|XP|A1|U|2025-11-13 13:04:02|
1925|5700200|160|87082999|29|PS|XIX||2025-11-13 10:25:05|
1925|5700341|160|84152001|6|EN|X|NOM-050-SCFI-2004|2025-11-22 10:54:02|
3471|5600770|160|87082999|63|PS|XIX||2025-11-19 18:29:05|
1925|5001421|160|73182403|38|EN|X|NOM-050-SCFI-2004|2025-11-19 12:01:02|
1925|5700350|160|87082999|18|PS|XIX||2025-11-24 13:18:02|
1925|5100827|160|87085099|123|PS|XIX||2025-11-12 16:35:05|
1925|5700217|160|73181599|10|EN|ENOM|NOM-050-SCFI-2004|2025-11-13 09:58:01|
3471|5600944|160|85365099|51|EN|U|NOM-003-SCFI-2014|2025-11-27 19:08:01|
1925|5100827|160|87088007|41|PS|XIX||2025-11-12 16:35:05|
1925|5001425|160|39269099|62|XP|S3|U|2025-11-19 12:01:01|
1925|5700357|160|73181606|35|EN|X|NOM-050-SCFI-2004|2025-11-21 11:53:02|
1925|5700357|160|39269099|177|EN|U|NOM-002-CONAGUA-2021|2025-11-21 11:53:02|
3471|5600770|160|87082999|107|PS|XIX||2025-11-19 18:29:05|
1925|5100825|160|87089999|73|EN|X|NOM-050-SCFI-2004|2025-11-12 16:35:02|
1925|5700297|160|87089999|10|EN|X|NOM-050-SCFI-2004|2025-11-27 13:25:01|
1925|5100827|160|73269099|151|XP|T9|U|2025-11-12 16:35:05|
1925|5700214|160|73181401|14|EN|X|NOM-050-SCFI-2004|2025-11-12 18:15:01|
1925|5700345|160|87082999|19|PS|XIX||2025-11-22 10:59:02|
3471|5600766|160|73181599|60|EC|1||2025-11-19 18:35:03|
3471|5600766|160|73182291|104|EN|X|NOM-050-SCFI-2004|2025-11-19 18:35:03|
1925|5700345|160|87082999|2|PS|XIX||2025-11-22 10:59:02|
1925|5001394|160|87089999|75|EN|X|NOM-050-SCFI-2004|2025-11-13 11:32:07|
1925|5700240|160|39269014|74|PS|XIX||2025-11-13 11:24:02|
3471|5600943|160|73269099|1|XP|T3|U|2025-11-27 18:24:03|
1925|5001386|160|39269099|148|EN|X|NOM-050-SCFI-2004|2025-11-13 13:04:02|
1925|5100856|160|40169901|69|PS|XIX||2025-11-19 11:27:03|
1925|5700343|160|87089999|12|EN|X|NOM-050-SCFI-2004|2025-11-22 10:57:01|
1925|5700357|160|73182291|47|EN|X|NOM-050-SCFI-2004|2025-11-21 11:53:02|
1925|5100854|160|87082999|241|PS|XIX||2025-11-19 11:25:05|
1925|5700226|160|85365099|64|EN|X|NOM-003-SCFI-2014|2025-11-12 18:32:01|
3577|5102464|521|84672101|1|EN|X|NOM-003-SCFI-2014|2025-11-27 12:08:02|
1925|5700242|160|87082999|36|PS|XIX||2025-11-13 11:23:02|
1925|5001388|160|87082999|54|PS|XIX||2025-11-13 13:04:02|
1925|5700347|160|87082999|48|PS|XIX||2025-11-24 13:15:00|
1925|5100856|160|39269099|103|EN|U|NOM-002-CONAGUA-2021|2025-11-19 11:27:03|
1925|5700329|160|39269099|52|XP|A1|U|2025-11-20 12:28:02|
1925|5700287|160|87085099|32|PS|XIX||2025-11-26 17:43:03|
1925|5700206|160|87082999|2|PS|XIX||2025-11-13 10:47:04|
1925|5700223|160|73269099|1|XP|T1|U|2025-11-12 18:20:02|
1925|5700306|160|39269099|137|XP|S1|U|2025-11-28 11:04:03|
1925|5001386|160|73181599|3|EC|1||2025-11-13 13:04:02|
3471|5600766|160|73181599|58|EN|X|NOM-050-SCFI-2004|2025-11-19 18:35:03|
1925|5700340|160|73269099|1|XP|T9|U|2025-11-22 10:52:02|
1925|5700357|160|73182291|45|EN|X|NOM-050-SCFI-2004|2025-11-21 11:53:02|
1925|5700271|160|39269099|139|XP|S1|U|2025-11-19 09:42:02|
1925|5700226|160|73181599|11|EN|X|NOM-050-SCFI-2004|2025-11-12 18:32:01|
3471|5600944|160|87082999|105|PS|XIX||2025-11-27 19:08:01|
1925|5100825|160|87082999|41|PS|XIX||2025-11-12 16:35:02|
1925|5100823|160|39269099|229|EN|U|NOM-002-CONAGUA-2021|2025-11-12 16:31:00|
1925|5700289|160|87082201|16|PS|XIX||2025-11-26 17:57:07|
1925|5700277|160|85182202|62|EN|U|NOM-208-SCFI-2016|2025-11-19 09:58:01|
1925|5700279|160|73181599|67|EC|1||2025-11-19 09:58:02|
1925|5700349|160|39269099|28|EN|X|NOM-050-SCFI-2004|2025-11-24 13:18:01|
1925|5700218|160|84254299|143|EN|X|NOM-114-SCFI-2016|2025-11-13 10:05:03|
1925|5700226|160|39263002|61|EN|U|NOM-050-SCFI-2004|2025-11-12 18:32:01|
3471|5600952|160|87082999|10|PS|XIX||2025-11-27 17:41:05|
1925|5700226|160|87089999|66|EN|X|NOM-050-SCFI-2004|2025-11-12 18:32:01|
1925|5700273|160|85365099|44|EN|X|NOM-003-SCFI-2014|2025-11-19 09:44:04|
1925|5700357|160|87082999|94|PS|XIX||2025-11-21 11:53:02|
