Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveContribucion|FormaPago|ImportePago|FechaPagoReal
1925|5700214|160|73181599|9|3|0|161|2025-11-12 18:15:01|
1925|5100825|160|87082999|11|3|0|1967|2025-11-12 16:35:02|
3471|5600862|160|73262006|132|3|0|8|2025-11-14 16:48:01|
1925|5700216|160|87082999|62|3|0|143|2025-11-12 18:20:01|
1925|5700240|160|87081099|55|3|0|1283|2025-11-13 11:24:02|
3471|5600862|160|39269099|29|3|0|30|2025-11-14 16:48:01|
1925|5700316|160|73181599|2|3|0|64|2025-11-28 11:26:01|
3471|5600798|160|39199099|24|3|0|6|2025-11-14 16:30:06|
3471|5600944|160|94019999|177|3|0|103|2025-11-27 19:08:01|
1925|5700238|160|85371004|153|3|0|2056|2025-11-13 14:41:01|
1925|5700238|160|73181599|73|6|0|78|2025-11-13 14:41:01|
1925|5700302|160|73182403|46|6|0|142|2025-11-28 11:39:01|
1925|5001392|160|39263002|30|3|0|3604|2025-11-13 13:04:03|
3471|5600944|160|87082999|80|3|0|187|2025-11-27 19:08:01|
3471|5600798|160|39199099|21|3|0|17|2025-11-14 16:30:06|
1925|5700240|160|85371006|77|3|0|12884|2025-11-13 11:24:02|
1925|5001388|160|87082919|138|3|0|3733|2025-11-13 13:04:02|
1925|5100831|160|87082999|44|3|0|215|2025-11-12 16:35:03|
1925|5700214|160|87085099|45|6|0|50|2025-11-12 18:15:01|
3471|5600794|160|87082999|86|3|0|1368|2025-11-14 15:50:01|
1925|5700218|160|73181599|18|6|0|272|2025-11-13 10:05:03|
3471|5600798|160|73181599|73|6|0|252|2025-11-14 16:30:06|
1925|5700306|160|73269099|35|6|0|725|2025-11-28 11:04:03|
1925|5700240|160|39269014|74|3|0|251|2025-11-13 11:24:02|
3043|5003412|523|73269099|1|3|0|3|2025-11-26 17:04:02|
1925|5700238|160|73262006|57|3|0|8|2025-11-13 14:41:01|
1925|5700238|160|87085099|149|3|0|15288|2025-11-13 14:41:01|
3577|5102460|521|84672101|1|3|0|2155|2025-11-26 14:06:01|
1925|5001390|160|87082999|68|3|0|660|2025-11-13 13:04:03|
3471|5600945|160|73181599|12|3|0|12|2025-11-27 18:24:02|
3471|5600798|160|87082999|189|3|0|684|2025-11-14 16:30:06|
1925|5100829|160|94019999|37|3|0|549|2025-11-12 16:35:03|
1925|5700238|160|87085099|121|3|0|2259|2025-11-13 14:41:01|
1925|5001388|160|40169999|79|3|0|63|2025-11-13 13:04:02|
1925|5700214|160|73181599|72|3|0|305|2025-11-12 18:15:01|
3577|5102368|521|87089999|35|3|0|11|2025-11-13 19:27:00|
1925|5001394|160|73181599|36|3|0|450|2025-11-13 11:32:07|
3471|5600798|160|40093106|39|3|0|187|2025-11-14 16:30:06|
1925|5700316|160|87082999|91|3|0|330|2025-11-28 11:26:01|
3471|5600798|160|87082999|187|3|0|2351|2025-11-14 16:30:06|
3043|5003654|523|56090002|1|3|0|7669|2025-11-28 16:50:02|
1925|5700238|160|87082999|81|3|0|131|2025-11-13 14:41:01|
3471|5600862|160|40169999|43|3|0|644|2025-11-14 16:48:01|
1925|5700351|160|87082999|33|3|0|2270|2025-11-28 14:22:01|
3471|5600798|160|87082999|151|3|0|144|2025-11-14 16:30:06|
3471|5600946|160|87082999|60|3|0|902|2025-11-28 20:35:00|
1925|5100827|160|39199099|39|3|0|233|2025-11-12 16:35:05|
3471|5600798|160|73181599|71|3|0|122|2025-11-14 16:30:06|
3471|5600860|160|40169304|16|3|0|93|2025-11-14 16:30:07|
1925|5700226|160|39199099|70|3|0|28|2025-11-12 18:32:01|
1925|5700234|160|87082919|10|3|0|3692|2025-11-13 10:44:02|
1925|5700238|160|39269099|177|3|0|48|2025-11-13 14:41:01|
1925|5700238|160|84879006|66|3|0|48|2025-11-13 14:41:01|
1925|5100827|160|87089999|83|3|0|319|2025-11-12 16:35:05|
1925|5700307|160|73269099|2|3|0|120|2025-11-28 11:14:02|
3471|5600862|160|73181599|100|6|0|104|2025-11-14 16:48:01|
1925|5700351|160|87082201|69|3|0|286|2025-11-28 14:22:01|
1925|5700238|160|73181606|49|3|0|193|2025-11-13 14:41:01|
3471|5600862|160|73181599|67|3|0|64|2025-11-14 16:48:01|
3471|5600946|160|98020019|207|3|0|9|2025-11-28 20:35:00|
3471|5600798|160|73181599|52|3|0|17|2025-11-14 16:30:06|
3471|5600944|160|87082999|113|3|0|743|2025-11-27 19:08:01|
1925|5100827|160|87085099|123|6|0|310|2025-11-12 16:35:05|
1925|5100823|160|73181599|105|6|0|26|2025-11-12 16:31:00|
1925|5001388|160|73072202|4|6|0|466|2025-11-13 13:04:02|
1925|5100825|160|87082999|106|3|0|259|2025-11-12 16:35:02|
3471|5600858|160|94012001|90|3|0|364|2025-11-14 17:16:03|
1925|5700238|160|73181606|114|3|0|1849|2025-11-13 14:41:01|
1925|5100823|160|73181599|89|6|0|39|2025-11-12 16:31:00|
1925|5100827|160|87085099|159|3|0|29088|2025-11-12 16:35:05|
3471|5600944|160|87088005|137|3|0|286|2025-11-27 19:08:01|
3471|5600798|160|85365099|127|3|0|400|2025-11-14 16:30:06|
3471|5600946|160|98020019|239|3|0|146|2025-11-28 20:35:00|
3471|5600792|160|73181599|56|6|0|56|2025-11-14 17:05:01|
3471|5600796|160|87082999|49|3|0|378|2025-11-14 17:16:03|
3471|5600944|160|87082999|92|3|0|94|2025-11-27 19:08:01|
3471|5600798|160|73182291|91|3|0|6|2025-11-14 16:30:06|
1925|5700302|160|73181599|38|6|0|58|2025-11-28 11:39:01|
1925|5100827|160|87082999|191|3|0|1214|2025-11-12 16:35:05|
1925|5700238|160|73181606|50|3|0|338|2025-11-13 14:41:01|
1925|5100829|160|85122099|48|3|0|12931|2025-11-12 16:35:03|
3471|5600864|160|87089999|102|3|0|1954|2025-11-14 16:48:03|
1925|5100831|160|40093106|38|3|0|179|2025-11-12 16:35:03|
1925|5700238|160|87082999|98|3|0|569|2025-11-13 14:41:01|
1925|5700214|160|73181599|72|6|0|492|2025-11-12 18:15:01|
3471|5600864|160|87089999|101|3|0|738|2025-11-14 16:48:03|
1925|5700316|160|87082999|26|3|0|964|2025-11-28 11:26:01|
3471|5600862|160|87089999|219|3|0|162|2025-11-14 16:48:01|
1925|5700302|160|87082999|58|3|0|164|2025-11-28 11:39:01|
1925|5100825|160|40091102|132|3|0|66|2025-11-12 16:35:02|
3471|5600796|160|85129007|13|3|0|52|2025-11-14 17:16:03|
3471|5600944|160|87088005|132|3|0|1547|2025-11-27 19:08:01|
3471|5600798|160|87089999|223|3|0|2597|2025-11-14 16:30:06|
1925|5700349|160|87082999|6|3|0|261|2025-11-24 13:18:01|
1925|5100827|160|94019999|59|3|0|558|2025-11-12 16:35:05|
3471|5600798|160|73182403|99|6|0|28|2025-11-14 16:30:06|
1925|5700238|160|73181599|14|3|0|100|2025-11-13 14:41:01|
1925|5001388|160|87082201|55|3|0|483|2025-11-13 13:04:02|
1925|5700226|160|39263002|94|3|0|504|2025-11-12 18:32:01|
1925|5700208|160|87089999|9|3|0|850|2025-11-13 11:04:05|
1925|5100823|160|73181599|69|3|0|64|2025-11-12 16:31:00|
1925|5100827|160|49089099|99|6|0|117|2025-11-12 16:35:05|
1925|5700320|160|73269099|37|3|0|651|2025-11-28 11:22:01|
3471|5600798|160|87088007|199|3|0|1983|2025-11-14 16:30:06|
3471|5600948|160|87082999|30|3|0|292|2025-11-27 18:38:02|
1925|5100825|160|70091099|84|3|0|931|2025-11-12 16:35:02|
1925|5100825|160|87082999|60|3|0|495|2025-11-12 16:35:02|
3471|5600948|160|87082999|26|3|0|429|2025-11-27 18:38:02|
3471|5600797|160|73269099|3|6|0|506|2025-11-14 17:05:02|
3471|5600948|160|87082999|46|3|0|683|2025-11-27 18:38:02|
1925|5100827|160|39199099|111|3|0|169|2025-11-12 16:35:05|
1925|5100823|160|87089999|41|3|0|185|2025-11-12 16:31:00|
1925|5700214|160|85013199|71|3|0|13510|2025-11-12 18:15:01|
3471|5600798|160|40093106|40|3|0|145|2025-11-14 16:30:06|
3471|5600793|160|73269099|4|6|0|1013|2025-11-14 15:49:02|
1925|5001392|160|85443099|27|6|0|319|2025-11-13 13:04:03|
1925|5100823|160|87082999|13|3|0|1256|2025-11-12 16:31:00|
3471|5600860|160|39174001|3|3|0|507|2025-11-14 16:30:07|
3471|5600944|160|87082999|99|3|0|69|2025-11-27 19:08:01|
3471|5600798|160|85044099|119|3|0|463|2025-11-14 16:30:06|
1925|5700316|160|87082999|30|3|0|200|2025-11-28 11:26:01|
1925|5100825|160|87082999|87|3|0|36|2025-11-12 16:35:02|
1925|5700238|160|85365099|133|3|0|558|2025-11-13 14:41:01|
1925|5700302|160|39269099|144|3|0|75|2025-11-28 11:39:01|
3471|5600864|160|39199099|2|6|0|376|2025-11-14 16:48:03|
3471|5600946|160|39269029|4|3|0|73|2025-11-28 20:35:00|
1925|5700214|160|73269099|2|6|0|39|2025-11-12 18:15:01|
1925|5700232|160|94019999|47|3|0|72|2025-11-13 09:50:05|
3471|5600798|160|39199099|6|3|0|17|2025-11-14 16:30:06|
1925|5700224|160|87082919|12|3|0|738|2025-11-12 18:26:02|
1925|5100823|160|73181599|148|6|0|58|2025-11-12 16:31:00|
1925|5700226|160|85122099|128|3|0|2069|2025-11-12 18:32:01|
1925|5100829|160|73181599|40|6|0|104|2025-11-12 16:35:03|
1925|5700214|160|73182291|42|3|0|177|2025-11-12 18:15:01|
3471|5600944|160|98020019|195|3|0|304|2025-11-27 19:08:01|
3471|5600798|160|73182291|95|3|0|46|2025-11-14 16:30:06|
1925|5700316|160|40093106|56|3|0|259|2025-11-28 11:26:01|
1925|5700238|160|73181599|73|3|0|48|2025-11-13 14:41:01|
3471|5600795|160|63079099|1|6|0|166|2025-11-14 15:49:02|
3471|5600948|160|87089999|78|3|0|1216|2025-11-27 18:38:02|
3471|5600796|160|87082999|84|3|0|337|2025-11-14 17:16:03|
1925|5700302|160|73181599|43|6|0|78|2025-11-28 11:39:01|
3471|5600866|160|39269099|7|3|0|84|2025-11-14 16:09:02|
1925|5700238|160|73181401|38|3|0|8|2025-11-13 14:41:01|
1925|5001390|160|87089203|61|3|0|8805|2025-11-13 13:04:03|
1925|5700204|160|39174001|92|3|0|555|2025-11-13 10:37:02|
1925|5100823|160|73182999|160|3|0|583|2025-11-12 16:31:00|
1925|5700204|160|73181599|8|6|0|272|2025-11-13 10:37:02|
1925|5001392|160|85365099|35|3|0|558|2025-11-13 13:04:03|
1925|5700214|160|73182291|20|3|0|8|2025-11-12 18:15:01|
1925|5700302|160|39199099|63|6|0|39|2025-11-28 11:39:01|
3471|5600796|160|87082999|42|3|0|49|2025-11-14 17:16:03|
1925|5700316|160|39199099|80|3|0|16|2025-11-28 11:26:01|
1925|5700238|160|73262006|57|6|0|11|2025-11-13 14:41:01|
3471|5600798|160|87089999|217|3|0|254|2025-11-14 16:30:06|
3471|5600944|160|87089203|139|3|0|623|2025-11-27 19:08:01|
1925|5100823|160|73269099|221|3|0|314|2025-11-12 16:31:00|
1925|5700302|160|87082101|127|3|0|3240|2025-11-28 11:39:01|
3471|5600798|160|87082999|149|3|0|146|2025-11-14 16:30:06|
1925|5001386|160|73182291|47|3|0|64|2025-11-13 13:04:02|
3471|5600862|160|73181599|87|6|0|207|2025-11-14 16:48:01|
3471|5600798|160|73181599|60|6|0|196|2025-11-14 16:30:06|
1925|5700218|160|87082999|6|3|0|528|2025-11-13 10:05:03|
1925|5700218|160|87082999|5|3|0|1210|2025-11-13 10:05:03|
3471|5600862|160|87082919|181|3|0|7385|2025-11-14 16:48:01|
3471|5600798|160|87082999|177|3|0|236|2025-11-14 16:30:06|
1925|5700302|160|87089412|89|3|0|17030|2025-11-28 11:39:01|
1925|5700214|160|85365099|57|3|0|576|2025-11-12 18:15:01|
1925|5700308|160|73181599|5|6|0|1398|2025-11-28 11:14:03|
1925|5700238|160|73182999|97|6|0|939|2025-11-13 14:41:01|
1925|5700216|160|87082999|9|3|0|233|2025-11-12 18:20:01|
1925|5700310|160|87082201|8|3|0|6541|2025-11-28 11:13:02|
3471|5600862|160|87082919|184|3|0|7385|2025-11-14 16:48:01|
1925|5700304|160|87089412|29|3|0|3663|2025-11-28 11:04:02|
3471|5600798|160|73182291|93|3|0|12|2025-11-14 16:30:06|
1925|5001390|160|73181606|49|6|0|13|2025-11-13 13:04:03|
3577|5102368|521|73181599|19|6|0|114|2025-11-13 19:27:00|
1925|5700204|160|85122099|121|3|0|12931|2025-11-13 10:37:02|
3471|5600798|160|87082201|132|3|0|6818|2025-11-14 16:30:06|
1925|5100823|160|87089203|11|3|0|674|2025-11-12 16:31:00|
1925|5001390|160|87082999|21|3|0|1375|2025-11-13 13:04:03|
3471|5600798|160|84073304|114|3|0|181456|2025-11-14 16:30:06|
1925|5700302|160|73202005|115|3|0|48|2025-11-28 11:39:01|
3577|5102368|521|85129007|21|3|0|9|2025-11-13 19:27:00|
1925|5700316|160|87082999|35|3|0|110|2025-11-28 11:26:01|
1925|5700238|160|73181606|49|6|0|311|2025-11-13 14:41:01|
1925|5001388|160|87082201|61|3|0|251|2025-11-13 13:04:02|
1925|5700316|160|49089099|75|6|0|26|2025-11-28 11:26:01|
3471|5600796|160|87082201|20|3|0|26033|2025-11-14 17:16:03|
1925|5700302|160|87085099|79|3|0|25805|2025-11-28 11:39:01|
3471|5600798|160|87082999|186|3|0|3922|2025-11-14 16:30:06|
3471|5600798|160|87082999|191|3|0|3096|2025-11-14 16:30:06|
3471|5600792|160|94019999|258|3|0|99|2025-11-14 17:05:01|
1925|5700204|160|83023091|81|3|0|257|2025-11-13 10:37:02|
1925|5700204|160|87089412|57|3|0|21292|2025-11-13 10:37:02|
1925|5001393|160|73269099|4|6|0|311|2025-11-13 11:32:03|
1925|5001386|160|73269099|143|3|0|334|2025-11-13 13:04:02|
1925|5100823|160|87088005|19|3|0|479|2025-11-12 16:31:00|
1925|5700302|160|87088005|147|3|0|60|2025-11-28 11:39:01|
1925|5700210|160|87082919|55|3|0|3692|2025-11-12 17:57:01|
1925|5700308|160|73181599|10|3|0|723|2025-11-28 11:14:03|
1925|5700242|160|94019999|3|3|0|116|2025-11-13 11:23:02|
1925|5001388|160|39235001|25|3|0|24|2025-11-13 13:04:02|
1925|5700308|160|73181599|2|3|0|932|2025-11-28 11:14:03|
3471|5600864|160|87082999|54|3|0|654|2025-11-14 16:48:03|
3471|5600946|160|98020019|153|3|0|155|2025-11-28 20:35:00|
1925|5100823|160|87082919|213|3|0|7385|2025-11-12 16:31:00|
1925|5700208|160|87082999|14|3|0|660|2025-11-13 11:04:05|
1925|5001388|160|87082201|60|3|0|1390|2025-11-13 13:04:02|
1925|5700204|160|73181599|1|6|0|104|2025-11-13 10:37:02|
1925|5001388|160|39269099|39|3|0|18|2025-11-13 13:04:02|
3471|5600862|160|73181599|99|6|0|285|2025-11-14 16:48:01|
1925|5001388|160|87082999|10|3|0|662|2025-11-13 13:04:02|
3471|5600798|160|87082919|141|3|0|1469|2025-11-14 16:30:06|
1925|5700304|160|87082999|11|3|0|373|2025-11-28 11:04:02|
1925|5100825|160|39199099|120|6|0|175|2025-11-12 16:35:02|
1925|5700314|160|87082201|13|3|0|1635|2025-11-28 11:33:03|
1925|5700242|160|94019999|45|3|0|60|2025-11-13 11:23:02|
1925|5001388|160|87082999|105|3|0|1083|2025-11-13 13:04:02|
3471|5600944|160|94019999|191|3|0|21|2025-11-27 19:08:01|
3471|5600727|160|90318099|1|3|0|5968|2025-11-13 09:40:06|
1925|5700308|160|87082919|49|3|0|3692|2025-11-28 11:14:03|
1925|5700214|160|73181606|18|6|0|291|2025-11-12 18:15:01|
1925|5001390|160|87082999|29|3|0|904|2025-11-13 13:04:03|
1925|5700226|160|84833004|126|3|0|257|2025-11-12 18:32:01|
1925|5700218|160|39269099|167|3|0|1435|2025-11-13 10:05:03|
1925|5100825|160|39269099|81|3|0|18|2025-11-12 16:35:02|
1925|5001392|160|39263002|41|3|0|439|2025-11-13 13:04:03|
1925|5001390|160|87089999|53|3|0|3822|2025-11-13 13:04:03|
1925|5100823|160|73181599|83|3|0|72|2025-11-12 16:31:00|
3471|5600946|160|98020019|205|3|0|69|2025-11-28 20:35:00|
1925|5100825|160|87082999|16|3|0|241|2025-11-12 16:35:02|
1925|5700316|160|39199099|87|3|0|24|2025-11-28 11:26:01|
1925|5100827|160|40169901|152|3|0|24|2025-11-12 16:35:05|
1925|5700240|160|73269099|72|6|0|246|2025-11-13 11:24:02|
1925|5700320|160|87082999|72|3|0|113|2025-11-28 11:22:01|
1925|5700239|160|73269099|2|3|0|233|2025-11-13 11:28:01|
1925|5700302|160|85122002|95|3|0|4997|2025-11-28 11:39:01|
1925|5100823|160|87089999|71|3|0|1330|2025-11-12 16:31:00|
1925|5001388|160|87089999|2|3|0|271|2025-11-13 13:04:02|
1925|5700218|160|73181599|21|3|0|322|2025-11-13 10:05:03|
1925|5700240|160|70091099|48|3|0|1131|2025-11-13 11:24:02|
1925|5700218|160|87082919|176|3|0|7385|2025-11-13 10:05:03|
1925|5001392|160|87082919|53|3|0|11076|2025-11-13 13:04:03|
1925|5001388|160|94019999|122|3|0|337|2025-11-13 13:04:02|
1925|5100823|160|73181599|79|3|0|32|2025-11-12 16:31:00|
1925|5700312|160|94019999|33|3|0|72|2025-11-28 11:37:01|
3577|5102374|521|84672902|1|3|0|1864|2025-11-12 14:55:01|
3471|5600944|160|98020019|202|3|0|619|2025-11-27 19:08:01|
1925|5100828|160|73269099|2|3|0|1080|2025-11-12 16:35:04|
1925|5700240|160|85122099|40|3|0|456|2025-11-13 11:24:02|
1925|5700302|160|40093106|106|3|0|358|2025-11-28 11:39:01|
3577|5102368|521|49089099|14|6|0|192|2025-11-13 19:27:00|
1925|5700302|160|73181599|135|3|0|305|2025-11-28 11:39:01|
1925|5100829|160|94019999|2|3|0|137|2025-11-12 16:35:03|
1925|5001392|160|83023091|39|3|0|257|2025-11-13 13:04:03|
1925|5700218|160|73182403|61|6|0|142|2025-11-13 10:05:03|
3471|5600798|160|87082999|152|3|0|715|2025-11-14 16:30:06|
1925|5100823|160|39269014|232|3|0|161|2025-11-12 16:31:00|
1925|5100830|160|73269099|3|6|0|160|2025-11-12 16:35:03|
1925|5001388|160|40169304|94|3|0|84|2025-11-13 13:04:02|
1925|5700216|160|87082999|54|3|0|84|2025-11-12 18:20:01|
3471|5600946|160|98020019|231|3|0|58|2025-11-28 20:35:00|
1925|5100825|160|39199099|120|3|0|108|2025-11-12 16:35:02|
1925|5700316|160|39199099|84|3|0|4|2025-11-28 11:26:01|
3471|5600792|160|94019999|238|3|0|155|2025-11-14 17:05:01|
1925|5001388|160|87082999|17|3|0|2632|2025-11-13 13:04:02|
1925|5700320|160|87082999|36|3|0|1661|2025-11-28 11:22:01|
1925|5700204|160|87088005|42|3|0|3668|2025-11-13 10:37:02|
1925|5700312|160|87082999|12|3|0|594|2025-11-28 11:37:01|
3471|5600866|160|87082999|50|3|0|1375|2025-11-14 16:09:02|
1925|5001388|160|40091102|82|3|0|51|2025-11-13 13:04:02|
1925|5001390|160|87082999|13|3|0|66|2025-11-13 13:04:03|
3577|5102368|521|39235001|7|6|0|10|2025-11-13 19:27:00|
1925|5001391|160|73269099|2|6|0|4306|2025-11-13 11:32:03|
1925|5700242|160|94019999|52|3|0|170|2025-11-13 11:23:02|
1925|5100823|160|90328999|34|3|0|9557|2025-11-12 16:31:00|
3471|5600866|160|87082999|78|3|0|326|2025-11-14 16:09:02|
1925|5700302|160|40091102|151|3|0|66|2025-11-28 11:39:01|
3471|5600862|160|73181599|54|3|0|24|2025-11-14 16:48:01|
1925|5700308|160|87088005|52|3|0|788|2025-11-28 11:14:03|
1925|5700234|160|87082919|9|3|0|3692|2025-11-13 10:44:02|
3471|5600858|160|73181599|12|6|0|1340|2025-11-14 17:16:03|
1925|5700320|160|87082999|16|3|0|1316|2025-11-28 11:22:01|
3471|5600862|160|73181606|110|3|0|1849|2025-11-14 16:48:01|
1925|5700316|160|39199099|77|3|0|8|2025-11-28 11:26:01|
3471|5600864|160|87082999|80|3|0|260|2025-11-14 16:48:03|
1925|5700238|160|73181401|38|6|0|13|2025-11-13 14:41:01|
1925|5700212|160|87082201|6|3|0|1636|2025-11-12 18:08:01|
1925|5100825|160|87082999|53|3|0|33|2025-11-12 16:35:02|
1925|5001388|160|87082999|11|3|0|680|2025-11-13 13:04:02|
1925|5001395|160|73269099|6|3|0|197|2025-11-13 11:32:04|
1925|5100823|160|87088009|43|6|0|41|2025-11-12 16:31:00|
3471|5600862|160|73269099|139|3|0|563|2025-11-14 16:48:01|
3471|5600946|160|39269020|3|3|0|627|2025-11-28 20:35:00|
1925|5700204|160|73181599|2|6|0|39|2025-11-13 10:37:02|
3471|5600944|160|87082999|128|3|0|189|2025-11-27 19:08:01|
1925|5700200|160|87082999|57|3|0|259|2025-11-13 10:25:05|
1925|5001386|160|73181599|21|6|0|570|2025-11-13 13:04:02|
3471|5600948|160|87082999|52|3|0|206|2025-11-27 18:38:02|
1925|5700204|160|39174001|94|3|0|576|2025-11-13 10:37:02|
3471|5600950|160|98020019|121|3|0|17|2025-11-27 18:19:02|
3471|5600862|160|87085099|203|6|0|853|2025-11-14 16:48:01|
1925|5100823|160|87085099|181|6|0|353|2025-11-12 16:31:00|
1925|5700214|160|39269099|66|3|0|80|2025-11-12 18:15:01|
3471|5600794|160|87141099|126|3|0|176|2025-11-14 15:50:01|
1925|5100825|160|39235001|35|3|0|42|2025-11-12 16:35:02|
3471|5600792|160|73181606|78|6|0|9|2025-11-14 17:05:01|
1925|5100823|160|73182291|125|6|0|26|2025-11-12 16:31:00|
3471|5600866|160|87141099|100|3|0|245|2025-11-14 16:09:02|
3471|5600946|160|73202005|27|3|0|69|2025-11-28 20:35:00|
1925|5700218|160|87089999|67|3|0|286|2025-11-13 10:05:03|
1925|5700304|160|73181606|1|6|0|207|2025-11-28 11:04:02|
1925|5700232|160|87089999|13|3|0|585|2025-11-13 09:50:05|
3471|5600860|160|94019999|118|3|0|463|2025-11-14 16:30:07|
3471|5600948|160|87082999|20|3|0|352|2025-11-27 18:38:02|
1925|5700218|160|73181599|31|6|0|78|2025-11-13 10:05:03|
3471|5600946|160|87082999|87|3|0|421|2025-11-28 20:35:00|
3471|5600866|160|40169901|11|3|0|24|2025-11-14 16:09:02|
1925|5100827|160|94019999|57|3|0|126|2025-11-12 16:35:05|
1925|5700230|160|87082999|11|3|0|2623|2025-11-13 09:40:03|
1925|5100823|160|87082999|201|3|0|1320|2025-11-12 16:31:00|
1925|5700216|160|87082201|56|3|0|209|2025-11-12 18:20:01|
1925|5700238|160|73181606|46|6|0|291|2025-11-13 14:41:01|
1925|5100827|160|40169901|53|3|0|80|2025-11-12 16:35:05|
1925|5700210|160|87082999|11|3|0|473|2025-11-12 17:57:01|
1925|5700312|160|73181599|49|3|0|64|2025-11-28 11:37:01|
3471|5600862|160|73181599|82|6|0|787|2025-11-14 16:48:01|
3471|5600948|160|87082999|24|3|0|1022|2025-11-27 18:38:02|
1925|5700232|160|87082999|41|3|0|181|2025-11-13 09:50:05|
1925|5700236|160|39199099|38|3|0|4|2025-11-13 10:49:01|
1925|5700302|160|87089999|129|3|0|456|2025-11-28 11:39:01|
1925|5100823|160|87082999|164|3|0|200|2025-11-12 16:31:00|
1925|5700302|160|39269099|112|3|0|84|2025-11-28 11:39:01|
1925|5700210|160|87081099|47|6|0|760|2025-11-12 17:57:01|
1925|5001392|160|87089999|12|3|0|286|2025-11-13 13:04:03|
1925|5700216|160|87088005|80|3|0|185|2025-11-12 18:20:01|
1925|5001390|160|94019999|39|3|0|462|2025-11-13 13:04:03|
1925|5100829|160|87082999|7|3|0|358|2025-11-12 16:35:03|
1925|5100823|160|73181599|77|3|0|305|2025-11-12 16:31:00|
1925|5700214|160|73182291|20|6|0|13|2025-11-12 18:15:01|
3471|5600798|160|87089999|210|3|0|595|2025-11-14 16:30:06|
1925|5700309|160|73269099|2|3|0|122|2025-11-28 11:14:04|
3471|5600862|160|73181606|106|6|0|32|2025-11-14 16:48:01|
3043|5003653|523|56090002|1|6|0|4317|2025-11-28 16:50:03|
3471|5600858|160|73181599|8|6|0|751|2025-11-14 17:16:03|
1925|5700218|160|73182403|142|6|0|285|2025-11-13 10:05:03|
1925|5700312|160|87082999|20|3|0|483|2025-11-28 11:37:01|
1925|5100825|160|87082999|96|3|0|90|2025-11-12 16:35:02|
1925|5700302|160|87088005|84|3|0|9987|2025-11-28 11:39:01|
1925|5700216|160|87082999|53|3|0|90|2025-11-12 18:20:01|
1925|5001390|160|87082999|22|3|0|1362|2025-11-13 13:04:03|
1925|5100823|160|73181599|101|3|0|225|2025-11-12 16:31:00|
3471|5600792|160|73181504|44|3|0|69|2025-11-14 17:05:01|
1925|5700226|160|73269099|14|3|0|145|2025-11-12 18:32:01|
3471|5600794|160|90262003|128|3|0|41|2025-11-14 15:50:01|
1925|5700226|160|73269099|121|3|0|470|2025-11-12 18:32:01|
3471|5600858|160|87089412|71|3|0|388|2025-11-14 17:16:03|
1925|5700301|160|73269099|3|6|0|155|2025-11-28 10:52:03|
1925|5100825|160|87082999|48|3|0|84|2025-11-12 16:35:02|
1925|5700312|160|73181599|41|3|0|72|2025-11-28 11:37:01|
1925|5700218|160|73181606|190|6|0|1496|2025-11-13 10:05:03|
1925|5700216|160|85291009|33|3|0|1772|2025-11-12 18:20:01|
1925|5700304|160|87082999|12|3|0|298|2025-11-28 11:04:02|
1925|5100825|160|87082999|100|3|0|75|2025-11-12 16:35:02|
1925|5700313|160|73269099|1|6|0|773|2025-11-28 11:33:01|
3471|5600858|160|73181599|7|3|0|225|2025-11-14 17:16:03|
1925|5700216|160|87082201|68|3|0|265|2025-11-12 18:20:01|
3471|5600794|160|87082999|84|3|0|2351|2025-11-14 15:50:01|
1925|5100823|160|73181599|103|6|0|1136|2025-11-12 16:31:00|
1925|5700226|160|73181599|6|6|0|162|2025-11-12 18:32:01|
3471|5600794|160|87082999|72|3|0|187|2025-11-14 15:50:01|
1925|5700226|160|39199099|89|6|0|39|2025-11-12 18:32:01|
3471|5600858|160|85129007|27|3|0|72|2025-11-14 17:16:03|
1925|5700297|160|87087099|36|3|0|22790|2025-11-27 13:25:01|
1925|5100823|160|84818022|52|3|0|4699|2025-11-12 16:31:00|
1925|5700302|160|39269099|40|3|0|21|2025-11-28 11:39:01|
1925|5100825|160|87082919|26|3|0|7385|2025-11-12 16:35:02|
1925|5001386|160|87088007|81|3|0|2299|2025-11-13 13:04:02|
3471|5600950|160|98020019|133|3|0|45726|2025-11-27 18:19:02|
3471|5600862|160|73269099|138|3|0|193|2025-11-14 16:48:01|
1925|5700297|160|87082999|28|3|0|1973|2025-11-27 13:25:01|
3471|5600860|160|87089999|101|3|0|143|2025-11-14 16:30:07|
1925|5001392|160|87088005|24|3|0|5985|2025-11-13 13:04:03|
1925|5700214|160|39269014|1|3|0|78|2025-11-12 18:15:01|
3471|5600795|160|73269099|4|6|0|770|2025-11-14 15:49:02|
1925|5700226|160|87082999|42|3|0|69|2025-11-12 18:32:01|
3471|5600863|160|56090002|1|6|0|3952|2025-11-14 16:10:03|
1925|5001390|160|94019999|34|3|0|60|2025-11-13 13:04:03|
1925|5700238|160|73181599|32|3|0|257|2025-11-13 14:41:01|
1925|5700351|160|87082999|28|3|0|19671|2025-11-28 14:22:01|
1925|5100827|160|94019999|61|3|0|337|2025-11-12 16:35:05|
3471|5600950|160|39269099|13|3|0|43|2025-11-27 18:19:02|
1925|5700242|160|87082999|38|3|0|245|2025-11-13 11:23:02|
1925|5001386|160|85371099|101|3|0|12333|2025-11-13 13:04:02|
