Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveContribucion|FormaPago|ImportePago|FechaPagoReal
1925|5700359|160|94019999|75|3|0|12|2025-11-21 11:54:06|
1925|5001374|160|39174001|167|3|0|251|2025-11-01 11:06:01|
3577|5102337|521|85365099|31|3|0|15|2025-11-05 11:14:03|
1925|5700359|160|83023091|55|3|0|33|2025-11-21 11:54:06|
3577|5102337|521|73269099|18|3|0|6|2025-11-05 11:14:03|
1925|5700357|160|39199099|119|6|0|26|2025-11-21 11:53:02|
1925|5001374|160|87088005|108|3|0|9487|2025-11-01 11:06:01|
1925|5001374|160|39269099|159|3|0|1054|2025-11-01 11:06:01|
1925|5700351|160|87082999|36|3|0|1214|2025-11-28 14:22:01|
1925|5700331|160|73181599|30|6|0|100|2025-11-21 12:15:02|
3471|5600787|160|39199099|12|3|0|22|2025-11-20 10:54:04|
3471|5600947|160|63079099|1|3|0|598|2025-11-28 20:17:01|
1637|5201476|521|85444299|15|3|0|201|2025-11-06 23:20:01|
1925|5001374|160|87082922|128|3|0|343|2025-11-01 11:06:01|
1925|5700337|160|73269099|26|3|0|278|2025-11-21 12:23:01|
3577|5102337|521|87088099|45|3|0|117|2025-11-05 11:14:03|
1925|5700335|160|94019999|17|3|0|77|2025-11-21 12:21:01|
3577|5102337|521|87085099|43|6|0|70|2025-11-05 11:14:03|
1925|5001374|160|87089412|110|3|0|286|2025-11-01 11:06:01|
1925|5700357|160|40169999|74|3|0|507|2025-11-21 11:53:02|
3577|5102337|521|87089999|55|3|0|25|2025-11-05 11:14:03|
1925|5700337|160|87088005|30|3|0|819|2025-11-21 12:23:01|
3897|5611271|240|00000000|1|3|6|594448|2025-11-03 16:00:09|
1925|5001374|160|73181599|26|3|0|138|2025-11-01 11:06:01|
1925|5700319|160|73269099|2|6|0|160|2025-11-28 11:23:03|
1925|5700331|160|73182291|46|3|0|21|2025-11-21 12:15:02|
1925|5001423|160|87082919|257|3|0|2904|2025-11-19 12:01:02|
3471|5600948|160|87082999|49|3|0|541|2025-11-27 18:38:02|
1925|5001374|160|39199099|135|3|0|8|2025-11-01 11:06:01|
1925|5001374|160|85182202|255|6|0|4337|2025-11-01 11:06:01|
1925|5100854|160|39199099|37|3|0|19|2025-11-19 11:25:05|
3577|5102337|521|87082201|38|3|0|3225|2025-11-05 11:14:03|
1925|5700369|160|39199099|33|3|0|114|2025-11-21 18:50:03|
1925|5001374|160|39199099|134|3|0|8|2025-11-01 11:06:01|
1925|5001374|160|85365099|235|3|0|275|2025-11-01 11:06:01|
1925|5700369|160|87082919|77|3|0|20326|2025-11-21 18:50:03|
3577|5102337|521|70091099|9|3|0|71|2025-11-05 11:14:03|
3471|5600734|160|82041299|6|3|0|87|2025-11-20 21:45:00|
1925|5001374|160|39199099|89|6|0|37|2025-11-01 11:06:01|
1637|5201476|521|48211001|1|3|0|3254|2025-11-06 23:20:01|
3471|5600946|160|85389001|47|3|0|348|2025-11-28 20:35:00|
1925|5700273|160|87089999|33|3|0|136|2025-11-19 09:44:04|
1925|5700273|160|87082919|81|3|0|7985|2025-11-19 09:44:04|
1925|5700308|160|94019999|29|3|0|364|2025-11-28 11:14:03|
3577|5102337|521|87085099|43|3|0|238|2025-11-05 11:14:03|
1925|5001374|160|87088007|93|3|0|4756|2025-11-01 11:06:01|
3471|5600780|160|87082919|14|3|0|2904|2025-11-19 19:29:03|
3577|5102337|521|85444299|36|3|0|326|2025-11-05 11:14:03|
1925|5700367|160|87085099|16|3|0|14668|2025-11-21 18:30:05|
1925|5001374|160|39199099|147|6|0|260|2025-11-01 11:06:01|
1925|5001374|160|39269099|168|3|0|1879|2025-11-01 11:06:01|
1925|5700357|160|49089099|161|3|0|108|2025-11-21 11:53:02|
3577|5102337|521|39269099|8|3|0|19|2025-11-05 11:14:03|
1925|5100854|160|87082919|84|3|0|7297|2025-11-19 11:25:05|
1925|5001374|160|73181599|26|6|0|223|2025-11-01 11:06:01|
3577|5102337|521|73181599|13|6|0|644|2025-11-05 11:14:03|
1925|5700306|160|87085099|106|3|0|4280|2025-11-28 11:04:03|
3471|5600778|160|87082999|174|3|0|689|2025-11-21 18:31:03|
1925|5700355|160|70091099|104|3|0|889|2025-11-20 11:41:02|
3471|5600946|160|87082999|75|3|0|53|2025-11-28 20:35:00|
1925|5001374|160|73181599|36|6|0|223|2025-11-01 11:06:01|
1925|5001374|160|70091099|149|6|0|200|2025-11-01 11:06:01|
3471|5600768|160|87082999|66|3|0|90|2025-11-19 16:47:03|
3577|5102337|521|85365099|32|3|0|6|2025-11-05 11:14:03|
1925|5700339|160|87082999|19|3|0|30|2025-11-22 10:51:00|
1925|5001374|160|39199099|146|3|0|192|2025-11-01 11:06:01|
1925|5001374|160|87089999|71|3|0|96|2025-11-01 11:06:01|
1925|5700357|160|87082999|137|3|0|1172|2025-11-21 11:53:02|
3577|5102319|521|87082919|1|3|0|2401|2025-11-03 11:59:01|
1925|5100854|160|85371099|268|3|0|875|2025-11-19 11:25:05|
1925|5001374|160|39199099|135|6|0|12|2025-11-01 11:06:01|
3577|5102337|521|85365099|30|3|0|18|2025-11-05 11:14:03|
1925|5700306|160|39269099|138|3|0|203|2025-11-28 11:04:03|
1925|5700357|160|73181599|21|6|0|737|2025-11-21 11:53:02|
1925|5700355|160|87082101|140|3|0|2896|2025-11-20 11:41:02|
1925|5700306|160|87082999|72|3|0|47|2025-11-28 11:04:03|
3577|5102337|521|87089999|50|3|0|10|2025-11-05 11:14:03|
1925|5001374|160|85182202|117|6|0|4794|2025-11-01 11:06:01|
1925|5100854|160|87089999|204|3|0|733|2025-11-19 11:25:05|
1925|5001374|160|70091099|150|3|0|645|2025-11-01 11:06:01|
1925|5700333|160|84152001|10|3|0|5580|2025-11-21 12:20:02|
1925|5001374|160|87089412|95|3|0|738|2025-11-01 11:06:01|
1925|5001374|160|73181606|43|3|0|143|2025-11-01 11:06:01|
1925|5700357|160|87085099|101|3|0|1776|2025-11-21 11:53:02|
1925|5100881|160|73269099|3|3|0|2084|2025-11-01 08:54:00|
1925|5100854|160|87082999|25|3|0|349|2025-11-19 11:25:05|
1925|5001374|160|49089099|188|3|0|70|2025-11-01 11:06:01|
1925|5001374|160|87089203|74|3|0|333|2025-11-01 11:06:01|
3471|5600946|160|98020019|179|3|0|17|2025-11-28 20:35:00|
1925|5700355|160|73181606|76|6|0|737|2025-11-20 11:41:02|
1925|5100856|160|87089999|117|3|0|1545|2025-11-19 11:27:03|
3471|5600944|160|85444299|57|3|0|571|2025-11-27 19:08:01|
1925|5001374|160|87088007|92|3|0|2081|2025-11-01 11:06:01|
3577|5102337|521|70091099|9|6|0|57|2025-11-05 11:14:03|
1925|5001423|160|73181599|107|6|0|78|2025-11-19 12:01:02|
3577|5102337|521|73182403|17|3|0|14|2025-11-05 11:14:03|
1925|5700367|160|90328999|29|3|0|7515|2025-11-21 18:30:05|
1925|5001374|160|87089412|100|3|0|2540|2025-11-01 11:06:01|
1925|5001374|160|87089999|267|3|0|202|2025-11-01 11:06:01|
3471|5600788|160|73269099|6|3|0|104|2025-11-20 10:54:04|
1925|5100881|160|73269099|2|6|0|168|2025-11-01 08:54:00|
1925|5700340|160|73269099|3|6|0|10049|2025-11-22 10:52:02|
1925|5001374|160|39199099|141|6|0|25|2025-11-01 11:06:01|
1925|5001374|160|39199099|148|6|0|37|2025-11-01 11:06:01|
3471|5600951|160|73269099|1|6|0|2745|2025-11-27 17:47:14|
1925|5100856|160|73182291|50|3|0|19|2025-11-19 11:27:03|
3471|5600787|160|39269099|36|3|0|15|2025-11-20 10:54:04|
1925|5700320|160|87089999|7|3|0|283|2025-11-28 11:22:01|
1637|5201476|521|74122001|17|3|0|670|2025-11-06 23:20:01|
1925|5001374|160|73181599|13|3|0|46|2025-11-01 11:06:01|
1925|5700357|160|87089999|81|3|0|120|2025-11-21 11:53:02|
1925|5001374|160|39174001|166|3|0|541|2025-11-01 11:06:01|
1925|5700357|160|73182291|98|3|0|140|2025-11-21 11:53:02|
1925|5001374|160|73181606|40|3|0|173|2025-11-01 11:06:01|
1925|5001374|160|40169999|203|3|0|34|2025-11-01 11:06:01|
1925|5700289|160|87082999|35|3|0|167|2025-11-26 17:57:07|
1925|5001374|160|87082999|231|3|0|251|2025-11-01 11:06:01|
1925|5700339|160|87082999|11|3|0|116|2025-11-22 10:51:00|
1925|5001374|160|73181599|4|3|0|430|2025-11-01 11:06:01|
1925|5001374|160|39199099|148|3|0|23|2025-11-01 11:06:01|
1925|5700306|160|85365099|88|3|0|2486|2025-11-28 11:04:03|
1925|5700367|160|87089999|2|3|0|226|2025-11-21 18:30:05|
3471|5600787|160|39191001|4|3|0|4|2025-11-20 10:54:04|
3471|5600948|160|87082999|56|3|0|348|2025-11-27 18:38:02|
1925|5001374|160|39199099|88|6|0|12|2025-11-01 11:06:01|
1925|5001374|160|73181599|16|3|0|161|2025-11-01 11:06:01|
1925|5700271|160|87082999|89|3|0|258|2025-11-19 09:42:02|
1925|5001374|160|40091102|216|3|0|57|2025-11-01 11:06:01|
1925|5700357|160|87089999|77|3|0|28|2025-11-21 11:53:02|
3577|5102337|521|39174001|5|3|0|45|2025-11-05 11:14:03|
1925|5100881|160|73269099|4|3|0|436|2025-11-01 08:54:00|
1925|5700357|160|87089999|141|3|0|481|2025-11-21 11:53:02|
3577|5102337|521|70091099|10|6|0|114|2025-11-05 11:14:03|
1925|5700339|160|84152001|43|3|0|5580|2025-11-22 10:51:00|
1925|5001374|160|73181599|33|3|0|809|2025-11-01 11:06:01|
1925|5001374|160|87089203|76|3|0|413|2025-11-01 11:06:01|
1925|5700308|160|84254299|41|3|0|20188|2025-11-28 11:14:03|
1925|5700357|160|73181599|5|6|0|128|2025-11-21 11:53:02|
1925|5100856|160|73181599|68|3|0|38|2025-11-19 11:27:03|
3471|5600944|160|39269099|6|3|0|77|2025-11-27 19:08:01|
1925|5001374|160|87088005|175|3|0|91|2025-11-01 11:06:01|
1925|5001374|160|73181599|57|3|0|35|2025-11-01 11:06:01|
1925|5001423|160|73181599|127|6|0|157|2025-11-19 12:01:02|
3577|5102337|521|87082999|40|6|0|17|2025-11-05 11:14:03|
1925|5700357|160|39199099|113|3|0|6|2025-11-21 11:53:02|
1925|5001374|160|87082999|105|3|0|65|2025-11-01 11:06:01|
1925|5001374|160|87089412|246|3|0|3323|2025-11-01 11:06:01|
1925|5700357|160|73182291|45|6|0|31|2025-11-21 11:53:02|
1925|5001374|160|85371099|224|3|0|12235|2025-11-01 11:06:01|
1925|5700271|160|87082919|113|3|0|5081|2025-11-19 09:42:02|
1925|5001374|160|87089203|77|3|0|641|2025-11-01 11:06:01|
1925|5001374|160|85182202|255|3|0|5357|2025-11-01 11:06:01|
1925|5700306|160|73181599|26|6|0|26|2025-11-28 11:04:03|
1925|5001423|160|85269299|170|3|0|93|2025-11-19 12:01:02|
1925|5001423|160|85444299|214|3|0|267|2025-11-19 12:01:02|
1925|5700306|160|73269099|34|6|0|673|2025-11-28 11:04:03|
1925|5001374|160|39199099|142|3|0|8|2025-11-01 11:06:01|
1925|5001374|160|85365099|125|3|0|530|2025-11-01 11:06:01|
1925|5001423|160|73181606|139|3|0|130|2025-11-19 12:01:02|
1637|5201476|521|85043199|7|3|0|837|2025-11-06 23:20:01|
1925|5700331|160|73181606|128|6|0|1382|2025-11-21 12:15:02|
1925|5001374|160|73181599|24|6|0|890|2025-11-01 11:06:01|
1925|5001374|160|85365099|72|3|0|1374|2025-11-01 11:06:01|
1925|5700357|160|39199099|118|3|0|6|2025-11-21 11:53:02|
3577|5102337|521|87089199|46|3|0|3000|2025-11-05 11:14:03|
1925|5700271|160|39263002|85|3|0|299|2025-11-19 09:42:02|
1925|5001374|160|73181599|63|6|0|74|2025-11-01 11:06:01|
1925|5001374|160|73181599|23|3|0|320|2025-11-01 11:06:01|
3471|5600944|160|98020019|223|3|0|722|2025-11-27 19:08:01|
3471|5600764|160|40169304|34|3|0|55|2025-11-19 19:00:03|
1925|5700369|160|39269099|67|3|0|90|2025-11-21 18:50:03|
1925|5700306|160|73181599|8|6|0|117|2025-11-28 11:04:03|
1925|5001374|160|73181606|111|3|0|553|2025-11-01 11:06:01|
1925|5001374|160|87089999|254|3|0|1019|2025-11-01 11:06:01|
1925|5700329|160|39263002|108|3|0|77|2025-11-20 12:28:02|
3577|5102337|521|84254299|19|3|0|2241|2025-11-05 11:14:03|
1925|5700335|160|83023091|29|3|0|161|2025-11-21 12:21:01|
1925|5001374|160|87082999|263|3|0|256|2025-11-01 11:06:01|
1925|5001374|160|85291009|258|3|0|1683|2025-11-01 11:06:01|
3471|5600788|160|73269099|9|3|0|12|2025-11-20 10:54:04|
1637|5201476|521|85369099|14|3|0|479|2025-11-06 23:20:01|
1925|5700357|160|87082999|85|3|0|160|2025-11-21 11:53:02|
1925|5001374|160|85044099|223|3|0|1666|2025-11-01 11:06:01|
1637|5201476|521|83071099|19|3|0|1563|2025-11-06 23:20:01|
3471|5600944|160|40093106|15|3|0|1027|2025-11-27 19:08:01|
1925|5700273|160|87088005|71|3|0|12089|2025-11-19 09:44:04|
3471|5600787|160|40169999|68|3|0|25|2025-11-20 10:54:04|
1925|5700306|160|73181606|32|6|0|544|2025-11-28 11:04:03|
1637|5201476|521|90322001|3|3|0|42|2025-11-06 23:20:01|
1925|5001374|160|39269099|169|3|0|1655|2025-11-01 11:06:01|
1925|5700359|160|87082999|2|3|0|793|2025-11-21 11:54:06|
3577|5102337|521|87082999|39|3|0|5|2025-11-05 11:14:03|
1925|5700275|160|87082999|13|3|0|69|2025-11-19 09:51:01|
1925|5001374|160|73181599|8|3|0|564|2025-11-01 11:06:01|
1925|5001374|160|40091102|183|3|0|285|2025-11-01 11:06:01|
3471|5600778|160|98020019|47|3|0|212|2025-11-21 18:31:03|
1925|5001374|160|73181599|20|3|0|23|2025-11-01 11:06:01|
1925|5001421|160|73181599|32|6|0|409|2025-11-19 12:01:02|
1925|5100881|160|73269099|3|6|0|3353|2025-11-01 08:54:00|
3577|5102337|521|85122099|23|3|0|137|2025-11-05 11:14:03|
3471|5600952|160|98020019|21|3|0|730|2025-11-27 17:41:05|
1925|5001424|160|73181599|6|6|0|7|2025-11-19 12:00:02|
1925|5100856|160|73181599|18|3|0|63|2025-11-19 11:27:03|
1925|5700308|160|73181599|1|6|0|363|2025-11-28 11:14:03|
3577|5102337|521|73181606|15|3|0|999|2025-11-05 11:14:03|
1925|5001374|160|85365099|123|3|0|3936|2025-11-01 11:06:01|
1925|5700365|160|87082999|45|3|0|1126|2025-11-21 13:40:02|
3577|5102337|521|87089999|51|3|0|23|2025-11-05 11:14:03|
1925|5700287|160|87081099|30|6|0|255|2025-11-26 17:43:03|
3577|5102337|521|73181599|14|6|0|1384|2025-11-05 11:14:03|
1925|5001374|160|73261999|73|3|0|68|2025-11-01 11:06:01|
1925|5001421|160|39199099|106|3|0|135|2025-11-19 12:01:02|
3577|5102337|521|73181599|11|6|0|45|2025-11-05 11:14:03|
1925|5700361|160|87082999|35|3|0|297|2025-11-21 13:26:01|
1925|5001374|160|73181599|24|3|0|553|2025-11-01 11:06:01|
1925|5001374|160|73181599|55|3|0|46|2025-11-01 11:06:01|
1925|5700316|160|40093106|60|3|0|349|2025-11-28 11:26:01|
1925|5100856|160|73181401|38|3|0|13|2025-11-19 11:27:03|
3471|5600776|160|87082999|109|3|0|1352|2025-11-21 18:08:02|
3471|5600948|160|87082999|55|3|0|215|2025-11-27 18:38:02|
1925|5001374|160|73182291|44|6|0|12|2025-11-01 11:06:01|
1925|5001374|160|85122099|294|3|0|4605|2025-11-01 11:06:01|
1925|5700348|160|73269099|2|3|0|327|2025-11-24 13:17:00|
3577|5102337|521|87089999|60|3|0|30|2025-11-05 11:14:03|
1925|5700283|160|87082999|53|3|0|53|2025-11-19 10:05:03|
1925|5001374|160|87082999|274|3|0|510|2025-11-01 11:06:01|
1925|5001374|160|39199099|140|3|0|19|2025-11-01 11:06:01|
1925|5001421|160|39199099|94|6|0|9|2025-11-19 12:01:02|
1637|5201476|521|85389005|5|3|0|1629|2025-11-06 23:20:01|
1925|5700369|160|87082999|29|3|0|299|2025-11-21 18:50:03|
3577|5102331|521|87082999|2|3|0|4397|2025-11-03 16:09:01|
3471|5600946|160|98020019|168|3|0|232|2025-11-28 20:35:00|
1925|5700316|160|39199099|86|3|0|169|2025-11-28 11:26:01|
1925|5700367|160|94019999|21|3|0|665|2025-11-21 18:30:05|
1925|5700356|160|73269099|2|6|0|678|2025-11-21 11:51:02|
1925|5700316|160|39199099|67|6|0|45|2025-11-28 11:26:01|
3471|5600946|160|87082999|76|3|0|75|2025-11-28 20:35:00|
1925|5001374|160|85389001|52|3|0|128|2025-11-01 11:06:01|
1925|5700345|160|85182202|38|6|0|12314|2025-11-22 10:59:02|
3577|5102337|521|73269099|18|6|0|10|2025-11-05 11:14:03|
1925|5001421|160|87087006|58|3|0|152|2025-11-19 12:01:02|
1925|5001374|160|87089999|259|3|0|177|2025-11-01 11:06:01|
1925|5001374|160|87088005|250|3|0|5682|2025-11-01 11:06:01|
1925|5700275|160|87082999|8|3|0|371|2025-11-19 09:51:01|
1925|5001374|160|40169901|64|3|0|231|2025-11-01 11:06:01|
1925|5700345|160|87082999|2|3|0|180|2025-11-22 10:59:02|
3577|5102337|521|73181599|12|6|0|1931|2025-11-05 11:14:03|
3471|5600946|160|98020019|252|3|0|12211|2025-11-28 20:35:00|
1925|5700316|160|87088005|40|3|0|718|2025-11-28 11:26:01|
3471|5600778|160|73181504|38|3|0|9|2025-11-21 18:31:03|
1925|5700273|160|85371099|95|3|0|1245|2025-11-19 09:44:04|
1925|5700305|160|73269099|2|3|0|331|2025-11-28 11:04:02|
1925|5700303|160|73269099|2|6|0|345|2025-11-28 10:59:01|
1925|5001374|160|39269029|292|3|0|48|2025-11-01 11:06:01|
1925|5700365|160|87089999|5|3|0|1068|2025-11-21 13:40:02|
1925|5001374|160|87082999|156|3|0|128|2025-11-01 11:06:01|
1925|5700331|160|73181599|22|3|0|568|2025-11-21 12:15:02|
1925|5001374|160|87085099|266|3|0|14952|2025-11-01 11:06:01|
1925|5001374|160|73181599|57|6|0|56|2025-11-01 11:06:01|
1925|5700331|160|87082999|114|3|0|215|2025-11-21 12:15:02|
1925|5001374|160|87089999|173|3|0|131|2025-11-01 11:06:01|
1925|5700361|160|87082999|56|3|0|1193|2025-11-21 13:26:01|
1925|5001374|160|39199099|140|6|0|31|2025-11-01 11:06:01|
1925|5700297|160|85122099|39|3|0|2282|2025-11-27 13:25:01|
1925|5700316|160|87089999|63|3|0|236|2025-11-28 11:26:01|
1925|5700357|160|73269099|178|3|0|330|2025-11-21 11:53:02|
1925|5700368|160|63079099|1|6|0|183|2025-11-21 18:47:04|
3471|5600944|160|39269099|8|3|0|129|2025-11-27 19:08:01|
1925|5700307|160|73269099|2|6|0|155|2025-11-28 11:14:02|
1925|5001374|160|73269099|47|6|0|692|2025-11-01 11:06:01|
1925|5700343|160|87089999|34|3|0|211|2025-11-22 10:57:01|
3577|5102337|521|85182202|26|6|0|137|2025-11-05 11:14:03|
1925|5700287|160|94019999|22|3|0|215|2025-11-26 17:43:03|
1925|5001374|160|73181599|33|6|0|1304|2025-11-01 11:06:01|
1925|5001374|160|73181599|13|6|0|74|2025-11-01 11:06:01|
1925|5700331|160|87082999|102|3|0|84|2025-11-21 12:15:02|
1925|5001374|160|73181401|38|3|0|46|2025-11-01 11:06:01|
1925|5700329|160|39199099|76|6|0|349|2025-11-20 12:28:02|
3577|5102337|521|87088099|45|6|0|35|2025-11-05 11:14:03|
3471|5600952|160|87082999|13|3|0|2109|2025-11-27 17:41:05|
1925|5700316|160|73182291|42|6|0|285|2025-11-28 11:26:01|
1925|5700369|160|73181599|3|6|0|41|2025-11-21 18:50:03|
1925|5700357|160|87082999|90|3|0|238|2025-11-21 11:53:02|
3471|5600944|160|87082999|68|3|0|382|2025-11-27 19:08:01|
1925|5700302|160|39269014|152|3|0|251|2025-11-28 11:39:01|
1925|5001374|160|85365099|121|3|0|530|2025-11-01 11:06:01|
1925|5700343|160|87089999|46|3|0|2510|2025-11-22 10:57:01|
3577|5102319|521|87082919|3|3|0|1605|2025-11-03 11:59:01|
1925|5700331|160|73181606|82|3|0|315|2025-11-21 12:15:02|
1925|5001374|160|87082101|193|3|0|4916|2025-11-01 11:06:01|
1925|5001374|160|73181606|252|3|0|1544|2025-11-01 11:06:01|
1925|5700357|160|85371004|146|3|0|1616|2025-11-21 11:53:02|
1925|5001374|160|39263002|295|3|0|57|2025-11-01 11:06:01|
1925|5700357|160|87089999|139|3|0|167|2025-11-21 11:53:02|
1925|5001374|160|87089999|234|3|0|371|2025-11-01 11:06:01|
1925|5700306|160|73181599|6|6|0|91|2025-11-28 11:04:03|
1925|5700316|160|49089099|74|6|0|117|2025-11-28 11:26:01|
3471|5600790|160|73269099|5|3|0|430|2025-11-19 18:29:02|
1925|5700349|160|85365099|2|3|0|2231|2025-11-24 13:18:01|
3471|5600944|160|85122002|44|3|0|7195|2025-11-27 19:08:01|
1925|5700306|160|87089999|50|3|0|125|2025-11-28 11:04:03|
1925|5001374|160|87088005|273|3|0|612|2025-11-01 11:06:01|
1925|5700357|160|87089999|86|3|0|97|2025-11-21 11:53:02|
1925|5700316|160|39269099|117|3|0|612|2025-11-28 11:26:01|
1925|5700357|160|73181599|5|3|0|80|2025-11-21 11:53:02|
1925|5001374|160|40091102|212|3|0|63|2025-11-01 11:06:01|
1925|5001374|160|39199099|141|3|0|15|2025-11-01 11:06:01|
1925|5700369|160|39269099|57|3|0|24|2025-11-21 18:50:03|
1925|5700304|160|40091102|39|3|0|51|2025-11-28 11:04:02|
1925|5001421|160|73181401|20|3|0|32|2025-11-19 12:01:02|
1925|5001374|160|87081099|157|6|0|257|2025-11-01 11:06:01|
3471|5600947|160|76090002|6|6|0|82|2025-11-28 20:17:01|
3471|5600948|160|87082999|36|3|0|271|2025-11-27 18:38:02|
1925|5700357|160|73182291|46|3|0|13|2025-11-21 11:53:02|
1925|5700357|160|73181599|34|6|0|20|2025-11-21 11:53:02|
1925|5700316|160|87088005|38|3|0|23|2025-11-28 11:26:01|
3471|5600946|160|98020019|240|3|0|80|2025-11-28 20:35:00|
1925|5001374|160|87082999|277|3|0|3890|2025-11-01 11:06:01|
1925|5700331|160|87082999|61|3|0|69|2025-11-21 12:15:02|
1925|5700351|160|73269099|41|3|0|651|2025-11-28 14:22:01|
3471|5600778|160|87082999|221|3|0|524|2025-11-21 18:31:03|
1925|5001374|160|85182202|117|3|0|5921|2025-11-01 11:06:01|
1925|5001374|160|87082999|278|3|0|3890|2025-11-01 11:06:01|
1925|5700363|160|85182202|5|3|0|1681|2025-11-21 13:21:03|
1925|5700320|160|87082999|68|3|0|212|2025-11-28 11:22:01|
1925|5100856|160|87082999|171|3|0|642|2025-11-19 11:27:03|
1925|5001374|160|73181504|221|3|0|123|2025-11-01 11:06:01|
1925|5700302|160|73181599|4|6|0|52|2025-11-28 11:39:01|
1925|5700316|160|85182202|54|6|0|13151|2025-11-28 11:26:01|
1925|5700363|160|87082999|2|3|0|116|2025-11-21 13:21:03|
1925|5700281|160|73262006|43|6|0|7|2025-11-19 10:04:02|
3471|5600946|160|85365099|41|3|0|799|2025-11-28 20:35:00|
1925|5700347|160|87082919|63|3|0|10945|2025-11-24 13:15:00|
1925|5001374|160|85365099|256|3|0|547|2025-11-01 11:06:01|
1925|5001423|160|73181599|264|6|0|70|2025-11-19 12:01:02|
1925|5700320|160|87082999|60|3|0|245|2025-11-28 11:22:01|
1925|5700356|160|73269099|4|3|0|12|2025-11-21 11:51:02|
1925|5001374|160|73269099|47|3|0|430|2025-11-01 11:06:01|
1925|5001374|160|87082999|81|3|0|52|2025-11-01 11:06:01|
3471|5600778|160|94019999|340|3|0|170|2025-11-21 18:31:03|
1925|5700302|160|87089412|73|3|0|10495|2025-11-28 11:39:01|
1925|5700331|160|73181606|37|6|0|33|2025-11-21 12:15:02|
1925|5001374|160|49089099|189|6|0|152|2025-11-01 11:06:01|
3471|5600946|160|87082999|92|3|0|120|2025-11-28 20:35:00|
1925|5700316|160|39263002|90|3|0|504|2025-11-28 11:26:01|
1925|5700357|160|73181599|18|3|0|89|2025-11-21 11:53:02|
1925|5700281|160|39199099|95|3|0|5|2025-11-19 10:04:02|
3471|5600946|160|87082999|109|3|0|1267|2025-11-28 20:35:00|
3471|5600946|160|87082999|56|3|0|988|2025-11-28 20:35:00|
1925|5001374|160|87088005|205|3|0|40|2025-11-01 11:06:01|
1925|5700331|160|73181599|9|6|0|66|2025-11-21 12:15:02|
3471|5600949|160|73269099|5|3|0|770|2025-11-27 18:39:02|
1925|5700359|160|94019999|5|3|0|217|2025-11-21 11:54:06|
1925|5001374|160|39269099|291|3|0|198|2025-11-01 11:06:01|
1925|5001374|160|39199099|185|6|0|49|2025-11-01 11:06:01|
3471|5600778|160|87088099|260|3|0|1030|2025-11-21 18:31:03|
1925|5700347|160|87083099|20|3|0|50200|2025-11-24 13:15:00|
1925|5700331|160|87088005|125|3|0|389|2025-11-21 12:15:02|
1925|5001374|160|39199099|145|6|0|12|2025-11-01 11:06:01|
3471|5600946|160|98020019|227|3|0|215|2025-11-28 20:35:00|
1925|5700316|160|85365099|20|3|0|1389|2025-11-28 11:26:01|
1925|5700289|160|87082201|29|3|0|612|2025-11-26 17:57:07|
1925|5700331|160|84879006|50|3|0|276|2025-11-21 12:15:02|
