Patente|Pedimento|SeccionAduanera|FechaFacturacion|NumeroFactura|TerminoFacturacion|MonedaFacturacion|ValorDolares|ValorMonedaExtranjera|PaisFacturacion|EntidadFedFacturacion|IndentFiscalProveedor|ProveedorMercancia|CalleProveedor|NumInteriorProveedor|NumExteriorProveedor|CpProveedor|MunicipioProveedor|FechaPagoReal
1925|5100854|160|2025-10-14|COVE257T9QG66|CIF|USD|87399.39|87399.39|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 11:25:05|
1925|5700234|160|2025-10-12|COVE257TC6D13|CIF|USD|71162.55|71162.55|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 10:44:02|
1925|5700229|160|2025-10-10|COVE257TF9BP7|CIF|USD|24.64|24.64|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 09:40:02|
1925|5001422|160|2025-10-21|COVE257T7MS72|CIF|USD|292.56|292.56|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 12:00:01|
3471|5600865|160|2025-10-09|COVE257TOF616|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 16:48:02|
1925|5700326|160|2025-10-17|COVE257TWZVP6|CIF|USD|2990.00|2990.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-20 12:24:02|
3471|5600780|160|2025-10-14|COVE257U1XUZ3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-19 19:29:03|
1925|5700241|160|2025-10-12|COVE257TGJF01|CIF|USD|42.00|42.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 11:22:02|
1925|5001386|160|2025-10-08|COVE257SDLU61|CIF|USD|71900.39|71900.39|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 13:04:02|
3153|5000830|800|2025-11-03|COVE257TH00J2|DAP|USD|4681.80|4681.80|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2025-11-06 14:52:00|
1925|5100826|160|2025-10-11|COVE257SEYKD8|CIF|USD|929.42|929.42|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-12 16:35:01|
1925|5100831|160|2025-10-11|COVE257SELEC8|CIF|USD|37090.60|37090.60|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-12 16:35:03|
1925|5700215|160|2025-10-10|COVE257TDU6G1|CIF|USD|584.62|584.62|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-12 18:20:01|
3577|5102403|521|2025-11-08|COVE257TXKF05|DAP|USD|184.00|184.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2025-11-18 13:44:01|
3471|5600865|160|2025-10-09|COVE257TOMRV7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 16:48:02|
3577|5102408|521|2025-11-11|COVE257TY6JG6|DAP|USD|944.61|944.61|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2025-11-19 12:24:01|
3471|5600779|160|2025-10-14|COVE257U810V4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-21 12:26:01|
1925|5001387|160|2025-10-08|COVE257SDEG18|CIF|USD|2136.00|2136.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 11:32:02|
3577|5102374|521|2025-11-08|COVE257TPML56|DAP|USD|601.50|601.50|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2025-11-12 14:55:01|
3471|5600867|160|2025-10-09|COVE257TNNUQ3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 16:09:02|
1925|5700354|160|2025-10-15|COVE257TZV7L2|CIF|USD|370.16|370.16|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-20 11:40:02|
1925|5100858|160|2025-10-14|COVE257T84W08|CIF|USD|24272.66|24272.66|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 11:48:01|
1925|5001426|160|2025-10-21|COVE257T8EJI7|CIF|USD|375.40|375.40|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 12:00:02|
1925|5100881|160|2025-09-26|COVE257RQ16S3|CIF|USD|903.46|903.46|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-01 08:54:00|
1925|5700239|160|2025-10-12|COVE257TDWF81|CIF|USD|475.92|475.92|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 11:28:01|
1925|5700208|160|2025-10-12|COVE257TC2PS5|CIF|USD|39853.71|39853.71|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 11:04:05|
1925|5001390|160|2025-10-08|COVE257SGJUX3|CIF|USD|19050.79|19050.79|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 13:04:03|
1925|5700201|160|2025-10-12|COVE257T9NDY1|CIF|USD|642.14|642.14|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 10:26:03|
1925|5700350|160|2025-10-17|COVE257TY6YD3|CIF|USD|17257.40|17257.40|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-24 13:18:02|
3471|5600770|160|2025-10-20|COVE257U4KHR5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-19 18:29:05|
1925|5700317|160|2025-10-30|COVE257U7J387|CIF|USD|642.14|642.14|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-28 11:25:04|
1925|5700338|160|2025-10-17|COVE257TX1R63|CIF|USD|531.68|531.68|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-22 10:50:02|
1925|5001425|160|2025-10-21|COVE257TGW8A2|CIF|USD|73464.02|73464.02|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 12:01:01|
1925|5700205|160|2025-10-12|COVE257TBM876|CIF|USD|584.66|584.66|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 10:42:02|
1925|5700206|160|2025-10-12|COVE257TBM876|CIF|USD|27761.32|27761.32|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 10:47:04|
3471|5600786|160|2025-10-16|COVE257U51IX3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-19 19:35:01|
3471|5600792|160|2025-10-21|COVE257TDERE1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 17:05:01|
1925|5700283|160|2025-10-15|COVE257TRUHA2|CIF|USD|32755.80|32755.80|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 10:05:03|
1925|5700288|160|2025-10-27|COVE257U3SDA7|CIF|USD|1177.92|1177.92|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-26 17:53:03|
1925|5700316|160|2025-10-30|COVE257U77G06|CIF|USD|54960.54|54960.54|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-28 11:26:01|
1925|5700231|160|2025-10-10|COVE257TF4I63|CIF|USD|42.00|42.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 09:49:02|
1925|5700204|160|2025-10-12|COVE257T9V6F2|CIF|USD|89749.25|89749.25|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 10:37:02|
1925|5700223|160|2025-10-10|COVE257TE38E6|CIF|USD|689.64|689.64|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-12 18:20:02|
3471|5600861|160|2025-10-09|COVE257TX02A2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 16:09:03|
1925|5700365|160|2025-10-15|COVE257TZWFW2|CIF|USD|21981.14|21981.14|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-21 13:40:02|
1925|5700340|160|2025-10-17|COVE257TX1TG4|CIF|USD|1654.98|1654.98|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-22 10:52:02|
1925|5700282|160|2025-10-15|COVE257TRQPE5|CIF|USD|465.72|465.72|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 10:04:01|
1925|5001424|160|2025-10-21|COVE257T81QC8|CIF|USD|133.86|133.86|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 12:00:02|
1925|5700328|160|2025-10-17|COVE257TX1HR4|CIF|USD|367.08|367.08|USA| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-20 12:26:03|
1925|5700235|160|2025-10-12|COVE257TCE9Q8|CIF|USD|122.22|122.22|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 10:48:03|
1925|5001388|160|2025-10-08|COVE257SG6V43|CIF|USD|47616.88|47616.88|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 13:04:02|
3471|5600780|160|2025-10-14|COVE257THP783|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-19 19:29:03|
3471|5600859|160|2025-10-09|COVE257TNUQG5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 17:16:03|
3471|5600782|160|2025-10-14|COVE257TL1R63|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-19 15:41:01|
3471|5600942|160|2025-10-29|COVE257UKLR17|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-27 18:24:03|
1925|5700311|160|2025-10-30|COVE257U2G292|CIF|USD|42.00|42.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-28 11:14:06|
1925|5700278|160|2025-10-15|COVE257TR2ZN6|CIF|USD|466.83|466.83|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 09:58:02|
1925|5100831|160|2025-10-11|COVE257SELEF6|CIF|USD|47276.16|47276.16|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-12 16:35:03|
1925|5700356|160|2025-10-15|COVE257TZV9I8|CIF|USD|2060.96|2060.96|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-21 11:51:02|
3471|5600893|160|2025-10-24|COVE257U7Z756|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-21 23:57:02|
1925|5700330|160|2025-10-17|COVE257TX1OO4|CIF|USD|156.92|156.92|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-21 12:14:01|
3471|5600950|160|2025-10-29|COVE257UL5J55|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-27 18:19:02|
3471|5600777|160|2025-10-14|COVE257U8S9U2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-21 12:26:02|
3577|5102430|521|2025-11-13|COVE257U5WI71|DAP|USD|944.61|944.61|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2025-11-20 13:35:01|
3471|5600768|160|2025-10-20|COVE257U25FZ1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-19 16:47:03|
1925|5700217|160|2025-10-10|COVE257TF4CD2|CIF|USD|443.92|443.92|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-13 09:58:01|
3471|5600803|160|2025-10-16|COVE257TDQR77|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-19 18:35:03|
1925|5100860|160|2025-10-14|COVE257T8HJC2|CIF|USD|16369.90|16369.90|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 11:28:07|
1925|5100857|160|2025-10-14|COVE257SUC5O8|CIF|USD|122.22|122.22|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 11:27:02|
3471|5600781|160|2025-10-14|COVE257THP783|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-19 19:29:03|
3577|5102410|521|2025-11-12|COVE257TYIEB2|DAP|USD|329.55|329.55|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2025-11-18 12:09:02|
3471|5600764|160|2025-10-20|COVE257T6XI36|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-19 19:00:03|
1925|5700271|160|2025-10-15|COVE257TRCZ11|CIF|USD|65192.40|65192.40|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 09:42:02|
3471|5600786|160|2025-10-16|COVE257U51YS3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-19 19:35:01|
3471|5600862|160|2025-10-09|COVE257TQFUD1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-14 16:48:01|
1925|5700275|160|2025-10-15|COVE257TSUVH5|CIF|USD|32903.17|32903.17|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 09:51:01|
1925|5100861|160|2025-10-14|COVE257SUS3Y8|CIF|USD|33.60|33.60|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 11:34:02|
3471|5600946|160|2025-10-29|COVE257UO3Z31|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-28 20:35:00|
3577|5102456|521|2025-11-20|COVE257UKPPE5|DAP|USD|709.50|709.50|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2025-11-27 13:51:00|
1925|5001424|160|2025-10-21|COVE257T81Q86|CIF|USD|238.00|238.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 12:00:02|
3471|5600735|160|2025-10-15|COVE257U5ANR1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-20 16:20:03|
1925|5700280|160|2025-10-15|COVE257TS5U47|CIF|USD|210.94|210.94|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 10:02:01|
3471|5600776|160|2025-10-14|COVE257U8S9U2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-21 18:08:02|
3577|5102382|521|2025-11-05|COVE257U4BDG8|DAP|USD|861.33|861.33|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2025-11-19 14:44:02|
1925|5100856|160|2025-10-14|COVE257T9K9R5|CIF|USD|24952.27|24952.27|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 11:27:03|
3577|5102390|521|2025-11-05|COVE257U3XOI5|DAP|USD|4713.96|4713.96|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2025-11-19 14:46:01|
1925|5700335|160|2025-10-17|COVE257TXE2T7|CIF|USD|33004.01|33004.01|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-21 12:21:01|
1925|5700296|160|2025-10-27|COVE257U4ZI33|CIF|USD|1237.70|1237.70|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-26 18:05:02|
1925|5700310|160|2025-10-30|COVE257U9ITP1|CIF|USD|76236.85|76236.85|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-28 11:13:02|
3471|5600892|160|2025-10-24|COVE257U7Z756|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-21 23:57:02|
3471|5600734|160|2025-10-15|COVE257U5ANR1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-20 21:45:00|
3577|5102429|521|2025-11-13|COVE257U4UUP8|DAP|USD|944.61|944.61|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2025-11-20 12:22:01|
3471|5600789|160|2025-10-16|COVE257TDH1F8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-19 18:29:04|
3043|5003533|523|2025-10-28|COVE257TSOHZ3|DAP|USD|2352.00|2352.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD, YUHANG ECONOMIC DEVELOPMENT ZONE||116|311100|ZHEJIANG|2025-11-14 09:51:01|
1925|5700352|160|2025-10-15|COVE257TZ4ZM6|CIF|USD|781.20|781.20|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-20 11:38:05|
1925|5100859|160|2025-10-14|COVE257SUJ0N5|CIF|USD|2067.36|2067.36|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 11:28:06|
3471|5600943|160|2025-10-29|COVE257UKLR23|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2025-11-27 18:24:03|
1925|5700332|160|2025-10-17|COVE257TXGO41|CIF|USD|1713.52|1713.52|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-21 12:20:01|
3577|5102392|521|2025-11-08|COVE257TXH4W5|DAP|USD|787.38|787.38|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2025-11-18 13:44:01|
1925|5700320|160|2025-10-30|COVE257UAOZP4|CIF|USD|32457.90|32457.90|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-28 11:22:01|
3577|5102433|521|2025-11-13|COVE257U4YB04|DAP|USD|709.50|709.50|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2025-11-20 12:23:02|
1925|5700273|160|2025-10-15|COVE257TS1JY5|CIF|USD|81952.66|81952.66|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2025-11-19 09:44:04|
1890|5110449|750|2025-10-31|V1-BLACK31102025| |USD|944533.26|944533.26|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD,YUHANG ECONOMIC DEVELOPMENT ZONE|S/N|116|311100|HANGZHOU|2025-11-11 10:21:00|
3577|5102428|521|2025-11-13|COVE257U3P812|DAP|USD|709.50|709.50|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2025-11-19 12:27:01|
