Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveContribucion|TasaContribucion|TipoTasa|FechaPagoReal
3471|5600794|160|73269099|23|6|35.00000|1|2025-11-14 15:50:01|
1925|5100823|160|73181599|105|6|35.00000|1|2025-11-12 16:31:00|
1925|5100825|160|87082999|117|3|16.00000|1|2025-11-12 16:35:02|
1925|5100856|160|87082999|176|3|16.00000|1|2025-11-19 11:27:03|
1925|5700329|160|90328999|41|3|16.00000|1|2025-11-20 12:28:02|
1925|5100827|160|39269099|130|3|16.00000|1|2025-11-12 16:35:05|
1925|5001421|160|73181606|65|6|35.00000|1|2025-11-19 12:01:02|
1925|5700357|160|85182202|106|3|16.00000|1|2025-11-21 11:53:02|
1925|5700369|160|87082101|71|3|16.00000|1|2025-11-21 18:50:03|
1925|5700232|160|87082999|31|3|16.00000|1|2025-11-13 09:50:05|
1925|5001394|160|73181599|114|3|16.00000|1|2025-11-13 11:32:07|
3471|5600776|160|87082923|87|3|16.00000|1|2025-11-21 18:08:02|
1925|5700275|160|87082999|26|3|16.00000|1|2025-11-19 09:51:01|
1925|5700336|160|73269099|3|6|35.00000|1|2025-11-21 12:23:00|
3471|5600858|160|85443099|30|3|16.00000|1|2025-11-14 17:16:03|
1925|5700370|160|73269099|2|3|16.00000|1|2025-11-21 18:48:06|
1925|5100856|160|73182291|48|3|16.00000|1|2025-11-19 11:27:03|
1925|5100829|160|87082999|18|3|16.00000|1|2025-11-12 16:35:03|
1925|5700224|160|84099199|4|3|16.00000|1|2025-11-12 18:26:02|
3471|5600768|160|73269099|14|6|35.00000|1|2025-11-19 16:47:03|
1925|5100854|160|85371099|88|3|16.00000|1|2025-11-19 11:25:05|
1925|5100827|160|94019999|55|3|16.00000|1|2025-11-12 16:35:05|
3471|5600778|160|94019999|338|3|16.00000|1|2025-11-21 18:31:03|
1925|5700331|160|73181599|33|6|35.00000|1|2025-11-21 12:15:02|
1925|5700331|160|73182291|46|6|35.00000|1|2025-11-21 12:15:02|
1925|5700206|160|94019999|9|3|16.00000|1|2025-11-13 10:47:04|
1925|5700238|160|73181599|34|6|35.00000|1|2025-11-13 14:41:01|
1925|5700369|160|87089999|16|3|16.00000|1|2025-11-21 18:50:03|
3471|5600778|160|87089999|287|3|16.00000|1|2025-11-21 18:31:03|
1925|5700329|160|39199099|62|3|16.00000|1|2025-11-20 12:28:02|
3471|5600794|160|40169304|12|3|16.00000|1|2025-11-14 15:50:01|
1925|5100854|160|73181599|111|6|35.00000|1|2025-11-19 11:25:05|
3471|5600780|160|87082999|44|3|16.00000|1|2025-11-19 19:29:03|
1925|5100825|160|85044099|136|3|16.00000|1|2025-11-12 16:35:02|
1925|5700202|160|90271001|2|3|16.00000|1|2025-11-13 10:26:04|
3471|5600792|160|85365099|122|3|16.00000|1|2025-11-14 17:05:01|
1925|5700279|160|87089999|5|3|16.00000|1|2025-11-19 09:58:02|
1925|5100823|160|73181606|120|6|35.00000|1|2025-11-12 16:31:00|
1925|5700279|160|39269099|40|3|16.00000|1|2025-11-19 09:58:02|
1925|5700357|160|73181401|33|3|16.00000|1|2025-11-21 11:53:02|
3471|5600788|160|73269099|7|6|35.00000|1|2025-11-20 10:54:04|
1925|5700216|160|87082999|60|3|16.00000|1|2025-11-12 18:20:01|
1925|5100827|160|85122099|78|3|16.00000|1|2025-11-12 16:35:05|
1925|5100854|160|87089412|183|3|16.00000|1|2025-11-19 11:25:05|
1925|5100854|160|87082902|150|3|16.00000|1|2025-11-19 11:25:05|
1925|5700279|160|87082999|8|3|16.00000|1|2025-11-19 09:58:02|
1925|5700232|160|73181606|61|3|16.00000|1|2025-11-13 09:50:05|
1925|5700329|160|39269099|52|3|16.00000|1|2025-11-20 12:28:02|
1925|5700282|160|73269099|6|3|16.00000|1|2025-11-19 10:04:01|
1925|5700240|160|87081099|55|6|10.00000|1|2025-11-13 11:24:02|
1925|5100831|160|85182202|36|6|15.00000|1|2025-11-12 16:35:03|
1925|5001423|160|87082999|24|3|16.00000|1|2025-11-19 12:01:02|
1925|5700331|160|73181599|32|3|16.00000|1|2025-11-21 12:15:02|
1925|5100823|160|73181599|144|6|35.00000|1|2025-11-12 16:31:00|
3471|5600766|160|87089999|237|3|16.00000|1|2025-11-19 18:35:03|
3471|5600766|160|73181606|96|6|35.00000|1|2025-11-19 18:35:03|
3471|5600787|160|87089412|226|3|16.00000|1|2025-11-20 10:54:04|
1925|5100827|160|39199099|97|6|35.00000|1|2025-11-12 16:35:05|
1925|5100827|160|85371006|160|3|16.00000|1|2025-11-12 16:35:05|
1925|5700369|160|39269099|57|3|16.00000|1|2025-11-21 18:50:03|
3471|5600776|160|85182202|69|6|15.00000|1|2025-11-21 18:08:02|
3471|5600766|160|73181606|97|6|35.00000|1|2025-11-19 18:35:03|
1925|5700204|160|94019999|52|3|16.00000|1|2025-11-13 10:37:02|
1925|5700367|160|94019999|21|3|16.00000|1|2025-11-21 18:30:05|
1925|5700279|160|73181504|39|3|16.00000|1|2025-11-19 09:58:02|
1925|5001392|160|87082201|4|3|16.00000|1|2025-11-13 13:04:03|
1925|5001392|160|87088099|20|3|16.00000|1|2025-11-13 13:04:03|
3471|5600770|160|87082999|61|3|16.00000|1|2025-11-19 18:29:05|
3471|5600776|160|87082919|79|3|16.00000|1|2025-11-21 18:08:02|
1925|5001392|160|87088005|24|3|16.00000|1|2025-11-13 13:04:03|
1925|5100860|160|87082999|100|3|16.00000|1|2025-11-19 11:28:07|
1925|5700357|160|39199099|114|6|35.00000|1|2025-11-21 11:53:02|
3471|5600782|160|87088007|132|3|16.00000|1|2025-11-19 15:41:01|
1925|5100823|160|73182403|136|6|35.00000|1|2025-11-12 16:31:00|
1925|5700204|160|87082922|68|3|16.00000|1|2025-11-13 10:37:02|
1925|5700277|160|73181599|16|6|35.00000|1|2025-11-19 09:58:01|
3471|5600766|160|73182291|103|3|16.00000|1|2025-11-19 18:35:03|
1925|5001423|160|87082999|67|3|16.00000|1|2025-11-19 12:01:02|
1925|5001394|160|87089999|77|3|16.00000|1|2025-11-13 11:32:07|
3471|5600776|160|85444299|77|3|16.00000|1|2025-11-21 18:08:02|
1925|5700281|160|73182291|39|6|35.00000|1|2025-11-19 10:04:02|
1925|5700214|160|73181599|13|6|35.00000|1|2025-11-12 18:15:01|
3471|5600796|160|87083011|98|6|5.00000|1|2025-11-14 17:16:03|
1925|5001423|160|39199099|193|6|35.00000|1|2025-11-19 12:01:02|
1925|5100854|160|87082999|4|3|16.00000|1|2025-11-19 11:25:05|
1925|5100827|160|87082999|3|3|16.00000|1|2025-11-12 16:35:05|
1925|5100860|160|87082999|108|3|16.00000|1|2025-11-19 11:28:07|
1925|5100854|160|39199099|212|3|16.00000|1|2025-11-19 11:25:05|
1925|5700357|160|73182403|55|6|35.00000|1|2025-11-21 11:53:02|
1925|5700226|160|39199099|71|6|35.00000|1|2025-11-12 18:32:01|
1925|5100827|160|73269099|149|6|35.00000|1|2025-11-12 16:35:05|
1925|5700355|160|87089412|67|3|16.00000|1|2025-11-20 11:41:02|
3471|5600780|160|87082999|37|3|16.00000|1|2025-11-19 19:29:03|
1925|5700281|160|39199099|98|6|35.00000|1|2025-11-19 10:04:02|
1925|5100827|160|39199099|93|3|16.00000|1|2025-11-12 16:35:05|
1925|5700367|160|40093106|33|3|16.00000|1|2025-11-21 18:30:05|
1925|5001421|160|73181599|15|6|35.00000|1|2025-11-19 12:01:02|
3577|5102368|521|39199099|3|3|16.00000|1|2025-11-13 19:27:00|
1925|5001390|160|94019999|35|3|16.00000|1|2025-11-13 13:04:03|
3471|5600766|160|87082999|201|3|16.00000|1|2025-11-19 18:35:03|
1925|5001427|160|85129007|30|3|16.00000|1|2025-11-19 12:00:05|
1925|5700216|160|87082999|63|3|16.00000|1|2025-11-12 18:20:01|
3471|5600768|160|87082999|66|3|16.00000|1|2025-11-19 16:47:03|
1925|5700362|160|73269099|2|3|16.00000|1|2025-11-21 13:25:02|
1925|5700347|160|73181599|3|3|16.00000|1|2025-11-24 13:15:00|
1925|5100827|160|49089099|100|6|35.00000|1|2025-11-12 16:35:05|
3471|5600796|160|87081099|19|3|16.00000|1|2025-11-14 17:16:03|
1925|5700357|160|73181606|40|6|35.00000|1|2025-11-21 11:53:02|
3471|5600787|160|39269099|48|3|16.00000|1|2025-11-20 10:54:04|
1925|5001421|160|87089999|41|3|16.00000|1|2025-11-19 12:01:02|
1925|5700216|160|87082999|48|3|16.00000|1|2025-11-12 18:20:01|
3471|5600776|160|87082999|91|3|16.00000|1|2025-11-21 18:08:02|
1925|5001427|160|87082999|28|3|16.00000|1|2025-11-19 12:00:05|
1925|5700236|160|39199099|52|3|16.00000|1|2025-11-13 10:49:01|
1925|5700207|160|56090002|1|6|10.00000|1|2025-11-13 11:02:03|
1925|5700229|160|73269099|1|3|16.00000|1|2025-11-13 09:40:02|
1925|5100854|160|39199099|225|3|16.00000|1|2025-11-19 11:25:05|
3471|5600795|160|73269099|2|3|16.00000|1|2025-11-14 15:49:02|
3471|5600776|160|39235001|6|3|16.00000|1|2025-11-21 18:08:02|
3471|5600780|160|85182202|4|3|16.00000|1|2025-11-19 19:29:03|
3471|5600766|160|94012001|264|3|16.00000|1|2025-11-19 18:35:03|
3471|5600792|160|87082919|143|3|16.00000|1|2025-11-14 17:05:01|
1925|5700234|160|87082201|8|3|16.00000|1|2025-11-13 10:44:02|
1925|5700369|160|87088005|64|3|16.00000|1|2025-11-21 18:50:03|
3471|5600776|160|87089999|130|3|16.00000|1|2025-11-21 18:08:02|
1925|5700355|160|70091099|104|3|16.00000|1|2025-11-20 11:41:02|
3471|5600799|160|73269099|6|3|16.00000|1|2025-11-14 15:49:03|
1925|5700327|160|73181599|1|6|35.00000|1|2025-11-20 12:24:03|
1925|5700273|160|73181599|4|3|16.00000|1|2025-11-19 09:44:04|
1925|5100831|160|85124001|57|3|16.00000|1|2025-11-12 16:35:03|
1925|5700204|160|87088005|40|3|16.00000|1|2025-11-13 10:37:02|
3471|5600785|160|39263002|7|3|16.00000|1|2025-11-19 19:35:02|
1925|5700335|160|73181599|26|6|35.00000|1|2025-11-21 12:21:01|
1925|5100829|160|94019999|23|3|16.00000|1|2025-11-12 16:35:03|
1925|5700359|160|87082999|11|3|16.00000|1|2025-11-21 11:54:06|
1925|5700365|160|90271001|2|3|16.00000|1|2025-11-21 13:40:02|
1925|5700336|160|73181599|8|6|35.00000|1|2025-11-21 12:23:00|
1925|5700226|160|87082999|124|3|16.00000|1|2025-11-12 18:32:01|
1925|5001386|160|85182202|102|6|15.00000|1|2025-11-13 13:04:02|
1925|5700277|160|87082999|22|3|16.00000|1|2025-11-19 09:58:01|
3471|5600787|160|90262003|268|3|16.00000|1|2025-11-20 10:54:04|
3471|5600770|160|87082999|33|3|16.00000|1|2025-11-19 18:29:05|
3471|5600796|160|87082999|41|3|16.00000|1|2025-11-14 17:16:03|
1925|5700329|160|49089099|64|3|16.00000|1|2025-11-20 12:28:02|
3471|5600788|160|73269099|5|6|35.00000|1|2025-11-20 10:54:04|
1925|5700226|160|73202005|91|3|16.00000|1|2025-11-12 18:32:01|
1925|5700232|160|73181504|56|3|16.00000|1|2025-11-13 09:50:05|
1925|5700281|160|39199099|97|3|16.00000|1|2025-11-19 10:04:02|
1925|5700281|160|73182403|47|3|16.00000|1|2025-11-19 10:04:02|
1925|5100823|160|40169999|163|3|16.00000|1|2025-11-12 16:31:00|
3471|5600770|160|85122099|22|3|16.00000|1|2025-11-19 18:29:05|
3471|5600766|160|73181599|73|3|16.00000|1|2025-11-19 18:35:03|
1925|5700275|160|87082999|32|3|16.00000|1|2025-11-19 09:51:01|
3471|5600792|160|83023091|102|3|16.00000|1|2025-11-14 17:05:01|
1925|5700204|160|87088005|102|3|16.00000|1|2025-11-13 10:37:02|
1925|5700331|160|73181599|81|6|35.00000|1|2025-11-21 12:15:02|
1925|5700356|160|73269099|3|3|16.00000|1|2025-11-21 11:51:02|
1925|5700355|160|87082922|90|3|16.00000|1|2025-11-20 11:41:02|
1925|5100823|160|87082999|13|3|16.00000|1|2025-11-12 16:31:00|
3471|5600782|160|87082919|100|3|16.00000|1|2025-11-19 15:41:01|
1925|5700271|160|40091102|134|3|16.00000|1|2025-11-19 09:42:02|
1925|5100827|160|73181599|7|3|16.00000|1|2025-11-12 16:35:05|
1925|5700218|160|87089999|59|3|16.00000|1|2025-11-13 10:05:03|
1925|5100854|160|39199099|225|6|35.00000|1|2025-11-19 11:25:05|
3471|5600777|160|73269099|3|3|16.00000|1|2025-11-21 12:26:02|
1925|5100823|160|73181606|117|3|16.00000|1|2025-11-12 16:31:00|
1925|5700345|160|87089999|8|3|16.00000|1|2025-11-22 10:59:02|
1925|5700369|160|40091102|85|3|16.00000|1|2025-11-21 18:50:03|
1925|5700335|160|94019999|31|3|16.00000|1|2025-11-21 12:21:01|
1925|5100823|160|87089999|22|3|16.00000|1|2025-11-12 16:31:00|
1925|5700226|160|83100099|78|3|16.00000|1|2025-11-12 18:32:01|
3471|5600776|160|39235001|7|3|16.00000|1|2025-11-21 18:08:02|
3471|5600770|160|87082999|35|3|16.00000|1|2025-11-19 18:29:05|
1925|5100854|160|73269099|115|6|35.00000|1|2025-11-19 11:25:05|
1925|5100823|160|85044099|32|3|16.00000|1|2025-11-12 16:31:00|
3471|5600776|160|40093106|22|3|16.00000|1|2025-11-21 18:08:02|
1925|5100854|160|85122002|49|3|16.00000|1|2025-11-19 11:25:05|
1925|5700204|160|87089999|16|3|16.00000|1|2025-11-13 10:37:02|
1925|5700238|160|85365099|136|3|16.00000|1|2025-11-13 14:41:01|
3471|5600796|160|87082999|80|3|16.00000|1|2025-11-14 17:16:03|
3471|5600778|160|87082999|185|3|16.00000|1|2025-11-21 18:31:03|
3471|5600866|160|87082999|55|3|16.00000|1|2025-11-14 16:09:02|
3471|5600787|160|87082999|205|3|16.00000|1|2025-11-20 10:54:04|
1925|5700361|160|87082919|59|3|16.00000|1|2025-11-21 13:26:01|
3471|5600782|160|73182403|69|3|16.00000|1|2025-11-19 15:41:01|
1925|5100823|160|40093106|40|3|16.00000|1|2025-11-12 16:31:00|
1925|5700214|160|40169304|37|3|16.00000|1|2025-11-12 18:15:01|
1925|5100854|160|87089412|167|3|16.00000|1|2025-11-19 11:25:05|
3471|5600778|160|73182999|89|3|16.00000|1|2025-11-21 18:31:03|
1925|5700339|160|73181599|53|6|35.00000|1|2025-11-22 10:51:00|
1925|5100825|160|84123199|31|3|16.00000|1|2025-11-12 16:35:02|
1925|5700282|160|73269099|4|3|16.00000|1|2025-11-19 10:04:01|
1925|5700275|160|87082999|10|3|16.00000|1|2025-11-19 09:51:01|
1925|5001388|160|87088005|84|3|16.00000|1|2025-11-13 13:04:02|
1925|5700226|160|39191001|85|3|16.00000|1|2025-11-12 18:32:01|
3471|5600789|160|87082999|142|3|16.00000|1|2025-11-19 18:29:04|
3471|5600782|160|73181599|47|3|16.00000|1|2025-11-19 15:41:01|
3471|5600799|160|73269099|8|3|16.00000|1|2025-11-14 15:49:03|
1925|5700347|160|73269099|1|3|16.00000|1|2025-11-24 13:15:00|
1925|5001421|160|39199099|108|6|35.00000|1|2025-11-19 12:01:02|
1925|5001421|160|85182202|79|6|15.00000|1|2025-11-19 12:01:02|
1925|5700226|160|85129007|18|3|16.00000|1|2025-11-12 18:32:01|
3471|5600796|160|85182202|14|6|15.00000|1|2025-11-14 17:16:03|
1925|5001421|160|87082919|195|3|16.00000|1|2025-11-19 12:01:02|
1925|5700283|160|87082999|104|3|16.00000|1|2025-11-19 10:05:03|
1925|5700343|160|87082999|10|3|16.00000|1|2025-11-22 10:57:01|
3471|5600858|160|94012001|89|3|16.00000|1|2025-11-14 17:16:03|
1925|5700365|160|87082999|34|3|16.00000|1|2025-11-21 13:40:02|
3471|5600860|160|94019999|112|3|16.00000|1|2025-11-14 16:30:07|
1925|5001394|160|39199099|142|6|35.00000|1|2025-11-13 11:32:07|
1925|5700242|160|94019999|45|3|16.00000|1|2025-11-13 11:23:02|
3577|5102368|521|87089199|30|6|5.00000|1|2025-11-13 19:27:00|
1925|5100854|160|49089099|218|3|16.00000|1|2025-11-19 11:25:05|
1925|5700226|160|73181599|20|6|35.00000|1|2025-11-12 18:32:01|
1925|5001424|160|73269099|3|3|16.00000|1|2025-11-19 12:00:02|
3471|5600787|160|39269099|49|3|16.00000|1|2025-11-20 10:54:04|
3471|5600766|160|87082999|181|3|16.00000|1|2025-11-19 18:35:03|
1925|5700240|160|87089999|46|3|16.00000|1|2025-11-13 11:24:02|
1925|5100823|160|73181599|90|3|16.00000|1|2025-11-12 16:31:00|
3471|5600766|160|39269099|29|3|16.00000|1|2025-11-19 18:35:03|
1925|5100860|160|87082999|31|3|16.00000|1|2025-11-19 11:28:07|
1925|5700343|160|85365099|26|3|16.00000|1|2025-11-22 10:57:01|
1925|5700226|160|73269099|14|6|35.00000|1|2025-11-12 18:32:01|
1925|5700371|160|87082919|12|3|16.00000|1|2025-11-21 18:43:02|
3577|5102368|521|49089099|16|3|16.00000|1|2025-11-13 19:27:00|
1925|5100825|160|40169304|133|3|16.00000|1|2025-11-12 16:35:02|
1925|5700238|160|87089999|86|3|16.00000|1|2025-11-13 14:41:01|
3471|5600770|160|87082999|85|3|16.00000|1|2025-11-19 18:29:05|
1925|5700332|160|73269099|2|3|16.00000|1|2025-11-21 12:20:01|
1925|5100825|160|84073304|1|3|16.00000|1|2025-11-12 16:35:02|
1925|5100856|160|40169901|90|3|16.00000|1|2025-11-19 11:27:03|
1925|5001427|160|87082999|16|3|16.00000|1|2025-11-19 12:00:05|
1925|5700277|160|85371006|60|3|16.00000|1|2025-11-19 09:58:01|
1925|5700204|160|73269099|3|3|16.00000|1|2025-11-13 10:37:02|
1925|5100827|160|73181599|145|6|35.00000|1|2025-11-12 16:35:05|
3471|5600778|160|85044099|122|3|16.00000|1|2025-11-21 18:31:03|
1925|5700361|160|87082999|4|3|16.00000|1|2025-11-21 13:26:01|
3471|5600768|160|87082999|41|3|16.00000|1|2025-11-19 16:47:03|
1925|5001386|160|87089999|92|3|16.00000|1|2025-11-13 13:04:02|
1925|5100856|160|87082999|205|3|16.00000|1|2025-11-19 11:27:03|
3471|5600792|160|73181599|45|6|35.00000|1|2025-11-14 17:05:01|
3471|5600792|160|85365099|125|3|16.00000|1|2025-11-14 17:05:01|
1925|5100825|160|39199099|120|6|35.00000|1|2025-11-12 16:35:02|
3471|5600770|160|87082999|72|3|16.00000|1|2025-11-19 18:29:05|
1925|5700273|160|87089999|38|3|16.00000|1|2025-11-19 09:44:04|
3471|5600858|160|73181599|10|6|35.00000|1|2025-11-14 17:16:03|
1925|5700357|160|87089999|75|3|16.00000|1|2025-11-21 11:53:02|
1925|5700283|160|87082999|58|3|16.00000|1|2025-11-19 10:05:03|
1925|5700335|160|87082999|5|3|16.00000|1|2025-11-21 12:21:01|
1925|5700218|160|40093106|124|3|16.00000|1|2025-11-13 10:05:03|
1925|5100823|160|73182403|153|6|35.00000|1|2025-11-12 16:31:00|
1925|5700281|160|73181599|7|6|35.00000|1|2025-11-19 10:04:02|
1925|5700361|160|85122099|30|3|16.00000|1|2025-11-21 13:26:01|
1925|5700365|160|87082999|28|3|16.00000|1|2025-11-21 13:40:02|
1925|5100823|160|73181599|90|6|35.00000|1|2025-11-12 16:31:00|
1925|5700327|160|87088005|123|3|16.00000|1|2025-11-20 12:24:03|
1925|5100856|160|73181599|134|3|16.00000|1|2025-11-19 11:27:03|
1925|5100825|160|87082999|61|3|16.00000|1|2025-11-12 16:35:02|
1890|5110449|750|87087099|2|3|16.00000|1|2025-11-11 10:21:00|
1925|5700271|160|73182403|25|6|35.00000|1|2025-11-19 09:42:02|
1925|5001423|160|84152001|74|3|16.00000|1|2025-11-19 12:01:02|
1925|5700227|160|73269099|3|6|35.00000|1|2025-11-13 09:35:04|
1925|5100856|160|85364199|67|3|16.00000|1|2025-11-19 11:27:03|
1925|5100860|160|87085099|109|6|3.00000|1|2025-11-19 11:28:07|
1925|5700367|160|85182202|28|3|16.00000|1|2025-11-21 18:30:05|
1925|5100823|160|39173999|47|3|16.00000|1|2025-11-12 16:31:00|
1925|5100829|160|84152001|55|3|16.00000|1|2025-11-12 16:35:03|
1925|5700359|160|73181504|68|3|16.00000|1|2025-11-21 11:54:06|
3471|5600764|160|87082999|154|3|16.00000|1|2025-11-19 19:00:03|
1925|5100856|160|73181599|68|3|16.00000|1|2025-11-19 11:27:03|
1925|5700226|160|49089099|76|3|16.00000|1|2025-11-12 18:32:01|
1925|5700365|160|87089999|3|3|16.00000|1|2025-11-21 13:40:02|
1925|5001425|160|87082919|106|3|16.00000|1|2025-11-19 12:01:01|
1925|5100823|160|73181599|78|6|35.00000|1|2025-11-12 16:31:00|
1925|5100823|160|87082999|166|3|16.00000|1|2025-11-12 16:31:00|
1925|5001421|160|40093106|85|3|16.00000|1|2025-11-19 12:01:02|
1925|5700331|160|73181599|33|3|16.00000|1|2025-11-21 12:15:02|
1925|5100827|160|87088099|48|3|16.00000|1|2025-11-12 16:35:05|
1925|5700335|160|94019999|24|3|16.00000|1|2025-11-21 12:21:01|
1925|5700279|160|94019999|62|3|16.00000|1|2025-11-19 09:58:02|
3471|5600778|160|87089999|277|3|16.00000|1|2025-11-21 18:31:03|
1925|5001391|160|73269099|2|6|35.00000|1|2025-11-13 11:32:03|
1925|5100823|160|87082919|214|3|16.00000|1|2025-11-12 16:31:00|
3471|5600782|160|87082999|109|3|16.00000|1|2025-11-19 15:41:01|
3471|5600778|160|87082999|233|3|16.00000|1|2025-11-21 18:31:03|
1925|5100856|160|87089999|88|3|16.00000|1|2025-11-19 11:27:03|
3577|5102368|521|73181599|19|6|35.00000|1|2025-11-13 19:27:00|
1925|5700359|160|94019999|60|3|16.00000|1|2025-11-21 11:54:06|
3471|5600733|160|85153999|7|3|16.00000|1|2025-11-20 21:45:02|
1925|5001390|160|87089999|60|3|16.00000|1|2025-11-13 13:04:03|
1925|5100823|160|87083099|216|3|16.00000|1|2025-11-12 16:31:00|
1925|5100856|160|73182291|50|6|35.00000|1|2025-11-19 11:27:03|
1925|5700327|160|87088005|74|3|16.00000|1|2025-11-20 12:24:03|
1925|5100827|160|85129007|15|3|16.00000|1|2025-11-12 16:35:05|
3471|5600778|160|87082919|150|3|16.00000|1|2025-11-21 18:31:03|
3471|5600778|160|98020019|58|3|16.00000|1|2025-11-21 18:31:03|
1925|5700357|160|87089412|95|3|16.00000|1|2025-11-21 11:53:02|
1925|5001390|160|87082999|62|3|16.00000|1|2025-11-13 13:04:03|
1925|5700200|160|87082201|63|3|16.00000|1|2025-11-13 10:25:05|
3471|5600776|160|98020019|55|3|16.00000|1|2025-11-21 18:08:02|
1925|5700361|160|85122002|28|3|16.00000|1|2025-11-21 13:26:01|
1925|5100856|160|73181599|63|6|35.00000|1|2025-11-19 11:27:03|
1925|5100825|160|87082999|95|3|16.00000|1|2025-11-12 16:35:02|
1925|5700327|160|73181401|11|3|16.00000|1|2025-11-20 12:24:03|
1925|5100860|160|94019999|13|3|16.00000|1|2025-11-19 11:28:07|
1925|5001390|160|87082901|64|3|16.00000|1|2025-11-13 13:04:03|
1925|5700238|160|73181599|75|6|35.00000|1|2025-11-13 14:41:01|
1925|5100858|160|87082999|15|3|16.00000|1|2025-11-19 11:48:01|
1925|5100854|160|87082919|85|3|16.00000|1|2025-11-19 11:25:05|
3471|5600863|160|73269099|9|6|35.00000|1|2025-11-14 16:10:03|
1925|5001421|160|73181599|32|6|35.00000|1|2025-11-19 12:01:02|
3471|5600778|160|83023091|114|3|16.00000|1|2025-11-21 18:31:03|
3471|5600770|160|87082999|82|3|16.00000|1|2025-11-19 18:29:05|
1925|5700200|160|87082201|75|3|16.00000|1|2025-11-13 10:25:05|
1925|5100823|160|73181599|87|6|35.00000|1|2025-11-12 16:31:00|
1925|5700329|160|39199099|74|6|35.00000|1|2025-11-20 12:28:02|
3471|5600787|160|73182403|88|6|35.00000|1|2025-11-20 10:54:04|
1925|5100854|160|87082999|33|3|16.00000|1|2025-11-19 11:25:05|
1925|5001394|160|87082999|85|3|16.00000|1|2025-11-13 11:32:07|
3471|5600735|160|85371099|7|3|16.00000|1|2025-11-20 16:20:03|
3471|5600766|160|87089999|228|3|16.00000|1|2025-11-19 18:35:03|
3471|5600792|160|84833004|106|3|16.00000|1|2025-11-14 17:05:01|
3471|5600858|160|87082999|45|3|16.00000|1|2025-11-14 17:16:03|
1925|5001421|160|39199099|108|3|16.00000|1|2025-11-19 12:01:02|
1925|5700367|160|90328999|29|3|16.00000|1|2025-11-21 18:30:05|
1925|5100827|160|73269099|22|6|35.00000|1|2025-11-12 16:35:05|
1925|5001421|160|85122099|200|3|16.00000|1|2025-11-19 12:01:02|
3471|5600778|160|87082999|222|3|16.00000|1|2025-11-21 18:31:03|
3471|5600776|160|98020019|34|3|16.00000|1|2025-11-21 18:08:02|
1925|5100823|160|73182403|197|3|16.00000|1|2025-11-12 16:31:00|
1925|5100831|160|87082999|10|3|16.00000|1|2025-11-12 16:35:03|
1925|5700359|160|87082999|4|3|16.00000|1|2025-11-21 11:54:06|
3471|5600778|160|40091102|19|3|16.00000|1|2025-11-21 18:31:03|
1925|5001421|160|39269099|173|3|16.00000|1|2025-11-19 12:01:02|
1925|5100827|160|84123199|17|3|16.00000|1|2025-11-12 16:35:05|
3471|5600787|160|87088005|220|3|16.00000|1|2025-11-20 10:54:04|
1925|5100860|160|87082999|58|3|16.00000|1|2025-11-19 11:28:07|
1925|5001390|160|85182202|52|3|16.00000|1|2025-11-13 13:04:03|
1925|5700238|160|87088005|160|3|16.00000|1|2025-11-13 14:41:01|
1925|5001425|160|73181599|133|3|16.00000|1|2025-11-19 12:01:01|
1925|5001423|160|39269099|266|3|16.00000|1|2025-11-19 12:01:02|
3471|5600794|160|87082999|54|3|16.00000|1|2025-11-14 15:50:01|
1925|5700279|160|94019999|33|3|16.00000|1|2025-11-19 09:58:02|
1925|5700371|160|87082901|3|3|16.00000|1|2025-11-21 18:43:02|
1925|5700343|160|87082999|21|3|16.00000|1|2025-11-22 10:57:01|
1925|5100823|160|87089999|33|3|16.00000|1|2025-11-12 16:31:00|
1925|5700238|160|73269099|173|3|16.00000|1|2025-11-13 14:41:01|
3471|5600770|160|87082999|39|3|16.00000|1|2025-11-19 18:29:05|
1925|5700361|160|87082201|39|3|16.00000|1|2025-11-21 13:26:01|
3471|5000891|160|85371099|2|3|16.00000|1|2025-11-21 23:58:01|
1925|5001394|160|39269099|140|3|16.00000|1|2025-11-13 11:32:07|
1925|5100854|160|87088005|172|3|16.00000|1|2025-11-19 11:25:05|
1925|5001425|160|85371099|101|3|16.00000|1|2025-11-19 12:01:01|
1925|5001394|160|87089999|73|3|16.00000|1|2025-11-13 11:32:07|
1925|5700238|160|73181599|75|3|16.00000|1|2025-11-13 14:41:01|
3471|5600766|160|87089999|241|3|16.00000|1|2025-11-19 18:35:03|
3471|5600776|160|87082999|102|3|16.00000|1|2025-11-21 18:08:02|
1925|5700237|160|63079099|1|3|16.00000|1|2025-11-13 11:29:01|
1925|5001421|160|87089999|191|3|16.00000|1|2025-11-19 12:01:02|
1925|5700279|160|87082999|7|3|16.00000|1|2025-11-19 09:58:02|
3471|5600782|160|73181599|46|6|35.00000|1|2025-11-19 15:41:01|
1925|5001386|160|87082999|117|3|16.00000|1|2025-11-13 13:04:02|
1925|5700214|160|73182291|22|3|16.00000|1|2025-11-12 18:15:01|
1925|5700335|160|83023091|29|3|16.00000|1|2025-11-21 12:21:01|
1925|5700331|160|87088005|125|3|16.00000|1|2025-11-21 12:15:02|
3577|5102382|521|87082999|19|3|16.00000|1|2025-11-19 14:44:02|
