Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveContribucion|TasaContribucion|TipoTasa|FechaPagoReal
3471|5600950|160|94019999|108|3|16.00000|1|2025-11-27 18:19:02|
3471|5600944|160|87082999|86|3|16.00000|1|2025-11-27 19:08:01|
1925|5001374|160|87088005|174|3|16.00000|1|2025-11-01 11:06:01|
3043|5003411|523|56090002|1|6|10.00000|1|2025-11-04 16:55:01|
1925|5001374|160|73181599|27|3|16.00000|1|2025-11-01 11:06:01|
1925|5700218|160|85371099|195|3|16.00000|1|2025-11-13 10:05:03|
1925|5700218|160|87082101|154|3|16.00000|1|2025-11-13 10:05:03|
1925|5100854|160|87088007|165|3|16.00000|1|2025-11-19 11:25:05|
3471|5600785|160|87088099|76|3|16.00000|1|2025-11-19 19:35:02|
1925|5700204|160|87089203|23|3|16.00000|1|2025-11-13 10:37:02|
3471|5600798|160|87082919|135|3|16.00000|1|2025-11-14 16:30:06|
1925|5001374|160|39269099|269|3|16.00000|1|2025-11-01 11:06:01|
1925|5001374|160|40169999|143|3|16.00000|1|2025-11-01 11:06:01|
1925|5001374|160|87081099|157|6|3.00000|1|2025-11-01 11:06:01|
3471|5600944|160|87082923|66|3|16.00000|1|2025-11-27 19:08:01|
3471|5600944|160|87082999|98|3|16.00000|1|2025-11-27 19:08:01|
3471|5600778|160|85071099|123|3|16.00000|1|2025-11-21 18:31:03|
3471|5600946|160|98020019|175|3|16.00000|1|2025-11-28 20:35:00|
1925|5001374|160|73181599|30|3|16.00000|1|2025-11-01 11:06:01|
1925|5001374|160|73181599|8|3|16.00000|1|2025-11-01 11:06:01|
1637|5201476|521|85444299|12|3|16.00000|1|2025-11-06 23:20:01|
1925|5001394|160|40093106|134|3|16.00000|1|2025-11-13 11:32:07|
1925|5700218|160|84833004|107|3|16.00000|1|2025-11-13 10:05:03|
3471|5600778|160|40093106|22|3|16.00000|1|2025-11-21 18:31:03|
3471|5600778|160|87082999|245|3|16.00000|1|2025-11-21 18:31:03|
3471|5600799|160|73269099|11|6|35.00000|1|2025-11-14 15:49:03|
1925|5700218|160|87082101|156|3|16.00000|1|2025-11-13 10:05:03|
3577|5102337|521|85182202|26|6|15.00000|1|2025-11-05 11:14:03|
1637|5201476|521|83071099|18|3|16.00000|1|2025-11-06 23:20:01|
1925|5001374|160|87082919|199|3|16.00000|1|2025-11-01 11:06:01|
1925|5700306|160|73181599|16|3|16.00000|1|2025-11-28 11:04:03|
3471|5600767|160|73181599|4|6|35.00000|1|2025-11-21 15:26:02|
1925|5700331|160|73181599|27|6|35.00000|1|2025-11-21 12:15:02|
3471|5600946|160|87082999|85|3|16.00000|1|2025-11-28 20:35:00|
1637|5201476|521|85044013|2|3|16.00000|1|2025-11-06 23:20:01|
1925|5001374|160|87082999|62|3|16.00000|1|2025-11-01 11:06:01|
1925|5001374|160|73181606|226|3|16.00000|1|2025-11-01 11:06:01|
1925|5100823|160|73182291|123|3|16.00000|1|2025-11-12 16:31:00|
1925|5700218|160|73181606|33|6|35.00000|1|2025-11-13 10:05:03|
1925|5700339|160|87082919|48|3|16.00000|1|2025-11-22 10:51:00|
3471|5600782|160|39269099|28|3|16.00000|1|2025-11-19 15:41:01|
1925|5700204|160|85443099|53|3|16.00000|1|2025-11-13 10:37:02|
1925|5001386|160|73181401|32|3|16.00000|1|2025-11-13 13:04:02|
1925|5001374|160|73181599|27|6|35.00000|1|2025-11-01 11:06:01|
1925|5001374|160|39199099|89|3|16.00000|1|2025-11-01 11:06:01|
1925|5001374|160|39199099|186|6|35.00000|1|2025-11-01 11:06:01|
1925|5700302|160|85291009|105|3|16.00000|1|2025-11-28 11:39:01|
1925|5700337|160|73202005|28|3|16.00000|1|2025-11-21 12:23:01|
3471|5600766|160|39199099|15|3|16.00000|1|2025-11-19 18:35:03|
3471|5600945|160|73269099|5|3|16.00000|1|2025-11-27 18:24:02|
1925|5001374|160|39269099|129|3|16.00000|1|2025-11-01 11:06:01|
1925|5001374|160|70091099|261|6|3.00000|1|2025-11-01 11:06:01|
1925|5001374|160|39199099|133|3|16.00000|1|2025-11-01 11:06:01|
1925|5700216|160|87082999|42|3|16.00000|1|2025-11-12 18:20:01|
1925|5700218|160|87089999|115|3|16.00000|1|2025-11-13 10:05:03|
1925|5700357|160|73181606|42|3|16.00000|1|2025-11-21 11:53:02|
1925|5700357|160|87082999|152|3|16.00000|1|2025-11-21 11:53:02|
1925|5700214|160|87089999|3|3|16.00000|1|2025-11-12 18:15:01|
1925|5700204|160|85371099|107|3|16.00000|1|2025-11-13 10:37:02|
1925|5001374|160|39199099|145|3|16.00000|1|2025-11-01 11:06:01|
1925|5001374|160|87082922|128|3|16.00000|1|2025-11-01 11:06:01|
1925|5001374|160|87089999|71|3|16.00000|1|2025-11-01 11:06:01|
1925|5700293|160|73181599|20|6|35.00000|1|2025-11-27 10:15:02|
1925|5700271|160|39263002|85|3|16.00000|1|2025-11-19 09:42:02|
3471|5600785|160|87081099|38|3|16.00000|1|2025-11-19 19:35:02|
1925|5700302|160|73262006|28|6|30.00000|1|2025-11-28 11:39:01|
1925|5001374|160|87089999|267|3|16.00000|1|2025-11-01 11:06:01|
1925|5001374|160|73181599|30|6|35.00000|1|2025-11-01 11:06:01|
1925|5001374|160|85365099|123|3|16.00000|1|2025-11-01 11:06:01|
1925|5001386|160|73262006|48|3|16.00000|1|2025-11-13 13:04:02|
1925|5700214|160|73181599|31|6|35.00000|1|2025-11-12 18:15:01|
1925|5700367|160|87082999|5|3|16.00000|1|2025-11-21 18:30:05|
3471|5600778|160|40169901|27|3|16.00000|1|2025-11-21 18:31:03|
1925|5700200|160|87087099|32|3|16.00000|1|2025-11-13 10:25:05|
1925|5700200|160|87082999|2|3|16.00000|1|2025-11-13 10:25:05|
1925|5001374|160|87089412|114|3|16.00000|1|2025-11-01 11:06:01|
1925|5001374|160|87082922|257|6|3.00000|1|2025-11-01 11:06:01|
3577|5102337|521|87082999|41|6|35.00000|1|2025-11-05 11:14:03|
3471|5600942|160|84073304|1|3|16.00000|1|2025-11-27 18:24:03|
1925|5100854|160|73181599|106|3|16.00000|1|2025-11-19 11:25:05|
1925|5100854|160|70091099|234|6|3.00000|1|2025-11-19 11:25:05|
1925|5700320|160|87082999|64|3|16.00000|1|2025-11-28 11:22:01|
1925|5001374|160|85371099|276|3|16.00000|1|2025-11-01 11:06:01|
1925|5001374|160|85122099|294|3|16.00000|1|2025-11-01 11:06:01|
1925|5700218|160|73269099|200|3|16.00000|1|2025-11-13 10:05:03|
1925|5700199|160|73269099|1|6|35.00000|1|2025-11-13 10:23:01|
1925|5700240|160|73202005|50|3|16.00000|1|2025-11-13 11:24:02|
1925|5001421|160|94012001|71|3|16.00000|1|2025-11-19 12:01:02|
1925|5700337|160|73269099|26|3|16.00000|1|2025-11-21 12:23:01|
1925|5001388|160|87085099|141|3|16.00000|1|2025-11-13 13:04:02|
1925|5700218|160|73181599|2|3|16.00000|1|2025-11-13 10:05:03|
1925|5100827|160|87088099|42|3|16.00000|1|2025-11-12 16:35:05|
1637|5201476|521|85389005|5|3|16.00000|1|2025-11-06 23:20:01|
3471|5600792|160|73181606|76|3|16.00000|1|2025-11-14 17:05:01|
3471|5600946|160|98020019|167|3|16.00000|1|2025-11-28 20:35:00|
1925|5100854|160|39269099|207|3|16.00000|1|2025-11-19 11:25:05|
1925|5700347|160|40169999|69|3|16.00000|1|2025-11-24 13:15:00|
1925|5700306|160|73181599|10|3|16.00000|1|2025-11-28 11:04:03|
1925|5001386|160|87081099|121|3|16.00000|1|2025-11-13 13:04:02|
3577|5102337|521|87089999|52|3|16.00000|1|2025-11-05 11:14:03|
1925|5700226|160|39199099|69|3|16.00000|1|2025-11-12 18:32:01|
1925|5001386|160|87089999|153|3|16.00000|1|2025-11-13 13:04:02|
1925|5700226|160|39199099|87|3|16.00000|1|2025-11-12 18:32:01|
1925|5700365|160|87082201|42|3|16.00000|1|2025-11-21 13:40:02|
3471|5600766|160|94012001|253|3|16.00000|1|2025-11-19 18:35:03|
1925|5700240|160|87082999|52|3|16.00000|1|2025-11-13 11:24:02|
1925|5700218|160|73181599|52|6|35.00000|1|2025-11-13 10:05:03|
1925|5700204|160|87082101|89|3|16.00000|1|2025-11-13 10:37:02|
1925|5001374|160|73181599|10|6|35.00000|1|2025-11-01 11:06:01|
1925|5100825|160|87082201|129|3|16.00000|1|2025-11-12 16:35:02|
1925|5700308|160|87082919|48|3|16.00000|1|2025-11-28 11:14:03|
1925|5700357|160|73182291|47|6|35.00000|1|2025-11-21 11:53:02|
1925|5700357|160|83100099|116|3|16.00000|1|2025-11-21 11:53:02|
3471|5600946|160|98020019|146|3|16.00000|1|2025-11-28 20:35:00|
1925|5700212|160|87082999|3|3|16.00000|1|2025-11-12 18:08:01|
3471|5600766|160|87089412|219|3|16.00000|1|2025-11-19 18:35:03|
3471|5600862|160|73181599|61|6|35.00000|1|2025-11-14 16:48:01|
1925|5700200|160|87082201|40|3|16.00000|1|2025-11-13 10:25:05|
1925|5700200|160|87082201|52|3|16.00000|1|2025-11-13 10:25:05|
1925|5700369|160|40169901|39|3|16.00000|1|2025-11-21 18:50:03|
1925|5700347|160|73181599|3|6|35.00000|1|2025-11-24 13:15:00|
1925|5700200|160|87085099|76|3|16.00000|1|2025-11-13 10:25:05|
1925|5700218|160|87082999|145|3|16.00000|1|2025-11-13 10:05:03|
1925|5700218|160|82060001|138|3|16.00000|1|2025-11-13 10:05:03|
1925|5001421|160|87088007|54|3|16.00000|1|2025-11-19 12:01:02|
1925|5700216|160|87082999|62|3|16.00000|1|2025-11-12 18:20:01|
1925|5700297|160|87082999|45|3|16.00000|1|2025-11-27 13:25:01|
3471|5600778|160|85444299|143|3|16.00000|1|2025-11-21 18:31:03|
1925|5700335|160|73181599|1|3|16.00000|1|2025-11-21 12:21:01|
1925|5700312|160|94019999|36|3|16.00000|1|2025-11-28 11:37:01|
1925|5100827|160|87089999|166|3|16.00000|1|2025-11-12 16:35:05|
1925|5700283|160|87082999|77|3|16.00000|1|2025-11-19 10:05:03|
3471|5600866|160|87082999|38|3|16.00000|1|2025-11-14 16:09:02|
1925|5700218|160|85371099|181|3|16.00000|1|2025-11-13 10:05:03|
1925|5700214|160|87088005|69|3|16.00000|1|2025-11-12 18:15:01|
3471|5600776|160|87082919|83|3|16.00000|1|2025-11-21 18:08:02|
1925|5700338|160|73269099|6|6|35.00000|1|2025-11-22 10:50:02|
1925|5001386|160|73181599|6|3|16.00000|1|2025-11-13 13:04:02|
1925|5700228|160|84213199|2|3|16.00000|1|2025-11-13 09:35:05|
1925|5100831|160|39269099|62|3|16.00000|1|2025-11-12 16:35:03|
3471|5600768|160|87082999|59|3|16.00000|1|2025-11-19 16:47:03|
3471|5600792|160|73181599|67|6|35.00000|1|2025-11-14 17:05:01|
1925|5700315|160|73269099|1|3|16.00000|1|2025-11-28 11:31:02|
1925|5700271|160|39269099|144|3|16.00000|1|2025-11-19 09:42:02|
3471|5600770|160|87082999|76|3|16.00000|1|2025-11-19 18:29:05|
1925|5700306|160|85124001|122|3|16.00000|1|2025-11-28 11:04:03|
1925|5700218|160|87082999|148|3|16.00000|1|2025-11-13 10:05:03|
1925|5100856|160|73181599|62|3|16.00000|1|2025-11-19 11:27:03|
1925|5700214|160|73262006|26|6|30.00000|1|2025-11-12 18:15:01|
1925|5700214|160|73181599|10|3|16.00000|1|2025-11-12 18:15:01|
1925|5700227|160|73269099|3|3|16.00000|1|2025-11-13 09:35:04|
1925|5001421|160|87088007|51|3|16.00000|1|2025-11-19 12:01:02|
1925|5700331|160|87082999|80|3|16.00000|1|2025-11-21 12:15:02|
1925|5001392|160|87089999|11|3|16.00000|1|2025-11-13 13:04:03|
1925|5700218|160|87082999|101|3|16.00000|1|2025-11-13 10:05:03|
3471|5600864|160|87082999|83|3|16.00000|1|2025-11-14 16:48:03|
1925|5100856|160|85182202|183|6|15.00000|1|2025-11-19 11:27:03|
1925|5100831|160|87089203|18|3|16.00000|1|2025-11-12 16:35:03|
1925|5700286|160|73269099|1|3|16.00000|1|2025-11-26 17:34:04|
1925|5001421|160|87082919|193|3|16.00000|1|2025-11-19 12:01:02|
1925|5700277|160|94019999|57|3|16.00000|1|2025-11-19 09:58:01|
1925|5700302|160|85365099|53|3|16.00000|1|2025-11-28 11:39:01|
3471|5600866|160|87089999|93|3|16.00000|1|2025-11-14 16:09:02|
3471|5600780|160|87082999|26|3|16.00000|1|2025-11-19 19:29:03|
3471|5600860|160|87082999|81|3|16.00000|1|2025-11-14 16:30:07|
3471|5600864|160|87088005|91|3|16.00000|1|2025-11-14 16:48:03|
1925|5001394|160|39199099|163|6|35.00000|1|2025-11-13 11:32:07|
1925|5001421|160|39199099|99|3|16.00000|1|2025-11-19 12:01:02|
1925|5700369|160|87082101|58|3|16.00000|1|2025-11-21 18:50:03|
1925|5001392|160|83023091|40|3|16.00000|1|2025-11-13 13:04:03|
1925|5100827|160|39263002|119|3|16.00000|1|2025-11-12 16:35:05|
1925|5700216|160|87082999|20|3|16.00000|1|2025-11-12 18:20:01|
1925|5700283|160|87082999|60|3|16.00000|1|2025-11-19 10:05:03|
3471|5600792|160|87082101|133|3|16.00000|1|2025-11-14 17:05:01|
1925|5700351|160|87082999|16|3|16.00000|1|2025-11-28 14:22:01|
3471|5600778|160|98020019|105|3|16.00000|1|2025-11-21 18:31:03|
3471|5600778|160|98020019|56|3|16.00000|1|2025-11-21 18:31:03|
1925|5700302|160|85044099|90|3|16.00000|1|2025-11-28 11:39:01|
1925|5700218|160|87089999|73|3|16.00000|1|2025-11-13 10:05:03|
3471|5600789|160|87082999|158|3|16.00000|1|2025-11-19 18:29:04|
3471|5600794|160|87082999|82|3|16.00000|1|2025-11-14 15:50:01|
1925|5001386|160|73182291|47|6|35.00000|1|2025-11-13 13:04:02|
1925|5100823|160|85365099|157|3|16.00000|1|2025-11-12 16:31:00|
1925|5700369|160|87082999|23|3|16.00000|1|2025-11-21 18:50:03|
1925|5700357|160|73269099|183|6|35.00000|1|2025-11-21 11:53:02|
1925|5100823|160|85371004|51|3|16.00000|1|2025-11-12 16:31:00|
1925|5001386|160|87089999|160|3|16.00000|1|2025-11-13 13:04:02|
1925|5001394|160|73182291|47|3|16.00000|1|2025-11-13 11:32:07|
3471|5600765|160|73269099|3|3|16.00000|1|2025-11-19 19:00:02|
1925|5700210|160|87082999|16|3|16.00000|1|2025-11-12 17:57:01|
1925|5700302|160|40169304|156|3|16.00000|1|2025-11-28 11:39:01|
1925|5700337|160|87085099|15|6|3.00000|1|2025-11-21 12:23:01|
1925|5700281|160|73181599|16|3|16.00000|1|2025-11-19 10:04:02|
1925|5700302|160|73269099|1|3|16.00000|1|2025-11-28 11:39:01|
1925|5100825|160|87082999|56|3|16.00000|1|2025-11-12 16:35:02|
1925|5700347|160|94019999|31|3|16.00000|1|2025-11-24 13:15:00|
1925|5700238|160|73181599|18|6|35.00000|1|2025-11-13 14:41:01|
1925|5700200|160|87082999|72|3|16.00000|1|2025-11-13 10:25:05|
1925|5100829|160|85182202|52|3|16.00000|1|2025-11-12 16:35:03|
1925|5700357|160|73181606|181|6|35.00000|1|2025-11-21 11:53:02|
1925|5700361|160|87082999|46|3|16.00000|1|2025-11-21 13:26:01|
1925|5700240|160|87089999|45|3|16.00000|1|2025-11-13 11:24:02|
1925|5001395|160|73269099|7|3|16.00000|1|2025-11-13 11:32:04|
1925|5700238|160|73181599|7|6|35.00000|1|2025-11-13 14:41:01|
1925|5001427|160|87082101|58|3|16.00000|1|2025-11-19 12:00:05|
1925|5001386|160|87089999|69|3|16.00000|1|2025-11-13 13:04:02|
1925|5700302|160|73182403|46|6|35.00000|1|2025-11-28 11:39:01|
3471|5600778|160|87082999|191|3|16.00000|1|2025-11-21 18:31:03|
3471|5600778|160|98020019|45|3|16.00000|1|2025-11-21 18:31:03|
3471|5600946|160|87088005|113|3|16.00000|1|2025-11-28 20:35:00|
1925|5100825|160|87082201|90|3|16.00000|1|2025-11-12 16:35:02|
3471|5600776|160|87082999|92|3|16.00000|1|2025-11-21 18:08:02|
1925|5700218|160|73181599|27|6|35.00000|1|2025-11-13 10:05:03|
1925|5700231|160|39232991|2|3|16.00000|1|2025-11-13 09:49:02|
1925|5100823|160|73181606|122|6|35.00000|1|2025-11-12 16:31:00|
1925|5700369|160|87082999|53|3|16.00000|1|2025-11-21 18:50:03|
1925|5700279|160|94019999|54|3|16.00000|1|2025-11-19 09:58:02|
1925|5100823|160|87089412|172|3|16.00000|1|2025-11-12 16:31:00|
1925|5700215|160|73269099|2|3|16.00000|1|2025-11-12 18:20:01|
3471|5600794|160|87082999|70|3|16.00000|1|2025-11-14 15:50:01|
3471|5600764|160|87082919|120|3|16.00000|1|2025-11-19 19:00:03|
1925|5700234|160|87082201|7|3|16.00000|1|2025-11-13 10:44:02|
3471|5600862|160|73182291|115|3|16.00000|1|2025-11-14 16:48:01|
3471|5600778|160|87082999|220|3|16.00000|1|2025-11-21 18:31:03|
1925|5700281|160|87082919|141|3|16.00000|1|2025-11-19 10:04:02|
1925|5001388|160|87082201|50|3|16.00000|1|2025-11-13 13:04:02|
1925|5700218|160|40169999|185|3|16.00000|1|2025-11-13 10:05:03|
1925|5700283|160|87082999|21|3|16.00000|1|2025-11-19 10:05:03|
1925|5700204|160|39269099|85|3|16.00000|1|2025-11-13 10:37:02|
1925|5700216|160|87082999|76|3|16.00000|1|2025-11-12 18:20:01|
1925|5100825|160|87082999|8|3|16.00000|1|2025-11-12 16:35:02|
1925|5700357|160|73181606|35|3|16.00000|1|2025-11-21 11:53:02|
1925|5700357|160|73182291|47|3|16.00000|1|2025-11-21 11:53:02|
3471|5600862|160|73181599|91|3|16.00000|1|2025-11-14 16:48:01|
3471|5600862|160|73181599|84|6|35.00000|1|2025-11-14 16:48:01|
1925|5700204|160|40091102|115|3|16.00000|1|2025-11-13 10:37:02|
3471|5600764|160|40169304|32|3|16.00000|1|2025-11-19 19:00:03|
3471|5600796|160|87082999|93|3|16.00000|1|2025-11-14 17:16:03|
3471|5600794|160|87082999|69|3|16.00000|1|2025-11-14 15:50:01|
1925|5700367|160|87082919|51|3|16.00000|1|2025-11-21 18:30:05|
1925|5700357|160|87082999|94|3|16.00000|1|2025-11-21 11:53:02|
3471|5600860|160|94019999|116|3|16.00000|1|2025-11-14 16:30:07|
1925|5100825|160|87082999|4|3|16.00000|1|2025-11-12 16:35:02|
3471|5600764|160|40169901|36|3|16.00000|1|2025-11-19 19:00:03|
1925|5001390|160|73181599|1|6|35.00000|1|2025-11-13 13:04:03|
3471|5600862|160|87088005|206|3|16.00000|1|2025-11-14 16:48:01|
1925|5100825|160|87089999|126|3|16.00000|1|2025-11-12 16:35:02|
1925|5700357|160|85371004|146|3|16.00000|1|2025-11-21 11:53:02|
1925|5700345|160|87089999|10|3|16.00000|1|2025-11-22 10:59:02|
1925|5100825|160|87082923|33|3|16.00000|1|2025-11-12 16:35:02|
1925|5001394|160|73181599|67|6|35.00000|1|2025-11-13 11:32:07|
3471|5600864|160|87082999|71|3|16.00000|1|2025-11-14 16:48:03|
1925|5100860|160|87082999|54|3|16.00000|1|2025-11-19 11:28:07|
1925|5700226|160|87082999|53|3|16.00000|1|2025-11-12 18:32:01|
3471|5600794|160|87141099|120|3|16.00000|1|2025-11-14 15:50:01|
1925|5700357|160|87082999|90|3|16.00000|1|2025-11-21 11:53:02|
1925|5700357|160|73269099|54|3|16.00000|1|2025-11-21 11:53:02|
3471|5600792|160|73182291|82|6|35.00000|1|2025-11-14 17:05:01|
3471|5600792|160|73181504|40|3|16.00000|1|2025-11-14 17:05:01|
3471|5600766|160|73182403|113|3|16.00000|1|2025-11-19 18:35:03|
1925|5700218|160|85269299|71|3|16.00000|1|2025-11-13 10:05:03|
3471|5600862|160|73181599|64|6|35.00000|1|2025-11-14 16:48:01|
1925|5001390|160|87082999|15|3|16.00000|1|2025-11-13 13:04:03|
1925|5700279|160|94019999|64|3|16.00000|1|2025-11-19 09:58:02|
1925|5700337|160|39269099|27|3|16.00000|1|2025-11-21 12:23:01|
3471|5600793|160|73269099|3|6|35.00000|1|2025-11-14 15:49:02|
3471|5600798|160|40093106|42|3|16.00000|1|2025-11-14 16:30:06|
1925|5700226|160|87082999|96|3|16.00000|1|2025-11-12 18:32:01|
1925|5700275|160|87082999|43|3|16.00000|1|2025-11-19 09:51:01|
1925|5700214|160|87082919|76|3|16.00000|1|2025-11-12 18:15:01|
1925|5100823|160|73181599|145|6|35.00000|1|2025-11-12 16:31:00|
3471|5000891|160|84672999|5|3|16.00000|1|2025-11-21 23:58:01|
1925|5700275|160|87082999|14|3|16.00000|1|2025-11-19 09:51:01|
1925|5700218|160|73181599|2|6|35.00000|1|2025-11-13 10:05:03|
3471|5600792|160|94019999|254|3|16.00000|1|2025-11-14 17:05:01|
3471|5600789|160|73181606|81|3|16.00000|1|2025-11-19 18:29:04|
3471|5600864|160|85122002|26|3|16.00000|1|2025-11-14 16:48:03|
1925|5100823|160|73269099|225|3|16.00000|1|2025-11-12 16:31:00|
1925|5100824|160|73269099|2|3|16.00000|1|2025-11-12 16:35:04|
1925|5700339|160|87089999|4|3|16.00000|1|2025-11-22 10:51:00|
1925|5700339|160|87082999|39|3|16.00000|1|2025-11-22 10:51:00|
1925|5700238|160|87082919|159|3|16.00000|1|2025-11-13 14:41:01|
1925|5700236|160|87082999|60|3|16.00000|1|2025-11-13 10:49:01|
1925|5100823|160|73182291|126|6|35.00000|1|2025-11-12 16:31:00|
3471|5600776|160|39269099|17|3|16.00000|1|2025-11-21 18:08:02|
1925|5700238|160|73182291|52|3|16.00000|1|2025-11-13 14:41:01|
3471|5600794|160|39269099|5|3|16.00000|1|2025-11-14 15:50:01|
1925|5700281|160|87082901|65|3|16.00000|1|2025-11-19 10:04:02|
3471|5600782|160|73262006|70|3|16.00000|1|2025-11-19 15:41:01|
1925|5700217|160|73269099|8|6|35.00000|1|2025-11-13 09:58:01|
3471|5600792|160|94019999|252|3|16.00000|1|2025-11-14 17:05:01|
1925|5001421|160|87089999|46|3|16.00000|1|2025-11-19 12:01:02|
1925|5700218|160|39269099|167|3|16.00000|1|2025-11-13 10:05:03|
1925|5700240|160|73181599|4|3|16.00000|1|2025-11-13 11:24:02|
1925|5700238|160|73181599|14|6|35.00000|1|2025-11-13 14:41:01|
1925|5700357|160|73182403|57|6|35.00000|1|2025-11-21 11:53:02|
1925|5700359|160|73181599|66|3|16.00000|1|2025-11-21 11:54:06|
3471|5600792|160|94012001|218|3|16.00000|1|2025-11-14 17:05:01|
1925|5700216|160|87082999|3|3|16.00000|1|2025-11-12 18:20:01|
1925|5700214|160|85365099|57|3|16.00000|1|2025-11-12 18:15:01|
1925|5100860|160|87082999|85|3|16.00000|1|2025-11-19 11:28:07|
3471|5600792|160|87082101|134|3|16.00000|1|2025-11-14 17:05:01|
1925|5001386|160|87082999|75|3|16.00000|1|2025-11-13 13:04:02|
1925|5700331|160|87082999|108|3|16.00000|1|2025-11-21 12:15:02|
1925|5700331|160|87088005|77|3|16.00000|1|2025-11-21 12:15:02|
1925|5700236|160|87082999|9|3|16.00000|1|2025-11-13 10:49:01|
1925|5700218|160|39199099|85|6|35.00000|1|2025-11-13 10:05:03|
1925|5001423|160|73182403|152|3|16.00000|1|2025-11-19 12:01:02|
1925|5700204|160|73269099|14|6|35.00000|1|2025-11-13 10:37:02|
1925|5100829|160|87082999|14|3|16.00000|1|2025-11-12 16:35:03|
1925|5001394|160|87082999|91|3|16.00000|1|2025-11-13 11:32:07|
3471|5600764|160|73181599|62|3|16.00000|1|2025-11-19 19:00:03|
1925|5700331|160|87082201|119|3|16.00000|1|2025-11-21 12:15:02|
1925|5100824|160|73269099|5|3|16.00000|1|2025-11-12 16:35:04|
3471|5600798|160|73181599|58|3|16.00000|1|2025-11-14 16:30:06|
3471|5600798|160|39269099|35|3|16.00000|1|2025-11-14 16:30:06|
1925|5700347|160|85371006|37|3|16.00000|1|2025-11-24 13:15:00|
1925|5700236|160|87082901|10|3|16.00000|1|2025-11-13 10:49:01|
1925|5100827|160|39263002|73|3|16.00000|1|2025-11-12 16:35:05|
1925|5700367|160|94019999|26|3|16.00000|1|2025-11-21 18:30:05|
3471|5600776|160|98020019|57|3|16.00000|1|2025-11-21 18:08:02|
3471|5600794|160|84123199|26|3|16.00000|1|2025-11-14 15:50:01|
3471|5600796|160|87082999|33|3|16.00000|1|2025-11-14 17:16:03|
3471|5600764|160|85371099|100|3|16.00000|1|2025-11-19 19:00:03|
3471|5600860|160|87082999|73|3|16.00000|1|2025-11-14 16:30:07|
1925|5700242|160|73181599|1|3|16.00000|1|2025-11-13 11:23:02|
1925|5100827|160|39199099|109|6|35.00000|1|2025-11-12 16:35:05|
3471|5600764|160|87088009|171|6|3.00000|1|2025-11-19 19:00:03|
1925|5100854|160|85443099|187|3|16.00000|1|2025-11-19 11:25:05|
1925|5100827|160|87089999|127|3|16.00000|1|2025-11-12 16:35:05|
1925|5700242|160|73181599|54|3|16.00000|1|2025-11-13 11:23:02|
1925|5700218|160|40093106|123|3|16.00000|1|2025-11-13 10:05:03|
3471|5600766|160|73181606|96|3|16.00000|1|2025-11-19 18:35:03|
1925|5700238|160|73181599|25|3|16.00000|1|2025-11-13 14:41:01|
1925|5700218|160|85443099|109|3|16.00000|1|2025-11-13 10:05:03|
3471|5600776|160|39269099|13|3|16.00000|1|2025-11-21 18:08:02|
1925|5700357|160|87082999|92|3|16.00000|1|2025-11-21 11:53:02|
1925|5700235|160|73269099|1|6|35.00000|1|2025-11-13 10:48:03|
1925|5700218|160|87082999|6|3|16.00000|1|2025-11-13 10:05:03|
3471|5600766|160|73181599|58|6|35.00000|1|2025-11-19 18:35:03|
1925|5700232|160|87082999|67|3|16.00000|1|2025-11-13 09:50:05|
1925|5100823|160|87082999|199|3|16.00000|1|2025-11-12 16:31:00|
1925|5001388|160|84818022|132|3|16.00000|1|2025-11-13 13:04:02|
1925|5700369|160|40169999|84|3|16.00000|1|2025-11-21 18:50:03|
3471|5600778|160|85444299|142|3|16.00000|1|2025-11-21 18:31:03|
1925|5700210|160|85122002|40|3|16.00000|1|2025-11-12 17:57:01|
1925|5700199|160|73269099|1|3|16.00000|1|2025-11-13 10:23:01|
1925|5700218|160|87089999|4|3|16.00000|1|2025-11-13 10:05:03|
1925|5700337|160|73269099|39|6|35.00000|1|2025-11-21 12:23:01|
3471|5600792|160|85365099|124|3|16.00000|1|2025-11-14 17:05:01|
1925|5100826|160|73269099|2|3|16.00000|1|2025-11-12 16:35:01|
1925|5700357|160|87082999|151|3|16.00000|1|2025-11-21 11:53:02|
1925|5700337|160|73181599|2|6|35.00000|1|2025-11-21 12:23:01|
1925|5700232|160|87082999|24|3|16.00000|1|2025-11-13 09:50:05|
1925|5100825|160|87082999|51|3|16.00000|1|2025-11-12 16:35:02|
1925|5700350|160|87082999|2|3|16.00000|1|2025-11-24 13:18:02|
3471|5600862|160|87082999|198|3|16.00000|1|2025-11-14 16:48:01|
1925|5100823|160|87082922|36|3|16.00000|1|2025-11-12 16:31:00|
1925|5100827|160|39199099|104|3|16.00000|1|2025-11-12 16:35:05|
1925|5001425|160|73181606|132|3|16.00000|1|2025-11-19 12:01:01|
1925|5001425|160|85122002|46|3|16.00000|1|2025-11-19 12:01:01|
3471|5600796|160|87082999|82|3|16.00000|1|2025-11-14 17:16:03|
1925|5700236|160|39199099|53|3|16.00000|1|2025-11-13 10:49:01|
1925|5001394|160|39199099|143|3|16.00000|1|2025-11-13 11:32:07|
1925|5700275|160|87082999|3|3|16.00000|1|2025-11-19 09:51:01|
1925|5700212|160|87082999|2|3|16.00000|1|2025-11-12 18:08:01|
