Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|SecuenciaObservacion|Observaciones|FechaPagoReal
3471|5600780|160|87082999|50|2|No.Parte|2025-11-19 19:29:03|
3471|5600778|160|73202005|98|1|25CFTT405338-3|2025-11-21 18:31:03|
3471|5600766|160|73181599|72|2|No.Parte|2025-11-19 18:35:03|
3471|5600766|160|73181599|55|1|25CFTT405370-2|2025-11-19 18:35:03|
3471|5600787|160|87082999|186|3|5HYV-221020-6001-H1M|2025-11-20 10:54:04|
3471|5600782|160|73181599|53|1|25CFTT405338-7|2025-11-19 15:41:01|
1925|5001394|160|73181599|41|1|No. De parte: 30024-122100110|2025-11-13 11:32:07|
1925|5700329|160|40169901|12|1|No. De parte: 5HY#-130002-1000|2025-11-20 12:28:02|
1925|5700350|160|87082999|21|1|No. De parte: 5HYV-032230-6000-H1M|2025-11-24 13:18:02|
1925|5700327|160|84818022|116|1|No. De parte: 5HYV-354600-9001|2025-11-20 12:24:03|
3471|5600860|160|73181606|28|3|0010-011700-0010|2025-11-14 16:30:07|
1925|5001388|160|40169999|8|1|No. De parte: 5HY0-220004|2025-11-13 13:04:02|
3471|5600780|160|87082999|41|2|No.Parte|2025-11-19 19:29:03|
1925|5700338|160|73269099|4|1|No. De parte: TBT054|2025-11-22 10:50:02|
1925|5700329|160|40169999|72|1|No. De parte: 5HYV-190026-6000|2025-11-20 12:28:02|
1925|5001394|160|87082999|5|1|No. De parte: 5HYV-032020-6001-H1M|2025-11-13 11:32:07|
1925|5100854|160|85371006|137|1|No. De parte: 5HYV-001000-9000|2025-11-19 11:25:05|
3471|5600766|160|87089999|235|2|No.Parte|2025-11-19 18:35:03|
3471|5600766|160|40169999|42|1|25CFTT405370-3|2025-11-19 18:35:03|
3471|5600782|160|39199099|15|1|25CFTT405338-7|2025-11-19 15:41:01|
3471|5600764|160|40093106|31|2|No.Parte|2025-11-19 19:00:03|
1925|5100856|160|73182403|70|1|No. De parte: 5HY#-220008-1000|2025-11-19 11:27:03|
3471|5600866|160|87082999|64|1|25CFTT405303-9|2025-11-14 16:09:02|
1925|5700355|160|84213199|4|1|No. De parte: 0NYV-112000-3000|2025-11-20 11:41:02|
1925|5700339|160|87082101|40|1|No. De parte: 5HYV-341100-6000|2025-11-22 10:51:00|
1925|5700327|160|87088007|65|1|No. De parte: 5HYV-050110-6001A|2025-11-20 12:24:03|
1925|5700218|160|87089999|115|1|No. De parte: 5HYV-152800-6000|2025-11-13 10:05:03|
1925|5001388|160|87082999|56|1|No. De parte: 5HYV-221109-6001-H1M|2025-11-13 13:04:02|
3471|5600780|160|87089999|70|3|5HYV-030061-6000|2025-11-19 19:29:03|
1647|5016705|240|87032199|2|285|380Y-3 SJ220244|2025-11-22 11:13:03|
1925|5700355|160|87082999|48|1|No. De parte: 5HYV-032030-6000-H1M|2025-11-20 11:41:02|
1925|5700241|160|39232991|1|1|No. De parte: 5HYV-132000-4500-20|2025-11-13 11:22:02|
1925|5700275|160|87082999|30|1|No. De parte: 5HYV-032120-6000-H1M|2025-11-19 09:51:01|
3471|5600764|160|39174001|6|1|25CFTT405370-1|2025-11-19 19:00:03|
3471|5600766|160|39199099|18|2|No.Parte|2025-11-19 18:35:03|
3471|5600781|160|73269099|2|3|NO.PARTE|2025-11-19 19:29:03|
3471|5600787|160|39199099|26|1|25CFTT405309-2|2025-11-20 10:54:04|
3471|5600782|160|87089999|150|1|25CFTT405338-6|2025-11-19 15:41:01|
1925|5700240|160|87082999|23|1|No. De parte: 5HYV-043068-9000|2025-11-13 11:24:02|
1925|5700355|160|39269099|100|1|No. De parte: 5HYV-188002-6000|2025-11-20 11:41:02|
1925|5700365|160|87082999|37|1|No. De parte: 5HYV-042055-9002|2025-11-21 13:40:02|
1925|5001421|160|40093106|86|1|No. De parte: 5HYV-182060-6000|2025-11-19 12:01:02|
3471|5600862|160|73182403|122|1|25CFTT405303-5|2025-11-14 16:48:01|
3471|5600798|160|87082919|141|3|5SYV-807800-8300-0BM00|2025-11-14 16:30:06|
3471|5600780|160|87082999|20|1|25CFTT405338-5|2025-11-19 19:29:03|
1925|5700339|160|94019999|23|1|No. De parte: 5HYV-131200-6001-22|2025-11-22 10:51:00|
3471|5600787|160|87082999|212|1|25CFTT405309-2|2025-11-20 10:54:04|
1925|5700230|160|87082999|6|1|No. De parte: 5HYV-031303-6001-H1M|2025-11-13 09:40:03|
3471|5600766|160|87089999|233|2|No.Parte|2025-11-19 18:35:03|
3471|5600764|160|39174001|9|3|9AWV-315001-8000|2025-11-19 19:00:03|
3471|5600780|160|87082999|55|3|5HYV-041041-6001-0RT00|2025-11-19 19:29:03|
3471|5600782|160|94019999|158|2|No.Parte|2025-11-19 15:41:01|
3471|5600787|160|39199099|15|2|No.Parte|2025-11-20 10:54:04|
1925|5700273|160|87082919|84|1|No. De parte: 5SYV-807700-8300-0BM00|2025-11-19 09:44:04|
3471|5600794|160|87085099|90|2|No.Parte|2025-11-14 15:50:01|
3471|5600768|160|87082999|65|3|5SYV-032040-8000-H1M|2025-11-19 16:47:03|
3471|5600776|160|85182202|69|2|No.Parte|2025-11-21 18:08:02|
3471|5600785|160|87081099|38|1|25CFTT405309-1|2025-11-19 19:35:02|
3471|5600862|160|73181606|107|2|No.Parte|2025-11-14 16:48:01|
3471|5600866|160|87082999|38|2|No.Parte|2025-11-14 16:09:02|
3471|5600789|160|73181599|70|2|No.Parte|2025-11-19 18:29:04|
1647|5016705|240|87032199|2|68|380Y-3 SJ140422|2025-11-22 11:13:03|
1925|5700329|160|87082999|85|1|No. De parte: 5HYV-260224-9000|2025-11-20 12:28:02|
1925|5700200|160|73072202|1|1|No. De parte: 5BWV-031436-5000-H1|2025-11-13 10:25:05|
1925|5001425|160|87082999|71|1|No. De parte: 5HYV-223014-6000|2025-11-19 12:01:01|
3471|5600778|160|87089999|268|1|25CFTT405338-3|2025-11-21 18:31:03|
3471|5600782|160|87082919|100|4|5SYV-807300-8300-0BM00|2025-11-19 15:41:01|
3471|5600782|160|39199099|8|1|25CFTT405338-7|2025-11-19 15:41:01|
3471|5600764|160|85044099|84|3|5HYV-151000-6000|2025-11-19 19:00:03|
3471|5600764|160|84213199|80|2|No.Parte|2025-11-19 19:00:03|
1925|5001386|160|87082999|170|1|No. De parte: 5HYV-031303-6001-H1M|2025-11-13 13:04:02|
3471|5600787|160|87089412|230|3|5HYV-107300-6000|2025-11-20 10:54:04|
1647|5016705|240|87032199|2|16|380Y-3 SJ080106|2025-11-22 11:13:03|
3471|5600787|160|94019999|273|3|5HYV-131200-6000-20|2025-11-20 10:54:04|
3471|5600798|160|87082901|134|2|No.Parte|2025-11-14 16:30:06|
3471|5600862|160|73181606|111|1|25CFTT405303-5|2025-11-14 16:48:01|
3471|5600776|160|87082999|99|3|5HYV-103100-6001|2025-11-21 18:08:02|
1647|5016705|240|87032199|2|62|380Y-3 SJ160272|2025-11-22 11:13:03|
3471|5600787|160|87085099|214|1|25CFTT405309-2|2025-11-20 10:54:04|
1925|5001386|160|73181599|16|1|No. De parte: 30006-080045810|2025-11-13 13:04:02|
1925|5100860|160|87089999|4|1|No. De parte: 5HYV-002003-6000|2025-11-19 11:28:07|
3471|5600764|160|40169901|36|2|No.Parte|2025-11-19 19:00:03|
3471|5600782|160|39199099|16|1|25CFTT405338-7|2025-11-19 15:41:01|
3471|5600803|160|73269099|2|1|25CFTT405309-6|2025-11-19 18:35:03|
3471|5600787|160|87082999|185|2|No.Parte|2025-11-20 10:54:04|
1925|5001423|160|84213199|99|1|No. De parte: 0NYV-112000-3000|2025-11-19 12:01:02|
1925|5001386|160|73181606|40|1|No. De parte: 30204-122810|2025-11-13 13:04:02|
3471|5600787|160|73269099|103|3|9010-020007|2025-11-20 10:54:04|
1647|5016705|240|87032199|2|264|380Y-3 SJ160404|2025-11-22 11:13:03|
1925|5001421|160|73181606|21|1|No. De parte: 30204-122110|2025-11-19 12:01:02|
1905|5017408|160|98020019|3|2|FRACCION ORIGINAL: 3902.10.99.00|2025-11-14 18:36:06|
3471|5600792|160|87082919|145|4|5SYV-807800-8300-0BM00|2025-11-14 17:05:01|
1925|5700357|160|73182291|45|1|No. De parte: 30303-080112|2025-11-21 11:53:02|
1647|5016705|240|87032199|1|247|380Y-3 SJ080094|2025-11-22 11:13:03|
1925|5700355|160|73181606|184|1|No. De parte: 8030-040800-00001|2025-11-20 11:41:02|
1925|5001386|160|87082999|72|1|No. De parte: 5HYV-041041-6001-0RT00|2025-11-13 13:04:02|
1925|5001423|160|87082999|191|1|No. De parte: 5HYV-043069-9000|2025-11-19 12:01:02|
3471|5600764|160|40091102|28|2|No.Parte|2025-11-19 19:00:03|
3471|5600768|160|87082999|41|3|5HYV-031301-6000-H1M|2025-11-19 16:47:03|
3471|5600782|160|87082999|116|1|25CFTT405338-6|2025-11-19 15:41:01|
3471|5600787|160|94019999|275|3|5HYV-132000-6000-20|2025-11-20 10:54:04|
1925|5100860|160|87089999|7|1|No. De parte: 5HYV-082100-6000|2025-11-19 11:28:07|
1925|5001386|160|87089999|156|1|No. De parte: 5HYV-030020-6000|2025-11-13 13:04:02|
3471|5600787|160|85371006|127|3|5HYV-016100-6000|2025-11-20 10:54:04|
1647|5016705|240|87032199|1|98|380Y-3 SH190216|2025-11-22 11:13:03|
3471|5600766|160|87089999|234|2|No.Parte|2025-11-19 18:35:03|
3471|5600860|160|40169999|20|3|5HYV-135000-4500-26|2025-11-14 16:30:07|
1925|5700228|160|87082919|14|1|No. De parte: 5HYV-807100-9001-0BM00|2025-11-13 09:35:05|
1925|5700357|160|73181599|5|1|No. De parte: 30004-080030810|2025-11-21 11:53:02|
1647|5016705|240|87032199|1|125|380Y-3 SH290183|2025-11-22 11:13:03|
3471|5600787|160|94019999|281|2|No.Parte|2025-11-20 10:54:04|
1925|5700238|160|39235001|82|1|No. De parte: 5BYV-042032-AD00|2025-11-13 14:41:01|
3471|5600764|160|73181599|63|2|No.Parte|2025-11-19 19:00:03|
3471|5600765|160|63079099|1|2|No.Parte|2025-11-19 19:00:02|
1925|5700275|160|87082999|32|1|No. De parte: 5HYV-032140-6001-H1M|2025-11-19 09:51:01|
1925|5700283|160|87082201|74|1|No. De parte: 5HYV-237000-6000-30|2025-11-19 10:05:03|
3471|5600789|160|73181599|49|1|25CFTT405309-4|2025-11-19 18:29:04|
3471|5600764|160|85129007|88|1|25CFTT405370|2025-11-19 19:00:03|
1925|5001394|160|87082999|8|1|No. De parte: 5HYV-032110-6000-H1M|2025-11-13 11:32:07|
3471|5600787|160|39199099|15|3|5HYV-190006-6000|2025-11-20 10:54:04|
1647|5016705|240|87032199|1|50|380Y-3 SH290207|2025-11-22 11:13:03|
3471|5600778|160|98020019|67|3|NO.PARTE|2025-11-21 18:31:03|
3471|5600866|160|87082999|74|2|No.Parte|2025-11-14 16:09:02|
3471|5600862|160|87089412|214|3|5HYV-107300-6000|2025-11-14 16:48:01|
3471|5600778|160|98020019|58|3|NO.PARTE|2025-11-21 18:31:03|
1647|5016705|240|87032199|2|14|380Y-3 SJ220207|2025-11-22 11:13:03|
1925|5700356|160|73269099|4|1|No. De parte: TBT085-01-01|2025-11-21 11:51:02|
1925|5001394|160|73182403|52|1|No. De parte: 30801-02005|2025-11-13 11:32:07|
1925|5001423|160|73181599|123|1|No. De parte: 30006-102090810|2025-11-19 12:01:02|
3471|5600785|160|39269099|8|2|No.Parte|2025-11-19 19:35:02|
1925|5700283|160|87085099|106|1|No. De parte: 5SYV-290100-8001|2025-11-19 10:05:03|
3471|5600780|160|87082999|29|1|25CFTT405338-5|2025-11-19 19:29:03|
3471|5600789|160|87081099|123|2|No.Parte|2025-11-19 18:29:04|
1925|5001423|160|73182291|143|1|No. De parte: 30303-080112|2025-11-19 12:01:02|
1925|5001388|160|87082201|67|1|No. De parte: 5HYV-237000-6000-29|2025-11-13 13:04:02|
3471|5000891|160|85371099|2|1|25CFMABTTP085|2025-11-21 23:58:01|
1925|5700349|160|39174001|26|1|No. De parte: 5HYV-353402-9000|2025-11-24 13:18:01|
3471|5600778|160|98020019|45|3|NO.PARTE|2025-11-21 18:31:03|
1925|5001394|160|73269099|209|1|No. De parte: 7030-221140|2025-11-13 11:32:07|
1905|5017408|160|98020019|16|4|EN FRIO, ACEROS PLANOS RECUBIERTOS Y ALAMBRON DE ACERO.|2025-11-14 18:36:06|
3471|5600766|160|87089999|225|1|25CFTT405370-2|2025-11-19 18:35:03|
1647|5016705|240|87032199|1|2|ORDEN No. 5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,|2025-11-22 11:13:03|
3471|5600787|160|39199099|26|2|No.Parte|2025-11-20 10:54:04|
1925|5001388|160|39174001|95|1|No. De parte: 9AWV-315001-8000|2025-11-13 13:04:02|
1925|5001423|160|87082999|179|1|No. De parte: 5HYV-041041-6001-0BM00|2025-11-19 12:01:02|
3471|5600789|160|84879006|107|2|No.Parte|2025-11-19 18:29:04|
3471|5600785|160|87089999|95|3|5HYV-355300-9001|2025-11-19 19:35:02|
1925|5001423|160|73181599|130|1|No. De parte: 30110-480160010|2025-11-19 12:01:02|
1925|5700329|160|87089999|5|1|No. De parte: 0NYV-114000-3000|2025-11-20 12:28:02|
1925|5001423|160|39269099|235|1|No. De parte: 5HYV-353510-9001-0HQ00|2025-11-19 12:01:02|
3471|5600792|160|87085099|172|1|25CFTT405375|2025-11-14 17:05:01|
3471|5600787|160|39269099|42|2|No.Parte|2025-11-20 10:54:04|
1647|5016705|240|87032199|2|144|380Y-3 SJ160213|2025-11-22 11:13:03|
3471|5600778|160|98020019|64|4|30102-102025810|2025-11-21 18:31:03|
3471|5600862|160|87089999|233|2|No.Parte|2025-11-14 16:48:01|
3471|5600864|160|39199099|3|1|25CFTT405303-7|2025-11-14 16:48:03|
3471|5600778|160|87082999|190|3|5HYV-103100-6001|2025-11-21 18:31:03|
3471|5600767|160|39232991|2|3|5HYV-135000-4500-20|2025-11-21 15:26:02|
1925|5001423|160|73182102|140|1|No. De parte: 30301-060470|2025-11-19 12:01:02|
3471|5600792|160|87088007|181|1|25CFTT405375|2025-11-14 17:05:01|
1925|5001423|160|87089999|267|1|No. De parte: 9AWV-060610-8000|2025-11-19 12:01:02|
3471|5600789|160|73182291|88|3|30303-080112|2025-11-19 18:29:04|
3471|5600782|160|87088007|131|3|5HYV-050210-6000A|2025-11-19 15:41:01|
3471|5600768|160|87087006|69|2|No.Parte|2025-11-19 16:47:03|
1925|5700357|160|73181599|6|1|No. De parte: 30006-060012810|2025-11-21 11:53:02|
3471|5600764|160|87082999|126|2|25CFTT405370-1|2025-11-19 19:00:03|
3471|5600862|160|49089099|49|2|No.Parte|2025-11-14 16:48:01|
3471|5600776|160|39173999|1|2|No.Parte|2025-11-21 18:08:02|
1647|5016705|240|87032199|1|253|380Y-3 SJ050264|2025-11-22 11:13:03|
3471|5600766|160|87085099|206|2|No.Parte|2025-11-19 18:35:03|
3471|5600792|160|39269099|20|1|25CFTT405375-1|2025-11-14 17:05:01|
3471|5600792|160|73181599|62|3|5BWV-040006-5000|2025-11-14 17:05:01|
1925|5700356|160|73269099|7|1|No. De parte: TBT085-01-04|2025-11-21 11:51:02|
3471|5600776|160|87082999|88|3|5BWV-348002-5002|2025-11-21 18:08:02|
1925|5700333|160|87087099|8|1|No. De parte: 5HYV-07Z0AA-6000|2025-11-21 12:20:02|
3471|5600792|160|87089999|206|3|5HYV-352103-9000|2025-11-14 17:05:01|
1925|5001425|160|90262003|131|1|No. De parte: TFQ002|2025-11-19 12:01:01|
1925|5700331|160|73181599|6|1|No. De parte: 30004-080030810|2025-11-21 12:15:02|
3471|5600789|160|73181599|64|2|No.Parte|2025-11-19 18:29:04|
3471|5600764|160|87082999|152|2|No.Parte|2025-11-19 19:00:03|
1925|5700357|160|73182291|46|1|No. De parte: 30305-060112|2025-11-21 11:53:02|
1925|5001421|160|87089412|180|1|No. De parte: 5HYV-050801A|2025-11-19 12:01:02|
3471|5600792|160|94019999|240|2|No.Parte|2025-11-14 17:05:01|
3471|5600778|160|87082999|181|2|No.Parte|2025-11-21 18:31:03|
3471|5600776|160|98020019|43|5|5BWV-040005-5000|2025-11-21 18:08:02|
3471|5600776|160|87082919|85|1|25CFTT405338-1|2025-11-21 18:08:02|
3471|5600792|160|73182403|84|3|30903-0403610|2025-11-14 17:05:01|
3471|5600796|160|87089999|112|1|25CFTT405375-6|2025-11-14 17:16:03|
3471|5600776|160|84123199|61|3|5BWV-102000-5001|2025-11-21 18:08:02|
1647|5016705|240|87032199|1|69|380Y-3 SJ050143|2025-11-22 11:13:03|
3471|5600778|160|87089999|279|1|25CFTT405338-3|2025-11-21 18:31:03|
3471|5600792|160|94019999|260|2|No.Parte|2025-11-14 17:05:01|
1925|5100860|160|87082999|36|1|No. De parte: 5HYV-021120-6000|2025-11-19 11:28:07|
3471|5600778|160|87082901|147|2|No.Parte|2025-11-21 18:31:03|
3471|5600764|160|39235001|14|2|No.Parte|2025-11-19 19:00:03|
3471|5600765|160|73269099|2|5|TBT054|2025-11-19 19:00:02|
3471|5600787|160|87087006|217|1|25CFTT405309-2|2025-11-20 10:54:04|
1925|5001423|160|73182403|167|1|No. De parte: 5HY#-220008-1000|2025-11-19 12:01:02|
1925|5700242|160|87082999|14|1|No. De parte: 5HYV-031304-6001-H1M|2025-11-13 11:23:02|
3471|5600768|160|73269099|15|2|No.Parte|2025-11-19 16:47:03|
1925|5700331|160|73181599|27|1|No. De parte: 30006-102080110|2025-11-21 12:15:02|
3471|5600787|160|87082999|181|3|5HYV-032240-6001-H1M|2025-11-20 10:54:04|
3471|5600792|160|40169999|32|1|25CFTT405375|2025-11-14 17:05:01|
3471|5600792|160|73181599|46|3|30001-122060160|2025-11-14 17:05:01|
3471|5600766|160|85122099|140|3|5HYV-160410-6000|2025-11-19 18:35:03|
1925|5700331|160|40093106|87|1|No. De parte: 5HYV-182050-6000|2025-11-21 12:15:02|
3471|5600787|160|39269099|48|1|25CFTT405309-2|2025-11-20 10:54:04|
1925|5700242|160|94019999|58|1|No. De parte: 5HYV-135000-4500-21|2025-11-13 11:23:02|
1925|5001425|160|87082999|195|1|No. De parte: 5HYV-237020-6000-H1M|2025-11-19 12:01:01|
3471|5600787|160|87089412|227|3|5HYV-050660-6000|2025-11-20 10:54:04|
3471|5600782|160|73181599|55|2|No.Parte|2025-11-19 15:41:01|
3471|5600782|160|40091102|34|1|25CFTT405338-6|2025-11-19 15:41:01|
3471|5600785|160|85124001|31|3|5HYV-805300-9002|2025-11-19 19:35:02|
3471|5600766|160|39199099|13|2|No.Parte|2025-11-19 18:35:03|
3471|5600792|160|40169901|30|1|25CFTT405375|2025-11-14 17:05:01|
3471|5600778|160|87082999|229|2|No.Parte|2025-11-21 18:31:03|
1647|5016705|240|87032199|1|166|380Y-3 SJ050168|2025-11-22 11:13:03|
3471|5600766|160|73262006|119|2|No.Parte|2025-11-19 18:35:03|
1925|5700234|160|87082999|4|1|No. De parte: 5HYV-042055-9002|2025-11-13 10:44:02|
1905|5017408|160|98020019|8|4|EN FRIO, ACEROS PLANOS RECUBIERTOS Y ALAMBRON DE ACERO.|2025-11-14 18:36:06|
3471|5600778|160|87089999|282|2|No.Parte|2025-11-21 18:31:03|
1925|5700363|160|87082999|2|1|No. De parte: 5HYV-041043-6001-0RT00|2025-11-21 13:21:03|
1925|5700327|160|73269099|25|1|No. De parte: 30605-114060|2025-11-20 12:24:03|
3471|5600796|160|87082999|68|3|5HYV-221104-6000-H1M|2025-11-14 17:16:03|
3471|5600766|160|39263002|24|1|25CFTT405370-3|2025-11-19 18:35:03|
3471|5600785|160|39235001|5|1|25CFTT405309|2025-11-19 19:35:02|
3471|5600782|160|87085099|123|2|No.Parte|2025-11-19 15:41:01|
3471|5600782|160|87089412|142|3|5HYV-101100-6002-0HQ00|2025-11-19 15:41:01|
3471|5600785|160|85291009|34|2|No.Parte|2025-11-19 19:35:02|
1925|5700273|160|40169999|62|1|No. De parte: 5HYV-290101-6000|2025-11-19 09:44:04|
3471|5600796|160|87082999|46|1|25CFTT405375-5|2025-11-14 17:16:03|
3471|5600787|160|39269099|36|1|25CFTT405309-2|2025-11-20 10:54:04|
1925|5700339|160|87089412|29|1|No. De parte: 5HYV-150820-6000|2025-11-22 10:51:00|
3471|5600766|160|73181606|95|3|30204-122110|2025-11-19 18:35:03|
3577|5102368|521|87089999|34|1|27NO. DE PARTE : 5HYV-352102-9000  FACTURA: 25CFTTP6974|2025-11-13 19:27:00|
3471|5600864|160|73181606|20|2|No.Parte|2025-11-14 16:48:03|
3471|5600766|160|49089099|47|3|5SYV-190010-1900-11|2025-11-19 18:35:03|
1647|5016705|240|87032199|1|108|380Y-3 SH220033|2025-11-22 11:13:03|
1925|5100856|160|73181401|35|1|No. De parte: 30110-421130010|2025-11-19 11:27:03|
3471|5600796|160|87082999|38|1|25CFTT405375-5|2025-11-14 17:16:03|
1925|5001421|160|39199099|132|1|No. De parte: 5SYV-190001-1900-12|2025-11-19 12:01:02|
3471|5600778|160|87082999|158|3|0NYV-120100-3000|2025-11-21 18:31:03|
1925|5700277|160|85365099|64|1|No. De parte: 5HYV-169540-6000|2025-11-19 09:58:01|
3471|5600782|160|87081099|93|1|25CFTT405338-6|2025-11-19 15:41:01|
3471|5600785|160|39269099|11|3|7030-150005|2025-11-19 19:35:02|
3471|5600768|160|87082999|36|1|25CFTT405370-4|2025-11-19 16:47:03|
3471|5600792|160|39263002|9|2|25CFTT405375-1|2025-11-14 17:05:01|
1925|5700365|160|87082999|25|1|No. De parte: 5HYV-031541-6000-H1M|2025-11-21 13:40:02|
1925|5700340|160|73269099|1|1|No. De parte: TBT065|2025-11-22 10:52:02|
3471|5600787|160|87082999|163|1|25CFTT405309-3|2025-11-20 10:54:04|
3471|5600864|160|40091102|12|2|No.Parte|2025-11-14 16:48:03|
3471|5600792|160|87082919|146|1|25CFTT405375|2025-11-14 17:05:01|
3471|5600766|160|87089412|219|2|No.Parte|2025-11-19 18:35:03|
1925|5700359|160|94019999|18|1|No. De parte: 5HYV-131312-6000-H1|2025-11-21 11:54:06|
3471|5600776|160|87089999|129|2|No.Parte|2025-11-21 18:08:02|
1647|5006994|240|87032199|1|30|380Y-3 SJ140468|2025-11-14 17:36:10|
3471|5600782|160|73181599|52|1|25CFTT405338-7|2025-11-19 15:41:01|
3471|5600778|160|94019999|330|3|5SYV-134000-2600-26|2025-11-21 18:31:03|
3471|5600782|160|87088005|126|3|5HYV-060410-6000A|2025-11-19 15:41:01|
3471|5600782|160|87082919|105|2|25CFTT405338-7|2025-11-19 15:41:01|
3471|5600778|160|94019999|339|3|5SYV-135000-2600-22|2025-11-21 18:31:03|
3471|5600768|160|87087099|70|3|5HYV-07Z0AA-6000|2025-11-19 16:47:03|
1647|5006994|240|87032199|1|34|380Y-3 SJ080115|2025-11-14 17:36:10|
3471|5600776|160|39199099|150|3|5HYV-046001-9000|2025-11-21 18:08:02|
1925|5700359|160|94019999|62|1|No. De parte: 5SYV-134000-2600-25|2025-11-21 11:54:06|
1925|5700329|160|85371006|109|1|No. De parte: SN1V-691100-1301-11|2025-11-20 12:28:02|
1925|5001388|160|94019999|119|1|No. De parte: 5HYV-132000-6000-20|2025-11-13 13:04:02|
1925|5700218|160|87082999|144|1|No. De parte: 5HYV-223014-6000|2025-11-13 10:05:03|
3471|5600766|160|87088007|211|2|No.Parte|2025-11-19 18:35:03|
1647|5016705|240|87032199|2|237|380Y-3 SJ160281|2025-11-22 11:13:03|
3471|5600764|160|85444299|105|2|No.Parte|2025-11-19 19:00:03|
1925|5001394|160|87082999|20|1|No. De parte: 5HYV-221108-6000-H1M|2025-11-13 11:32:07|
3471|5600764|160|87089999|187|1|25CFTT405370-1|2025-11-19 19:00:03|
3471|5600778|160|98020019|100|1|FRACCION ORIGINAL 7326909903|2025-11-21 18:31:03|
3471|5600782|160|87085099|122|3|5HYV-280300-6002|2025-11-19 15:41:01|
3471|5600764|160|87088009|171|2|No.Parte|2025-11-19 19:00:03|
3471|5600787|160|87089999|241|1|25CFTT405309-2|2025-11-20 10:54:04|
1925|5001421|160|84123199|176|1|No. De parte: 5BWV-102000-5001|2025-11-19 12:01:02|
1925|5001394|160|73181599|60|1|No. De parte: 5BWV-040005-5000|2025-11-13 11:32:07|
3471|5600776|160|87089999|128|3|5HYV-352110A|2025-11-21 18:08:02|
1925|5700347|160|84123199|4|1|No. De parte: 5BWV-102000-5001|2025-11-24 13:15:00|
3471|5600766|160|87082999|199|2|No.Parte|2025-11-19 18:35:03|
3471|5600794|160|87082999|50|1|25CFTT405375-4|2025-11-14 15:50:01|
3471|5600862|160|73181599|100|3|8010-000004|2025-11-14 16:48:01|
1925|5700329|160|40093106|48|1|No. De parte: 5HYV-182500-6000|2025-11-20 12:28:02|
1647|5016705|240|87032199|1|60|380Y-3 SJ050227|2025-11-22 11:13:03|
1925|5700327|160|87088007|67|1|No. De parte: 5HYV-050310-6001A|2025-11-20 12:24:03|
3471|5600796|160|87082999|85|1|25CFTT405375-5|2025-11-14 17:16:03|
3471|5600789|160|85389001|122|2|No.Parte|2025-11-19 18:29:04|
1925|5700331|160|40093106|86|1|No. De parte: 5HYV-182040-6000|2025-11-21 12:15:02|
1925|5700281|160|73181606|30|1|No. De parte: 30202-050110|2025-11-19 10:04:02|
1925|5700273|160|85365099|42|1|No. De parte: 5HYV-169360-6001|2025-11-19 09:44:04|
3471|5600776|160|39269029|10|3|7030-200101|2025-11-21 18:08:02|
1925|5100860|160|87088005|24|1|No. De parte: 5HYV-450150-6000|2025-11-19 11:28:07|
3471|5600792|160|87083099|171|1|25CFTT405375|2025-11-14 17:05:01|
3471|5600776|160|98020019|48|3|25CFTT405338|2025-11-21 18:08:02|
1925|5700345|160|87082999|30|1|No. De parte: 5HYV-032060-6000-H1M|2025-11-22 10:59:02|
1925|5100858|160|94019999|35|1|No. De parte: 5ASV-134000-6000|2025-11-19 11:48:01|
3471|5600858|160|85182202|28|2|No.Parte|2025-11-14 17:16:03|
3471|5600794|160|84254299|30|1|25CFTT405375-2|2025-11-14 15:50:01|
3471|5600781|160|73269099|3|2|No.Parte|2025-11-19 19:29:03|
1925|5700338|160|73269099|3|1|No. De parte: TBM056-1|2025-11-22 10:50:02|
3471|5600776|160|73182102|51|3|30301-060470|2025-11-21 18:08:02|
3471|5600792|160|94012001|228|1|25CFTT405375-1|2025-11-14 17:05:01|
3471|5600780|160|87082999|17|3|5HYV-030030-6000|2025-11-19 19:29:03|
1925|5700327|160|87082999|99|1|No. De parte: 5HYV-221050-6002-H1M|2025-11-20 12:24:03|
3471|5600780|160|87089999|73|2|No.Parte|2025-11-19 19:29:03|
3471|5600782|160|87088099|134|2|No.Parte|2025-11-19 15:41:01|
3471|5600786|160|73269099|2|1|25CFTT405309-1|2025-11-19 19:35:01|
3471|5600764|160|87082101|112|1|25CFTT405370|2025-11-19 19:00:03|
3471|5600792|160|94019999|242|3|5HYV-133000-4500-21|2025-11-14 17:05:01|
3471|5600776|160|85044099|65|1|25CFTT405338-1|2025-11-21 18:08:02|
1925|5700339|160|87082999|39|1|No. De parte: 5HYV-260213-9001|2025-11-22 10:51:00|
1925|5700333|160|84073304|3|1|No. De parte: 0NYM-B1A100-0800-M1|2025-11-21 12:20:02|
3471|5600792|160|85044099|108|2|No.Parte|2025-11-14 17:05:01|
3471|5600862|160|73181599|73|2|No.Parte|2025-11-14 16:48:01|
3471|5600766|160|73181599|60|1|25CFTT405370-2|2025-11-19 18:35:03|
1647|5016705|240|87032199|2|129|380Y-3 SJ140437|2025-11-22 11:13:03|
