Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|SecuenciaObservacion|Observaciones|FechaPagoReal
3471|5600782|160|39199099|6|1|25CFTT405338-7|2025-11-19 15:41:01|
3471|5600866|160|87089999|93|1|25CFTT405303-9|2025-11-14 16:09:02|
1925|5700236|160|85182202|27|1|No. De parte: 5HYV-155200-6000-M1|2025-11-13 10:49:01|
3471|5600792|160|83023091|99|2|No.Parte|2025-11-14 17:05:01|
3471|5600792|160|87082999|149|3|0NYV-120100-3000|2025-11-14 17:05:01|
3471|5600862|160|73181606|104|3|30204-102810|2025-11-14 16:48:01|
3471|5600794|160|73269099|24|2|No.Parte|2025-11-14 15:50:01|
3471|5600792|160|87082999|153|2|No.Parte|2025-11-14 17:05:01|
1925|5700242|160|94019999|52|1|No. De parte: 5HYV-131321-6000|2025-11-13 11:23:02|
1925|5001386|160|87082999|161|1|No. De parte: 5HYV-030600-6001|2025-11-13 13:04:02|
3471|5600866|160|87082999|47|1|25CFTT405303-9|2025-11-14 16:09:02|
3471|5600782|160|85365099|90|3|5HYV-169510-6000|2025-11-19 15:41:01|
3471|5600944|160|39269099|10|1|25CFTT405952-2|2025-11-27 19:08:01|
1925|5700226|160|39199099|79|1|No. De parte: 5HYV-190011-6000|2025-11-12 18:32:01|
1925|5700214|160|73181599|7|1|No. De parte: 30006-080020870|2025-11-12 18:15:01|
3471|5600950|160|87082999|59|3|5HYV-223024-6000-0RT00|2025-11-27 18:19:02|
3471|5600782|160|87082999|110|2|No.Parte|2025-11-19 15:41:01|
1925|5001392|160|87089203|17|1|No. De parte: 5HYV-021220-6000|2025-11-13 13:04:03|
3471|5600862|160|85269299|163|3|5HYV-010230-6000|2025-11-14 16:48:01|
3471|5600798|160|73181599|56|3|30006-060020810|2025-11-14 16:30:06|
3471|5600792|160|94012001|224|2|No.Parte|2025-11-14 17:05:01|
3471|5600866|160|87141099|106|3|5HYV-237130-6000-H1|2025-11-14 16:09:02|
3471|5600794|160|39269099|8|2|No.Parte|2025-11-14 15:50:01|
3471|5600792|160|87089999|213|3|5SYV-352103-8300|2025-11-14 17:05:01|
3471|5600798|160|39199099|22|1|25CFTT405375-7|2025-11-14 16:30:06|
1925|5700204|160|40169999|109|1|No. De parte: 6KWV-040305-1100|2025-11-13 10:37:02|
3471|5600792|160|83023091|100|2|No.Parte|2025-11-14 17:05:01|
3471|5600782|160|87089412|137|1|25CFTT405338-7|2025-11-19 15:41:01|
3471|5600952|160|87082999|11|3|5HYV-032090-6000-H1M|2025-11-27 17:41:05|
1925|5100823|160|73181599|93|1|No. De parte: 30006-080060810|2025-11-12 16:31:00|
1925|5100825|160|87082999|64|1|No. De parte: 5HYV-032270-6000-H1M|2025-11-12 16:35:02|
3471|5600952|160|87082999|4|3|5HYV-031302-6000-H1M|2025-11-27 17:41:05|
3471|5600766|160|85371006|147|3|5HYV-150810-6000|2025-11-19 18:35:03|
3471|5600792|160|85365099|121|2|No.Parte|2025-11-14 17:05:01|
1925|5700206|160|87082999|16|1|No. De parte: 5HYV-237020-6000-H1M|2025-11-13 10:47:04|
1925|5700232|160|87082999|69|1|No. De parte: 5HYV-237020-6000-H1M|2025-11-13 09:50:05|
3471|5600792|160|85365099|121|1|25CFTT405375|2025-11-14 17:05:01|
3471|5600862|160|73181599|82|1|25CFTT405303-5|2025-11-14 16:48:01|
3471|5600796|160|87141099|118|3|5HYV-237000-6000-30|2025-11-14 17:16:03|
3471|5600798|160|87082919|142|3|5SYV-807800-8300-0RT00|2025-11-14 16:30:06|
3471|5600792|160|87082999|168|1|25CFTT405375-1|2025-11-14 17:05:01|
3471|5600792|160|94019999|253|1|25CFTT405375-1|2025-11-14 17:05:01|
3471|5600792|160|85443099|130|2|No.Parte|2025-11-14 17:05:01|
3471|5600764|160|73181599|54|3|30006-102035160|2025-11-19 19:00:03|
1925|5700308|160|94019999|30|1|No. De parte: 5HYV-131200-6001-22|2025-11-28 11:14:03|
3043|5603319|523|56090002|1|1|NP: 216RSEF|2025-11-11 18:09:01|
3043|5603323|520|87032199|1|100|LCELE1ZA0TM000805 380Y-3 SH190042|2025-11-10 18:13:00|
3471|5600944|160|40093106|17|3|5HYV-182410-6000|2025-11-27 19:08:01|
3471|5600770|160|94019999|138|2|No.Parte|2025-11-19 18:29:05|
3471|5600860|160|70091099|23|3|5HYV-200200-6000|2025-11-14 16:30:07|
1925|5700206|160|94019999|12|1|No. De parte: 5HYV-133000-6001-21|2025-11-13 10:47:04|
1925|5700232|160|87082999|22|1|No. De parte: 5HYV-031429-6000-H1M|2025-11-13 09:50:05|
3471|5600792|160|94012001|218|3|5HYV-131100-6001-22|2025-11-14 17:05:01|
1925|5001390|160|84099199|59|1|No. De parte: 0NYV-190001-2000|2025-11-13 13:04:03|
1925|5700228|160|87085099|11|1|No. De parte: 5HYV-290100-6001|2025-11-13 09:35:05|
3471|5600792|160|87082999|151|3|5HYV-041041-6001-0BM00|2025-11-14 17:05:01|
1925|5700232|160|87082999|33|1|No. De parte: 5HYV-032070-6000-H1M|2025-11-13 09:50:05|
3471|5600792|160|85044099|108|3|5HYV-151000-6000|2025-11-14 17:05:01|
3471|5600860|160|39269099|6|2|No.Parte|2025-11-14 16:30:07|
3471|5600764|160|40091102|29|2|No.Parte|2025-11-19 19:00:03|
3471|5600944|160|85122002|44|2|No.Parte|2025-11-27 19:08:01|
1925|5700226|160|40091102|107|1|No. De parte: 5HYV-360005-6000|2025-11-12 18:32:01|
1925|5700214|160|85371006|32|1|No. De parte: 5HYV-001000-9000|2025-11-12 18:15:01|
1925|5700314|160|84152001|12|1|No. De parte: 5HYV-351100-9001|2025-11-28 11:33:03|
3471|5600782|160|83082001|74|2|No.Parte|2025-11-19 15:41:01|
3471|5600866|160|40169304|10|2|No.Parte|2025-11-14 16:09:02|
1925|5700238|160|87089412|107|1|No. De parte: 5HYV-050650-6000|2025-11-13 14:41:01|
1925|5700232|160|83023091|58|1|No. De parte: 5HYV-134100-6001|2025-11-13 09:50:05|
3471|5600864|160|84213199|23|2|No.Parte|2025-11-14 16:48:03|
1925|5001392|160|85122099|57|1|No. De parte: 9AWV-160112-8002|2025-11-13 13:04:03|
3471|5600866|160|70091099|13|2|No.Parte|2025-11-14 16:09:02|
3471|5600792|160|87082999|161|3|5HYV-223014-6000|2025-11-14 17:05:01|
1925|5001390|160|94019999|4|1|No. De parte: 5HY1-133400-6000|2025-11-13 13:04:03|
3471|5600866|160|87141099|95|1|25CFTT405303-9|2025-11-14 16:09:02|
1925|5001392|160|87088005|24|1|No. De parte: 5HYV-060410-6000A|2025-11-13 13:04:03|
3471|5600782|160|73181606|62|2|No.Parte|2025-11-19 15:41:01|
1925|5700308|160|87088005|22|1|No. De parte: 5HYV-060110-6000A|2025-11-28 11:14:03|
1925|5100823|160|39269014|223|1|No. De parte: 8010-150003|2025-11-12 16:31:00|
1925|5100823|160|87082922|36|1|No. De parte: 5HYV-170500-6000-10|2025-11-12 16:31:00|
3471|5600944|160|98020019|228|1|25CFTT405952-2, FRACCION ORIGINAL 7318160603|2025-11-27 19:08:01|
1925|5001425|160|87082999|198|1|No. De parte: 5SYV-030310-8000-H1M|2025-11-19 12:01:01|
3471|5600792|160|87082919|141|3|NO.PARTE|2025-11-14 17:05:01|
3471|5600864|160|87082999|61|1|25CFTT405303-6|2025-11-14 16:48:03|
3471|5600792|160|87089999|198|3|5HYV-002015-6001|2025-11-14 17:05:01|
3471|5600792|160|39263002|12|1|25CFTT405375|2025-11-14 17:05:01|
3471|5600796|160|87085099|101|2|No.Parte|2025-11-14 17:16:03|
3471|5600866|160|85444299|31|3|5BWV-156905-5000-M1|2025-11-14 16:09:02|
1925|5700238|160|73182291|55|1|No. De parte: 30309-060900|2025-11-13 14:41:01|
3471|5600792|160|94012001|224|1|25CFTT405375-1|2025-11-14 17:05:01|
3471|5600792|160|73181599|69|1|25CFTT405375-1|2025-11-14 17:05:01|
1905|5017408|160|98020019|6|2|FRACCION ORIGINAL: 3902.10.99.00|2025-11-14 18:36:06|
1925|5700275|160|87082999|22|1|No. De parte: 5HYV-031584-6000-H1M|2025-11-19 09:51:01|
3471|5600944|160|87082999|94|2|No.Parte|2025-11-27 19:08:01|
3043|5603323|520|87032199|1|44|LCELE1ZA0TM000643 380Y-3 SG220435|2025-11-10 18:13:00|
1647|5006933|240|87032199|3|94|380Y-3 SH040401|2025-11-10 10:37:06|
3471|5600944|160|98020019|196|2|No.Parte|2025-11-27 19:08:01|
3471|5600791|160|87082999|8|3|5HYV-223022-6000-0K100|2025-11-19 18:35:03|
3471|5600862|160|39199099|10|3|5HYV-190003-6000|2025-11-14 16:48:01|
3471|5600792|160|73269099|93|1|25CFTT405375|2025-11-14 17:05:01|
1925|5700218|160|73181599|10|1|No. De parte: 30006-060012810|2025-11-13 10:05:03|
3471|5600860|160|87082999|52|1|25CFTT405303-2|2025-11-14 16:30:07|
3471|5600858|160|73181599|7|3|30001-122060160|2025-11-14 17:16:03|
3471|5600866|160|87082999|54|1|25CFTT405303-9|2025-11-14 16:09:02|
1925|5001392|160|85122002|32|1|No. De parte: 5HYV-160220-6000|2025-11-13 13:04:03|
3471|5600862|160|87082999|187|1|25CFTT405303-5|2025-11-14 16:48:01|
3471|5600792|160|73181606|77|1|25CFTT405375|2025-11-14 17:05:01|
1925|5001394|160|87087006|108|1|No. De parte: 5HYV-070501-6000|2025-11-13 11:32:07|
3471|5600782|160|39199099|9|2|No.Parte|2025-11-19 15:41:01|
1925|5700302|160|73181599|4|1|No. De parte: 30006-060016870|2025-11-28 11:39:01|
1925|5700216|160|94019999|27|1|No. De parte: 5HYV-131200-6001-22|2025-11-12 18:20:01|
1925|5100829|160|94019999|31|1|No. De parte: 5HYV-133000-4500-21|2025-11-12 16:35:03|
3471|5600950|160|94019999|112|1|25CFTT405952-8|2025-11-27 18:19:02|
3471|5600764|160|39235001|14|3|5HYV-045002-6001|2025-11-19 19:00:03|
1925|5001394|160|84152001|24|1|No. De parte: 5HYV-351100-9001|2025-11-13 11:32:07|
3471|5600860|160|73182403|31|3|5HY0-223035|2025-11-14 16:30:07|
3471|5600798|160|39174001|2|3|5HYV-353405-9000|2025-11-14 16:30:06|
1925|5001394|160|87082999|110|1|No. De parte: 5HYV-080008-6000|2025-11-13 11:32:07|
3471|5600796|160|87089412|111|1|25CFTT405375-6|2025-11-14 17:16:03|
1925|5700218|160|85371099|195|1|No. De parte: 9AWV-151200-8000|2025-11-13 10:05:03|
1925|5100829|160|84073304|50|1|No. De parte: 0NYM-B1A100-0800-M1|2025-11-12 16:35:03|
1925|5700232|160|94019999|5|1|No. De parte: 5HY1-133400-6000|2025-11-13 09:50:05|
3471|5600792|160|94012001|226|2|No.Parte|2025-11-14 17:05:01|
1925|5001393|160|73269099|4|1|No. De parte: TBT070|2025-11-13 11:32:03|
3471|5600770|160|73181504|7|1|25CFTT405370-6|2025-11-19 18:29:05|
3471|5600950|160|87088005|74|1|25CFTT405952-9|2025-11-27 18:19:02|
3043|5603320|523|87032199|1|17|LCELE1ZG1TM000137 380Y-3 SF280415|2025-11-10 18:13:01|
3043|5603320|523|87032199|1|33|LCELE1ZG1TM001062 380Y-3 SE270407|2025-11-10 18:13:01|
3471|5600946|160|98020019|202|2|FRACCION ORIGINAL 7318159903|2025-11-28 20:35:00|
3471|5600782|160|84818022|79|3|5HYV-354600-9001|2025-11-19 15:41:01|
3471|5600864|160|87082999|56|1|25CFTT405303-6|2025-11-14 16:48:03|
3471|5600866|160|87082999|41|3|5HYV-030520-6000-H1M|2025-11-14 16:09:02|
1925|5700232|160|87082999|27|1|No. De parte: 5HYV-031539-6000-H1M|2025-11-13 09:50:05|
1925|5001390|160|73182291|50|1|No. De parte: 5HYV-135000-4500-24|2025-11-13 13:04:03|
1925|5700218|160|87088099|95|1|No. De parte: 5HYV-060610-6000|2025-11-13 10:05:03|
3471|5600866|160|87082999|55|1|25CFTT405303-9|2025-11-14 16:09:02|
1925|5001388|160|87082901|107|1|No. De parte: 5HYV-043064-6000|2025-11-13 13:04:02|
3471|5600798|160|39199099|23|3|5SYV-190003-8100|2025-11-14 16:30:06|
1925|5001388|160|87089999|133|1|No. De parte: 5HYV-355080-9000|2025-11-13 13:04:02|
3471|5600862|160|49019991|47|3|5SYV-380101-1500-13|2025-11-14 16:48:01|
3471|5600766|160|83021002|124|1|25CFTT405370-3|2025-11-19 18:35:03|
3471|5600946|160|85365099|44|1|25CFTT405952-5|2025-11-28 20:35:00|
1925|5700214|160|73181599|11|1|No. De parte: 30105-040016410|2025-11-12 18:15:01|
3043|5603320|523|87032199|1|1|PRODUCT NO.: U26BZABBMUSE0, U26BZABRTUSE0|2025-11-10 18:13:01|
1925|5700298|160|73269099|5|1|No. De parte: TBT085-01-01|2025-11-27 10:17:00|
3471|5600766|160|73182291|102|3|30300-100170|2025-11-19 18:35:03|
3471|5600862|160|39199099|25|1|25CFTT405303-5|2025-11-14 16:48:01|
3471|5600865|160|73269099|2|3|NO.PARTE|2025-11-14 16:48:02|
3471|5600862|160|39269099|32|3|7030-150005|2025-11-14 16:48:01|
3471|5600799|160|73269099|5|1|25CFTT405375-3|2025-11-14 15:49:03|
1925|5700218|160|40093106|127|1|No. De parte: 5HYV-182500-6000|2025-11-13 10:05:03|
3471|5600794|160|87082919|44|2|No.Parte|2025-11-14 15:50:01|
3471|5600864|160|85124001|30|3|5HYV-805300-9002|2025-11-14 16:48:03|
1925|5700214|160|73181401|12|1|No. De parte: 30110-421130010|2025-11-12 18:15:01|
1925|5700238|160|87089412|108|1|No. De parte: 5HYV-050801A|2025-11-13 14:41:01|
3471|5600862|160|87089999|238|2|No.Parte|2025-11-14 16:48:01|
3471|5600782|160|39199099|3|1|25CFTT405338-6|2025-11-19 15:41:01|
1647|5017166|240|87032199|1|151|380Y-3 SH290284|2025-11-27 16:22:03|
3043|5603323|520|87032199|1|94|LCELE1ZA2TM000787 380Y-3 SH160203|2025-11-10 18:13:00|
1925|5100827|160|73181599|6|1|No. De parte: 30024-122100110|2025-11-12 16:35:05|
3471|5600950|160|85122099|30|2|No.Parte|2025-11-27 18:19:02|
3471|5600782|160|39191001|1|3|5HYV-190027-6000|2025-11-19 15:41:01|
3471|5600864|160|87082999|78|3|5HYV-223024-6000-0RT00|2025-11-14 16:48:03|
3471|5600866|160|40169304|10|1|25CFTT405303-9|2025-11-14 16:09:02|
3471|5600862|160|39199099|7|1|25CFTT405303-5|2025-11-14 16:48:01|
3471|5600862|160|73181606|112|2|No.Parte|2025-11-14 16:48:01|
3471|5600860|160|94019999|115|2|No.Parte|2025-11-14 16:30:07|
3471|5600798|160|40169999|45|1|25CFTT405375-7|2025-11-14 16:30:06|
3471|5600860|160|87082999|50|3|5HYV-021130-6000|2025-11-14 16:30:07|
3471|5600862|160|39269099|31|1|25CFTT405303-5|2025-11-14 16:48:01|
1925|5700216|160|87088005|80|1|No. De parte: 5HYV-450150-6000|2025-11-12 18:20:01|
3471|5600864|160|87082999|60|2|No.Parte|2025-11-14 16:48:03|
1925|5001425|160|87082999|21|1|No. De parte: 5HYV-041043-6001-0BM00|2025-11-19 12:01:01|
1925|5700302|160|40169901|2|1|No. De parte: 0180-015003|2025-11-28 11:39:01|
3043|5603323|520|87032199|1|61|LCELE1ZA9TM000852 380Y-3 SH190021|2025-11-10 18:13:00|
1925|5700224|160|87082999|10|1|No. De parte: 5HYV-260213-9001|2025-11-12 18:26:02|
1647|5017166|240|87032199|2|74|380Y-3 SJ220370|2025-11-27 16:22:03|
3471|5600766|160|39199099|4|2|No.Parte|2025-11-19 18:35:03|
3471|5600862|160|73181599|54|3|0010-021019-0010|2025-11-14 16:48:01|
1925|5700216|160|87141099|16|1|No. De parte: 5HYV-031999-6000-H1|2025-11-12 18:20:01|
3471|5600862|160|73181401|51|1|25CFTT405303-5|2025-11-14 16:48:01|
3471|5600864|160|39269099|10|1|25CFTT405303-7|2025-11-14 16:48:03|
1925|5700218|160|85269299|71|1|No. De parte: 5HYV-010230-6000|2025-11-13 10:05:03|
1925|5700218|160|85371099|181|1|No. De parte: 5SYV-169480-8300|2025-11-13 10:05:03|
1925|5700214|160|73181606|19|1|No. De parte: 30225-102810|2025-11-12 18:15:01|
3471|5600864|160|87082919|39|3|5HYV-807200-9001-0BM00|2025-11-14 16:48:03|
3471|5600860|160|39173999|1|1|25CFTT405303-2|2025-11-14 16:30:07|
3471|5600862|160|39269099|33|2|No.Parte|2025-11-14 16:48:01|
3471|5600785|160|39269099|12|1|25CFTT405309|2025-11-19 19:35:02|
1925|5700309|160|73269099|3|1|No. De parte: TBT089|2025-11-28 11:14:04|
1925|5100825|160|87082999|5|1|No. De parte: 5HYV-031034-6000-H1M|2025-11-12 16:35:02|
1925|5100831|160|87089199|37|1|No. De parte: 5HYV-181100-9002|2025-11-12 16:35:03|
1925|5700302|160|87088005|74|1|No. De parte: 5HYV-060110-6000A|2025-11-28 11:39:01|
3471|5600782|160|87082101|99|2|No.Parte|2025-11-19 15:41:01|
3471|5600862|160|39199099|25|2|No.Parte|2025-11-14 16:48:01|
1925|5100828|160|63079099|1|1|No. De parte: 9060-152100|2025-11-12 16:35:04|
3471|5600858|160|87082901|32|3|5HYV-043064-6000|2025-11-14 17:16:03|
1925|5700242|160|87082999|27|1|No. De parte: 5HYV-032050-6000-H1M|2025-11-13 11:23:02|
1925|5700218|160|40093106|125|1|No. De parte: 5HYV-182410-6000|2025-11-13 10:05:03|
3471|5600858|160|73181599|10|3|NO.PARTE|2025-11-14 17:16:03|
1925|5001388|160|87082999|47|1|No. De parte: 5HYV-221060-6001-H1M|2025-11-13 13:04:02|
1925|5001394|160|39199099|148|1|No. De parte: 5HYV-190009-6000|2025-11-13 11:32:07|
3471|5600866|160|85371006|28|3|5HYV-150810-6000|2025-11-14 16:09:02|
3471|5600862|160|39191001|6|3|5HYV-190027-6000|2025-11-14 16:48:01|
1925|5001423|160|87082999|79|1|No. De parte: 5SYV-030330-8000-H1M|2025-11-19 12:01:02|
1925|5700306|160|39269099|112|1|No. De parte: 5HYV-353530-9001-0HQ00|2025-11-28 11:04:03|
1925|5100825|160|87082999|65|1|No. De parte: 5HYV-043021-6000|2025-11-12 16:35:02|
1925|5100823|160|73181606|122|1|No. De parte: 30225-102810|2025-11-12 16:31:00|
1925|5700320|160|87082999|31|1|No. De parte: 5HYV-031542-6000-H1M|2025-11-28 11:22:01|
3471|5600766|160|87082999|186|3|5HYV-221105-6000-H1M|2025-11-19 18:35:03|
3471|5600862|160|87089999|233|1|25CFTT405303-5|2025-11-14 16:48:01|
3471|5600866|160|73072202|15|3|5BWV-031436-5000-H1|2025-11-14 16:09:02|
3471|5600792|160|94012001|218|1|25CFTT405375-1|2025-11-14 17:05:01|
1925|5001388|160|87082999|71|1|No. De parte: 5HYV-237070-6000-H1M|2025-11-13 13:04:02|
1925|5700218|160|87088007|89|1|No. De parte: 5HYV-050410-6000A|2025-11-13 10:05:03|
1925|5700218|160|73181599|24|1|No. De parte: 30006-102075810|2025-11-13 10:05:03|
3471|5600860|160|87089203|93|2|No.Parte|2025-11-14 16:30:07|
3471|5600792|160|87089999|204|3|5HYV-182420-6001|2025-11-14 17:05:01|
3471|5600792|160|85124001|113|3|5SYV-805300-8301|2025-11-14 17:05:01|
1925|5700232|160|87082999|40|1|No. De parte: 5HYV-032210-6000-H1M|2025-11-13 09:50:05|
3471|5600764|160|39235001|13|2|No.Parte|2025-11-19 19:00:03|
1925|5700308|160|85044099|37|1|No. De parte: 5HYV-151000-6000|2025-11-28 11:14:03|
1925|5100825|160|84152001|21|1|No. De parte: 5HYV-351100-9001|2025-11-12 16:35:02|
3043|5603323|520|87032199|1|60|LCELE1ZA3TM000894 380Y-3 SH190125|2025-11-10 18:13:00|
3471|5600950|160|87089904|90|1|25CFTT405952-8|2025-11-27 18:19:02|
3471|5600791|160|87089199|10|1|25CFTT405309-6|2025-11-19 18:35:03|
1925|5700218|160|40093106|128|1|No. De parte: 5HYV-182510-6000|2025-11-13 10:05:03|
3471|5600862|160|87088005|211|3|9AWV-060610-8000|2025-11-14 16:48:01|
3471|5600859|160|73269099|3|1|25CFTT405303-1|2025-11-14 17:16:03|
3471|5600861|160|73269099|4|1|25CFTT405303-2|2025-11-14 16:09:03|
3471|5600792|160|40169999|33|2|No.Parte|2025-11-14 17:05:01|
3471|5600862|160|87089999|233|3|5HYV-182540-6001|2025-11-14 16:48:01|
3471|5600796|160|87141099|116|1|25CFTT405375-5|2025-11-14 17:16:03|
3471|5600860|160|87089904|97|3|5HYV-120100-6000A|2025-11-14 16:30:07|
3471|5600792|160|83023091|96|3|5HYV-134100-6001|2025-11-14 17:05:01|
3471|5600794|160|87141099|124|2|No.Parte|2025-11-14 15:50:01|
3471|5600766|160|87089999|224|1|25CFTT405370-2|2025-11-19 18:35:03|
3471|5600950|160|87088007|76|3|5HYV-050210-6000A|2025-11-27 18:19:02|
1925|5700226|160|39199099|68|1|No. De parte: 5HYV-190002-4100-12|2025-11-12 18:32:01|
1925|5100825|160|87082999|50|1|No. De parte: 5HYV-031459-6000-H1M|2025-11-12 16:35:02|
3471|5600950|160|87082999|53|1|25CFTT405952-9|2025-11-27 18:19:02|
3471|5600764|160|84833004|82|3|9060-100009|2025-11-19 19:00:03|
3471|5600862|160|85122002|160|1|25CFTT405303-4|2025-11-14 16:48:01|
3471|5600862|160|87082101|179|3|5HYV-341200-6000|2025-11-14 16:48:01|
3471|5600794|160|39269099|9|1|25CFTT405375-2|2025-11-14 15:50:01|
3471|5600796|160|87141099|116|2|No.Parte|2025-11-14 17:16:03|
3471|5600866|160|87082201|33|1|25CFTT405303-9|2025-11-14 16:09:02|
3471|5600866|160|87082999|52|3|5HYV-032150-6001-H1M|2025-11-14 16:09:02|
1925|5700236|160|39269099|32|1|No. De parte: 5HYV-188004-6000|2025-11-13 10:49:01|
1925|5100827|160|40169901|19|1|No. De parte: 5HY#-130002-1000|2025-11-12 16:35:05|
3471|5600792|160|73182291|83|3|5HYV-135000-4500-24|2025-11-14 17:05:01|
3471|5600860|160|87089999|107|1|25CFTT405303-2|2025-11-14 16:30:07|
3471|5600770|160|87082999|71|3|5HYV-237090-6000-H1M|2025-11-19 18:29:05|
3471|5600948|160|87082999|66|1|25CFTT405952-7|2025-11-27 18:38:02|
1925|5100825|160|87082999|54|1|No. De parte: 5HYV-031542-6000-H1M|2025-11-12 16:35:02|
3043|5603320|523|87032199|1|76|LCELE1ZG9TM000256 380Y-3 SG110128|2025-11-10 18:13:01|
1925|5700306|160|39174001|142|1|No. De parte: 9AWV-315001-8000|2025-11-28 11:04:03|
3471|5600764|160|73181599|49|2|No.Parte|2025-11-19 19:00:03|
3471|5600862|160|73262006|132|1|25CFTT405303-5|2025-11-14 16:48:01|
3471|5600798|160|39199099|13|2|No.Parte|2025-11-14 16:30:06|
1925|5700230|160|87082999|12|1|No. De parte: 5HYV-032070-6000-H1M|2025-11-13 09:40:03|
1925|5700218|160|39199099|85|1|No. De parte: 5HYV-046004-9000|2025-11-13 10:05:03|
1925|5001394|160|87089999|139|1|No. De parte: 5HYV-183420A|2025-11-13 11:32:07|
3471|5600866|160|40091102|9|2|No.Parte|2025-11-14 16:09:02|
3471|5600858|160|40093106|6|3|5HYV-182500-6000|2025-11-14 17:16:03|
1925|5700240|160|39269099|61|1|No. De parte: 5HYV-353520-9001|2025-11-13 11:24:02|
1925|5001386|160|87082999|177|1|No. De parte: 5HYV-032020-6001-H1M|2025-11-13 13:04:02|
3471|5600864|160|87088005|90|2|No.Parte|2025-11-14 16:48:03|
3471|5600770|160|87082999|39|3|5HYV-031481-6000-H1M|2025-11-19 18:29:05|
3471|5600950|160|87082101|45|1|25CFTT405952-8|2025-11-27 18:19:02|
1925|5700216|160|87082999|63|1|No. De parte: 5HYV-235010-6000-H1M|2025-11-12 18:20:01|
3043|5603321|523|73269099|1|10|92000925-96581388-96581034-96581387-92000882-96581016-96580743-96580732|2025-11-10 18:13:01|
3471|5600944|160|94019999|163|2|No.Parte|2025-11-27 19:08:01|
3471|5600770|160|87082999|31|3|5HYV-030240-6000-H1M|2025-11-19 18:29:05|
3471|5600858|160|87082999|42|2|No.Parte|2025-11-14 17:16:03|
3471|5600798|160|39269099|30|3|5HYV-046008-6000|2025-11-14 16:30:06|
1925|5700240|160|87085099|29|1|No. De parte: 5HYV-060703-6000A|2025-11-13 11:24:02|
3471|5600796|160|87082999|96|2|No.Parte|2025-11-14 17:16:03|
3471|5600798|160|87089999|204|1|25CFTT405375-3|2025-11-14 16:30:06|
3471|5600862|160|73269099|141|2|No.Parte|2025-11-14 16:48:01|
1925|5700218|160|40169999|185|1|No. De parte: 6KWV-040305-1100|2025-11-13 10:05:03|
3471|5600792|160|85371006|127|1|25CFTT405375-1|2025-11-14 17:05:01|
3471|5600866|160|90328999|108|3|5HYV-159010-6000|2025-11-14 16:09:02|
3471|5600858|160|73181599|8|3|30001-122070160|2025-11-14 17:16:03|
1925|5001421|160|39269099|160|1|No. De parte: 7030-150005|2025-11-19 12:01:02|
1925|5700302|160|87085099|124|1|No. De parte: 5HYV-280300-6002|2025-11-28 11:39:01|
1925|5100827|160|87089999|164|1|No. De parte: 5HYV-030006-6000-0BP00|2025-11-12 16:35:05|
1925|5100827|160|39199099|112|1|No. De parte: 5HYV-19TA01-4100-12|2025-11-12 16:35:05|
1925|5700314|160|87082201|13|1|No. De parte: 5HYV-805100-9004|2025-11-28 11:33:03|
3471|5600766|160|90328999|251|3|5HYV-354300-9001|2025-11-19 18:35:03|
1925|5700238|160|73181599|23|1|No. De parte: 30006-102020810|2025-11-13 14:41:01|
3471|5600864|160|39263002|5|3|5HYV-160115-6000|2025-11-14 16:48:03|
3471|5600859|160|73269099|5|3|NO.PARTE|2025-11-14 17:16:03|
3471|5600861|160|73269099|4|4|TBT085|2025-11-14 16:09:03|
3471|5600862|160|84879006|157|2|No.Parte|2025-11-14 16:48:01|
3471|5600796|160|85444299|18|3|5SYV-150191-2000|2025-11-14 17:16:03|
1925|5001386|160|87082999|175|1|No. De parte: 5HYV-031526-6000-H1M|2025-11-13 13:04:02|
1925|5100827|160|73269099|10|1|No. De parte: 30605-114060|2025-11-12 16:35:05|
3577|5102368|521|49089099|15|1|21NO. DE PARTE : 5HYV-190010-4100-11  FACTURA: 25CFTTP6974|2025-11-13 19:27:00|
3471|5600860|160|87082999|72|2|No.Parte|2025-11-14 16:30:07|
3471|5600764|160|85371099|99|3|5HYV-151900-6001|2025-11-19 19:00:03|
1925|5700302|160|73269099|153|1|No. De parte: 8080-000002|2025-11-28 11:39:01|
1925|5700224|160|87087099|9|1|No. De parte: 5HYV-11Z0AA-6000|2025-11-12 18:26:02|
1925|5100827|160|87089412|44|1|No. De parte: 5HYV-050801A|2025-11-12 16:35:05|
1925|5700304|160|85371006|46|1|No. De parte: SN1V-691100-1301-11|2025-11-28 11:04:02|
3471|5600764|160|73269099|74|3|5HY0-223036|2025-11-19 19:00:03|
3471|5600862|160|73181599|99|1|25CFTT405303-5|2025-11-14 16:48:01|
3471|5600858|160|87088005|55|2|No.Parte|2025-11-14 17:16:03|
1925|5100827|160|40093106|82|1|No. De parte: 5HYV-182410-6000|2025-11-12 16:35:05|
1925|5700242|160|87082999|76|1|No. De parte: 5SY0-031905-6000-H1M|2025-11-13 11:23:02|
3471|5600796|160|87082999|93|2|No.Parte|2025-11-14 17:16:03|
3471|5600798|160|73181599|55|3|30006-060016810|2025-11-14 16:30:06|
1925|5001388|160|87089999|7|1|No. De parte: 5HY#-133001-1000|2025-11-13 13:04:02|
3471|5600798|160|39199099|24|2|No.Parte|2025-11-14 16:30:06|
1925|5001386|160|73181599|8|1|No. De parte: 30006-060030810|2025-11-13 13:04:02|
