Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|SubdivisionFraccion|DescripcionMercancia|PrecioUnitario|ValorAduana|ValorComercial|ValorDolares|CantidadUMComercial|UnidadMedidaComercial|CantidadUMTarifa|UnidadMedidaTarifa|ValorAgregado|ClaveVinculacion|MetodoValorizacion|CodigoMercanciaProducto|MarcaMercanciaProducto|ModeloMercanciaProducto|PaisOrigenDestino|PaisCompradorVendedor|EntidadFedOrigen|EntidadFedDestino|EntidadFedComprador|EntidadFedVendedor|TipoOperacion|ClaveDocumento|FechaPagoReal
3471|5600864|160|87082999|76|99|PARTE DE LA CARROCERIA|108.04000|5402|5402|292.00|50.000|6|50.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:48:03|
1925|5001390|160|73181599|43|99|PERNO|3.33000|333|333|18.00|100.000|6|17.18918|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 13:04:03|
3471|5600866|160|87082999|59|99|PARTE DE LA CARROCERIA|4.26000|426|426|23.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:09:02|
3471|5600895|160|94019999|121|01|PARTES PARA ASIENTO DE USO AUTOMOTRIZ|2.59000|518|518|28.00|200.000|6|4.00000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-15 11:53:02|
3471|5600796|160|87082999|85|99|PARTE DE CARROCERIA|14.98611|2158|2158|116.64|144.000|6|144.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 17:16:03|
1925|5100823|160|87082999|165|99|PARTE PARA CARROCERIA|91.57000|9157|9157|495.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:31:00|
1925|5100831|160|40169999|51|99|MANGA DE CAUCHO|3.88000|388|388|21.00|100.000|6|46.26642|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:35:03|
1925|5100827|160|39199099|111|00|CALCOMANIA|7.77000|777|777|42.00|100.000|6|5.86371|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:35:05|
1925|5700297|160|87082999|31|99|PARTE DE LA CARROCERIA|73.05263|1388|1388|75.05|19.000|6|19.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-27 13:25:01|
3471|5600942|160|98020019|13|00|ALTAVOCES|1530.22727|33665|33665|1820.06|22.000|6|11.00000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-27 18:24:03|
1925|5100827|160|39199099|92|00|CALCOMANIA|1.48000|148|148|8.00|100.000|6|5.86371|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:35:05|
1925|5700230|160|85122099|24|00|FARO|801.79000|80179|80179|4334.00|100.000|6|609.40000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 09:40:03|
1925|5100823|160|73181599|142|03|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.37000|2849|2849|154.00|7700.000|6|154.08300|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:31:00|
1925|5700205|160|73269099|1|99|EMBALAJE METALICO|986.50000|1973|1973|106.66|2.000|6|1.35000|1||1|6||||CHN|CHN| | | | |1|A1|2025-11-13 10:42:02|
3471|5600895|160|94019999|122|01|PARTES PARA ASIENTO DE USO AUTOMOTRIZ|34.04000|3404|3404|184.00|100.000|6|2.00000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-15 11:53:02|
3471|5600866|160|87082999|61|99|PARTE DE CARROCERIA|75.66000|7566|7566|409.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:09:02|
3471|5600860|160|87141099|109|00|PARTES PARA MOTOCICLETA|14.98500|2997|2997|162.00|200.000|6|200.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:30:07|
1925|5700238|160|40169999|89|99|GOMA DE CAUCHO|1.66500|666|666|36.00|400.000|6|28.20000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 14:41:01|
1925|5001394|160|39199099|144|00|CALCOMANIA|0.18000|18|18|1.00|100.000|6|5.06639|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 11:32:07|
3471|5600862|160|73181606|103|03|TUERCA|0.74000|592|592|32.00|800.000|6|16.00000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:48:01|
3471|5600860|160|73182291|30|99|ARANDELA|0.18500|74|74|4.00|400.000|6|8.00000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:30:07|
1925|5100823|160|87088007|18|00|BRAZO DE LA SUSPENSION|310.43000|31043|31043|1678.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:31:00|
1925|5001388|160|87082201|60|00|PARTES PARA MOTOCICLETA|86.21000|8621|8621|466.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 13:04:02|
1925|5100827|160|87089999|71|99|PEDAL|266.03125|25539|25539|1380.48|96.000|6|96.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:35:05|
3471|5600948|160|87082999|58|99|PARTE DE CARROCERIA|8.69444|1252|1252|67.68|144.000|6|144.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-27 18:38:02|
1925|5700297|160|87082999|29|99|PARTE DE LA CARROCERÍA|7.21000|721|721|39.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-27 13:25:01|
1925|5100831|160|85182202|36|99|ALTAVOCES|1538.47059|26154|26154|1413.72|17.000|6|17.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:35:03|
1925|5100823|160|87082999|162|99|PARTE DE LA CARROCERIA|73.30000|733|733|39.60|10.000|6|10.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:31:00|
1925|5700209|160|73269099|1|99|EMBALAJE METALICO|986.20000|4931|4931|266.55|5.000|6|11.27000|1||1|6||||CHN|CHN| | | | |1|A1|2025-11-12 17:57:01|
3471|5600792|160|94019999|240|01|PARTE PARA ASIENTO|28.68056|2065|2065|111.60|72.000|6|1.44000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 17:05:01|
3471|5600798|160|73181401|49|00|TORNILLO AUTORROSCANTE|0.18750|27|27|1.44|144.000|6|2.88000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:30:06|
3471|5600866|160|87082999|38|99|PARTE DE CARROCERIA|21.09000|4218|4218|228.00|200.000|6|200.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:09:02|
3471|5600792|160|87089999|199|99|SOPORTE|98.04545|4314|4314|233.20|44.000|6|44.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 17:05:01|
3471|5600862|160|85365099|169|08|INTERRUPTOR AUTOMOTRIZ|34.60000|3460|3460|187.00|100.000|6|2.00000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:48:01|
1925|5001394|160|87089999|176|99|TUBOS PREFORMADOS PARA REFRIGERANTE|13.69000|1369|1369|74.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 11:32:07|
3471|5600895|160|83023091|33|00|HERRAJE PARA VEHICULO|7.77000|777|777|42.00|100.000|6|2.00000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-15 11:53:02|
3471|5600792|160|94019999|259|01|PARTE PARA ASIENTO|9.43056|679|679|36.72|72.000|6|1.44000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 17:05:01|
1925|5100831|160|87082999|7|99|PARTE PARA CARROCERIA|149.47500|11958|11958|646.40|80.000|6|80.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:35:03|
1925|5700203|160|73269099|1|99|EMBALAJE METALICO|986.60000|4933|4933|266.65|5.000|6|3.37000|1||1|6||||CHN|CHN| | | | |1|A1|2025-11-13 10:28:03|
1925|5700214|160|39269099|66|06|DISTRIBUIDOR DE VENTILACION|61.75000|494|494|26.72|8.000|6|0.68000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 18:15:01|
1925|5700341|160|84073304|1|00|MOTOR|16620.08333|1196646|1196646|65460.24|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-22 10:54:02|
1925|5700287|160|84253101|24|00|CABRESTANTE|1319.36000|131936|131936|7133.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-26 17:43:03|
1925|5100823|160|87082919|212|00|PUERTA|4578.70000|45787|45787|2475.00|10.000|6|10.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:31:00|
1925|5001389|160|73269099|2|99|EMBALAJE DE ACERO|1105.42857|7738|7738|418.25|7.000|6|104.84760|1||1|6||||CHN|CHN| | | | |1|A1|2025-11-13 11:32:02|
1925|5700214|160|87082919|76|00|PUERTA|4578.70000|45787|45787|2475.00|10.000|6|10.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 18:15:01|
1925|5001388|160|40093106|129|02|TUBO DE CAUCHO|23.49000|2349|2349|127.00|100.000|6|148.93617|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 13:04:02|
1925|5700242|160|87082999|22|99|PARTE DE LA CARROCERÍA|2.03000|203|203|11.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 11:23:02|
1925|5001386|160|39269099|127|06|DISTRIBUIDOR DE VENTILACION|75.47778|13586|13586|734.40|180.000|6|21.57378|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 13:04:02|
3471|5600794|160|87082919|48|00|PUERTA|4555.00000|18220|18220|984.88|4.000|6|4.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 15:50:01|
1925|5001388|160|84818022|132|00|VALVULA ELECTRONICA|291.37000|29137|29137|1575.00|100.000|6|148.93617|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 13:04:02|
3471|5600858|160|87082999|42|99|PARTE PARA CARROCERIA|75.48000|7548|7548|408.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 17:16:03|
1925|5001386|160|87082999|120|99|PARTE DE LA CARROCERIA|66.60000|2331|2331|126.00|35.000|6|35.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 13:04:02|
3471|5600798|160|87082999|173|99|PARTE DE LA CARROCERIA|154.83721|6658|6658|359.91|43.000|6|43.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:30:06|
1925|5100823|160|73181599|222|03|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.74000|296|296|16.00|400.000|6|8.00431|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:31:00|
1925|5700236|160|39199099|41|00|ETIQUETA|1.48000|148|148|8.00|100.000|6|18.35000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 10:49:01|
1925|5100825|160|87082999|64|99|PARTE DE LA CARROCERÍA|7.21000|721|721|39.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:35:02|
1925|5700287|160|87089412|12|91|PARTE DE LA DIRECCION|650.71000|65071|65071|3518.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-26 17:43:03|
1925|5700345|160|87082999|9|99|SOPORTE|10.23846|1331|1331|72.80|130.000|6|130.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-22 10:59:02|
1925|5100823|160|73181599|179|03|PERNO ROSCADO FIJO|1.66500|333|333|18.00|200.000|6|13.84320|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:31:00|
1925|5700204|160|73182291|9|99|ARANDELA|0.18000|18|18|1.00|100.000|6|22.70000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 10:37:02|
1925|5700210|160|39263002|39|99|REFLECTOR DE USO AUTOMOTRIZ|223.48438|14303|14303|773.12|64.000|6|124.37000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 17:57:01|
1925|5700236|160|85371006|26|00|MODULO DE CONTROL INTELIGENTE|732.60000|14652|14652|792.00|20.000|6|20.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 10:49:01|
3471|5600864|160|87081099|35|00|PARACHOQUES|90.46000|9046|9046|489.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:48:03|
1925|5001386|160|73181599|2|03|PERNO AUTOMOTRIZ|5.36500|4292|4292|232.00|800.000|6|16.05317|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 13:04:02|
1925|5700238|160|87088007|106|00|BRAZO DE LA SUSPENSION|237.54000|23754|23754|1284.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 14:41:01|
3471|5600798|160|87082999|146|99|PARTES PARA CARROCERIA (ASIENTO DE MONTAJE)|8.69444|626|626|33.84|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:30:06|
1925|5700200|160|87082999|21|99|PARTE DE LA CARROCERÍA|40.51000|4051|4051|219.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 10:25:05|
1925|5001390|160|87082999|6|99|PARTE DE LA CARROCERÍA|31.45000|3145|3145|170.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 13:04:03|
1925|5001386|160|87082999|116|99|PARTE DE LA CARROCERÍA|114.70000|3441|3441|186.00|30.000|6|30.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 13:04:02|
1925|5100823|160|85365099|186|08|INTERRUPTOR AUTOMOTRIZ|34.59000|3459|3459|187.00|100.000|6|2.00108|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:31:00|
1925|5001388|160|87082201|16|00|PARTES PARA MOROCICLETA|2.22000|222|222|12.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 13:04:02|
1925|5100825|160|87082999|107|99|PARTE DE CARROCERÍA|8.88000|888|888|48.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:35:02|
1925|5700345|160|87082999|17|99|PARTE DE LA CARROCERÍA|36.37692|4729|4729|258.70|130.000|6|130.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-22 10:59:02|
1925|5700289|160|87082999|13|99|PARTE DE CARROCERÍA|24.78500|4957|4957|268.00|200.000|6|200.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-26 17:57:07|
1925|5100826|160|73269099|3|99|EMBALAJE METALICO|1210.66667|14528|14528|785.28|12.000|6|1304.16667|1||1|6||||CHN|CHN| | | | |1|A1|2025-11-12 16:35:01|
1925|5700230|160|87082999|16|99|PARTE DE LA CARROCERÍA|367.77778|26480|26480|1431.36|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 09:40:03|
1925|5100827|160|87082999|190|99|PARTE DE LA CARROCERÍA|160.21667|9613|9613|519.60|60.000|6|60.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:35:05|
1925|5001394|160|90328999|128|00|CONTROLADOR|592.55000|35553|35553|1921.80|60.000|6|60.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 11:32:07|
3471|5600796|160|87082999|32|99|PARTE DE CARROCERIA|81.58333|5874|5874|317.52|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 17:16:03|
1925|5001386|160|87082999|157|99|SOPORTE|10.36000|1036|1036|56.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 13:04:02|
3471|5600864|160|85371006|33|00|MODULO ELECTRONICO|978.46250|78277|78277|4231.20|80.000|6|80.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:48:03|
1925|5700218|160|39173999|117|00|TUBO|5.18000|518|518|28.00|100.000|6|12.73000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 10:05:03|
1925|5700200|160|87089199|35|00|RADIADOR|1427.46000|142746|142746|7716.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 10:25:05|
1925|5001386|160|87082999|165|99|PARTE DE LA CARROCERÍA|11.65000|1165|1165|63.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 13:04:02|
3471|5600858|160|87089999|81|99|SOPORTE|1.48000|296|296|16.00|200.000|6|200.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 17:16:03|
1925|5700216|160|87082201|70|00|PARTES DE LA CARROCERIA PARA VEHICULOS AUTOMOVILES|50.69000|5069|5069|274.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 18:20:01|
1925|5100825|160|87082999|47|99|PARTE DE LA CARROCERÍA|2.40000|240|240|13.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:35:02|
1925|5100823|160|73181599|104|03|PERNO AUTOMOTRIZ|2.96000|1184|1184|64.00|400.000|6|8.00431|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:31:00|
1925|5700289|160|87082999|23|99|PARTE DE CARROCERÍA|5.55000|555|555|30.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-26 17:57:07|
1925|5700289|160|87082999|25|99|PARTE DE CARROCERIA|202.35000|20235|20235|1094.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-26 17:57:07|
1925|5700216|160|87082201|81|00|PARABRISAS|2535.23958|243383|243383|13155.84|96.000|6|96.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 18:20:01|
1925|5700218|160|87082999|78|99|PARTE DE LA CARROCERIA|20.34000|1017|1017|55.00|50.000|6|50.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 10:05:03|
1925|5100827|160|87082999|121|99|PARTE PARA CARROCERIA|204.60000|6138|6138|331.80|30.000|6|30.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:35:05|
1925|5700204|160|87088005|41|00|PARTE DE LA SUSPENSION|143.38889|2581|2581|139.50|18.000|6|18.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 10:37:02|
1925|5001386|160|87082999|187|99|PARTE PARA CARROCERIA|238.28000|23828|23828|1288.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 13:04:02|
3471|5600862|160|87082101|179|00|CINTURON DE SEGURIDAD|200.91000|20091|20091|1086.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:48:01|
1925|5100831|160|87082919|58|00|PUERTA|4578.75000|91575|91575|4950.00|20.000|6|20.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:35:03|
3471|5600794|160|87082999|76|99|PARTE DE CARROCERIA|7.02778|506|506|27.36|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 15:50:01|
1925|5700200|160|87082999|48|99|PARTE DE CARROCERÍA|5.55000|555|555|30.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 10:25:05|
1925|5001394|160|73269099|212|99|GRAPA DOBLE PARA TORNILLAR|0.55487|2164|2164|117.00|3900.000|6|501.41817|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 11:32:07|
3471|5600862|160|87082919|184|00|PUERTA|4578.80000|45788|45788|2475.00|10.000|6|10.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:48:01|
1925|5100827|160|87088005|143|00|SOPORTE DE BARRA ESTABILIZADORA|3.70000|370|370|20.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:35:05|
1925|5700238|160|73181599|29|03|PERNO DE USO AUTOMOTRIZ|5.18000|1036|1036|56.00|200.000|6|6.50000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 14:41:01|
1925|5100827|160|85444299|65|04|CABLE CON CONEXIONES|24.79000|2479|2479|134.00|100.000|6|23.36300|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:35:05|
1925|5700345|160|87089999|5|99|SOPORTE|6.40000|1664|1664|91.00|260.000|6|260.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-22 10:59:02|
1925|5700343|160|87082999|16|99|PARTE PARA CARROCERIA|147.70000|7385|7385|404.00|50.000|6|50.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-22 10:57:01|
1925|5100823|160|73181599|144|03|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.92333|277|277|15.00|300.000|6|20.76479|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:31:00|
1925|5001386|160|73182291|47|99|ARANDELA|0.18500|296|296|16.00|1600.000|6|32.10635|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 13:04:02|
1925|5100823|160|73182102|124|00|ARANDELAS DE SEGURIDAD|0.18500|148|148|8.00|800.000|6|16.00862|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:31:00|
3471|5600862|160|85371006|172|00|MODULO DE CONTROL INTELIGENTE|732.60000|14652|14652|792.00|20.000|6|20.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:48:01|
1925|5700218|160|73182403|60|00|PASADOR DE CHAVETA|0.18500|148|148|8.00|800.000|6|23.25000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 10:05:03|
1925|5001386|160|73181606|42|03|TUERCA DE ACERO|1.29500|1554|1554|84.00|1200.000|6|171.00093|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 13:04:02|
3471|5600796|160|87082999|77|99|PARTE DE LA CARROCERIA|66.55556|599|599|32.40|9.000|6|9.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 17:16:03|
3471|5600792|160|94019999|256|01|PARTE PARA ASIENTO|8.51389|613|613|33.12|72.000|6|1.44000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 17:05:01|
1925|5001386|160|87082999|186|99|PARTE DE LA CARROCERÍA|17.57000|1757|1757|95.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 13:04:02|
1925|5700218|160|87082999|81|99|PARTE DE LA CARROCERIA|12.39000|1239|1239|67.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 10:05:03|
3471|5600862|160|82060001|145|00|JUEGO DE HERRAMIENTAS|51.24000|5124|5124|277.00|100.000|12|2.00000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:48:01|
1925|5100827|160|87089412|44|91|PARTE DE LA DIRECCION|650.83333|23430|23430|1266.48|36.000|6|36.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:35:05|
1925|5700236|160|87089412|15|91|PARTE DE LA DIRECCION|650.82716|52717|52717|2849.58|81.000|6|81.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 10:49:01|
1925|5100828|160|63079099|1|99|CORREA PARA BATERIA|23.12000|2312|2312|125.00|100.000|6|5.86370|1||1|6||||CHN|CHN| | | | |1|A1|2025-11-12 16:35:04|
1925|5700289|160|87082201|17|00|PARTES DE LA CARROCERIA PARA VEHICULOS AUTOMOVILES|21.82500|8730|8730|472.00|400.000|6|400.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-26 17:57:07|
1925|5700339|160|87082101|42|00|CINTURON DE SEGURIDAD|225.76154|29349|29349|1605.50|130.000|6|130.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-22 10:51:00|
1925|5100827|160|87082999|174|99|PARTE DE CARROCERÍA|13.32000|666|666|36.00|50.000|6|50.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:35:05|
1925|5700204|160|39199099|34|00|PLACA ADHESIVA|6.66000|666|666|36.00|100.000|6|11.98000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 10:37:02|
1925|5700226|160|73269099|121|99|GRAPA DOBLE PARA TORNILLAR|0.55487|2164|2164|117.00|3900.000|6|266.25000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 18:32:01|
3471|5600895|160|73181606|28|04|TUERCA|0.74000|592|592|32.00|800.000|6|16.00000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-15 11:53:02|
3471|5600862|160|39199099|15|00|ETIQUETA AUTOADHESIVA|1.48000|148|148|8.00|100.000|6|2.00000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:48:01|
1925|5001386|160|87089412|87|91|PARTE DE LA DIRECCION|82.88333|4973|4973|268.80|60.000|6|60.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 13:04:02|
3471|5600794|160|87082999|51|99|CUBIERTA|18.50000|1332|1332|72.00|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 15:50:01|
1925|5700214|160|73182291|22|99|ARANDELA DE ACERO|0.18500|74|74|4.00|400.000|6|35.60000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 18:15:01|
3471|5600799|160|73269099|8|99|MANUFACTURA DE ACERO|0.36538|19|19|1.04|52.000|6|1.04000|1||1|6||||CHN|CHN| | | | |1|A1|2025-11-14 15:49:03|
3471|5600862|160|73181599|63|03|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.55500|2220|2220|120.00|4000.000|6|80.00000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:48:01|
3471|5600895|160|87087099|88|99|RIN CON NEUMATICO|1134.97500|226995|226995|12270.00|200.000|6|200.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-15 11:53:02|
1925|5100829|160|85122099|48|00|FARO|801.79000|80179|80179|4334.00|100.000|6|358.63874|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:35:03|
1925|5001388|160|39269099|39|06|CINCHO AUTOMOTRIZ|1.11000|111|111|6.00|100.000|6|14.83946|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 13:04:02|
1925|5700214|160|73181401|14|00|TORNILLO AUTORROSCANTE|0.55500|222|222|12.00|400.000|6|33.81000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 18:15:01|
3897|5611429|240|00000000|1|00|BASTIDORES DE ALMACENAMIENTO|138.39189|2119833|2119833|114002.00|15317.610|1|-1.00000|-1||0|1||||-|-| | | | |1|T3|2025-11-07 15:30:12|
3577|5102462|521|84672101|1|00|TALADRO CON ACCESORIOS|4341.00000|13023|13023|709.50|3.000|6|3.00000|6||1|6||||CHN|CHN| | | | |1|AF|2025-11-27 14:03:01|
1925|5700216|160|94019999|29|01|PARTE PARA ASIENTO|13.50000|1350|1350|73.00|100.000|6|83.29000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 18:20:01|
1925|5700204|160|87089999|74|99|TUBO DE CONEXION|14.61000|1461|1461|79.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 10:37:02|
1925|5100827|160|85129007|11|05|REFLECTOR DE USO AUTOMOTRIZ|1.85000|370|370|20.00|200.000|6|182.34234|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-12 16:35:05|
3471|5600798|160|73181599|70|03|PERNO DE USO AUTOMOTRIZ|1.84722|266|266|14.40|144.000|6|2.88000|1||1|6||||CHN|CHN| | | | |1|IN|2025-11-14 16:30:06|
1925|5700238|160|87082999|98|99|PARTE DE LA CARROCERIA|58.83333|3530|3530|190.80|60.000|6|60.00000|6||1|6||||CHN|CHN| | | | |1|IN|2025-11-13 14:41:01|
