Patente|Pedimento|SeccionAduanera|FechaFacturacion|NumeroFactura|TerminoFacturacion|MonedaFacturacion|ValorDolares|ValorMonedaExtranjera|PaisFacturacion|EntidadFedFacturacion|IndentFiscalProveedor|ProveedorMercancia|CalleProveedor|NumInteriorProveedor|NumExteriorProveedor|CpProveedor|MunicipioProveedor|FechaPagoReal
1925|6700024|160|2025-11-23|COVE257VUPSJ3|CIF|USD|59953.75|59953.75|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-13 10:50:03|
3471|6400146|160|2025-12-03|COVE267W9S646|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-03 00:54:01|
3178|6000233|160|2025-12-14|COVE267WY23O7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-15 20:38:02|
3471|6400022|160|2025-12-09|COVE257VUT8F7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-02 11:46:02|
3471|6400082|160|2025-12-13|COVE257W3FDO1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 15:45:03|
3471|6400062|160|2025-12-13|COVE267WJPT22|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-09 16:01:02|
3471|6400027|160|2025-12-09|COVE257VVZNM8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-02 13:47:02|
3178|6000536|160|2025-12-12|COVE267WXD8C8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-15 16:40:07|
3471|6400154|160|2025-12-12|COVE267W9X2H4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 17:22:05|
3471|6400045|160|2025-12-10|COVE257W0NHI6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-07 16:14:05|
3178|6000237|160|2025-12-14|COVE267X0HZ11|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-16 20:15:01|
3471|6400070|160|2025-12-13|COVE257W6AOE4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-09 09:46:02|
3471|6400019|160|2025-12-09|COVE257W70697|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-02 19:08:02|
3471|6400012|160|2025-12-15|COVE267W994K2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 16:38:09|
3471|6400149|160|2025-12-03|COVE257W5ZIH6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-02 16:54:02|
3471|6400008|160|2025-12-11|COVE267WHR1Y4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 15:45:04|
3471|6400180|160|2025-12-21|COVE267WI7UC1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-16 10:11:02|
3471|6400020|160|2025-12-09|COVE257W70697|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-02 19:42:02|
3471|6400149|160|2025-12-03|COVE267W8BSN2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-02 16:54:02|
3471|6400103|160|2025-12-11|COVE267WA22K2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-14 11:40:04|
3471|6400130|160|2025-12-06|COVE257VVEWP3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-02 13:02:01|
3577|6300021|521|2026-01-02|COVE267WBQQM5|DAP|USD|953.58|953.58|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-01-05 19:02:01|
3471|6400078|160|2025-12-13|COVE267WGS555|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 16:17:04|
3178|6000231|160|2025-12-14|COVE267WY1YD6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-15 20:38:01|
3577|6300025|521|2025-12-22|COVE267WBWOJ8|DAP|USD|900.00|900.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-01-06 11:18:01|
3471|6400044|160|2025-12-10|COVE257W0NFJ5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-07 16:14:05|
3471|6400078|160|2025-12-13|COVE257W3C9V3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 16:17:04|
3471|6400121|160|2025-11-28|COVE267W8I661|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-05 12:21:00|
3178|6000148|160|2025-12-04|COVE267WJ65M2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-08 17:08:02|
3471|6400014|160|2025-12-15|COVE267WJ7DN1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-09 18:05:09|
3178|6000156|160|2025-12-04|COVE267WJTS87|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-08 18:45:03|
3471|6400060|160|2025-12-11|COVE257W20T38|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 15:16:01|
3471|6400183|160|2025-12-21|COVE267WIIJV4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-16 11:23:05|
3471|6400174|160|2025-12-21|COVE267WESDQ7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-16 10:44:03|
3471|6400102|160|2025-12-11|COVE267WA22O1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-14 11:08:04|
3178|6000515|160|2025-12-12|COVE267WSFGK8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-13 21:53:00|
3471|6400178|160|2025-12-21|COVE267WHEI13|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-16 10:11:03|
3043|6000076|523|2025-12-30|COVE267WICUL8|DAP|USD|2352.00|2352.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD, YUHANG ECONOMIC DEVELOPMENT ZONE||116|311100|ZHEJIANG|2026-01-08 14:19:02|
3471|6400021|160|2025-12-09|COVE257VUT8F7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-02 11:46:03|
3471|6400148|160|2025-12-03|COVE257W5ZIH6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-02 17:08:05|
3471|6400061|160|2025-12-13|COVE267WJPT22|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-09 16:01:03|
3471|6400164|160|2025-12-02|COVE267WA9756|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-05 12:38:08|
3471|6400026|160|2025-12-09|COVE267W9FQY5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-02 17:51:03|
3471|6400017|160|2025-12-15|COVE267WH61N8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 11:16:03|
3471|6400165|160|2025-12-02|COVE267WICGH3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 16:37:01|
1925|6700025|160|2025-11-23|COVE257VUNIM3|CIF|USD|23659.42|23659.42|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-13 10:52:07|
3471|6400015|160|2025-12-15|COVE267WJG463|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-09 18:05:07|
3178|6000152|160|2025-12-04|COVE267WJGLK5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-08 18:28:08|
3471|6400052|160|2025-12-10|COVE257W0WK55|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 10:23:02|
3178|6000231|160|2025-12-14|COVE267WY1YH3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-15 20:38:01|
3471|6400009|160|2025-12-11|COVE257W13XC8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 14:49:01|
3471|6400025|160|2025-12-09|COVE267W9FQY5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-02 17:50:08|
3471|6400100|160|2025-12-11|COVE267WV6WL6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-15 09:26:01|
3471|6400072|160|2025-12-10|COVE257W14Z18|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-09 18:35:07|
3178|6000518|160|2025-12-12|COVE267WSFXX6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-13 22:28:02|
3471|6400080|160|2025-12-13|COVE257W3EMH4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 16:17:05|
3471|6400069|160|2025-12-13|COVE257W6AOE4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-09 11:58:02|
3471|6400018|160|2025-12-10|COVE257VT3VM8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-02 19:08:01|
3471|6400160|160|2025-12-03|COVE257W5A3F7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-03 12:28:01|
3471|6400182|160|2025-12-21|COVE267WIIJV4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-16 11:23:05|
3471|6400184|160|2025-11-30|COVE267WEPTN1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-07 15:07:03|
3471|6400008|160|2025-12-11|COVE257W13XC8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 15:45:04|
3471|6400026|160|2025-12-09|COVE267W9FQI5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-02 17:51:03|
3471|6400047|160|2025-12-10|COVE257W0PD15|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-07 16:06:03|
3577|6300023|521|2026-01-05|COVE267WB4FW3|DAP|USD|953.58|953.58|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-01-06 10:23:01|
3178|6000154|160|2025-12-04|COVE267WKLJX5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-09 12:32:04|
3471|6400004|160|2025-12-11|COVE257W0YKY4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 11:02:04|
1614|6000076|160||COVE267X1HVA5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-20 11:17:03|
3178|6000517|160|2025-12-12|COVE267WSFWO7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-13 21:54:01|
3471|6400180|160|2025-12-21|COVE267WI7ZD4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-16 10:11:02|
3471|6400063|160|2025-12-13|COVE267WG4ZZ1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 18:20:10|
3178|6000534|160|2025-12-12|COVE267WXD725|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-15 16:40:06|
3178|6000314|160|2025-12-14|COVE267WXPB87|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-15 18:27:04|
3178|6000149|160|2025-12-04|COVE267WJM171|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-08 17:32:04|
3178|6000234|160|2025-12-14|COVE267WY2RC2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-15 22:14:01|
3471|6400174|160|2025-12-21|COVE267WD4NM2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-16 10:44:03|
3471|6400019|160|2025-12-09|COVE267W9A6E6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-02 19:08:02|
1925|6000050|160|2025-12-22|COVE267WG8ZI2|CIF|USD|167.76|167.76|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 14:05:04|
3471|6400073|160|2025-12-13|COVE257W1RSB6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-09 16:38:04|
3178|6000150|160|2025-12-04|COVE267WJG2H3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-08 17:37:04|
3471|6400097|160|2025-12-11|COVE267WTFQX4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-15 09:00:02|
3471|6400050|160|2025-12-10|COVE267WESIR4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-07 17:58:03|
1614|6000509|160||COVE267X8HFR7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-28 13:34:03|
3178|6000954|160|2025-12-21|COVE267XECJB4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-24 13:42:01|
3178|6000516|160|2025-12-12|COVE267WSFH72|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-13 21:54:01|
3471|6400066|160|2025-12-13|COVE257W59DY7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 17:14:05|
3471|6400160|160|2025-12-03|COVE257W59T95|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-03 12:28:01|
3471|6400086|160|2025-12-13|COVE257W6DGS4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 17:14:04|
3471|6400208|160|2025-12-24|COVE267WK5T51|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-17 11:39:03|
3178|6000146|160|2025-12-04|COVE267WIV0W2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-08 16:23:04|
3471|6400104|160|2025-12-09|COVE267W9WYV4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-05 12:14:03|
3471|6400011|160|2025-12-15|COVE267WHE5L7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 11:16:03|
3471|6400074|160|2025-12-12|COVE257W373R2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 11:02:04|
3577|6300041|521|2026-01-15|COVE267X3J7R6|DAP|USD|63.96|63.96|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-01-19 18:30:01|
3471|6400177|160|2025-12-21|COVE267WEZJG1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-16 10:44:02|
3471|6400077|160|2025-12-13|COVE257W3C9V3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 16:17:04|
3471|6400146|160|2025-12-03|COVE267W8E3W5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-03 00:54:01|
3178|6000235|160|2025-12-14|COVE267WY29S6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-15 20:38:02|
1614|6001100|160||COVE267X8OC01|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-28 16:48:06|
1925|6100039|160|2025-12-18|COVE267X28WS1|CIF|USD|1760.10|1760.10|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-24 12:36:03|
3471|6400021|160|2025-12-09|COVE257VUTBA2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-02 11:46:03|
3471|6400105|160|2025-12-09|COVE267WASPP8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-05 14:54:04|
3471|6400007|160|2025-12-11|COVE257W0ZT16|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 14:48:02|
3471|6500051|160|2025-12-10|COVE257W0VV17|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-07 17:40:05|
1925|6000110|160|2025-12-27|COVE267X1QDJ4|CIF|USD|122.16|122.16|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-29 11:24:01|
3471|6400120|160|2025-11-28|COVE267W8EWO8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-05 12:21:05|
1614|6000072|160||COVE267WH5201|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-07 20:04:00|
3471|6400176|160|2025-12-21|COVE267WEZNX3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-16 10:44:01|
1614|6000069|160||COVE267WGFEI7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-07 20:03:00|
1925|6000047|160|2025-12-22|COVE267WRBS62|CIF|USD|51067.27|51067.27|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 14:05:04|
3471|6400094|160|2025-12-11|COVE267WTK4H6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-15 08:44:02|
3471|6400095|160|2025-12-11|COVE267WTKAS2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-15 08:44:01|
3471|6400077|160|2025-12-13|COVE267WGS555|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 16:17:04|
3471|6400050|160|2025-12-10|COVE257W0VV17|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-07 17:58:03|
3471|6400213|160|2025-12-24|COVE267X4SDZ2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-20 16:17:03|
3577|6300120|521|2026-01-16|COVE267XF1KC1|DAP|USD|3503.40|3503.40|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-01-26 14:38:00|
1925|6100036|160|2025-12-18|COVE267X27ML1|CIF|USD|53300.85|53300.85|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-24 12:28:02|
3471|6400239|160|2025-12-26|COVE267WT48Z8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-22 09:57:02|
3471|6400002|160|2025-12-11|COVE257W0WKH6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 15:17:03|
3471|6400061|160|2025-12-13|COVE257W11D53|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-09 16:01:03|
3577|6300091|521|2026-01-13|COVE267X2TOD8|DAP|USD|268.40|268.40|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-01-19 18:47:01|
3471|6400081|160|2025-12-13|COVE257W3FD67|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 15:44:02|
3471|6400015|160|2025-12-15|COVE267WJ7DN1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-09 18:05:07|
3471|6400048|160|2025-12-10|COVE257W0VA73|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-07 14:59:03|
1614|6000074|160||COVE267WHTT56|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 10:05:04|
1614|6000087|160||COVE267X09826|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-19 17:37:01|
3178|6000234|160|2025-12-14|COVE267WY2RD8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-15 22:14:01|
3178|6000146|160|2025-12-04|COVE267WIV0Y1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-08 16:23:04|
3471|6400249|160|2025-12-27|COVE267WWAJ47|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-28 14:24:02|
1614|6000509|160||COVE267X8HFM8|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-28 13:34:03|
3471|6400200|160|2025-12-13|COVE267WK6061|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-28 23:25:01|
3471|6400242|160|2025-12-26|COVE267WUL816|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-22 15:02:02|
1614|6000076|160||COVE267X1HVC7|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-20 11:17:03|
1925|6000031|160|2025-12-16|COVE267W9L046|CIF|USD|61797.00|61797.00|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 13:59:04|
3577|6300022|521|2026-01-02|COVE267WBXH66|DAP|USD|953.58|953.58|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD||116|311100|HANGZHOU  YUHANG ECONOMIC DEVELOPMENT ZONE|2026-01-06 11:18:00|
3471|6400179|160|2025-12-21|COVE267WHEI13|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-16 10:11:04|
3471|6400185|160|2025-12-18|COVE267X5IKP4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-20 18:24:04|
3178|6000539|160|2025-12-12|COVE267WZV9B1|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-16 17:25:05|
3178|6000520|160|2025-12-12|COVE267WSHVV6|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-13 22:28:01|
3471|6400157|160|2025-12-12|COVE267WA1CL2|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-08 17:22:05|
1925|6000043|160|2025-12-22|COVE267WBUVO1|CIF|USD|56349.94|56349.94|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 14:06:03|
1925|6000052|160|2025-12-22|COVE267WGYUM7|CIF|USD|2192.73|2192.73|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 14:05:02|
3178|6000153|160|2025-12-04|COVE267WJ80T3|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD||||||2026-01-08 16:05:03|
3471|6400025|160|2025-12-09|COVE267W9FQI5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-02 17:50:08|
1925|6000045|160|2025-12-22|COVE267WBZ2I3|CIF|USD|44626.35|44626.35|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 14:06:03|
1925|6100022|160|2025-12-17|COVE267WOOQY5|CIF|USD|81859.40|81859.40|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 16:58:03|
3471|6400253|160|2025-12-27|COVE267WY7H18|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-22 17:27:05|
1614|6000084|160||COVE267X30NF4|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-20 11:18:03|
1614|6000094|160||COVE267X0AKJ5|CIF| ||| | |91330100757206158|ZHEJIANG CFMOTO POWER CO., LTD||||||2026-01-19 17:38:08|
1925|6100027|160|2025-12-17|COVE267WTKZ57|CIF|USD|2233.24|2233.24|CHN| |91330100757206158|ZHEJIANG CFMOTO POWER CO.,LTD|WUZHOU ROAD|SN|116|311100|YUHANG ECONOMIC DEVELOPMENT ZONE  HANGZHOU ZHEJIANG|2026-01-22 11:36:01|
