Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|SecuenciaObservacion|Observaciones|FechaPagoReal
3178|6000234|160|87082999|9|2|25CFTT406510-4-IN|2026-01-15 22:14:01|
3471|6400015|160|73269099|5|2|No.Parte|2026-01-09 18:05:07|
3471|6400146|160|40169901|19|1|25CFTT406465-8|2026-01-03 00:54:01|
3471|6400146|160|87082999|71|1|25CFTT406465-7|2026-01-03 00:54:01|
3471|6400025|160|87082999|84|3|5HYV-045701-4101|2026-01-02 17:50:08|
3471|6400019|160|87082999|49|2|No.Parte|2026-01-02 19:08:02|
3471|6400019|160|98020019|191|3|5HYV-190029-6000|2026-01-02 19:08:02|
3471|6400029|160|87082999|111|2|No.Parte|2026-01-02 16:54:02|
3471|6400130|160|73269099|1|1|25CFTT406474-3|2026-01-02 13:02:01|
3471|6400025|160|98020019|180|3|30300-100170|2026-01-02 17:50:08|
3471|6400072|160|87088099|35|1|25CFTTP8345|2026-01-09 18:35:07|
3178|6000232|160|87082999|31|1|5HYV-032080-6000-H1M|2026-01-15 22:15:01|
3471|6400096|160|87082999|6|2|No.Parte|2026-01-15 09:00:04|
1614|6000518|160|87082999|136|2|25CFTT177761-6|2026-01-28 13:35:05|
1614|6001100|160|87088005|26|2|25CFTT177761|2026-01-28 16:48:06|
3471|6400094|160|87087099|52|1|25CFTT406481|2026-01-15 08:44:02|
3471|6400098|160|87082999|69|3|5HYV-237080-6000-H1M|2026-01-15 09:13:02|
3471|6400067|160|87089999|60|3|7030-010500-10000|2026-01-09 09:45:04|
3471|6400025|160|87089999|158|3|5SYV-183050-8000|2026-01-02 17:50:08|
3471|6400146|160|87082999|64|1|25CFTT406465-7|2026-01-03 00:54:01|
3471|6400025|160|87082999|100|3|5SYV-230800-8002-0BP00|2026-01-02 17:50:08|
3471|6400026|160|73269099|9|4|TBT070|2026-01-02 17:51:03|
3471|6400146|160|87089999|116|3|5HYV-002014-6001|2026-01-03 00:54:01|
3471|6400025|160|87089412|128|2|No.Parte|2026-01-02 17:50:08|
3471|6400146|160|85365099|48|3|5HYV-169390-6000|2026-01-03 00:54:01|
3471|6400025|160|87089999|149|3|NO.PARTE|2026-01-02 17:50:08|
3471|6400061|160|87082999|65|2|No.Parte|2026-01-09 16:01:03|
3178|6000234|160|87082999|47|2|25CFTT406510-4-IN|2026-01-15 22:14:01|
3178|6000534|160|73269099|2|1|TBT054|2026-01-15 16:40:06|
1925|6000111|160|87082999|120|1|No. De parte: 5HYV-260225-6002|2026-01-29 11:24:04|
1925|6000109|160|87088007|7|1|No. De parte: 5HYV-050210-6000A|2026-01-29 11:24:04|
3178|6000231|160|73269099|2|1|TBT070|2026-01-15 20:38:01|
1905|6006286|160|98020019|18|2|FRACCION ORIGINAL: 3902.10.99.00|2026-01-15 18:02:18|
3471|6400084|160|73269099|2|2|NO.PARTE|2026-01-08 17:14:04|
3471|6400025|160|39269099|6|1|25CFTT406475-5|2026-01-02 17:50:08|
3471|6400146|160|84836099|33|2|No.Parte|2026-01-03 00:54:01|
3471|6400146|160|39269099|11|1|25CFTT406465-7|2026-01-03 00:54:01|
3471|6400120|160|82075007|11|3|B20251137|2026-01-05 12:21:05|
3471|6400146|160|98020019|165|1|25CFTT406465-7, FRACCION ORIGINAL 7318160603|2026-01-03 00:54:01|
3471|6400025|160|87082999|72|2|No.Parte|2026-01-02 17:50:08|
3471|6400146|160|40169999|21|2|No.Parte|2026-01-03 00:54:01|
3471|6400025|160|87089203|119|2|No.Parte|2026-01-02 17:50:08|
3471|6400061|160|98020019|165|1|25CFTT406483-1,FRACCION ORIGINAL 7318229199|2026-01-09 16:01:03|
3471|6400103|160|73269099|6|2|No.Parte|2026-01-14 11:40:04|
3178|6000234|160|87082999|6|2|25CFTT406510-4-IN|2026-01-15 22:14:01|
1925|6000111|160|87089412|92|1|No. De parte: 5HYV-060700-6000|2026-01-29 11:24:04|
3471|6400255|160|87089999|78|2|No.Parte|2026-01-28 14:24:04|
3471|6400094|160|87082201|39|2|No.Parte|2026-01-15 08:44:02|
3471|6400102|160|98020019|164|2|No.Parte|2026-01-14 11:08:04|
3471|6400061|160|98020019|187|3|5HYV-190005-6000|2026-01-09 16:01:03|
3471|6400025|160|87088005|108|4|5HYV-060410-6000A|2026-01-02 17:50:08|
3471|6400147|160|73269099|4|1|25CFTT406465-7|2026-01-03 00:54:02|
3471|6400025|160|87082999|96|2|No.Parte|2026-01-02 17:50:08|
3471|6400148|160|87089999|84|2|No.Parte|2026-01-02 17:08:05|
3471|6400025|160|40091102|10|3|9010-310001|2026-01-02 17:50:08|
3471|6400025|160|87088007|116|1|25CFTT406475-5|2026-01-02 17:50:08|
3471|6400160|160|87088005|51|1|25CFTT406465-4|2026-01-03 12:28:01|
3471|6400025|160|87082901|70|1|25CFTT406475-6|2026-01-02 17:50:08|
3471|6400014|160|87082999|82|1|25CFTT406514-4|2026-01-09 18:05:09|
3471|6400102|160|98020019|176|1|25CFTT406481-8 FRACCION ORIGINAL 7326909999|2026-01-14 11:08:04|
1905|6006286|160|98020019|24|4|EN FRIO, ACEROS PLANOS RECUBIERTOS Y ALAMBRON DE ACERO.|2026-01-15 18:02:18|
1614|6000518|160|87082999|155|1|5HYV-221120-6000-H1M|2026-01-28 13:35:05|
1614|6000518|160|82060001|42|1|5HYV-200100-4100|2026-01-28 13:35:05|
3471|6400100|160|87082999|72|2|No.Parte|2026-01-15 09:26:01|
3178|6000232|160|87082201|43|2|25CFTT406510-3-IN|2026-01-15 22:15:01|
3471|6400061|160|98020019|175|3|5HY#-040002-1000|2026-01-09 16:01:03|
3471|6400025|160|87082999|91|3|5HYV-260224-9000|2026-01-02 17:50:08|
3471|6400146|160|39269099|13|2|No.Parte|2026-01-03 00:54:01|
3471|6400146|160|98020019|232|3|9010-000105|2026-01-03 00:54:01|
3471|6400160|160|98020019|68|3|5HYV-150100-4100|2026-01-03 12:28:01|
3471|6400019|160|87082999|98|1|25CFTT406475|2026-01-02 19:08:02|
3471|6400029|160|98020019|192|2|No.Parte|2026-01-02 16:54:02|
3471|6400146|160|98020019|131|1|25CFTT406465-7, FRACCION ORIGINAL 7318160604|2026-01-03 00:54:01|
3471|6400021|160|87082999|47|1|25CFTT406475-3|2026-01-02 11:46:03|
3471|6400014|160|87089999|170|1|25CFTT406514-4|2026-01-09 18:05:09|
3471|6400100|160|84253101|43|1|25CFTT406481-6|2026-01-15 09:26:01|
3471|6400100|160|87088005|97|1|25CFTT406481-7|2026-01-15 09:26:01|
1614|6000515|160|73269099|2|2|25CFTT177761-A1|2026-01-28 13:35:02|
1614|6000518|160|98020019|73|2|25CFTT177761-3|2026-01-28 13:35:05|
3471|6400094|160|87088005|53|1|25CFTT406481-1|2026-01-15 08:44:02|
3471|6400098|160|87082999|59|3|5HYV-235010-6000-H1M|2026-01-15 09:13:02|
3471|6400014|160|87089999|155|2|No.Parte|2026-01-09 18:05:09|
3471|6400025|160|87082999|88|3|5HYV-223014-6000|2026-01-02 17:50:08|
3471|6400026|160|73269099|12|3|TBT085-01-03|2026-01-02 17:51:03|
3471|6400021|160|87082999|4|1|25CFTT406475-3|2026-01-02 11:46:03|
3471|6400120|160|82079099|20|3|B20251132|2026-01-05 12:21:05|
3471|6400148|160|98020019|116|3|30024-122100110|2026-01-02 17:08:05|
3471|6400146|160|98020019|227|2|No.Parte|2026-01-03 00:54:01|
3471|6400029|160|73202005|53|2|No.Parte|2026-01-02 16:54:02|
3471|6400025|160|87082999|75|3|5HYV-030030-6000|2026-01-02 17:50:08|
3471|6400014|160|87088005|139|3|5SYV-050103-6000|2026-01-09 18:05:09|
3178|6000234|160|87082201|31|2|25CFTT406510-4-IN|2026-01-15 22:14:01|
3471|6400096|160|87082999|5|2|No.Parte|2026-01-15 09:00:04|
1925|6000115|160|98020019|68|1|F A ORIGINAL 7307220200No. De parte: 5BWV-031436-5000-H1|2026-01-29 11:23:04|
1614|6000517|160|56090002|5|2|FACTURA: 25CFTT177761-6-A1|2026-01-28 13:35:03|
3471|6400094|160|39269099|11|1|25CFTT406481-1|2026-01-15 08:44:02|
3471|6400098|160|87082999|33|1|25CFTT406481-4|2026-01-15 09:13:02|
3471|6400061|160|98020019|151|3|30006-102040810|2026-01-09 16:01:03|
3471|6400025|160|87088005|107|2|No.Parte|2026-01-02 17:50:08|
3471|6400120|160|82074004|7|3|B20251150|2026-01-05 12:21:05|
3471|6400021|160|87082999|34|2|No.Parte|2026-01-02 11:46:03|
3471|6400027|160|98020019|30|3|30001-122060160|2026-01-02 13:47:02|
3471|6400029|160|98020019|276|3|6KM0-180004|2026-01-02 16:54:02|
3471|6400025|160|87089999|136|3|5HYV-002009-6001|2026-01-02 17:50:08|
3471|6400148|160|87089999|89|2|No.Parte|2026-01-02 17:08:05|
3471|6400025|160|87089203|119|1|25CFTT406475-5|2026-01-02 17:50:08|
3471|6400061|160|84123199|24|3|5BWV-102000-5001|2026-01-09 16:01:03|
3471|6400098|160|87082201|3|3|5HYV-805100-9004|2026-01-15 09:13:02|
3471|6400096|160|87082999|16|1|25CFTT406481-3|2026-01-15 09:00:04|
3178|6000516|160|87082999|94|2|NO. FACTURA: 25CFTT406482-1-IN|2026-01-13 21:54:01|
3178|6000520|160|87082999|22|1|5HYV-031526-6000-H1M|2026-01-13 22:28:01|
3471|6400102|160|84879006|38|2|No.Parte|2026-01-14 11:08:04|
3471|6400100|160|87082999|71|3|5HYV-032020-6001-H1M|2026-01-15 09:26:01|
3471|6400061|160|87082902|46|2|No.Parte|2026-01-09 16:01:03|
3471|6400025|160|87089999|134|1|25CFTT406475-5|2026-01-02 17:50:08|
3471|6400148|160|87082999|68|1|25CFTT406465-10|2026-01-02 17:08:05|
3471|6400025|160|87089999|148|1|25CFTT406475-6|2026-01-02 17:50:08|
3471|6400019|160|87082999|79|2|No.Parte|2026-01-02 19:08:02|
3471|6400029|160|39263002|7|1|25CFTT406467-7|2026-01-02 16:54:02|
3471|6400025|160|87082999|73|2|No.Parte|2026-01-02 17:50:08|
3471|6400148|160|87082999|41|2|No.Parte|2026-01-02 17:08:05|
3471|6400025|160|87082999|86|1|25CFTT406475-5|2026-01-02 17:50:08|
3471|6400061|160|87082999|65|1|25CFTT406483|2026-01-09 16:01:03|
3471|6400098|160|87082201|3|2|No.Parte|2026-01-15 09:13:02|
3178|6000232|160|87082999|57|1|5HYV-021120-6000|2026-01-15 22:15:01|
3178|6000516|160|87082999|20|2|NO. FACTURA: 25CFTT406482-5-IN|2026-01-13 21:54:01|
3178|6000516|160|94019999|46|1|5HYV-131312-6000-H1|2026-01-13 21:54:01|
3471|6400094|160|87088007|55|3|5HYV-050110-6001A|2026-01-15 08:44:02|
3471|6400102|160|98020019|102|3|0010-021019-0010|2026-01-14 11:08:04|
3471|6400061|160|98020019|207|3|6WWV-046702-5000|2026-01-09 16:01:03|
3471|6400019|160|87082999|80|2|No.Parte|2026-01-02 19:08:02|
3471|6400146|160|87088005|89|4|5HYV-450120-6000|2026-01-03 00:54:01|
3471|6400021|160|87082999|5|2|No.Parte|2026-01-02 11:46:03|
3471|6400025|160|85365099|55|1|25CFTT406475-5|2026-01-02 17:50:08|
3471|6400106|160|84289099|1|1|25CFMABTTP113|2026-01-05 12:14:04|
3471|6400019|160|98020019|162|3|30204-122110|2026-01-02 19:08:02|
3471|6400120|160|82079099|22|1|25CFMABTTP120|2026-01-05 12:21:05|
3471|6400019|160|87082999|72|2|No.Parte|2026-01-02 19:08:02|
3471|6400061|160|98020019|189|1|25CFTT406483-1,FRACCION ORIGINAL 3919909900|2026-01-09 16:01:03|
3471|6400102|160|87089904|91|1|25CFTT406481-8|2026-01-14 11:08:04|
3471|6400094|160|39269099|8|3|5HYV-188004-6000|2026-01-15 08:44:02|
1925|6700024|160|87082999|176|1|25CFTT176702-7-INNo. De parte: 5SY0-031004-6001-H1M|2026-01-13 10:50:03|
3178|6000516|160|98020019|52|2|7318159999|2026-01-13 21:54:01|
3178|6000232|160|87082999|37|2|25CFTT406510-3-IN|2026-01-15 22:15:01|
3471|6400102|160|39269099|16|2|No.Parte|2026-01-14 11:08:04|
3471|6400014|160|87082999|112|3|5HYV-237140-6000-H1|2026-01-09 18:05:09|
3471|6400025|160|87087099|104|3|5HYV-11Z0AA-6000|2026-01-02 17:50:08|
3471|6400148|160|40169999|20|1|25CFTT406465-10|2026-01-02 17:08:05|
3471|6400025|160|87082999|82|3|5HYV-043065-6000|2026-01-02 17:50:08|
3471|6400146|160|87089999|114|1|25CFTT406465-8|2026-01-03 00:54:01|
3471|6400025|160|87082999|79|1|25CFTT406475-5|2026-01-02 17:50:08|
3471|6400025|160|98020019|194|1|25CFTT406475-5,FRACCION ORIGINAL 8708509999|2026-01-02 17:50:08|
3471|6400146|160|87089999|108|2|No.Parte|2026-01-03 00:54:01|
3471|6400019|160|98020019|169|1|25CFTT406475-1,FRACCION ORIGINAL 7318229199|2026-01-02 19:08:02|
3471|6400061|160|98020019|167|3|30309-060870|2026-01-09 16:01:03|
3471|6400102|160|98020019|148|3|5HYV-187002-6000|2026-01-14 11:08:04|
3471|6400096|160|87082999|46|1|25CFTT406481-3|2026-01-15 09:00:04|
3178|6000518|160|98020019|25|2|7318159903|2026-01-13 22:28:02|
3178|6000518|160|98020019|41|1|30204-080810|2026-01-13 22:28:02|
3178|6000232|160|87082999|34|1|5HYV-032130-6000-H1M|2026-01-15 22:15:01|
3471|6400098|160|87082999|57|3|5HYV-234020-6000-H1M|2026-01-15 09:13:02|
3471|6400014|160|87082999|81|1|25CFTT406514-4|2026-01-09 18:05:09|
3471|6400025|160|87089203|123|1|25CFTT406475-5|2026-01-02 17:50:08|
3471|6400146|160|98020019|140|3|30006-080020870|2026-01-03 00:54:01|
3471|6400021|160|87082999|18|3|5HYV-032110-6000-H1M|2026-01-02 11:46:03|
3471|6400146|160|90271001|124|1|25CFTT406465-7|2026-01-03 00:54:01|
3471|6400120|160|82074004|3|2|No.Parte|2026-01-05 12:21:05|
3471|6400021|160|87082999|29|1|25CFTT406475-3|2026-01-02 11:46:03|
3471|6400160|160|87082999|47|1|25CFTT406465-4|2026-01-03 12:28:01|
3471|6400019|160|98020019|147|3|30006-102090810|2026-01-02 19:08:02|
3471|6400061|160|98020019|158|2|No.Parte|2026-01-09 16:01:03|
3471|6400102|160|87082999|69|1|25CFTT406481-8|2026-01-14 11:08:04|
3471|6400100|160|98020019|168|3|30006-102075810|2026-01-15 09:26:01|
3178|6000518|160|87082919|155|1|5HYV-807100-9001-0RT00|2026-01-13 22:28:02|
3178|6000518|160|83021002|131|1|5HYV-220003-6002|2026-01-13 22:28:02|
3471|6400098|160|87082999|49|1|25CFTT406481-4|2026-01-15 09:13:02|
3471|6400096|160|87082999|4|2|No.Parte|2026-01-15 09:00:04|
3471|6400061|160|98020019|154|2|No.Parte|2026-01-09 16:01:03|
3471|6400027|160|87082999|11|1|25CFTT406475-8|2026-01-02 13:47:02|
3471|6400146|160|98020019|159|2|No.Parte|2026-01-03 00:54:01|
3471|6400025|160|87088005|109|1|25CFTT406475-5|2026-01-02 17:50:08|
3471|6400104|160|84807103|2|2|NO. DE PARTE|2026-01-05 12:14:03|
3471|6400148|160|87082999|51|1|25CFTT406465-9|2026-01-02 17:08:05|
3471|6400021|160|87082999|50|2|No.Parte|2026-01-02 11:46:03|
3471|6400146|160|98020019|186|1|25CFTT406465-7, FRACCION ORIGINAL 7318159903|2026-01-03 00:54:01|
3471|6400019|160|98020019|169|3|30309-060900|2026-01-02 19:08:02|
3471|6400061|160|87082999|71|3|5HYV-032110-6000-H1M|2026-01-09 16:01:03|
3471|6400102|160|98020019|118|1|25CFTT406481-8 FRACCION ORIGINAL 7318159903|2026-01-14 11:08:04|
3471|6400100|160|98020019|192|3|30605-114060|2026-01-15 09:26:01|
1925|6700025|160|39263002|60|1|25CFTT176702-3-INNo. De parte: 5HY0-043043|2026-01-13 10:52:07|
3178|6000518|160|98020019|102|2|8544309901|2026-01-13 22:28:02|
3471|6400098|160|87082999|62|2|No.Parte|2026-01-15 09:13:02|
3471|6400102|160|85365099|47|3|5HYV-169360-6001|2026-01-14 11:08:04|
3471|6400014|160|98020019|236|1|25CFTT406514-5 FRACCION ORIGINAL 7318229199|2026-01-09 18:05:09|
3471|6400019|160|98020019|151|1|25CFTT406475-1,FRACCION ORIGINAL 7318159903|2026-01-02 19:08:02|
3471|6400160|160|87082999|21|3|5HYV-031542-6000-H1M|2026-01-03 12:28:01|
3471|6400148|160|87082999|52|3|5HYV-032220-6000-H1M|2026-01-02 17:08:05|
3471|6400148|160|87082101|36|2|No.Parte|2026-01-02 17:08:05|
3471|6400021|160|87082999|60|1|25CFTT406475-3|2026-01-02 11:46:03|
3471|6400025|160|98020019|166|3|30006-080020870|2026-01-02 17:50:08|
3471|6400025|160|85365099|54|1|25CFTT406475-5|2026-01-02 17:50:08|
3471|6400019|160|87089999|123|1|25CFTT406475-1|2026-01-02 19:08:02|
3471|6400061|160|98020019|150|1|25CFTT406483-1,FRACCION ORIGINAL 7318159903|2026-01-09 16:01:03|
3178|6000234|160|87082999|28|2|25CFTT406510-4-IN|2026-01-15 22:14:01|
3471|6400100|160|98020019|155|2|No.Parte|2026-01-15 09:26:01|
3178|6000520|160|87082999|24|1|5HYV-031999-6000-H1|2026-01-13 22:28:01|
3178|6000518|160|87089412|198|1|5HYV-150820-6000|2026-01-13 22:28:02|
1905|6006286|160|98020019|4|2|FRACCION ORIGINAL: 3902.10.99.00|2026-01-15 18:02:18|
3178|6000234|160|87082999|10|2|25CFTT406510-4-IN|2026-01-15 22:14:01|
3471|6400014|160|73261999|26|3|5HYV-020002-6000|2026-01-09 18:05:09|
3471|6400027|160|73182102|4|2|No.Parte|2026-01-02 13:47:02|
3471|6400029|160|39269099|15|1|25CFTT406467-5|2026-01-02 16:54:02|
3471|6400025|160|98020019|201|2|No.Parte|2026-01-02 17:50:08|
3471|6400025|160|87082999|92|2|No.Parte|2026-01-02 17:50:08|
3471|6400146|160|98020019|148|2|No.Parte|2026-01-03 00:54:01|
3471|6400148|160|40169901|16|2|No.Parte|2026-01-02 17:08:05|
3471|6400129|160|87082999|6|2|No.Parte|2026-01-02 16:00:06|
3471|6400025|160|98020019|183|3|30604-301300|2026-01-02 17:50:08|
3471|6400014|160|98020019|256|1|25CFTT406514-4 FRACCION ORIGINAL 7318159903|2026-01-09 18:05:09|
3471|6400102|160|39269029|10|1|25CFTT406481-8|2026-01-14 11:08:04|
1905|6006286|160|98020019|13|1|TYP01019|2026-01-15 18:02:18|
3178|6000518|160|39269099|146|2|NO. FACTURA: 25CFTT406482-6-IN|2026-01-13 22:28:02|
3178|6000518|160|85365099|115|2|NO. FACTURA: 25CFTT406482-6-IN|2026-01-13 22:28:02|
3471|6400094|160|98020019|78|1|25CFTT406481-1 FRACCION ORIGINAL 8544309901|2026-01-15 08:44:02|
3471|6400100|160|87087006|95|1|25CFTT406481-6|2026-01-15 09:26:01|
3471|6400014|160|85122002|36|1|25CFTT406514-5|2026-01-09 18:05:09|
3471|6400025|160|98020019|184|1|25CFTT406475-6,FRACCION ORIGINAL 7318240300|2026-01-02 17:50:08|
3471|6400025|160|85365099|48|3|5HYV-010220-6000|2026-01-02 17:50:08|
3471|6400129|160|87082999|6|3|5HYV-021120-6000|2026-01-02 16:00:06|
3471|6400120|160|82075007|12|3|B20251138|2026-01-05 12:21:05|
3471|6400146|160|98020019|194|2|No.Parte|2026-01-03 00:54:01|
3471|6400129|160|87082999|10|3|5SYV-210003-8001|2026-01-02 16:00:06|
3471|6400149|160|73269099|3|1|25CFTT406465-10|2026-01-02 16:54:02|
3471|6400146|160|98020019|179|3|30601-111010|2026-01-03 00:54:01|
3471|6400014|160|98020019|235|2|No.Parte|2026-01-09 18:05:09|
3471|6400100|160|87088099|109|2|No.Parte|2026-01-15 09:26:01|
1905|6006286|160|98020019|4|4|EN FRIO, ACEROS PLANOS RECUBIERTOS Y ALAMBRON DE ACERO.|2026-01-15 18:02:18|
3178|6000518|160|87082919|217|2|NO. FACTURA: 25CFTT406482-2-IN|2026-01-13 22:28:02|
1925|6700025|160|39263002|17|1|25CFTT176702-5-INNo. De parte: 5HY0-043064|2026-01-13 10:52:07|
1905|6006286|160|98020019|6|4|EN FRIO, ACEROS PLANOS RECUBIERTOS Y ALAMBRON DE ACERO.|2026-01-15 18:02:18|
3178|6000231|160|73269099|5|2|25CFTT406510-2-A1|2026-01-15 20:38:01|
3471|6400061|160|87082919|50|1|25CFTT406483-1|2026-01-09 16:01:03|
3471|6400146|160|98020019|146|2|No.Parte|2026-01-03 00:54:01|
3471|6400029|160|40169304|33|2|No.Parte|2026-01-02 16:54:02|
3471|6400146|160|98020019|222|1|25CFTT406465-8, FRACCION ORIGINAL 7318240300|2026-01-03 00:54:01|
3471|6400026|160|73269099|7|1|25CFTT406475-6|2026-01-02 17:51:03|
3471|6400149|160|73269099|2|1|25CFTT406465-10|2026-01-02 16:54:02|
3471|6400149|160|73269099|7|2|NO.PARTE|2026-01-02 16:54:02|
3471|6400027|160|87082999|12|3|5HYV-043024-6001|2026-01-02 13:47:02|
3471|6400148|160|70091099|24|2|No.Parte|2026-01-02 17:08:05|
3471|6400014|160|98020019|259|2|No.Parte|2026-01-09 18:05:09|
3471|6400102|160|98020019|129|1|25CFTT406481-8 FRACCION ORIGINAL 7318229199|2026-01-14 11:08:04|
3178|6000536|160|73269099|2|2|NO.FACTURA 25CFTT406482-3-A1|2026-01-15 16:40:07|
3178|6000518|160|98020019|96|3|NO. FACTURA: 25CFTT406482-6-IN|2026-01-13 22:28:02|
3178|6000520|160|87089999|11|1|5HYV-030080-6000|2026-01-13 22:28:01|
3471|6400094|160|85371006|34|3|5HYV-016100-6000|2026-01-15 08:44:02|
3471|6400098|160|87082999|47|1|25CFTT406481-4|2026-01-15 09:13:02|
3178|6000154|160|87089999|141|2|5SYV-183050-8000|2026-01-09 12:32:04|
3471|6400148|160|87082999|59|1|25CFTT406465-10|2026-01-02 17:08:05|
3471|6400027|160|90271001|27|2|No.Parte|2026-01-02 13:47:02|
3471|6400029|160|87082999|93|3|5HYV-043021-6000|2026-01-02 16:54:02|
3471|6400148|160|40169999|17|3|5HYV-043045-6001|2026-01-02 17:08:05|
3471|6400027|160|87082999|10|1|25CFTT406475-8|2026-01-02 13:47:02|
3471|6400029|160|85365099|77|1|25CFTT406467-7|2026-01-02 16:54:02|
3471|6400025|160|85371006|58|2|No.Parte|2026-01-02 17:50:08|
3471|6400025|160|98020019|205|3|8030-040800-00001|2026-01-02 17:50:08|
3471|6400014|160|87082999|124|1|25CFTT406514-4|2026-01-09 18:05:09|
3178|6000232|160|87082999|14|1|5HYV-031303-6001-H1M|2026-01-15 22:15:01|
3471|6400095|160|73269099|1|2|No.Parte|2026-01-15 08:44:01|
3178|6000518|160|39269099|144|2|NO. FACTURA: 25CFTT406482-6-IN|2026-01-13 22:28:02|
1925|6700024|160|87088005|169|1|25CFTT176702-7-INNo. De parte: 5HYV-060201-1000|2026-01-13 10:50:03|
3471|6400098|160|87082999|76|2|No.Parte|2026-01-15 09:13:02|
3471|6400094|160|39269099|6|2|No.Parte|2026-01-15 08:44:02|
3471|6400014|160|98020019|269|2|No.Parte|2026-01-09 18:05:09|
3471|6400148|160|83082001|25|2|No.Parte|2026-01-02 17:08:05|
3471|6400026|160|73269099|10|3|NO.PARTE|2026-01-02 17:51:03|
3471|6400029|160|84213199|60|3|0NYV-112000-3000|2026-01-02 16:54:02|
3471|6400029|160|39269099|13|2|No.Parte|2026-01-02 16:54:02|
3471|6400029|160|40093106|30|2|No.Parte|2026-01-02 16:54:02|
3471|6400146|160|85371006|53|2|No.Parte|2026-01-03 00:54:01|
3471|6400025|160|85122099|41|2|No.Parte|2026-01-02 17:50:08|
3471|6400148|160|87082999|48|1|25CFTT406465-9|2026-01-02 17:08:05|
3471|6400014|160|87082999|132|1|25CFTT406514-5|2026-01-09 18:05:09|
3471|6400100|160|98020019|216|3|5SYV-380101-1500-13|2026-01-15 09:26:01|
1905|6006286|160|98020019|8|4|EN FRIO, ACEROS PLANOS RECUBIERTOS Y ALAMBRON DE ACERO.|2026-01-15 18:02:18|
3178|6000516|160|87082999|81|2|NO. FACTURA: 25CFTT406482-1-IN|2026-01-13 21:54:01|
1925|6700024|160|87082923|57|1|25CFTT176702-6-INNo. De parte: 5SYV-261400-6E00|2026-01-13 10:50:03|
3178|6000232|160|87089999|53|1|0NYV-113000-3000|2026-01-15 22:15:01|
3471|6400102|160|39191001|4|2|No.Parte|2026-01-14 11:08:04|
3471|6400014|160|87089203|146|3|5HYV-021110-6000|2026-01-09 18:05:09|
3471|6400148|160|87082999|64|1|25CFTT406465-9|2026-01-02 17:08:05|
3471|6400025|160|98020019|168|2|No.Parte|2026-01-02 17:50:08|
3471|6400148|160|85444299|35|1|25CFTT406465-10|2026-01-02 17:08:05|
3471|6400025|160|85122099|41|3|5HYV-160410-6000|2026-01-02 17:50:08|
3471|6400029|160|40169999|42|2|No.Parte|2026-01-02 16:54:02|
3471|6400148|160|87082999|45|3|5HYV-031539-6000-H1M|2026-01-02 17:08:05|
3471|6400146|160|87089999|110|3|5HY#-133001-1000|2026-01-03 00:54:01|
3471|6400148|160|87089412|80|1|25CFTT406465-10|2026-01-02 17:08:05|
3178|6000154|160|85291009|101|2|5HYV-170572-6000|2026-01-09 12:32:04|
3471|6400102|160|83100099|31|1|25CFTT406481-9|2026-01-14 11:08:04|
3471|6400098|160|87082999|71|2|No.Parte|2026-01-15 09:13:02|
3178|6000516|160|87082999|71|1|5HYV-021130-6000|2026-01-13 21:54:01|
1925|6700024|160|39263002|145|1|25CFTT176702-7-INNo. De parte: 5HY0-042025|2026-01-13 10:50:03|
3471|6400102|160|87082901|54|1|25CFTT406481-8|2026-01-14 11:08:04|
3471|6400098|160|87082999|34|1|25CFTT406481-4|2026-01-15 09:13:02|
3471|6400014|160|87089412|151|3|5HYV-102200-6000A|2026-01-09 18:05:09|
3471|6400027|160|87087099|17|1|25CFTT406475-8|2026-01-02 13:47:02|
3471|6400148|160|87082999|50|2|No.Parte|2026-01-02 17:08:05|
3471|6400148|160|87089412|79|1|25CFTT406465-10|2026-01-02 17:08:05|
3471|6400025|160|84123199|31|3|5BWV-102000-5001|2026-01-02 17:50:08|
3471|6400029|160|73202005|53|1|25CFTT406467-5|2026-01-02 16:54:02|
3471|6400026|160|73269099|7|2|No.Parte|2026-01-02 17:51:03|
3471|6400148|160|87082999|39|3|5HYV-031033-6000-H1M|2026-01-02 17:08:05|
3471|6400148|160|98020019|101|2|No.Parte|2026-01-02 17:08:05|
3471|6400014|160|87089999|163|3|5HYV-030009-6000-0BP00|2026-01-09 18:05:09|
3471|6400102|160|87082999|58|2|No.Parte|2026-01-14 11:08:04|
3471|6400102|160|87082919|56|3|NO.PARTE|2026-01-14 11:08:04|
3178|6000518|160|39173999|108|2|NO. FACTURA: 25CFTT406482-6-IN|2026-01-13 22:28:02|
1925|6700024|160|98020019|45|1|25CFTT176702-6-INFA ORIGINAL: 7326.90.99.99No. De parte: 5HYV-080410-1C00|2026-01-13 10:50:03|
3471|6400102|160|39269099|14|1|25CFTT406481-8|2026-01-14 11:08:04|
3471|6400101|160|73269099|3|3|NO.PARTE|2026-01-15 09:13:03|
3471|6400014|160|87082999|65|1|25CFTT406514-5|2026-01-09 18:05:09|
3471|6400148|160|98020019|121|2|No.Parte|2026-01-02 17:08:05|
3471|6400021|160|87082999|69|3|5SYV-230610-8000-H1M|2026-01-02 11:46:03|
3471|6400146|160|98020019|180|3|30601-112010|2026-01-03 00:54:01|
3471|6400029|160|87082999|103|3|NO.PARTE|2026-01-02 16:54:02|
