Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClavePermiso|FirmaDescargo|NumeroPermiso|ValorComercialDolares|CantidadMUMTarifa|FechaPagoReal
3471|6400014|160|98020019|231|C1||1931R825050547|32.40|360.00000|2026-01-09 18:05:09|
1614|6000086|160|98020019|93|C1||1931R825050385|9.60|960.00000|2026-01-20 11:18:04|
3178|6000154|160|98020019|9|C1||1931R825050575|17.28|864.00000|2026-01-09 12:32:04|
3471|6400102|160|98020019|122|C1||1931R825050547|18.00|600.00000|2026-01-14 11:08:04|
3471|6400077|160|98020019|114|C1||1931R825050550|13.44|96.00000|2026-01-08 16:17:04|
3471|6400146|160|98020019|229|C1||1931R825050575|9.60|160.00000|2026-01-03 00:54:01|
1925|6100022|160|98020019|35|C1||1931R825050575|8.16|136.00000|2026-01-22 16:58:03|
1925|6100022|160|98020019|71|C1||1931R825050575|169.32|5644.00000|2026-01-22 16:58:03|
1925|6000049|160|98020019|186|C1||1931R825050575|52.80|480.00000|2026-01-22 14:05:05|
1614|6000508|160|98020019|151|C1||1931R825050575|43.20|480.00000|2026-01-28 13:34:05|
3471|6400174|160|98020019|183|C1||1931R825050547|2.72|272.00000|2026-01-16 10:44:03|
3471|6400061|160|98020019|156|C1||1931R825050575|47.60|170.00000|2026-01-09 16:01:03|
1614|6000072|160|98020019|126|C1||1931R825050575|18.48|132.00000|2026-01-07 20:04:00|
1925|6100103|160|98020019|19|C1||1931R825050575|28.56|952.00000|2026-01-22 18:55:02|
1925|6700024|160|98020019|226|C1||1931R825050575|46.08|1536.00000|2026-01-13 10:50:03|
3471|6400215|160|98020019|18|C1||1931R826001314|81.60|8160.00000|2026-01-20 12:39:02|
1614|6000090|160|98020019|241|C1||1931R825050385|8.64|864.00000|2026-01-19 17:38:06|
1614|6001100|160|98020019|68|C1|STVX3YA3|1931R825050575|18.40|920.00000|2026-01-28 16:48:06|
1614|6000072|160|98020019|106|C1||1931R825050575|64.68|2156.00000|2026-01-07 20:04:00|
3471|6400174|160|98020019|219|C1||1931R825051346|10.88|136.00000|2026-01-16 10:44:03|
3471|6400029|160|98020019|246|C1||1931R825050608|10.80|30.00000|2026-01-02 16:54:02|
3471|6400019|160|98020019|160|C1||1931R825050547|43.52|1088.00000|2026-01-02 19:08:02|
1925|6100022|160|98020019|9|C1||1931R825050575|10.88|544.00000|2026-01-22 16:58:03|
3471|6400247|160|98020019|47|C1||1931R826001628|24.00|400.00000|2026-01-26 11:44:04|
1614|6000082|160|98020019|54|C1||1931R825050612|7.20|240.00000|2026-01-20 11:18:02|
3471|6400014|160|98020019|287|C1||1931R825051346|24.48|72.00000|2026-01-09 18:05:09|
3471|6400102|160|98020019|162|C1||1931R825051346|1.00|100.00000|2026-01-14 11:08:04|
3471|6400178|160|98020019|158|C1||1931R825050424|29.92|272.00000|2026-01-16 10:11:03|
3471|6400178|160|98020019|167|C1||1931R825050534|13.60|272.00000|2026-01-16 10:11:03|
3178|6000535|160|98020019|5|C1||1931R825050575|8.00|400.00000|2026-01-19 13:00:04|
3178|6000561|160|98020019|276|C1||1931R825038867|361.44|48.00000|2026-01-22 17:22:04|
1925|6100022|160|98020019|32|C1||1931R825050575|3.30|22.00000|2026-01-22 16:58:03|
3471|6400102|160|98020019|155|C1||1931R825051346|8.00|100.00000|2026-01-14 11:08:04|
1925|6100026|160|98020019|166|C1||1931R826001314|10.88|544.00000|2026-01-22 11:33:02|
3471|6400019|160|98020019|201|C1||1931R825051346|10.88|136.00000|2026-01-02 19:08:02|
3471|6400185|160|98020019|108|C1||1931R825050424|24.00|1200.00000|2026-01-20 18:24:04|
3178|6000230|160|98020019|42|C1||1931R825034595|2.00|100.00000|2026-01-16 08:31:01|
1614|6000082|160|98020019|189|C1||1931R825050575|33.60|240.00000|2026-01-20 11:18:02|
3178|6000954|160|98020019|231|C1||1931R825050550|76.80|1280.00000|2026-01-24 13:42:01|
3471|6400008|160|98020019|136|C1||1931R825050385|2.00|200.00000|2026-01-08 15:45:04|
3471|6400052|160|98020019|160|C1||1931R825050385|5.44|544.00000|2026-01-08 10:23:02|
1614|6000508|160|98020019|179|C1||1931R825050575|7.20|120.00000|2026-01-28 13:34:05|
3471|6400059|160|98020019|138|C1||1931R825050493|489.00|100.00000|2026-01-08 15:17:02|
3471|6400234|160|98020019|10|C1||1931R826001314|12.00|240.00000|2026-01-22 15:22:02|
3178|6000239|160|98020019|100|C1||1931R825050575|147.00|4900.00000|2026-01-17 12:44:03|
1614|6000090|160|98020019|267|C1||1931R825038867|818.64|24.00000|2026-01-19 17:38:06|
3178|6000539|160|98020019|2|C1||1931R825050575|6.00|300.00000|2026-01-16 17:25:05|
3471|6400029|160|98020019|249|C1||1931R825034636|27200.40|120.00000|2026-01-02 16:54:02|
1614|6000090|160|98020019|263|C1||1931R825056909|744.57|9.00000|2026-01-19 17:38:06|
1614|6000090|160|98020019|257|C1||1931R825051346|1.44|144.00000|2026-01-19 17:38:06|
3471|6400217|160|98020019|163|C1||1931R825050575|2.40|240.00000|2026-01-19 18:01:03|
3471|6400174|160|98020019|171|C1||1931R825050575|146.88|1632.00000|2026-01-16 10:44:03|
3471|6400100|160|98020019|174|C1||1931R825050575|24.00|800.00000|2026-01-15 09:26:01|
3471|6400185|160|98020019|128|C1||1931R825050385|30.00|300.00000|2026-01-20 18:24:04|
3178|6000535|160|98020019|42|C1||1931R825051346|36.00|100.00000|2026-01-19 13:00:04|
3471|6400048|160|98020019|112|C1||1931R825050575|152.32|544.00000|2026-01-07 14:59:03|
3178|6000518|160|98020019|172|C1||1931R825050550|15.00|100.00000|2026-01-13 22:28:02|
3471|6400249|160|98020019|224|C1||1931R825050575|44.80|160.00000|2026-01-28 14:24:02|
3471|6400174|160|98020019|227|C1||1931R825051346|1.36|136.00000|2026-01-16 10:44:03|
3471|6400217|160|98020019|210|C1||1931R825050575|19.20|480.00000|2026-01-19 18:01:03|
3577|6300042|521|98020019|65|C1||1931R825050355|169.40|20.00000|2026-01-23 16:53:01|
3471|6400236|160|98020019|166|C1||1931R825050575|7.20|120.00000|2026-01-22 15:02:01|
1925|6100022|160|98020019|49|C1||1931R825050547|3.40|68.00000|2026-01-22 16:58:03|
3178|6000535|160|98020019|39|C1||1931R825051346|2.00|200.00000|2026-01-19 13:00:04|
3471|6400236|160|98020019|162|C1||1931R825038867|5589.60|240.00000|2026-01-22 15:02:01|
3471|6400249|160|98020019|258|C1||1931R825038867|90.84|12.00000|2026-01-28 14:24:02|
3471|6400217|160|98020019|139|C1||1931R825050575|16.80|840.00000|2026-01-19 18:01:03|
3178|6000561|160|98020019|114|C1||1931R825050575|43.20|288.00000|2026-01-22 17:22:04|
3471|6400240|160|98020019|146|C1||1931R825050385|7.20|720.00000|2026-01-26 09:17:02|
3471|6400146|160|98020019|166|C1||1931R825050547|313.60|4480.00000|2026-01-03 00:54:01|
3178|6000230|160|98020019|142|C1||1931R825051346|8.00|100.00000|2026-01-16 08:31:01|
3471|6400081|160|98020019|117|C1||1931R825050575|7.68|384.00000|2026-01-08 15:44:02|
3471|6400059|160|98020019|129|C1||1931R825050612|2.00|200.00000|2026-01-08 15:17:02|
3178|6000146|160|98020019|79|C1||1931R825050424|31.68|288.00000|2026-01-08 16:23:04|
1925|6000027|160|98020019|81|C1||1931R825050575|2.88|144.00000|2026-01-22 14:00:03|
3471|6400217|160|98020019|199|C1||1931R825050530|21.60|120.00000|2026-01-19 18:01:03|
3471|6400102|160|98020019|143|C1||1931R825050575|18.00|200.00000|2026-01-14 11:08:04|
1925|6000027|160|98020019|150|C1||1931R825051346|1.44|72.00000|2026-01-22 14:00:03|
3471|6400217|160|98020019|171|C1||1931R825050547|235.20|3360.00000|2026-01-19 18:01:03|
3577|6300031|521|98020019|16|C1||1931R826001628|368.40|120.00000|2026-01-09 11:36:01|
3471|6400217|160|98020019|137|C1||1931R825050575|91.20|4560.00000|2026-01-19 18:01:03|
3471|6400006|160|98020019|50|C1||1931R825050612|162.00|200.00000|2026-01-08 14:49:01|
3471|6400027|160|98020019|35|C1||1931R825050575|5.44|272.00000|2026-01-02 13:47:02|
1925|6000027|160|98020019|161|C1||1931R825050636|53.28|144.00000|2026-01-22 14:00:03|
3471|6400249|160|98020019|240|C1||1931R825050385|4.80|480.00000|2026-01-28 14:24:02|
1925|6100109|160|98020019|147|C1||1931R826001628|187.68|136.00000|2026-01-22 19:03:01|
3471|6400178|160|98020019|171|C1||1931R825038872|13190.64|136.00000|2026-01-16 10:11:03|
3471|6400182|160|98020019|109|C1||1931R825050575|8.16|136.00000|2026-01-16 11:23:05|
3577|6300042|521|98020019|69|C1||1931R825050547|150.00|3000.00000|2026-01-23 16:53:01|
1925|6100103|160|98020019|72|C1||1931R825050575|72.00|2400.00000|2026-01-22 18:55:02|
3471|6400236|160|98020019|134|C1||1931R825034285|14.40|480.00000|2026-01-22 15:02:01|
1925|6100022|160|98020019|58|C1||1931R825053462|1.36|68.00000|2026-01-22 16:58:03|
1925|6100026|160|98020019|206|C1||1931R826001628|13.60|136.00000|2026-01-22 11:33:02|
3471|6400217|160|98020019|193|C1||1931R825051346|9.60|120.00000|2026-01-19 18:01:03|
3178|6000535|160|98020019|38|C1||1931R825051346|58.00|200.00000|2026-01-19 13:00:04|
1925|6100022|160|98020019|23|C1||1931R825050575|13.60|272.00000|2026-01-22 16:58:03|
3471|6400217|160|98020019|161|C1||1931R825050575|14.40|480.00000|2026-01-19 18:01:03|
1614|6000508|160|98020019|168|C1||1931R826001314|266.40|360.00000|2026-01-28 13:34:05|
3471|6400234|160|98020019|11|C1||1931R826001314|30.00|600.00000|2026-01-22 15:22:02|
1614|6000090|160|98020019|236|C1||1931R825050575|25.92|288.00000|2026-01-19 17:38:06|
1614|6000090|160|98020019|90|C1||1931R825050575|80.64|288.00000|2026-01-19 17:38:06|
1925|6000113|160|98020019|49|C1||1931R826001314|7.20|120.00000|2026-01-29 11:24:03|
3178|6000535|160|98020019|98|C1||1931R825051346|6.00|100.00000|2026-01-19 13:00:04|
3471|6400050|160|98020019|130|C1||1931R825051346|6.80|136.00000|2026-01-07 17:58:03|
1614|6000508|160|98020019|72|C1||1931R826001009|33.60|120.00000|2026-01-28 13:34:05|
3471|6400061|160|98020019|186|C1||1931R825051346|5.95|85.00000|2026-01-09 16:01:03|
3178|6000239|160|98020019|173|C1||1931R825038867|2141.16|84.00000|2026-01-17 12:44:03|
3178|6000561|160|98020019|279|C1||1931R825038867|1835.28|72.00000|2026-01-22 17:22:04|
3471|6400102|160|98020019|135|C1||1931R825050575|27.00|900.00000|2026-01-14 11:08:04|
1925|6000051|160|98020019|110|C1||1931R825051346|1.20|120.00000|2026-01-22 14:05:05|
1925|6000027|160|98020019|166|C1||1931R825051346|19.44|648.00000|2026-01-22 14:00:03|
3471|6400029|160|98020019|225|C1||1931R825050550|43.20|120.00000|2026-01-02 16:54:02|
3471|6400217|160|98020019|164|C1||1931R825034285|2.40|240.00000|2026-01-19 18:01:03|
3471|6400240|160|98020019|156|C1||1931R825050612|2.40|240.00000|2026-01-26 09:17:02|
1925|6100022|160|98020019|38|C1||1931R825050575|16.32|544.00000|2026-01-22 16:58:03|
3471|6400029|160|98020019|166|C1||1931R825050612|7.20|240.00000|2026-01-02 16:54:02|
1925|6100103|160|98020019|130|C1||1931R825051346|1.36|68.00000|2026-01-22 18:55:02|
3471|6400048|160|98020019|132|C1||1931R825050575|320.00|16000.00000|2026-01-07 14:59:03|
3178|6000535|160|98020019|9|C1||1931R825050575|4.00|200.00000|2026-01-19 13:00:04|
3178|6000230|160|98020019|145|C1||1931R825051346|34.00|100.00000|2026-01-16 08:31:01|
1614|6000508|160|98020019|148|C1||1931R825050575|9.60|480.00000|2026-01-28 13:34:05|
1925|6610024|160|98020019|98|C1||1931R825050424|5.44|544.00000|2026-01-22 11:29:02|
1614|6001100|160|98020019|77|C1|STVX3YA3|1931R826001314|81.60|8160.00000|2026-01-28 16:48:06|
1925|6100022|160|98020019|33|C1||1931R825050575|19.04|136.00000|2026-01-22 16:58:03|
3178|6000148|160|98020019|9|C1||1931R825050575|92.16|576.00000|2026-01-08 17:08:02|
3471|6400251|160|98020019|108|C1||1931R825050424|32.00|160.00000|2026-01-28 14:24:03|
1925|6100022|160|98020019|26|C1||1931R825050575|6.80|68.00000|2026-01-22 16:58:03|
3471|6400029|160|98020019|201|C1||1931R825034285|2.40|240.00000|2026-01-02 16:54:02|
3178|6000847|160|98020019|96|C1||1931R826001628|147.20|640.00000|2026-01-24 12:17:03|
3471|6400029|160|98020019|233|C1||1931R825050575|60.00|3000.00000|2026-01-02 16:54:02|
3471|6400002|160|98020019|130|C1||1931R825050575|4.00|200.00000|2026-01-08 15:17:03|
3577|6300039|521|98020019|21|C1||1931R825050550|23.00|100.00000|2026-01-15 13:54:01|
3178|6000943|160|98020019|119|C1||1931R826001518|2412.00|144.00000|2026-01-23 16:25:03|
3178|6000518|160|98020019|93|C1||1931R825050385|44.00|400.00000|2026-01-13 22:28:02|
3471|6400217|160|98020019|182|C1||1931R825050550|43.20|720.00000|2026-01-19 18:01:03|
3471|6400025|160|98020019|194|C1||1931R825050423|13714.92|204.00000|2026-01-02 17:50:08|
3471|6400185|160|98020019|148|C1||1931R825050424|48.00|1600.00000|2026-01-20 18:24:04|
3471|6400025|160|98020019|162|C1||1931R825050575|56.00|200.00000|2026-01-02 17:50:08|
1925|6100040|160|98020019|241|C1||1931R825050550|54.40|320.00000|2026-01-24 12:58:04|
3471|6400063|160|98020019|145|C1||1931R825038867|2818.20|110.00000|2026-01-08 18:20:10|
3471|6400176|160|98020019|109|C1||1931R825050575|290.00|1000.00000|2026-01-16 10:44:01|
1925|6100030|160|98020019|63|C1||1931R825050493|777.60|160.00000|2026-01-24 12:09:04|
1925|6100107|160|98020019|58|C1||1931R826001437|256.36|68.00000|2026-01-22 19:00:05|
3471|6400029|160|98020019|259|C1||1931R825051346|2.40|120.00000|2026-01-02 16:54:02|
3471|6400236|160|98020019|143|C1||1931R825050550|57.60|240.00000|2026-01-22 15:02:01|
1925|6100107|160|98020019|206|C1||1931R826001628|13.60|136.00000|2026-01-22 19:00:05|
3471|6400217|160|98020019|143|C1||1931R825050575|30.00|600.00000|2026-01-19 18:01:03|
1925|6100040|160|98020019|35|C1||1931R825050575|345.60|1280.00000|2026-01-24 12:58:04|
3471|6400100|160|98020019|200|C1||1931R825050612|2.00|200.00000|2026-01-15 09:26:01|
3471|6400052|160|98020019|173|C1||1931R825034288|255.68|6392.00000|2026-01-08 10:23:02|
1925|6000027|160|98020019|114|C1||1931R825051346|40.32|144.00000|2026-01-22 14:00:03|
1614|6000508|160|98020019|182|C1||1931R826001314|3.60|120.00000|2026-01-28 13:34:05|
3471|6400019|160|98020019|199|C1||1931R825050647|4828.20|60.00000|2026-01-02 19:08:02|
1614|6000072|160|98020019|45|C1||1931R825050423|5916.24|88.00000|2026-01-07 20:04:00|
1925|6100103|160|98020019|65|C1||1931R826001628|93.24|37.00000|2026-01-22 18:55:02|
1925|6000111|160|98020019|187|C1||1931R825050385|2.40|240.00000|2026-01-29 11:24:04|
3471|6400240|160|98020019|131|C1||1931R825050575|67.20|240.00000|2026-01-26 09:17:02|
3471|6400029|160|98020019|215|C1||1931R825050385|7.20|720.00000|2026-01-02 16:54:02|
3178|6000230|160|98020019|8|C1||1931R825050575|16.00|800.00000|2026-01-16 08:31:01|
3178|6000237|160|98020019|44|C1||1931R825050547|28.00|400.00000|2026-01-16 20:15:01|
3471|6400029|160|98020019|168|C1||1931R825050575|46.40|160.00000|2026-01-02 16:54:02|
1925|6100107|160|98020019|146|C1||1931R826001628|16.32|136.00000|2026-01-22 19:00:05|
3471|6400217|160|98020019|187|C1||1931R825034288|174.00|3480.00000|2026-01-19 18:01:03|
1614|6001100|160|98020019|78|C1|STVX3YA3|1931R825050423|10918.88|112.00000|2026-01-28 16:48:06|
1614|6000072|160|98020019|306|C1||1931R825050616|33.44|176.00000|2026-01-07 20:04:00|
3471|6400185|160|98020019|172|C1||1931R825050424|27.50|550.00000|2026-01-20 18:24:04|
3471|6400215|160|98020019|10|C1||1931R826001314|31.20|1560.00000|2026-01-20 12:39:02|
3471|6400067|160|98020019|76|C1||1931R825050608|54.00|150.00000|2026-01-09 09:45:04|
3471|6400002|160|98020019|140|C1||1931R825050575|207.00|6900.00000|2026-01-08 15:17:03|
1614|6000072|160|98020019|132|C1||1931R825050575|21.12|704.00000|2026-01-07 20:04:00|
3178|6000154|160|98020019|47|C1||1931R825050385|8.64|864.00000|2026-01-09 12:32:04|
3178|6000871|160|98020019|154|C1||1931R825050575|30.24|1008.00000|2026-01-22 14:02:03|
3471|6400008|160|98020019|146|C1||1931R825050547|231.00|7700.00000|2026-01-08 15:45:04|
3471|6400215|160|98020019|16|C1||1931R826001314|440.64|108.00000|2026-01-20 12:39:02|
1925|6000043|160|98020019|5|C1||1931R825050575|24.00|150.00000|2026-01-22 14:06:03|
3471|6400048|160|98020019|146|C1||1931R825050575|10.88|544.00000|2026-01-07 14:59:03|
3471|6400029|160|98020019|196|C1||1931R825050575|28.80|960.00000|2026-01-02 16:54:02|
3471|6400008|160|98020019|134|C1||1931R825050385|6.00|600.00000|2026-01-08 15:45:04|
1614|6000508|160|98020019|61|C1||1931R825050575|4.80|30.00000|2026-01-28 13:34:05|
1614|6000078|160|98020019|102|C1||1931R825050550|43.20|720.00000|2026-01-20 11:17:04|
3178|6000535|160|98020019|107|C1||1931R825051346|27.00|900.00000|2026-01-19 13:00:04|
3471|6400185|160|98020019|140|C1||1931R825050612|540.60|530.00000|2026-01-20 18:24:04|
3471|6400236|160|98020019|172|C1||1931R825050550|18.00|120.00000|2026-01-22 15:02:01|
3471|6400174|160|98020019|208|C1||1931R825050575|5.44|272.00000|2026-01-16 10:44:03|
3471|6400249|160|98020019|198|C1||1931R826001628|58.40|80.00000|2026-01-28 14:24:02|
1925|6100022|160|98020019|61|C1||1931R825050550|76.16|272.00000|2026-01-22 16:58:03|
1614|6000082|160|98020019|217|C1||1931R825050424|7.20|720.00000|2026-01-20 11:18:02|
1614|6000508|160|98020019|77|C1||1931R826001314|293.76|72.00000|2026-01-28 13:34:05|
3471|6400077|160|98020019|104|C1||1931R825050424|5.76|192.00000|2026-01-08 16:17:04|
3471|6400029|160|98020019|280|C1||1931R825050575|52.80|480.00000|2026-01-02 16:54:02|
1925|6100022|160|98020019|127|C1||1931R825051346|1.36|68.00000|2026-01-22 16:58:03|
1925|6100105|160|98020019|169|C1||1931R825050423|6595.32|68.00000|2026-01-22 18:57:02|
1614|6000092|160|98020019|74|C1||1931R825050602|11.52|288.00000|2026-01-19 17:38:06|
3577|6300042|521|98020019|109|C1||1931R825050612|1.82|7.00000|2026-01-23 16:53:01|
3178|6000239|160|98020019|111|C1||1931R825050575|60.00|400.00000|2026-01-17 12:44:03|
1925|6000029|160|98020019|244|C1||1931R825050550|27.36|144.00000|2026-01-22 14:00:07|
3471|6400174|160|98020019|187|C1||1931R825050547|61.20|1224.00000|2026-01-16 10:44:03|
3471|6400185|160|98020019|116|C1||1931R825050385|147.00|2100.00000|2026-01-20 18:24:04|
3471|6400019|160|98020019|180|C1||1931R825051346|9.52|136.00000|2026-01-02 19:08:02|
3471|6400215|160|98020019|165|C1||1931R825050547|100.80|1440.00000|2026-01-20 12:39:02|
3178|6000518|160|98020019|35|C1||1931R825050575|2.00|200.00000|2026-01-13 22:28:02|
1614|6000072|160|98020019|318|C1||1931R825050530|8.40|40.00000|2026-01-07 20:04:00|
3471|6400025|160|98020019|165|C1||1931R825050575|240.00|4800.00000|2026-01-02 17:50:08|
1925|6100103|160|98020019|192|C1||1931R825050612|87.72|2924.00000|2026-01-22 18:55:02|
3471|6400081|160|98020019|128|C1||1931R825050575|14.40|288.00000|2026-01-08 15:44:02|
3471|6400249|160|98020019|278|C1||1931R825051346|1.60|80.00000|2026-01-28 14:24:02|
3471|6400002|160|98020019|180|C1||1931R825050612|117.00|3900.00000|2026-01-08 15:17:03|
1925|6100040|160|98020019|54|C1||1931R825050547|313.60|4480.00000|2026-01-24 12:58:04|
3471|6400014|160|98020019|272|C1||1931R825051346|1.44|72.00000|2026-01-09 18:05:09|
3471|6400081|160|98020019|124|C1||1931R825050547|147.84|2112.00000|2026-01-08 15:44:02|
3471|6400148|160|98020019|112|C1||1931R825050575|153.60|1920.00000|2026-01-02 17:08:05|
3471|6400255|160|98020019|101|C1||1931R825051346|28.80|80.00000|2026-01-28 14:24:04|
3471|6400014|160|98020019|198|C1||1931R825050575|4.32|144.00000|2026-01-09 18:05:09|
3471|6400215|160|98020019|198|C1||1931R825050575|52.80|480.00000|2026-01-20 12:39:02|
3178|6000230|160|98020019|19|C1||1931R825050575|48.00|600.00000|2026-01-16 08:31:01|
1925|6100105|160|98020019|90|C1||1931R825034285|8.16|272.00000|2026-01-22 18:57:02|
3471|6400215|160|98020019|166|C1||1931R825050385|1.20|120.00000|2026-01-20 12:39:02|
1614|6000072|160|98020019|143|C1||1931R825050547|19.80|220.00000|2026-01-07 20:04:00|
1614|6000510|160|98020019|70|C1||1931R825050575|33.60|480.00000|2026-01-28 13:34:06|
1925|6100022|160|98020019|154|C1||1931R826000899|114.92|68.00000|2026-01-22 16:58:03|
1925|6100103|160|98020019|123|C1||1931R825051346|1.36|68.00000|2026-01-22 18:55:02|
3178|6000230|160|98020019|29|C1||1931R825050575|4.00|400.00000|2026-01-16 08:31:01|
3471|6400002|160|98020019|144|C1||1931R825051346|58.00|200.00000|2026-01-08 15:17:03|
1925|6100040|160|98020019|33|C1||1931R825050575|172.80|1920.00000|2026-01-24 12:58:04|
3178|6000230|160|98020019|34|C1||1931R825050547|45.00|500.00000|2026-01-16 08:31:01|
1925|6100040|160|98020019|78|C1||1931R825050575|259.20|12960.00000|2026-01-24 12:58:04|
1925|6000051|160|98020019|116|C1||1931R825050530|14.40|80.00000|2026-01-22 14:05:05|
3178|6000841|160|98020019|91|C1||1931R825051346|5.76|72.00000|2026-01-22 13:43:05|
3471|6400069|160|98020019|25|C1||1931R825050547|15.30|510.00000|2026-01-09 11:58:02|
3178|6000152|160|98020019|1|C1||1931R825050544|103.68|576.00000|2026-01-08 18:28:08|
1614|6000072|160|98020019|67|C1||1931R825038867|2243.12|88.00000|2026-01-07 20:04:00|
3471|6400048|160|98020019|153|C1||1931R825050636|100.64|272.00000|2026-01-07 14:59:03|
3178|6000236|160|98020019|62|C1||1931R825050647|7683.30|90.00000|2026-01-16 19:17:03|
1614|6000072|160|98020019|4|C1||1931R825050575|3.52|88.00000|2026-01-07 20:04:00|
1614|6000082|160|98020019|157|C1||1931R826001314|100.80|3360.00000|2026-01-20 11:18:02|
3471|6400234|160|98020019|17|C1||1931R826001358|26.40|240.00000|2026-01-22 15:22:02|
1614|6000090|160|98020019|271|C1||1931R825050575|31.68|288.00000|2026-01-19 17:38:06|
1925|6100040|160|98020019|162|C1||1931R825051346|1.60|160.00000|2026-01-24 12:58:04|
3471|6400067|160|98020019|75|C1||1931R825051346|30.60|85.00000|2026-01-09 09:45:04|
1925|6100040|160|98020019|89|C1||1931R825050575|19.20|640.00000|2026-01-24 12:58:04|
1614|6000510|160|98020019|90|C1||1931R826001358|26.40|240.00000|2026-01-28 13:34:06|
1614|6000078|160|98020019|107|C1||1931R825050550|168.00|1200.00000|2026-01-20 11:17:04|
1925|6000119|160|98020019|158|C1||1931R826000899|229.20|120.00000|2026-01-29 11:46:00|
1925|6100040|160|98020019|61|C1||1931R825050385|9.60|960.00000|2026-01-24 12:58:04|
3471|6400100|160|98020019|207|C1||1931R825050550|112.00|800.00000|2026-01-15 09:26:01|
1614|6000082|160|98020019|236|C1||1931R825051346|4.80|240.00000|2026-01-20 11:18:02|
1925|6100026|160|98020019|194|C1||1931R826001628|8.84|68.00000|2026-01-22 11:33:02|
1614|6000508|160|98020019|162|C1||1931R825051346|69.60|240.00000|2026-01-28 13:34:05|
1925|6100040|160|98020019|5|C1||1931R825050575|40.00|800.00000|2026-01-24 12:58:04|
3471|6400236|160|98020019|140|C1||1931R825050385|9.60|960.00000|2026-01-22 15:02:01|
1614|6000510|160|98020019|94|C1||1931R826001518|2010.00|120.00000|2026-01-28 13:34:06|
3471|6400185|160|98020019|104|C1||1931R825050385|27.50|550.00000|2026-01-20 18:24:04|
1925|6000109|160|98020019|31|C1||1931R825050575|7.20|360.00000|2026-01-29 11:24:04|
3178|6000230|160|98020019|38|C1||1931R825050385|2.00|200.00000|2026-01-16 08:31:01|
3471|6400087|160|98020019|112|C1||1931R825050575|11.52|576.00000|2026-01-08 15:45:02|
3471|6400174|160|98020019|235|C1||1931R825051346|10.88|136.00000|2026-01-16 10:44:03|
3471|6400019|160|98020019|166|C1||1931R825050385|8.16|816.00000|2026-01-02 19:08:02|
3178|6000847|160|98020019|110|C1||1931R826001628|97.60|160.00000|2026-01-24 12:17:03|
1614|6000516|160|98020019|51|C1||1931R825050575|22.40|80.00000|2026-01-28 13:35:03|
3178|6000154|160|98020019|123|C1||1931R825051346|8.64|144.00000|2026-01-09 12:32:04|
3471|6400236|160|98020019|153|C1||1931R825051346|43.20|120.00000|2026-01-22 15:02:01|
3471|6400185|160|98020019|136|C1||1931R825050385|26.00|200.00000|2026-01-20 18:24:04|
1614|6000508|160|98020019|158|C1||1931R825050575|10.80|360.00000|2026-01-28 13:34:05|
3471|6400148|160|98020019|101|C1||1931R825050575|179.20|640.00000|2026-01-02 17:08:05|
1614|6000082|160|98020019|204|C1||1931R825050547|54.00|1080.00000|2026-01-20 11:18:02|
3577|6300042|521|98020019|103|C1||1931R826001314|12.90|5.00000|2026-01-23 16:53:01|
3471|6400146|160|98020019|168|C1||1931R825050547|72.00|800.00000|2026-01-03 00:54:01|
1925|6100022|160|98020019|191|C1||1931R825050547|199.92|6664.00000|2026-01-22 16:58:03|
3471|6400029|160|98020019|199|C1||1931R825050575|38.40|480.00000|2026-01-02 16:54:02|
3178|6000152|160|98020019|21|C1||1931R825050612|244.80|288.00000|2026-01-08 18:28:08|
1925|6100026|160|98020019|176|C1||1931R826001314|12.24|204.00000|2026-01-22 11:33:02|
3471|6400146|160|98020019|153|C1||1931R825050575|72.00|450.00000|2026-01-03 00:54:01|
1925|6100040|160|98020019|34|C1||1931R825050575|19.20|320.00000|2026-01-24 12:58:04|
3471|6400008|160|98020019|130|C1||1931R825050547|196.00|2800.00000|2026-01-08 15:45:04|
1614|6000084|160|98020019|55|C1||1931R825051346|32.40|1080.00000|2026-01-20 11:18:03|
1925|6100103|160|98020019|31|C1||1931R825050575|28.56|204.00000|2026-01-22 18:55:02|
3178|6000154|160|98020019|88|C1||1931R825050423|10891.26|162.00000|2026-01-09 12:32:04|
1614|6000078|160|98020019|104|C1||1931R825050547|262.20|1140.00000|2026-01-20 11:17:04|
3471|6400215|160|98020019|201|C1||1931R825050550|156.00|1200.00000|2026-01-20 12:39:02|
3471|6400077|160|98020019|107|C1||1931R825051346|1.92|192.00000|2026-01-08 16:17:04|
3471|6400016|160|98020019|96|C1||1931R825050647|4097.76|48.00000|2026-01-08 11:16:04|
1925|6000027|160|98020019|83|C1||1931R825050575|2.88|144.00000|2026-01-22 14:00:03|
3471|6400217|160|98020019|205|C1||1931R825051346|1.20|120.00000|2026-01-19 18:01:03|
1614|6000516|160|98020019|55|C1||1931R825034285|2.40|240.00000|2026-01-28 13:35:03|
3471|6400081|160|98020019|129|C1||1931R825050575|239.04|7968.00000|2026-01-08 15:44:02|
3471|6400087|160|98020019|121|C1||1931R825034636|3608.00|16.00000|2026-01-08 15:45:02|
1614|6000510|160|98020019|100|C1||1931R825050550|20.40|120.00000|2026-01-28 13:34:06|
