Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|SubdivisionFraccion|DescripcionMercancia|PrecioUnitario|ValorAduana|ValorComercial|ValorDolares|CantidadUMComercial|UnidadMedidaComercial|CantidadUMTarifa|UnidadMedidaTarifa|ValorAgregado|ClaveVinculacion|MetodoValorizacion|CodigoMercanciaProducto|MarcaMercanciaProducto|ModeloMercanciaProducto|PaisOrigenDestino|PaisCompradorVendedor|EntidadFedOrigen|EntidadFedDestino|EntidadFedComprador|EntidadFedVendedor|TipoOperacion|ClaveDocumento|FechaPagoReal
3471|6400255|160|87089999|64|99|TUBO PREFORMADO|32.02500|2562|2562|145.60|80.000|6|80.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:04|
3471|6000246|160|73269099|10|99|SOPORTE DE METAL|148.40000|1484|1484|84.30|10.000|6|2.00000|1||1|6||||CHN|CHN| | | | |1|A1|2026-01-28 12:50:05|
3471|6400061|160|98020019|144|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.53529|91|91|5.10|170.000|6|3.40000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 16:01:03|
1925|6000113|160|87082999|4|99|PARTE DE LA CARROCERÍA|349.87500|16794|16794|954.24|48.000|6|48.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:24:03|
1614|6000510|160|85122099|56|00|FARO|762.73333|22882|22882|1300.20|30.000|6|12.90000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:06|
3178|6000154|160|87089999|104|99|TUBERIA PREFORMADA|25.45000|3054|3054|170.40|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 12:32:04|
3471|6400061|160|87082999|51|99|PARTE PARA CARROCERIA|31.64706|2690|2690|150.45|85.000|6|85.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 16:01:03|
3471|6400249|160|98020019|182|00|PARTE PARA ASIENTO|21.47500|1718|1718|97.60|80.000|6|1.60000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:02|
1925|6000111|160|98020019|176|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.17500|42|42|2.40|240.000|6|24.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:24:04|
3471|6400067|160|98020019|79|00|PARACHOQUES|87.43529|7432|7432|415.65|85.000|6|1.70000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 09:45:04|
3471|6400255|160|87089999|63|99|TUBO PREFORMADO|28.68750|2295|2295|130.40|80.000|6|80.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:04|
1614|6000516|160|85364199|4|01|RELEVADOR DE ARRANQUE|59.31667|3559|3559|202.20|60.000|6|7.80000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:35:03|
1925|6700025|160|87087099|49|99|RIN CON NEUMATICO|1325.40278|95429|95429|5240.88|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 10:52:07|
3178|6000154|160|98020019|10|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.53767|3097|3097|172.80|5760.000|6|167.05160|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 12:32:04|
3471|6400061|160|87082999|67|99|PARTE DE LA CARROCERIA|394.25000|15770|15770|882.00|40.000|6|40.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 16:01:03|
1925|6700024|160|87082999|177|99|PLACA DE REFUERZO IZQUIERDA DE LA VIGA DE INSTALACION DEL AMORTIGUADOR|11.28395|914|914|50.22|81.000|6|81.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 10:50:03|
3471|6400251|160|98020019|115|00|ABRAZADERA DE PLASTICO DE USO AUTOMOTRIZ|0.70313|225|225|12.80|320.000|6|6.40000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:03|
3471|6400249|160|98020019|16|00|CINCHO DE PLASTICO PARA USO AUTOMOTRIZ|0.87988|2886|2886|164.00|3280.000|6|65.60000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:02|
3471|6400067|160|87089412|51|99|SOPORTE DE VOLANTE|85.81818|4720|4720|264.00|55.000|6|55.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 09:45:04|
1925|6000111|160|98020019|213|00|SOPORTE METALICO|4.57500|2196|2196|124.80|480.000|6|388.80000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:24:04|
3471|6400251|160|39263002|5|99|REFLECTOR DE USO AUTOMOTRIZ|200.09375|6403|6403|363.84|32.000|6|0.64000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:03|
3471|6400014|160|98020019|258|00|PASADOR|0.53472|77|77|4.32|144.000|6|2.88000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 18:05:09|
3471|6400014|160|98020019|289|00|MANUAL DE USUARIO|17.52000|876|876|49.00|50.000|6|5.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 18:05:09|
1614|6000508|160|87082999|100|99|PASAMANOS DE CHOFER|22.52500|2703|2703|153.60|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:05|
1925|6000119|160|87082999|62|99|PARTE DE LA CARROCERIA|25.69167|3083|3083|175.20|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:46:00|
3471|6400014|160|98020019|257|00|PASADOR|1.96528|283|283|15.84|144.000|6|2.88000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 18:05:09|
1614|6000508|160|87082919|47|00|PUERTA|4355.80000|21779|21779|1237.50|5.000|6|5.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:05|
1614|6000508|160|98020019|174|00|DISTRIBUIDOR DE VENTILACION|71.80556|2585|2585|146.88|36.000|6|4.43000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:05|
1925|6700025|160|39269099|109|06|CINCHO DE PLASTICO PARA USO AUTOMOTRIZ|0.90972|262|262|14.40|288.000|6|11.72000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 10:52:07|
3471|6400014|160|87082919|59|00|PUERTA|4164.00000|49968|49968|2794.56|12.000|6|12.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 18:05:09|
3471|6400061|160|87082999|59|99|PARTE DE LA CARROCERIA|112.64706|9575|9575|535.50|85.000|6|85.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 16:01:03|
1925|6700025|160|85129007|12|99|GUARDAS PARA FAROS DELANTEROS AUTOMOTRICES|17.30208|1661|1661|91.20|96.000|6|117.21000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 10:52:07|
1614|6000508|160|98020019|76|00|CARDAN DE USO AUTOMOTRIZ|404.77500|48573|48573|2760.00|120.000|6|492.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:05|
3471|6400251|160|85365099|42|08|INTERRUPTOR AUTOMOTRIZ|244.45000|19556|19556|1111.20|80.000|6|1.60000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:03|
3471|6400061|160|87082999|61|99|PARTE DE LA CARROCERIA|2.50588|426|426|23.80|170.000|6|170.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 16:01:03|
1925|6000111|160|98020019|200|00|ARNES DE CABLES|229.14167|27497|27497|1562.40|120.000|6|108.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:24:04|
3471|6400249|160|87082999|100|99|PARTE DE LA CARROCERIA|69.70000|1394|1394|79.20|20.000|6|20.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:02|
3471|6400014|160|87082999|97|99|PARTE DE CARROCERIA|8.58333|618|618|34.56|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 18:05:09|
3471|6400072|160|87089999|78|99|SOPORTE DE MONTAJE DERECHO PARA PIEZA PLÁSTICA|3.05000|61|61|3.40|20.000|6|20.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 18:35:07|
3471|6400249|160|98020019|14|00|SELLO|0.88125|141|141|8.00|160.000|6|3.20000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:02|
1925|6000119|160|85365099|52|08|INTERRUPTOR AUTOMOTRIZ|30.62500|3675|3675|208.80|120.000|6|3.60000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:46:00|
3471|6400067|160|87082101|29|00|CINTURON DE SEGURIDAD|194.20000|4855|4855|271.50|25.000|6|25.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 09:45:04|
3471|6400249|160|98020019|213|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.70313|225|225|12.80|320.000|6|6.40000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:02|
1614|6001100|160|98020019|62|00|ARANDELA DE ACERO|0.17604|338|338|19.20|1920.000|6|1.92000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 16:48:06|
3178|6000518|160|98020019|23|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|1.43083|1717|1717|96.00|1200.000|6|24.69210|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 22:28:02|
3471|6400014|160|87088005|137|00|PARTES DE LA SUSPENSION|102.98611|7415|7415|414.72|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 18:05:09|
3471|6400061|160|87082999|58|99|PARTE DE LA CARROCERIA|112.64706|9575|9575|535.50|85.000|6|85.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 16:01:03|
3178|6000520|160|87082999|15|99|PARTE PARA CARROCERIA|20.56000|4112|4112|230.00|200.000|6|200.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 22:28:01|
3471|6400255|160|87089203|56|99|PARTE DEL ESCAPE|25.51250|2041|2041|116.00|80.000|6|80.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:04|
3471|6400249|160|98020019|189|00|PARTE PARA ASIENTO|6.33750|507|507|28.80|80.000|6|1.60000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:02|
3178|6000154|160|98020019|9|00|PERNOS ROSCADOS DE USO AUTOMOTRIZ|0.35880|310|310|17.28|864.000|6|20.97190|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 12:32:04|
1925|6000109|160|82060001|75|00|JUEGO DE HERRAMIENTAS|48.73333|1462|1462|83.10|30.000|12|22.20000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:24:04|
1614|6000510|160|87088007|22|00|BRAZO DE LA SUSPENSION|225.96667|13558|13558|770.40|60.000|6|60.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:06|
3471|6400069|160|87089999|13|99|SOPORTE|2.14118|182|182|10.20|85.000|6|85.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 11:58:02|
3471|6400067|160|87082901|32|00|GUARDABARROS|29.14118|2477|2477|138.55|85.000|6|85.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 09:45:04|
1614|6000510|160|98020019|70|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|1.23125|591|591|33.60|480.000|6|1.09000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:06|
1925|6000113|160|87082999|57|99|PARTE DE CARROCERÍA|20.06250|4815|4815|273.60|240.000|6|240.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:24:03|
3471|6400014|160|87082999|122|99|PARTE DE LA CARROCERIA PARA VEHICULOS AUTOMOTORES|107.81944|7763|7763|434.16|72.000|6|72.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 18:05:09|
3471|6400249|160|98020019|194|00|PARTE PARA ASIENTO|35.37500|2830|2830|160.80|80.000|6|1.60000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:02|
1614|6000518|160|40169999|13|07|ELEMENTO DE CAUCHO|2.29167|275|275|15.60|120.000|6|2.28000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:35:05|
1925|6700024|160|87082999|103|99|PARTE DE LA ESTRUCTURA INTERIOR DEL VEHICULO (BARRA DEL ASIENTO)|2.00556|361|361|19.80|180.000|6|180.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 10:50:03|
1925|6700024|160|87082999|187|99|MONTAJE DE LOS UMBRALES LATERALES DEL COJIN DEL ASIENTO DELANTERO|83.57292|8023|8023|440.64|96.000|6|96.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 10:50:03|
1925|6700024|160|87088007|52|00|BRAZO OSCILANTE INFERIOR TRASERO IZQUIERDO|271.12500|13014|13014|714.72|48.000|6|48.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 10:50:03|
3178|6000518|160|39269099|145|06|DISTRIBUIDOR DE VENTILACION|59.71875|5733|5733|320.64|96.000|6|20.50010|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 22:28:02|
1614|6000510|160|98020019|103|00|CINCHO DE PLASTICO PARA USO AUTOMOTRIZ|1.05556|1140|1140|64.80|1080.000|6|4.32000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:06|
1614|6000509|160|73269099|3|99|EMBALAJE METALICO|1151.50000|27636|27636|1570.32|24.000|6|612.00000|1||1|6||||CHN|CHN| | | | |1|A1|2026-01-28 13:34:03|
3178|6000518|160|98020019|68|00|PASADOR|0.17875|143|143|8.00|800.000|6|16.46140|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 22:28:02|
1925|6000115|160|87082999|10|99|PARTE DE LA CARROCERÍA|11.08333|1330|1330|75.60|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:23:04|
1614|6001100|160|87082999|21|99|PARTE PARA CARROCERIA|71.80000|8616|8616|489.60|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 16:48:06|
3471|6400014|160|98020019|243|00|ABRAZADERA|0.36111|26|26|1.44|72.000|6|1.44000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 18:05:09|
3471|6400067|160|87082901|33|00|GUARDABARROS|29.15556|1312|1312|73.35|45.000|6|45.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 09:45:04|
1614|6000516|160|98020019|54|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.17500|42|42|2.40|240.000|6|24.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:35:03|
1925|6000119|160|87082999|60|99|PARTE DE LA CARROCERIA|4.40000|528|528|30.00|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:46:00|
3178|6000517|160|73269099|3|99|EMBALAJE METALICO|220.33333|1322|1322|73.92|6.000|6|21.16720|1||1|6||||CHN|CHN| | | | |1|A1|2026-01-13 21:54:01|
1614|6000514|160|87082999|84|99|RIGIDIZADOR CURVO I|5.45556|1964|1964|111.60|360.000|6|360.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:06|
3471|6400255|160|98020019|80|00|CINCHO METALICO|0.52500|84|84|4.80|160.000|6|3.20000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:04|
1925|6700025|160|94019999|19|01|REPOSA CABEZA|85.21354|16361|16361|898.56|192.000|6|508.52000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 10:52:07|
1925|6700024|160|84099199|78|99|SUBENSAMBLE SECUNDARIO DEL TANQUE DE EXPANSIÓN PARA MOTOR|80.16667|481|481|26.40|6.000|6|12.61000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 10:50:03|
1925|6700024|160|98020019|227|00|DIFERENCIAL|2733.63889|196822|196822|10809.36|72.000|6|423.70000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 10:50:03|
3178|6000516|160|87082999|88|99|PARTE PARA CARROCERIA|15.73500|6294|6294|352.00|400.000|6|400.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 21:54:01|
1614|6000518|160|87089412|19|91|PARTE DE LA DIRECCION|45.75000|2745|2745|156.00|60.000|6|60.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:35:05|
1614|6000518|160|87082999|155|99|PARTE PARA CARROCERIA|5.28333|634|634|36.00|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:35:05|
1925|6700025|160|87082999|56|99|PARTE PARA CARROCERIA|8.56250|822|822|45.12|96.000|6|96.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 10:52:07|
1925|6000109|160|98020019|37|00|PASADOR DE CHAVETA|1.93750|465|465|26.40|240.000|6|38.40000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:24:04|
1614|6000515|160|73269099|2|99|EMBALAJE DE ACERO|216.83333|1301|1301|73.92|6.000|6|153.00000|1||1|6||||CHN|CHN| | | | |1|A1|2026-01-28 13:35:02|
3471|6400014|160|87082999|65|99|PARTE DE LA CARROCERIA|3.93403|1133|1133|63.36|288.000|6|288.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 18:05:09|
3178|6000154|160|87082923|149|00|ENSAMBLE DE HEBILLA SUJETADORA IZQUIERDA|46.24306|6659|6659|371.52|144.000|6|144.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-09 12:32:04|
1614|6000518|160|98020019|83|00|TUERCA|4.04792|9715|9715|552.00|2400.000|6|2.40000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:35:05|
1925|6000111|160|85122099|23|00|LUCES AUTOMOTRIZ|134.63333|16156|16156|918.00|120.000|6|37.20000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:24:04|
3178|6000518|160|98020019|28|00|PERNOS ROSCADOS DE USO AUTOMOTRIZ|5.00500|1001|1001|56.00|200.000|6|4.11530|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 22:28:02|
3471|6400249|160|98020019|228|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.17500|28|28|1.60|160.000|6|3.20000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:02|
3471|6400249|160|87082999|134|99|PARTE DE LA CARROCERIA PARA VEHICULOS AUTOMOTORES|82.01250|6561|6561|372.80|80.000|6|80.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:02|
3178|6000520|160|87082999|23|99|PARTE PARA CARROCERIA|1.97000|197|197|11.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 22:28:01|
1925|6700024|160|87082999|216|04|TECHO PARA VEHICULO UTILITARIO DE CARGA|463.25000|7412|7412|407.04|16.000|6|16.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 10:50:03|
1925|6700024|160|40169101|34|00|REVESTIMIENTO PARA EL SUELO DE CAUCHO|0.72917|140|140|7.68|192.000|6|192.00000|4||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 10:50:03|
1925|6700025|160|84253101|96|00|CABRESTANTE|1491.87500|11935|11935|655.44|8.000|6|8.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 10:52:07|
1614|6000518|160|87082201|161|00|PARTES DE LA CARROCERIA PARA VEHICULOS AUTOMOTORES|3.69500|1478|1478|84.00|400.000|6|400.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:35:05|
3471|6400249|160|87082999|81|99|PARTE DE LA CARROCERIA|7.39375|1183|1183|67.20|160.000|6|160.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:02|
3178|6000518|160|39174001|142|00|ACCESORIO PARA TUBERIA|34.15000|3415|3415|191.00|100.000|6|2.05770|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 22:28:02|
1925|6000119|160|98020019|90|00|PERNOS ROSCADOS DE ACERO DE USO AUTOMOTRIZ|4.75000|285|285|16.20|60.000|6|0.09000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:46:00|
1614|6000518|160|39269020|112|00|LOGOTIPO|25.86667|3104|3104|176.40|120.000|6|0.05000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:35:05|
3471|6400240|160|87088005|71|00|PARTE DE LA SUSPENSION|137.00000|411|411|23.25|3.000|6|3.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-26 09:17:02|
3577|6300109|521|98020019|8|00|CLIP DE FIJACION|1.60000|160|160|9.00|100.000|6|1.90000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-27 11:03:01|
1614|6000510|160|98020019|66|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.52917|127|127|7.20|240.000|6|0.24000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:06|
1925|6000111|160|87082999|72|99|PARTE DE LA CARROCERIA|2.99167|1436|1436|81.60|480.000|6|480.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:24:04|
3178|6000516|160|94019999|57|01|PARTES PARA AUTO|32.90000|3290|3290|184.00|100.000|6|13.60420|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 21:54:01|
3471|6400249|160|84254299|41|00|GATO HIDRAULICO|2290.33750|183227|183227|10411.20|80.000|6|80.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:02|
1614|6000514|160|98020019|87|00|PARTES PARA AUTO|6.86667|824|824|46.80|120.000|6|20.40000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:06|
3178|6000518|160|98020019|102|00|ARNES PARA USO AUTOMOTRIZ|232.80000|23280|23280|1302.00|100.000|6|21.35430|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 22:28:02|
3178|6000518|160|39269099|225|06|TAQUETE MACHO DE PLASTICO|0.17882|1216|1216|68.00|6800.000|6|554.22640|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 22:28:02|
1925|6700024|160|39263002|145|99|GUARNICION PARA CARROCERIA DE PLASTICO|3.28000|164|164|9.00|50.000|6|11.54000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 10:50:03|
1925|6700025|160|84099199|43|99|SUBENSAMBLE SECUNDARIO DEL TANQUE DE EXPANSIÓN PARA MOTOR|80.16667|481|481|26.40|6.000|6|92.27000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 10:52:07|
1614|6000517|160|63079099|1|99|CORREA PARA BATERIA|22.00000|2640|2640|150.00|120.000|6|2.64000|1||1|6||||CHN|CHN| | | | |1|A1|2026-01-28 13:35:03|
3471|6400249|160|85291009|48|04|ANTENA|104.53750|8363|8363|475.20|80.000|6|1.60000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:02|
3178|6000518|160|87082999|97|99|PARTE PARA CARROCERIA|18.24000|1824|1824|102.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 22:28:02|
1925|6000109|160|98020019|105|00|REPOSA CABEZA|44.52381|1870|1870|106.26|42.000|6|19.74000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:24:04|
1614|6000514|160|98020019|96|00|TUERCA|0.17500|42|42|2.40|240.000|6|0.24000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:06|
3471|6400240|160|98020019|156|00|BLOQUE DE ACERO|0.17500|42|42|2.40|240.000|6|4.80000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-26 09:17:02|
3471|6400240|160|87089999|90|99|TUBERIA PREFORMADA|48.10000|1924|1924|108.80|40.000|6|40.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-26 09:17:02|
3471|6400251|160|40093106|11|02|TUBO DE CAUCHO|20.60000|618|618|35.10|30.000|6|0.60000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:03|
1925|6000119|160|98020019|144|00|ETIQUETA AUTOADHESIVA|0.35000|42|42|2.40|120.000|6|0.12000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:46:00|
1925|6700024|160|87082923|57|00|ENSAMBLE DE HEBILLA SUJETADORA DERECHA|49.50000|792|792|43.52|16.000|6|16.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 10:50:03|
1614|6000507|160|73269099|4|99|EMBALAJE DE ACERO|216.83333|1301|1301|73.92|6.000|6|153.00000|1||1|6||||CHN|CHN| | | | |1|A1|2026-01-28 13:34:02|
1614|6000508|160|84833004|51|99|BUJE DE LA COLUMNA DE DIRECCION|7.56667|1816|1816|103.20|240.000|6|1.20000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:05|
3178|6000518|160|84253101|197|00|CABRESTANTE|1275.40000|127540|127540|7133.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 22:28:02|
3178|6000518|160|87082999|132|99|PARTE PARA CARROCERIA|4.47000|447|447|25.00|100.000|6|100.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 22:28:02|
1925|6700024|160|87089904|148|00|TANQUE DE COMBUSTIBLE|676.60000|6766|6766|371.60|10.000|6|10.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 10:50:03|
3178|6000518|160|87087006|92|00|TAPAS PARA RUEDAS|3.39750|1359|1359|76.00|400.000|6|400.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 22:28:02|
1614|6000514|160|87082999|8|99|PARTE PARA CARROCERIA|110.87500|13305|13305|756.00|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:06|
1614|6001100|160|98020019|68|00|TORNILLO DE ACERO DE USO AUTOMOTRIZ|0.35217|324|324|18.40|920.000|6|1.20000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 16:48:06|
1925|6700024|160|87082999|125|99|ELEVADOR DELANTERO II.|19.12048|1587|1587|87.15|83.000|6|83.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 10:50:03|
1925|6000111|160|98020019|53|00|ESPEJO|66.70000|5336|5336|303.20|80.000|6|68.80000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:24:04|
1614|6000510|160|83021002|8|00|BISAGRAS|149.94167|17993|17993|1022.40|120.000|6|516.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:34:06|
3471|6400240|160|98020019|143|00|TUERCA|0.88333|106|106|6.00|120.000|6|2.40000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-26 09:17:02|
3471|6400247|160|98020019|63|00|PERNO|0.17604|845|845|48.00|4800.000|6|96.00000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-26 11:44:04|
1614|6000518|160|85129007|3|05|REFLECTOR DE USO AUTOMOTRIZ|2.11250|507|507|28.80|240.000|6|4.32000|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 13:35:05|
1925|6000115|160|87082999|11|99|PARTE DE LA CARROCERÍA|55.43333|6652|6652|378.00|120.000|6|120.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-29 11:23:04|
3178|6000518|160|98020019|51|00|ARANDELA DE ACERO|0.17875|143|143|8.00|800.000|6|16.46140|1||1|6||||CHN|CHN| | | | |1|IN|2026-01-13 22:28:02|
3471|6400249|160|87082999|72|99|PARTE DE LA CARROCERIA|102.95000|8236|8236|468.00|80.000|6|80.00000|6||1|6||||CHN|CHN| | | | |1|IN|2026-01-28 14:24:02|
