Patente|Pedimento|SeccionAduanera|RfcTransportista|CurpTransportista|NombreTransportista|PaisTransporte|IdentificadorTransporte|FechaPagoReal
3178|6000865|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-22 17:22:03|
1614|6000071|160|||EVER LIBERAL|GBR|0761-068E|2026-01-07 20:03:02|
3471|6400112|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-05 12:21:04|
3178|6000534|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-15 16:40:06|
3178|6000535|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-19 13:00:04|
3471|6400084|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 17:14:04|
3178|6000953|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-24 13:42:01|
3897|6600372|240|KCS970506DQ3||KANSAS CITY SOUTHERN DE MEXICO S.A. DE C.V.|MEX|SNLU143003|2026-01-12 12:16:02|
3471|6400124|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-19 15:06:02|
1614|6000094|160|||EVER LUNAR|TWN|0762-078E|2026-01-19 17:38:08|
3471|6400175|160|||COSCO SHIPPING LINES MEXICO S DE R.L.|MLT|SHANGHAI|2026-01-16 10:44:02|
3471|6400060|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 15:16:01|
3471|6400217|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-19 18:01:03|
3471|6400255|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-01-28 14:24:04|
3178|6000151|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-08 16:05:02|
3471|6400095|160|||WAN HAI LINES LTD|SGP|WANHAIA16|2026-01-15 08:44:01|
3178|6000239|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-17 12:44:03|
1614|6000512|160|||EVER FASHION|LBR|0763-024E|2026-01-23 19:24:02|
3178|6000240|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-15 18:27:05|
3043|6000076|523|||KANSAS CITY SOUTHERN DE MEXICO|MEX|SNLU993152|2026-01-08 14:19:02|
1614|6000082|160|||EVER LUNAR|TWN|0762-078E|2026-01-20 11:18:02|
3471|6400147|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-03 00:54:02|
3471|6400046|160|||WAN HAI LINES LTD|SGP|WANHAIA09|2026-01-07 16:06:03|
3471|6400106|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-05 12:14:04|
3471|6400129|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-02 16:00:06|
3043|6600094|523|||KANSAS CITY SOUTHERN|USA|1|2026-01-19 18:27:01|
3471|6400184|160|||REGIONAL CONTAINER LINES|KOR|KMTCSHENZHEN|2026-01-07 15:07:03|
3178|6000841|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-22 13:43:05|
1925|6100023|160|||WAN HAI A16|SGP|WANHAIA16|2026-01-22 11:56:01|
3178|6000539|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-16 17:25:05|
3178|6000518|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-13 22:28:02|
3471|6400047|160|||WAN HAI LINES LTD|SGP|WANHAIA09|2026-01-07 16:06:03|
3471|6400029|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-02 16:54:02|
1925|6100025|160|||WAN HAI A16|SGP|WANHAIA16|2026-01-22 11:32:02|
3178|6000536|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-15 16:40:07|
3471|6400244|160|||WAN HAI LINES LTD|LBR|KOTAPEONY|2026-01-22 15:23:02|
1925|6000029|160|||EVER LUNAR|TWN|EVERLUNAR|2026-01-22 14:00:07|
3471|6400247|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-01-26 11:44:04|
1925|6100610|160|||WAN HAI A16|SGP|WANHAIA16|2026-01-22 19:04:01|
1614|6000508|160|||EVER FASHION|LBR|0763-024E|2026-01-28 13:34:05|
1925|6000045|160|||EVER FEAT|LBR|EVERFEAT|2026-01-22 14:06:03|
3471|6400253|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-01-22 17:27:05|
3471|6400381|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-01-30 09:49:05|
3178|6000517|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-13 21:54:01|
1614|6000073|160|||EVER LIBERAL|GBR|0761-068E|2026-01-08 09:59:00|
3471|6400066|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 17:14:05|
1925|6000049|160|||EVER FEAT|LBR|EVERFEAT|2026-01-22 14:05:05|
1925|6000041|160|||EVER FEAT|LBR|EVERFEAT|2026-01-22 14:06:02|
3471|6400067|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-09 09:45:04|
3471|6400065|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 17:13:05|
3471|6400178|160|||COSCO SHIPPING LINES MEXICO S DE R.L.|MLT|SHANGHAI|2026-01-16 10:11:03|
3178|6000918|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-23 13:04:02|
3471|6400216|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-20 12:39:01|
1614|6001100|160|||EVER FASHION|LBR|0763-024E|2026-01-28 16:48:06|
1925|6000033|160|||EVER LUNAR|TWN|EVERLUNAR|2026-01-22 13:59:03|
3471|6400380|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-01-30 09:49:04|
3471|6400173|160|||REGIONAL CONTAINER LINES|KOR|KMTCSHENZHEN|2026-01-07 15:07:03|
1614|6000510|160|||EVER FASHIONVIAJE|LBR|0763-024E|2026-01-28 13:34:06|
1925|6100103|160|||WAN HAI A16|SGP|WANHAIA16|2026-01-22 18:55:02|
3471|6400063|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 18:20:10|
3471|6400026|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-02 17:51:03|
1925|6100039|160|||EVER LUNAR|TWN|EVERLUNAR|2026-01-24 12:36:03|
3471|6400081|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 15:44:02|
3178|6000738|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-22 11:22:03|
3178|6000561|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-22 17:22:04|
3178|6000149|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-08 17:32:04|
3178|6000846|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-24 12:17:03|
3471|6400012|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 16:38:09|
1614|6000511|160|||EVER FASHION|LBR|0763-024E|2026-01-23 19:24:02|
1925|6000117|160|||EVER FASHION|LBR|EVERFASHION|2026-01-29 11:23:03|
3471|6400085|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 17:14:07|
3471|6400052|160|||WAN HAI LINES LTD|SGP|WANHAIA09|2026-01-08 10:23:02|
3471|6400235|160|||WAN HAI LINES LTD|LBR|KOTAPEONY|2026-01-22 15:23:03|
3178|6000236|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-16 19:17:03|
3471|6400013|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 16:38:09|
3178|6000235|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-15 20:38:02|
3471|6400157|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 17:22:05|
3178|6000231|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-15 20:38:01|
3471|6400022|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-02 11:46:02|
3471|6400130|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-02 13:02:01|
3471|6400079|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 16:17:05|
3471|6400256|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-01-28 14:25:02|
1925|6610024|160|||WAN HAI A16|SGP|WANHAIA16|2026-01-22 11:29:02|
3178|6000954|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-24 13:42:01|
1925|6100109|160|||WAN HAI A16|SGP|WANHAIA16|2026-01-22 19:03:01|
1925|6000114|160|||EVER FASHION|LBR|EVERFASHION|2026-01-29 11:24:03|
3471|6400214|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-20 16:17:03|
3471|6400120|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES S.DE.R.L. DE C.V|SGP|ZIMMOUNTBLANC|2026-01-05 12:21:05|
3471|6400292|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-01-30 20:27:01|
1925|6000048|160|||EVER FEAT|LBR|EVERFEAT|2026-01-22 14:05:03|
3471|6400103|160|||WAN HAI LINES LTD|SGP|WANHAIA16|2026-01-14 11:40:04|
1925|6100028|160|||WAN HAI A16|SGP|WANHAIA16|2026-01-22 17:03:05|
3471|6400195|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-01-28 23:25:02|
3178|6000238|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-15 18:27:05|
3471|6400027|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-02 13:47:02|
1925|6100035|160|||EVER LUNAR|TWN|EVERLUNAR|2026-01-24 12:26:01|
1614|6000081|160|||EVER LUNAR|TWN|0762-078E|2026-01-20 11:17:06|
3471|6400198|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-01-28 23:25:03|
1925|6000051|160|||EVER FEAT|LBR|EVERFEAT|2026-01-22 14:05:05|
3471|6400077|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 16:17:04|
1614|6000093|160|||EVER LUNAR|TWN|0762-078E|2026-01-19 17:38:05|
3471|6400203|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-09 12:45:04|
3471|6400164|160|||REGIONAL CONTAINER LINES PUBLIC CO., LTD.|KOR|KMTCSHENZHEN|2026-01-05 12:38:08|
3471|6400078|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 16:17:04|
3471|6400218|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-19 18:01:02|
3178|6000147|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-08 16:23:03|
3178|6000516|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-13 21:54:01|
1925|6100105|160|||WAN HAI A16|SGP|WANHAIA16|2026-01-22 18:57:02|
3471|6400193|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-01-28 23:25:03|
3153|6001838|240|||TRANSFER|MEX|71BA3N|2026-01-14 14:09:04|
1925|6100031|160|||EVER LUNAR|TWN|EVERLUNAR|2026-01-24 12:10:07|
3471|6400028|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-02 13:48:01|
3471|6400448|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-31 10:44:02|
3043|6000065|523|||KANSAS CITY SOUTHERN DE MEXICO|MEX|SNLU222958|2026-01-07 16:39:01|
1925|6100107|160|||WAN HAI A16|SGP|WANHAIA16|2026-01-22 19:00:05|
3043|6600189|520|||FERROMEX|USA|1|2026-01-31 13:51:01|
1925|6000112|160|||EVER FASHION|LBR|EVERFASHION|2026-01-29 11:24:02|
1925|6100026|160|||WAN HAI A16|SGP|WANHAIA16|2026-01-22 11:33:02|
3471|6400087|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 15:45:02|
1614|6000079|160|||EVER LUNAR|TWN|0762-078E|2026-01-20 11:17:05|
3471|6400146|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-03 00:54:01|
3178|6000737|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-22 11:22:02|
3471|6400044|160|||WAN HAI LINES LTD|SGP|WANHAIA09|2026-01-07 16:14:05|
3471|6400248|160|||WAN HAI LINES LTD|LBR|EVERFASHION|2026-01-26 09:32:03|
1925|6700025|160|||EVER LUCKY|PAN|EVERLUCKY|2026-01-13 10:52:07|
3471|6400249|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-01-28 14:24:02|
3471|6400232|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES S.DE.R.L. DE C.V|SGP|ZIMMOUNTFUJI|2026-01-28 15:10:03|
1925|6100034|160|||EVER LUNAR|TWN|EVERLUNAR|2026-01-24 12:24:04|
3471|6400154|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 17:22:05|
3178|6000314|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-15 18:27:04|
3471|6400166|160|||REGIONAL CONTAINER LINES PUBLIC CO., LTD.|KOR|KMTCSHENZHEN|2026-01-07 14:52:01|
1925|6100032|160|||EVER LUNAR|TWN|EVERLUNAR|2026-01-24 12:13:01|
3471|6400073|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-09 16:38:04|
1925|6000111|160|||EVER FASHION|LBR|EVERFASHION|2026-01-29 11:24:04|
3471|6400197|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-01-28 23:24:02|
3471|6400243|160|||WAN HAI LINES LTD|LBR|KOTAPEONY|2026-01-22 15:02:02|
3471|6400213|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-20 16:17:03|
1614|6000515|160|||EVER FASHION|LBR|0763-024E|2026-01-28 13:35:02|
1925|6100038|160|||EVER LUNAR|TWN|EVERLUNAR|2026-01-24 13:04:01|
3471|6400241|160|||WAN HAI LINES LTD|LBR|KOTAPEONY|2026-01-26 09:17:02|
1614|6000080|160|||EVER LUNAR|TWN|0762-078E|2026-01-20 11:17:06|
1614|6000507|160|||EVER FASHION|LBR|0763-024E|2026-01-28 13:34:02|
1614|6000086|160|||EVER LUNAR|TWN|0762-078E|2026-01-20 11:18:04|
3471|6400201|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-01-28 23:25:01|
3471|6400167|160|||REGIONAL CONTAINER LINES PUBLIC CO., LTD.|KOR|KMTCSHENZHEN|2026-01-07 14:52:02|
1614|6000089|160|||EVER LUNAR|TWN|0762-078E|2026-01-19 17:38:04|
3471|6400123|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES S.DE.R.L. DE C.V|SGP|ZIMMOUNTBLANC|2026-01-05 12:14:03|
1925|6000120|160|||EVER FASHION|LBR|EVERFASHION|2026-01-29 11:23:04|
3471|6400180|160|||COSCO SHIPPING LINES MEXICO S DE R.L.|MLT|SHANGHAI|2026-01-16 10:11:02|
3471|6400006|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 14:49:01|
3471|6400072|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES S.DE.R.L. DE C.V|SGP|ZIMMOUNTDENALI|2026-01-09 18:35:07|
3471|6400005|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 11:02:03|
3471|6400233|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES S.DE.R.L. DE C.V|SGP|ZIMMOUNTFUJI|2026-01-28 15:10:03|
3178|6000155|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-08 16:36:04|
3897|6600731|240|KCS970506DQ3||KANSAS CITY SOUTHERN DE MEXICO S.A. DE C.V.|MEX|SNLU993038|2026-01-23 09:20:03|
3471|6400158|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 17:22:06|
1925|6000034|160|||EVER LUNAR|TWN|EVERLUNAR|2026-01-22 13:59:01|
1614|6000517|160|||EVER FASHION|LBR|0763-024E|2026-01-28 13:35:03|
3471|6400048|160|||WAN HAI LINES LTD|SGP|WANHAIA09|2026-01-07 14:59:03|
3043|6600188|520|||FERROMEX|USA|1|2026-01-31 13:50:02|
1925|6000115|160|||EVER FASHION|LBR|EVERFASHION|2026-01-29 11:23:04|
3471|6400009|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 14:49:01|
3178|6000944|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-23 16:25:03|
1925|6100104|160|||WAN HAI A16|SGP|WANHAIA16|2026-01-22 18:56:01|
3471|6400088|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 15:45:02|
1925|6100029|160|||WAN HAI A16|SGP|WANHAIA16|2026-01-22 11:40:02|
3471|6400208|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-17 11:39:03|
3471|6400325|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-01-30 10:05:05|
3471|6400153|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-05 12:13:02|
3471|6400010|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 11:27:03|
3178|6000156|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-08 18:45:03|
3471|6400094|160|||WAN HAI LINES LTD|SGP|WANHAIA16|2026-01-15 08:44:02|
3471|6400101|160|||WAN HAI LINES LTD|SGP|WANHAIA16|2026-01-15 09:13:03|
3471|6400020|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-02 19:42:02|
3471|6400019|160|||EVERGREEN LINE|SGP|EVERLUCENT|2026-01-02 19:08:02|
3471|6400045|160|||WAN HAI LINES LTD|SGP|WANHAIA09|2026-01-07 16:14:05|
3471|6400174|160|||COSCO SHIPPING LINES MEXICO S DE R.L.|MLT|SHANGHAI|2026-01-16 10:44:03|
1614|6000076|160|||EVER LUNAR|TWN|0762-078E|2026-01-20 11:17:03|
3178|6000148|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-08 17:08:02|
1614|6000074|160|||EVER LIBERAL|GBR|0761-068E|2026-01-08 10:05:04|
1925|6100022|160|||WAN HAI A16|SGP|WANHAIA16|2026-01-22 16:58:03|
3471|6400062|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-09 16:01:02|
3471|6400160|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-03 12:28:01|
3471|6400165|160|||REGIONAL CONTAINER LINES PUBLIC CO., LTD.|CHN|RENJIAN27|2026-01-08 16:37:01|
3471|6400212|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-17 11:17:04|
3471|6400015|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-09 18:05:07|
1925|6000118|160|||EVER FASHION|LBR|EVERFASHION|2026-01-29 11:23:02|
3471|6400098|160|||WAN HAI LINES LTD|SGP|WANHAIA16|2026-01-15 09:13:02|
3471|6400061|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-09 16:01:03|
3471|6400215|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-20 12:39:02|
3178|6000152|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-08 18:28:08|
1614|6000070|160|||EVER LIBERAL|GBR|0761-068E|2026-01-07 20:03:02|
1614|6001099|160|||EVER FASHION|LBR|0763-024E|2026-01-28 16:34:05|
3471|6400220|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-20 12:40:04|
3471|6400104|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-05 12:14:03|
3178|6000154|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-09 12:32:04|
1925|6000116|160|||EVER FASHION|LBR|EVERFASHION|2026-01-29 11:23:02|
1614|6000075|160|||EVER LUNAR|TWN|0762-078E|2026-01-20 11:17:02|
3178|6000871|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-22 14:02:03|
3471|6400025|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-02 17:50:08|
3471|6400086|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 17:14:04|
3471|6400210|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-17 11:17:03|
3471|6400186|160|||CMA CGM|TWN|EVERLUNAR|2026-01-20 17:50:04|
3471|6400324|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-01-30 10:05:05|
1925|6000028|160|||EVER LUNAR|TWN|EVERLUNAR|2026-01-22 14:00:05|
3471|6400149|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-02 16:54:02|
3043|6600119|520|||FERROMEX|USA|1|2026-01-19 18:46:03|
3471|6400240|160|||WAN HAI LINES LTD|LBR|KOTAPEONY|2026-01-26 09:17:02|
3471|6400179|160|||COSCO SHIPPING LINES MEXICO S DE R.L.|MLT|SHANGHAI|2026-01-16 10:11:04|
3471|6400148|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-02 17:08:05|
1614|6001098|160|||EVER FASHION|LBR|0763-024E|2026-01-28 16:24:01|
3471|6400209|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-17 11:17:02|
1925|6100108|160|||WAN HAI A16|SGP|WANHAIA16|2026-01-22 19:01:03|
1925|6100106|160|||WAN HAI A16|SGP|WANHAIA16|2026-01-22 18:58:04|
3471|6400275|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-01-28 13:23:02|
3897|6600515|240|KCS970506DQ3||KANSAS CITY SOUTHERN DE MEXICO S.A. DE C.V.|MEX|SNLU195482|2026-01-15 11:00:08|
3471|6400004|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 11:02:04|
3471|6400074|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 11:02:04|
3178|6000519|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-13 22:28:01|
1925|6000119|160|||EVER FASHION|LBR|EVERFASHION|2026-01-29 11:46:00|
3471|6400014|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-09 18:05:09|
3471|6400181|160|||COSCO SHIPPING LINES MEXICO S DE R.L.|MLT|SHANGHAI|2026-01-16 10:11:03|
3043|6600096|523|||KANSAS CITY SOUTHERN|USA|1|2026-01-19 18:33:01|
3178|6000515|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-13 21:53:00|
3471|6400271|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-01-30 20:26:01|
3471|6400102|160|||WAN HAI LINES LTD|SGP|WANHAIA16|2026-01-14 11:08:04|
3178|6000146|160|||EVERGREEN LINE|GBR|EVERLAMBENT|2026-01-08 16:23:04|
3471|6400064|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 18:20:10|
3471|6400162|160|||ZIM MEXICO INTEGRATED SHIPPING SERVICES S.DE.R.L. DE C.V|SGP|ZIMMOUNTFUJI|2026-01-28 14:30:03|
1614|6000088|160|||EVER LUNAR|TWN|0762-078E|2026-01-19 17:37:05|
3043|6600095|523|||KANSAS CITY SOUTHERN|USA|1|2026-01-19 18:48:01|
3471|6400068|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-09 11:57:01|
1925|6000044|160|||EVER FEAT|LBR|EVERFEAT|2026-01-22 14:06:01|
3471|6400099|160|||WAN HAI LINES LTD|SGP|WANHAIA16|2026-01-15 09:13:01|
3471|6400017|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 11:16:03|
3471|6400250|160|||EVERGREEN LINE|LBR|EVERFASHION|2026-01-28 14:24:03|
3471|6400183|160|||COSCO SHIPPING LINES MEXICO S DE R.L.|MLT|SHANGHAI|2026-01-16 11:23:05|
3471|6400008|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 15:45:04|
3471|6400236|160|||WAN HAI LINES MEXICO|LBR|KOTAPEONY|2026-01-22 15:02:01|
1614|6000091|160|||EVER LUNAR|TWN|0762-078E|2026-01-19 17:38:04|
3471|6400155|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 17:22:04|
3178|6000234|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-15 22:14:01|
3178|6000972|160|||EVERGREEN LINE|TWN|EVERLUNAR|2026-01-24 12:02:13|
1925|6000043|160|||EVER FEAT|LBR|EVERFEAT|2026-01-22 14:06:03|
3471|6400003|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 15:17:01|
1925|6000113|160|||EVER FASHION|LBR|EVERFASHION|2026-01-29 11:24:03|
1925|6100027|160|||WAN HAI A16|SGP|WANHAIA16|2026-01-22 11:36:01|
1925|6100036|160|||EVER LUNAR|TWN|EVERLUNAR|2026-01-24 12:28:02|
3471|6400239|160|||WAN HAI LINES LTD|LBR|KOTAPEONY|2026-01-22 09:57:02|
3043|6000116|523|||KANSAS CITY SOUTHERN DE MEXICO|MEX|SNLU143003|2026-01-15 16:13:01|
3471|6400016|160|||EVERGREEN LINE|GBR|EVERLIBERAL|2026-01-08 11:16:04|
1614|6000078|160|||EVER LUNAR|TWN|0762-078E|2026-01-20 11:17:04|
1614|6000516|160|||EVER FASHION|LBR|0763-024E|2026-01-28 13:35:03|
3178|6000847|160|||EVERGREEN|TWN|EVERLUNAR|2026-01-24 12:17:03|
3897|6600501|240|KCS970506DQ3||KANSAS CITY SOUTHERN DE MEXICO S.A. DE C.V.|MEX|SNLU143003|2026-01-15 14:30:04|
3471|6400097|160|||WAN HAI LINES LTD|SGP|WANHAIA16|2026-01-15 09:00:02|
