Patente|Pedimento|SeccionAduanera|ClaveCaso|IdentificadorCaso|TipoPedimento|ComplementoCaso|FechaValidacionPagoR
1647|6004560|240|ED|0428260GUJFD6|1||2026-01-23 16:17:10|
3471|6400235|160|ED|01702618CJDW8|1||2026-01-22 15:23:03|
1614|6000072|160|ED|017025184ZWG3|1||2026-01-07 20:04:00|
1925|6100022|160|ED|0436250MVK5E3|1||2026-01-22 16:58:03|
3471|6400242|160|ED|0436260NEHM85|1||2026-01-22 15:02:02|
1647|6004560|240|ED|0428260GV5OM8|1||2026-01-23 16:17:10|
1647|6004560|240|ED|0428260GUXHM7|1||2026-01-23 16:17:10|
3471|6400242|160|ED|0436260NEHQ46|1||2026-01-22 15:02:02|
3178|6000539|160|ED|0436260NCZOC5|1||2026-01-16 17:25:05|
1614|6000078|160|SO|AA|1||2026-01-20 11:17:04|
1925|6100026|160|ED|0436250MVK886|1||2026-01-22 11:33:02|
1925|6000050|160|CR|241|1||2026-01-22 14:05:04|
3178|6000152|160|ED|0436260NA8354|1||2026-01-08 18:28:08|
3471|6400100|160|PP|20239540|1||2026-01-15 09:26:01|
3471|6400100|160|ED|0436260N9QU63|1||2026-01-15 09:26:01|
3471|6400237|160|ED|01702618D08P8|1||2026-01-22 15:02:01|
1925|6000051|160|ED|0436250MVK8L5|1||2026-01-22 14:05:05|
1925|6100026|160|IM|482023|1||2026-01-22 11:33:02|
3471|6400180|160|ED|0170261890DK2|1||2026-01-16 10:11:02|
3178|6000233|160|ED|01702618FKQX2|1||2026-01-15 20:38:02|
1925|6100108|160|ED|0438261CIMPZ4|2||2026-01-22 19:01:03|
3471|6400017|160|CR|40|1||2026-01-08 11:16:03|
1647|6004560|240|ED|0428260GUT0T8|1||2026-01-23 16:17:10|
3471|6400044|160|PP|20239540|1||2026-01-07 16:14:05|
3471|6400009|160|CR|40|1||2026-01-08 14:49:01|
3178|6000235|160|ED|0438261CD5TN1|1||2026-01-15 20:38:02|
3153|6001838|240|ED|0433260D9FVC8|1||2026-01-14 14:09:04|
1925|6700025|160|IM|482023|2||2026-01-13 10:52:07|
3471|6400147|160|ED|0170251837U12|1||2026-01-03 00:54:02|
3471|6400100|160|ED|0436260N9QRP7|1||2026-01-15 09:26:01|
3471|6400100|160|ED|0436260N9QQ53|1||2026-01-15 09:26:01|
1925|6000052|160|ED|01702618JZAU4|1||2026-01-22 14:05:02|
1925|6000051|160|ED|01702618JYUX1|1||2026-01-22 14:05:05|
3178|6000943|160|CR|40|1||2026-01-23 16:25:03|
1614|6001098|160|SO|AA|2||2026-01-28 16:24:01|
3471|6400049|160|ED|0438261C5LK62|1||2026-01-07 14:59:02|
1925|6100108|160|ED|01922616S1KM2|2||2026-01-22 19:01:03|
1647|6004560|240|ED|0428260GUNX17|1||2026-01-23 16:17:10|
1647|6004560|240|ED|0428260GV5VQ2|1||2026-01-23 16:17:10|
1925|6000043|160|ED|0436250MVK7Z3|1||2026-01-22 14:06:03|
3178|6000539|160|ED|01702618GCCX3|1||2026-01-16 17:25:05|
3471|6400010|160|ED|0438261C6KJZ1|1||2026-01-08 11:27:03|
3577|6300088|521|ED|0438261CD99I8|1||2026-01-21 17:18:01|
3471|6400085|160|ED|017025184DR11|1||2026-01-08 17:14:07|
3178|6000148|160|ED|0436260NA3NO2|1||2026-01-08 17:08:02|
3471|6400207|160|CR|40|1||2026-01-17 11:39:02|
3471|6400208|160|CR|40|1||2026-01-17 11:39:03|
3577|6300088|521|ED|0438261CD99D5|1||2026-01-21 17:18:01|
3471|6400148|160|ED|0436250N88K53|1||2026-01-02 17:08:05|
1925|6100040|160|ED|0436250MVK8L5|1||2026-01-24 12:58:04|
3471|6400156|160|IM|482023|1||2026-01-08 17:21:04|
3471|6400081|160|PP|20239540|1||2026-01-08 15:44:02|
3471|6400219|160|CR|40|1||2026-01-20 12:40:05|
3178|6000148|160|ED|0436260NA3J91|1||2026-01-08 17:08:02|
1925|6000047|160|ED|0438261CH2CN6|1||2026-01-22 14:05:04|
3471|6400211|160|ED|017026189VF26|1||2026-01-17 11:17:03|
3471|6400174|160|ED|017026187MT57|1||2026-01-16 10:44:03|
3178|6000148|160|ED|0436260NA3NA3|1||2026-01-08 17:08:02|
3178|6000841|160|ED|0436260NEUEI1|1||2026-01-22 13:43:05|
3471|6400203|160|ED|017026188OGE5|1||2026-01-09 12:45:04|
1925|6100028|160|ED|0436260NC45D5|1||2026-01-22 17:03:05|
1614|6000092|160|SO|AA|1||2026-01-19 17:38:06|
1614|6000092|160|ED|0438261CF1ME4|1||2026-01-19 17:38:06|
1925|6100022|160|CR|241|1||2026-01-22 16:58:03|
3178|6000539|160|ED|0436260NCZOL3|1||2026-01-16 17:25:05|
3178|6000518|160|ED|0436260NBOZP6|1||2026-01-13 22:28:02|
3471|6400014|160|ED|0436260NA3II1|1||2026-01-09 18:05:09|
3178|6000240|160|ED|0438261CD2337|1||2026-01-15 18:27:05|
3577|6300069|521|ED|0438261CAC6D7|1||2026-01-15 13:55:01|
1647|6004560|240|ED|0428260GVLZH7|1||2026-01-23 16:17:10|
1925|6100103|160|ED|0436250MVK8L5|2||2026-01-22 18:55:02|
1925|6000031|160|ED|0436250MX2DT5|1||2026-01-22 13:59:04|
3471|6400174|160|CR|241|1||2026-01-16 10:44:03|
3471|6400251|160|CR|40|1||2026-01-28 14:24:03|
3577|6300040|521|CR|158|1||2026-01-07 11:44:01|
3178|6000539|160|PP|20239540|1||2026-01-16 17:25:05|
3471|6400060|160|ED|01922616HIUH2|1||2026-01-08 15:16:01|
1925|6100103|160|ED|0436260NC41J1|2||2026-01-22 18:55:02|
3471|6500051|160|ED|0438261C5JN24|1||2026-01-07 17:40:05|
3178|6000235|160|CR|40|1||2026-01-15 20:38:02|
3471|6400217|160|ED|0436260ND2YF7|1||2026-01-19 18:01:03|
3178|6000909|160|CR|40|1||2026-01-23 18:25:01|
3577|6300070|521|SO|AA|1||2026-01-21 17:23:01|
3178|6000539|160|SO|AA|1||2026-01-16 17:25:05|
3471|6400182|160|ED|0436260NC8ZH5|1||2026-01-16 11:23:05|
1925|6100103|160|ED|0436260NC4384|2||2026-01-22 18:55:02|
1925|6100103|160|ED|01702618K1KI4|2||2026-01-22 18:55:02|
1925|6000033|160|ED|04432600B24E3|1||2026-01-22 13:59:03|
3471|6400240|160|ED|01702618DLQO1|1||2026-01-26 09:17:02|
3471|6400052|160|ED|0436260N93Q83|1||2026-01-08 10:23:02|
3471|6400255|160|ED|0436260NF0EX8|1||2026-01-28 14:24:04|
3178|6000917|160|CR|40|1||2026-01-23 13:03:05|
3471|6400157|160|ED|017026185Z7G4|1||2026-01-08 17:22:05|
1614|6000094|160|PP|20239540|1||2026-01-19 17:38:08|
1614|6000090|160|ED|0438261CF1ME4|1||2026-01-19 17:38:06|
1925|6100028|160|IM|482023|1||2026-01-22 17:03:05|
3471|6400009|160|ED|0170261885V76|1||2026-01-08 14:49:01|
3178|6000518|160|ED|0436260NBP0L6|1||2026-01-13 22:28:02|
3471|6400052|160|PP|20239540|1||2026-01-08 10:23:02|
1614|6000085|160|ED|0438261CECOA7|1||2026-01-20 11:18:03|
1647|6004513|240|ED|0428260GT3WD8|1||2026-01-16 17:32:07|
1925|6100103|160|ED|0436260NC44Y6|2||2026-01-22 18:55:02|
1925|6100103|160|ED|0436250MVK6T3|2||2026-01-22 18:55:02|
3471|6400094|160|ED|017026185RDN1|1||2026-01-15 08:44:02|
1614|6000082|160|SO|AA|1||2026-01-20 11:18:02|
3471|6400065|160|ED|0436260N9FO77|1||2026-01-08 17:13:05|
3178|6000518|160|IM|482023|1||2026-01-13 22:28:02|
1647|6004560|240|ED|0428260GUPXR6|1||2026-01-23 16:17:10|
3178|6000235|160|ED|01702618FKTL2|1||2026-01-15 20:38:02|
1614|6000090|160|CR|40|1||2026-01-19 17:38:06|
3471|6400156|160|ED|017026185XNS2|1||2026-01-08 17:21:04|
3471|6400048|160|PP|20239540|1||2026-01-07 14:59:03|
3471|6400089|160|CR|40|1||2026-01-08 16:37:02|
3178|6000520|160|ED|01702618DBEB2|1||2026-01-13 22:28:01|
1614|6000085|160|CR|40|1||2026-01-20 11:18:03|
3043|6000066|523|RC|1-3|1||2026-01-14 11:19:02|
1614|6000074|160|ED|0438261C5MMA5|1||2026-01-08 10:05:04|
1925|6100103|160|PP|20239540|2||2026-01-22 18:55:02|
3471|6400208|160|ED|017026189U9B1|1||2026-01-17 11:39:03|
3178|6000917|160|SO|AA|1||2026-01-23 13:03:05|
3178|6000847|160|ED|0436260NFN5V1|1||2026-01-24 12:17:03|
3471|6400104|160|ED|017025184QDR1|1||2026-01-05 12:14:03|
3577|6300040|521|ED|017026187R2I4|1||2026-01-07 11:44:01|
3043|6000116|523|ED|0438261CBQRE2|1||2026-01-15 16:13:01|
3178|6000944|160|SO|AA|1||2026-01-23 16:25:03|
3471|6400083|160|IM|482023|1||2026-01-08 17:14:05|
3471|6400083|160|PP|20239540|1||2026-01-08 17:14:05|
3043|6600094|523|ED|01702618B2EQ3|1||2026-01-19 18:27:01|
3471|6400066|160|CR|40|1||2026-01-08 17:14:05|
3178|6000518|160|ED|0436260NBOZZ1|1||2026-01-13 22:28:02|
3471|6400027|160|ED|0438251C2DA45|1||2026-01-02 13:47:02|
1647|6004560|240|ED|0428260GVCL34|1||2026-01-23 16:17:10|
3471|6400059|160|ED|0436260N9UBF3|1||2026-01-08 15:17:02|
3471|6400022|160|CR|40|1||2026-01-02 11:46:02|
1647|6004560|240|ED|0428260GVTW67|1||2026-01-23 16:17:10|
3471|6400076|160|ED|0170251831LV6|1||2026-01-08 16:37:03|
3178|6000230|160|ED|0436260NCO2U5|1||2026-01-16 08:31:01|
3471|6400130|160|CR|40|1||2026-01-02 13:02:01|
3178|6000518|160|PP|20239540|1||2026-01-13 22:28:02|
1905|6006286|160|PC||1||2026-01-15 18:02:18|
3043|6600094|523|ED|01702618B2ET7|1||2026-01-19 18:27:01|
3471|6400083|160|ED|017025184DL47|1||2026-01-08 17:14:05|
3471|6400160|160|ED|0438251C1V315|2||2026-01-03 12:28:01|
3043|6600094|523|ED|01702618B2F25|1||2026-01-19 18:27:01|
3471|6400052|160|ED|0436260N93UA1|1||2026-01-08 10:23:02|
3577|6300041|521|PP|20239540|1||2026-01-19 18:30:01|
1647|6004513|240|ED|0428260GT6FP8|1||2026-01-16 17:32:07|
1925|6100040|160|ED|0436260N8LQ47|1||2026-01-24 12:58:04|
3471|6400178|160|ED|0436260NC8HM8|1||2026-01-16 10:11:03|
1925|6000031|160|PP|20239540|1||2026-01-22 13:59:04|
3471|6400129|160|ED|0438251C2D9K4|1||2026-01-02 16:00:06|
3471|6400167|160|PD|2|1|1|2026-01-07 14:52:02|
3471|6400250|160|CR|40|1||2026-01-28 14:24:03|
3178|6000154|160|ED|0436260NAD7B7|1||2026-01-09 12:32:04|
3178|6000518|160|ED|0436260NBOYQ5|1||2026-01-13 22:28:02|
3471|6400085|160|IM|482023|1||2026-01-08 17:14:07|
3471|6400207|160|ED|0436260NCZYD1|1||2026-01-17 11:39:02|
3471|6400059|160|ED|017026188UQM5|1||2026-01-08 15:17:02|
3471|6400100|160|ED|0436260N9QOH8|1||2026-01-15 09:26:01|
3471|6400148|160|ED|0170261858VB7|1||2026-01-02 17:08:05|
3471|6400052|160|ED|0436260N93S63|1||2026-01-08 10:23:02|
1614|6001100|160|CR|40|2||2026-01-28 16:48:06|
3178|6000231|160|ED|01702618FKOM5|1||2026-01-15 20:38:01|
3178|6000152|160|PP|20239540|1||2026-01-08 18:28:08|
1647|6004560|240|ED|0428260GUVJ41|1||2026-01-23 16:17:10|
1647|6004560|240|ED|0428260GUGKB7|1||2026-01-23 16:17:10|
1647|6004627|240|ED|0428260GWHX33|1||2026-01-30 19:58:02|
3471|6400177|160|CR|241|1||2026-01-16 10:44:02|
3471|6400069|160|ED|0436260N9FRQ2|1||2026-01-09 11:58:02|
1925|6100032|160|ED|0436250MX2E05|1||2026-01-24 12:13:01|
3178|6000518|160|ED|0436260NBOZ44|1||2026-01-13 22:28:02|
3471|6400052|160|ED|0436260N93PE6|1||2026-01-08 10:23:02|
3471|6400160|160|PP|20239540|2||2026-01-03 12:28:01|
3471|6400059|160|ED|0436260N9UBU3|1||2026-01-08 15:17:02|
3471|6400059|160|ED|0436260N9UCA7|1||2026-01-08 15:17:02|
1614|6000077|160|ED|01922616PSDS7|1||2026-01-20 11:17:03|
3471|6400174|160|ED|0436260NC7WQ8|1||2026-01-16 10:44:03|
3178|6000534|160|PP|20239540|1||2026-01-15 16:40:06|
3471|6400067|160|ED|0438261C60P61|1||2026-01-09 09:45:04|
3471|6400069|160|ED|0436260N9FR11|1||2026-01-09 11:58:02|
3471|6400124|160|CR|40|1||2026-01-19 15:06:02|
3471|6400011|160|ED|017025182V0E3|1||2026-01-08 11:16:03|
3471|6400215|160|ED|0436260ND5XR6|1||2026-01-20 12:39:02|
3471|6400123|160|PP|20239540|1||2026-01-05 12:14:03|
3178|6000152|160|ED|017026189OBY1|1||2026-01-08 18:28:08|
1614|6000080|160|IM|482023|1||2026-01-20 11:17:06|
1925|6100040|160|ED|0436250MX2DT5|1||2026-01-24 12:58:04|
3471|6400249|160|ED|0436260NEVUZ3|1||2026-01-28 14:24:02|
3471|6400063|160|CR|40|1||2026-01-08 18:20:10|
3471|6400059|160|PP|20239540|1||2026-01-08 15:17:02|
3178|6000231|160|ED|0438261CD5TN1|1||2026-01-15 20:38:01|
3471|6400207|160|ED|0438261CDYCN5|1||2026-01-17 11:39:02|
1905|6006286|160|PP|20239540|1||2026-01-15 18:02:18|
3178|6000561|160|ED|0436260NF0ZX4|1||2026-01-22 17:22:04|
3471|6400014|160|ED|0436260NA3KW1|1||2026-01-09 18:05:09|
1925|6100034|160|ED|0436250MVK8Z5|1||2026-01-24 12:24:04|
3471|6400073|160|PD|2|1|1|2026-01-09 16:38:04|
3178|6000519|160|CR|40|1||2026-01-13 22:28:01|
3471|6400215|160|ED|0438261CE77H3|1||2026-01-20 12:39:02|
3471|6400123|160|ED|01922516AXV96|1||2026-01-05 12:14:03|
3471|6400061|160|ED|017026189NMG5|1||2026-01-09 16:01:03|
1614|6000072|160|IM|482023|1||2026-01-07 20:04:00|
3178|6000561|160|ED|0436260NF0L25|1||2026-01-22 17:22:04|
3178|6000943|160|ED|0436260NFFGE2|1||2026-01-23 16:25:03|
1925|6100022|160|ED|0436250MVK776|1||2026-01-22 16:58:03|
3178|6000230|160|ED|01702618FKU77|1||2026-01-16 08:31:01|
1614|6000515|160|SO|AA|1||2026-01-28 13:35:02|
3178|6000231|160|CR|40|1||2026-01-15 20:38:01|
3471|6400016|160|ED|0436260N9Q7Q3|1||2026-01-08 11:16:04|
3178|6000561|160|ED|0436260NF1075|1||2026-01-22 17:22:04|
3471|6400087|160|ED|0436260N9FEP6|1||2026-01-08 15:45:02|
3471|6400004|160|CR|40|1||2026-01-08 11:02:04|
3471|6400122|160|ED|0438251C2JQ77|1||2026-01-05 12:13:03|
1647|6004560|240|ED|0428260GUMOA5|1||2026-01-23 16:17:10|
3471|6400215|160|ED|0436260ND50U3|1||2026-01-20 12:39:02|
3471|6400197|160|CR|40|1||2026-01-28 23:24:02|
1925|6100034|160|ED|01702513WKYT5|1||2026-01-24 12:24:04|
3471|6400194|160|ED|01922616UCU62|1||2026-01-28 23:25:02|
1925|6100032|160|PP|20239540|1||2026-01-24 12:13:01|
1647|6004513|240|ED|0428260GTS152|1||2026-01-16 17:32:07|
3178|6000561|160|ED|0436260NF15K3|1||2026-01-22 17:22:04|
1925|6700024|160|ED|0428250GRDI25|2||2026-01-13 10:50:03|
1925|6700025|160|ED|0428250GR5ZI5|2||2026-01-13 10:52:07|
3178|6000954|160|SO|AA|1||2026-01-24 13:42:01|
1647|6004513|240|ED|0428260GTTYA6|1||2026-01-16 17:32:07|
1614|6001100|160|ED|0436260NEQPN7|2||2026-01-28 16:48:06|
1647|6004513|240|ED|0428260GTKR37|1||2026-01-16 17:32:07|
3471|6400256|160|ED|0438261CII788|1||2026-01-28 14:25:02|
3471|6400182|160|ED|0170261893P24|1||2026-01-16 11:23:05|
1925|6100029|160|ED|01922616S1WC5|1||2026-01-22 11:40:02|
3471|6400215|160|ED|0436260ND5Y95|1||2026-01-20 12:39:02|
3471|6400242|160|ED|0438261CHCGU2|1||2026-01-22 15:02:02|
1925|6100034|160|ED|0436250MX2DJ3|1||2026-01-24 12:24:04|
3178|6000239|160|IM|482023|1||2026-01-17 12:44:03|
3178|6000841|160|SO|AA|1||2026-01-22 13:43:05|
3471|6400016|160|ED|017026187Z1T7|1||2026-01-08 11:16:04|
3471|6400214|160|ED|01702618IF7R1|1||2026-01-20 16:17:03|
3577|6300138|521|AT||1||2026-01-28 14:48:01|
1925|6100040|160|ED|0436250MVK5E3|1||2026-01-24 12:58:04|
3471|6400063|160|ED|0436260N9IRE4|1||2026-01-08 18:20:10|
1925|6000051|160|ED|0436250MVK7J5|1||2026-01-22 14:05:05|
3577|6300042|521|ED|0436260NBQSX6|1||2026-01-23 16:53:01|
1614|6000088|160|ED|01702618C7KB8|1||2026-01-19 17:37:05|
1925|6000044|160|ED|01702618JOSR4|1||2026-01-22 14:06:01|
3471|6400242|160|ED|0436260NEHPM3|1||2026-01-22 15:02:02|
1925|6000041|160|ED|01922616RLPO5|1||2026-01-22 14:06:02|
1925|6000041|160|ED|04412602OC3D1|1||2026-01-22 14:06:02|
3471|6400178|160|ED|0436260NC8H55|1||2026-01-16 10:11:03|
3178|6000536|160|ED|0438261CCW9B4|1||2026-01-15 16:40:07|
1614|6000080|160|SO|AA|1||2026-01-20 11:17:06|
3577|6300042|521|ED|0436260NBQSO4|1||2026-01-23 16:53:01|
1614|6000076|160|ED|0438261CECOA7|1||2026-01-20 11:17:03|
3471|6400002|160|ED|0436260N9UAO8|1||2026-01-08 15:17:03|
1925|6100040|160|ED|0428250E9O9N6|1||2026-01-24 12:58:04|
1925|6100031|160|ED|01922616U5NU7|1||2026-01-24 12:10:07|
3471|6400197|160|ED|017026188UA73|1||2026-01-28 23:24:02|
3178|6000237|160|ED|0436260ND45C3|1||2026-01-16 20:15:01|
3471|6400052|160|IM|482023|1||2026-01-08 10:23:02|
3178|6000234|160|PP|20239540|1||2026-01-15 22:14:01|
3043|6600094|523|RC|1-13|1||2026-01-19 18:27:01|
1647|6004513|240|ED|0428260GUB402|1||2026-01-16 17:32:07|
1925|6000050|160|ED|01922616RWK96|1||2026-01-22 14:05:04|
1647|6004560|240|ED|0428260GURKB6|1||2026-01-23 16:17:10|
3471|6400129|160|ED|01702517ZS091|1||2026-01-02 16:00:06|
3178|6000953|160|ED|01702618ML7F7|1||2026-01-24 13:42:01|
3471|6400079|160|IM|482023|1||2026-01-08 16:17:05|
3178|6000151|160|ED|017026189H363|1||2026-01-08 16:05:02|
3471|6400084|160|ED|017025184DOJ4|1||2026-01-08 17:14:04|
1925|6100034|160|ED|0436250MVK6J8|1||2026-01-24 12:24:04|
3043|6000076|523|ED|0170261892134|1||2026-01-08 14:19:02|
3471|6400203|160|ED|0438261C7VAJ7|1||2026-01-09 12:45:04|
1925|6100034|160|IM|482023|1||2026-01-24 12:24:04|
3178|6000155|160|PP|20239540|1||2026-01-08 16:36:04|
3178|6000151|160|SO|AA|1||2026-01-08 16:05:02|
3471|6400010|160|ED|0436260N9RQV2|1||2026-01-08 11:27:03|
1614|6000082|160|CR|40|1||2026-01-20 11:18:02|
1925|6000052|160|ED|0438261CH2CN6|1||2026-01-22 14:05:02|
1925|6100040|160|ED|01702513WKYT5|1||2026-01-24 12:58:04|
1925|6000028|160|ED|0438261CHQBK4|1||2026-01-22 14:00:05|
3471|6400061|160|ED|0170251820RC4|1||2026-01-09 16:01:03|
3471|6400087|160|ED|0436260N9FDZ6|1||2026-01-08 15:45:02|
3178|6000516|160|ED|01702618D83K1|1||2026-01-13 21:54:01|
3471|6400081|160|ED|0436260N9G8V3|1||2026-01-08 15:44:02|
1614|6000090|160|PP|20239540|1||2026-01-19 17:38:06|
3178|6000954|160|ED|0436260NFOCM6|1||2026-01-24 13:42:01|
3577|6300087|521|ED|01702618HTHW5|1||2026-01-20 13:29:02|
3577|6300087|521|CR|243|1||2026-01-20 13:29:02|
3471|6400052|160|ED|01702618736Y8|1||2026-01-08 10:23:02|
1647|6004560|240|ED|0428260GUUSU8|1||2026-01-23 16:17:10|
3178|6000236|160|ED|01702618GHV87|1||2026-01-16 19:17:03|
1925|6000029|160|ED|0436250MX2E05|1||2026-01-22 14:00:07|
1925|6100032|160|ED|0438261CJ3041|1||2026-01-24 12:13:01|
1614|6000086|160|CR|40|1||2026-01-20 11:18:04|
3471|6400217|160|CR|40|1||2026-01-19 18:01:03|
3471|6400217|160|ED|01702618AMZH7|1||2026-01-19 18:01:03|
3471|6400061|160|ED|0436260NA2ZD1|1||2026-01-09 16:01:03|
3471|6400013|160|ED|017025184G1C4|1||2026-01-08 16:38:09|
1925|6000112|160|ED|0438261CN2RJ7|1||2026-01-29 11:24:02|
3577|6300042|521|ED|0438261CB49J6|1||2026-01-23 16:53:01|
3471|6400048|160|ED|0436260N9COZ7|1||2026-01-07 14:59:03|
3577|6300031|521|ED|0436260NA1QO7|1||2026-01-09 11:36:01|
3471|6400146|160|ED|0436260N899L6|1||2026-01-03 00:54:01|
1614|6000512|160|IM|482023|1||2026-01-23 19:24:02|
3471|6400052|160|ED|0436260N93R33|1||2026-01-08 10:23:02|
3178|6000737|160|ED|01702618K7QH5|1||2026-01-22 11:22:02|
1925|6000030|160|ED|01922616SBZN7|1||2026-01-22 13:59:02|
3178|6000236|160|IM|482023|1||2026-01-16 19:17:03|
3178|6000147|160|CR|40|1||2026-01-08 16:23:03|
3471|6400061|160|ED|0436260NA2T75|1||2026-01-09 16:01:03|
3471|6400217|160|ED|0436260ND2OP4|1||2026-01-19 18:01:03|
3471|6400217|160|ED|0436260ND2VL2|1||2026-01-19 18:01:03|
3178|6000847|160|ED|01702618MILV5|1||2026-01-24 12:17:03|
3471|6400240|160|ED|01702618DLOB3|1||2026-01-26 09:17:02|
3471|6400077|160|IM|482023|1||2026-01-08 16:17:04|
3178|6000909|160|ED|0436260NFK5R4|1||2026-01-23 18:25:01|
1614|6000079|160|ED|0438261CECOA7|1||2026-01-20 11:17:05|
3577|6300086|521|ED|01702618FXJA1|1||2026-01-19 18:47:00|
1614|6000512|160|ED|01702618KBCW6|1||2026-01-23 19:24:02|
3471|6400004|160|PP|20239540|1||2026-01-08 11:02:04|
3577|6300031|521|SO|AA|1||2026-01-09 11:36:01|
3471|6400065|160|ED|0436260N9FKB3|1||2026-01-08 17:13:05|
1925|6100022|160|ED|0436250MVK586|1||2026-01-22 16:58:03|
3471|6400045|160|CR|241|1||2026-01-07 16:14:05|
3178|6000148|160|ED|0436260NA3NY3|1||2026-01-08 17:08:02|
3471|6400061|160|ED|0436260NA2YM7|1||2026-01-09 16:01:03|
3471|6400217|160|ED|0436260ND2Y77|1||2026-01-19 18:01:03|
1925|6100107|160|ED|01702513WKYT5|2||2026-01-22 19:00:05|
3471|6400199|160|ED|0438261CJYZT5|1||2026-01-28 23:26:00|
3043|6600094|523|AT||1||2026-01-19 18:27:01|
3471|6400215|160|IM|482023|1||2026-01-20 12:39:02|
3471|6400176|160|CR|241|1||2026-01-16 10:44:01|
1925|6700025|160|ED|0428250GR60I5|2||2026-01-13 10:52:07|
3178|6000149|160|ED|017026189MEA8|1||2026-01-08 17:32:04|
3471|6400212|160|CR|40|1||2026-01-17 11:17:04|
3471|6400094|160|ED|0436260N9UKH6|1||2026-01-15 08:44:02|
3178|6000149|160|CR|40|1||2026-01-08 17:32:04|
1614|6000076|160|SO|AA|1||2026-01-20 11:17:03|
1925|6000027|160|ED|0436250MVK748|1||2026-01-22 14:00:03|
3178|6000234|160|ED|01702618FL2U4|1||2026-01-15 22:14:01|
3043|6000066|523|IM|482023|1||2026-01-14 11:19:02|
3471|6400029|160|ED|0436260N8EZL2|1||2026-01-02 16:54:02|
1925|6100107|160|ED|0438261CIMPZ4|2||2026-01-22 19:00:05|
1925|6100107|160|ED|0436260NC4481|2||2026-01-22 19:00:05|
1647|6004513|240|ED|0428260GTZCA4|1||2026-01-16 17:32:07|
3043|6600094|523|PC||1||2026-01-19 18:27:01|
3471|6400010|160|IM|482023|1||2026-01-08 11:27:03|
3178|6000535|160|ED|0436260ND9LU7|1||2026-01-19 13:00:04|
3471|6400006|160|ED|0436260N9ETH8|1||2026-01-08 14:49:01|
3471|6400014|160|ED|0436260NA3ID6|1||2026-01-09 18:05:09|
3471|6400094|160|CR|241|1||2026-01-15 08:44:02|
3471|6400094|160|ED|0436260N9UKS5|1||2026-01-15 08:44:02|
3471|6400215|160|ED|0436260ND50S7|1||2026-01-20 12:39:02|
3471|6400215|160|ED|0436260ND5181|1||2026-01-20 12:39:02|
3471|6400234|160|IM|482023|1||2026-01-22 15:22:02|
3471|6400213|160|ED|0436260ND19V2|1||2026-01-20 16:17:03|
3178|6000953|160|ED|0438261CJYKX1|1||2026-01-24 13:42:01|
3471|6400061|160|ED|0436260NA2VJ4|1||2026-01-09 16:01:03|
1925|6100107|160|ED|0436250MVK6H4|2||2026-01-22 19:00:05|
1925|6100107|160|ED|01922616S1GN7|2||2026-01-22 19:00:05|
3471|6400061|160|ED|0436260NA2S64|1||2026-01-09 16:01:03|
1925|6610024|160|ED|0436250MVK6B7|1||2026-01-22 11:29:02|
1925|6100022|160|ED|01702618K1KI4|1||2026-01-22 16:58:03|
1925|6100026|160|ED|0436260NC4481|1||2026-01-22 11:33:02|
3471|6400215|160|ED|0436260ND51Z6|1||2026-01-20 12:39:02|
3471|6400213|160|ED|0436260NDSN34|1||2026-01-20 16:17:03|
3471|6400080|160|CR|40|1||2026-01-08 16:17:05|
3471|6400006|160|PP|20239540|1||2026-01-08 14:49:01|
3178|6000954|160|ED|0436260NFOFJ7|1||2026-01-24 13:42:01|
1925|6700024|160|ED|0428250GR5Z67|2||2026-01-13 10:50:03|
3471|6400234|160|ED|0436260NEQBI1|1||2026-01-22 15:22:02|
3471|6400063|160|ED|0436260N9ISJ7|1||2026-01-08 18:20:10|
3471|6400096|160|PP|20239540|1||2026-01-15 09:00:04|
1925|6000028|160|CR|40|1||2026-01-22 14:00:05|
1925|6100107|160|ED|0436260NC4311|2||2026-01-22 19:00:05|
3471|6400186|160|ED|01702618IQQS5|1||2026-01-20 17:50:04|
3471|6400029|160|ED|0436260N8EWD2|1||2026-01-02 16:54:02|
3178|6000954|160|ED|0436260NFODY4|1||2026-01-24 13:42:01|
3471|6400063|160|ED|0436260N9IRZ8|1||2026-01-08 18:20:10|
3577|6300022|521|CR|158|1||2026-01-06 11:18:00|
3471|6400215|160|CR|40|1||2026-01-20 12:39:02|
3178|6000237|160|CR|40|1||2026-01-16 20:15:01|
3471|6400006|160|ED|0436260N9ETP5|1||2026-01-08 14:49:01|
3178|6000944|160|CR|40|1||2026-01-23 16:25:03|
3178|6000237|160|ED|01702618GKTJ6|1||2026-01-16 20:15:01|
3471|6400215|160|ED|0436260ND51H8|1||2026-01-20 12:39:02|
1925|6100027|160|CR|241|1||2026-01-22 11:36:01|
1614|6000508|160|IM|482023|1||2026-01-28 13:34:05|
3043|6600094|523|ED|01702618B2F31|1||2026-01-19 18:27:01|
1925|6100022|160|ED|0436250MZ8XC7|1||2026-01-22 16:58:03|
1925|6000109|160|ED|01702618PZSF2|1||2026-01-29 11:24:04|
1614|6001100|160|SO|AA|2||2026-01-28 16:48:06|
1925|6100030|160|ED|01702618MAVS2|1||2026-01-24 12:09:04|
3178|6000539|160|ED|01702618GCEU1|1||2026-01-16 17:25:05|
3178|6000535|160|SO|AA|1||2026-01-19 13:00:04|
