Patente|Pedimento|SeccionAduanera|ClaveCaso|IdentificadorCaso|TipoPedimento|ComplementoCaso|FechaValidacionPagoR
3471|6400044|160|ED|0438261C5IIN2|1||2026-01-07 16:14:05|
3471|6400085|160|ED|0436260N9OAO6|1||2026-01-08 17:14:07|
1925|6000049|160|ED|0436250MX2DJ3|1||2026-01-22 14:05:05|
1925|6100107|160|ED|0436250MVK586|2||2026-01-22 19:00:05|
1647|6004513|240|ED|0428260GTKFG5|1||2026-01-16 17:32:07|
1647|6004513|240|ED|0428260GTGA24|1||2026-01-16 17:32:07|
3471|6400217|160|PP|20239540|1||2026-01-19 18:01:03|
3577|6300040|521|ED|0438261C5L6T6|1||2026-01-07 11:44:01|
3471|6400146|160|ED|0438251C1V5W1|1||2026-01-03 00:54:01|
1925|6100022|160|ED|0436260N8LQ47|1||2026-01-22 16:58:03|
3178|6000518|160|ED|0438261CAWDO4|1||2026-01-13 22:28:02|
3471|6400008|160|ED|0438261C6OEB4|1||2026-01-08 15:45:04|
1925|6100028|160|ED|0436260NC4311|1||2026-01-22 17:03:05|
3471|6400083|160|ED|0436260N9QHE6|1||2026-01-08 17:14:05|
1647|6004560|240|ED|0428260GUZYR5|1||2026-01-23 16:17:10|
3471|6400162|160|PD|2|1|1|2026-01-28 14:30:03|
3577|6300042|521|ED|0436260NBQT15|1||2026-01-23 16:53:01|
1925|6700025|160|ED|0428250GRDI92|2||2026-01-13 10:52:07|
1925|6000031|160|ED|01922616SC5I8|1||2026-01-22 13:59:04|
3471|6400217|160|ED|0436260ND2Z15|1||2026-01-19 18:01:03|
1647|6004513|240|ED|0428260GT7BS6|1||2026-01-16 17:32:07|
1647|6004513|240|ED|0428260GT2434|1||2026-01-16 17:32:07|
1925|6100107|160|ED|0436260NC40Z6|2||2026-01-22 19:00:05|
1925|6000049|160|ED|0436250MVK814|1||2026-01-22 14:05:05|
3471|6400247|160|ED|0436260NF5M44|1||2026-01-26 11:44:04|
1647|6004560|240|ED|0428260GVAQH2|1||2026-01-23 16:17:10|
3178|6000230|160|SO|AA|1||2026-01-16 08:31:01|
3471|6400239|160|ED|0438261CHH7E6|1||2026-01-22 09:57:02|
3178|6000737|160|CR|40|1||2026-01-22 11:22:02|
1925|6000043|160|PP|20239540|1||2026-01-22 14:06:03|
1925|6100103|160|ED|0436260N8LQ47|2||2026-01-22 18:55:02|
3577|6300031|521|IM|482023|1||2026-01-09 11:36:01|
3471|6400081|160|ED|0436260N9G6S2|1||2026-01-08 15:44:02|
1614|6000518|160|ED|0438261CJ2OQ5|1||2026-01-28 13:35:05|
3577|6300042|521|ED|0436260NBQTM6|1||2026-01-23 16:53:01|
3471|6400217|160|ED|0436260ND2U72|1||2026-01-19 18:01:03|
1647|6004513|240|ED|0428260GT92Y2|1||2026-01-16 17:32:07|
1647|6004513|240|ED|0428260GU1157|1||2026-01-16 17:32:07|
3471|6400217|160|ED|0436260ND2V34|1||2026-01-19 18:01:03|
3471|6500051|160|ED|017026187PJ46|1||2026-01-07 17:40:05|
3471|6400146|160|ED|0436260N899T6|1||2026-01-03 00:54:01|
3471|6400029|160|ED|0436260N8EVQ5|1||2026-01-02 16:54:02|
3577|6300031|521|ED|0438261C5UYC2|1||2026-01-09 11:36:01|
3178|6000535|160|ED|0436260ND9IE6|1||2026-01-19 13:00:04|
1925|6100028|160|ED|0436250MX2DT5|1||2026-01-22 17:03:05|
3178|6000236|160|ED|0436260ND2HK6|1||2026-01-16 19:17:03|
3471|6400157|160|PP|20239540|1||2026-01-08 17:22:05|
3471|6400232|160|PD|4|1|1|2026-01-28 15:10:03|
1925|6100022|160|ED|0436260NC4311|1||2026-01-22 16:58:03|
1925|6000032|160|ED|01922616SC7Z8|1||2026-01-22 13:59:01|
3471|6400081|160|ED|0436260N9G775|1||2026-01-08 15:44:02|
3043|6000076|523|ED|0438261C6WI06|1||2026-01-08 14:19:02|
1647|6004513|240|ED|0428260GTWS23|1||2026-01-16 17:32:07|
1614|6000084|160|IM|482023|1||2026-01-20 11:18:03|
1647|6004513|240|ED|0428260GTY4X1|1||2026-01-16 17:32:07|
1647|6004560|240|RC|1-124|1||2026-01-23 16:17:10|
3471|6400174|160|ED|0436260NC7WC3|1||2026-01-16 10:44:03|
3577|6300042|521|ED|0436260NBQSR7|1||2026-01-23 16:53:01|
3471|6400008|160|CR|40|1||2026-01-08 15:45:04|
1925|6100103|160|ED|0436260NC4248|2||2026-01-22 18:55:02|
1925|6100109|160|ED|01702618KF0B2|2||2026-01-22 19:03:01|
1925|6000049|160|PP|20239540|1||2026-01-22 14:05:05|
1925|6000047|160|ED|04432600B20K8|1||2026-01-22 14:05:04|
3471|6400232|160|ED|0438261CMBI75|1||2026-01-28 15:10:03|
1925|6100109|160|ED|0436260NC45D5|2||2026-01-22 19:03:01|
3178|6000561|160|ED|0436260NF0YV6|1||2026-01-22 17:22:04|
3471|6400146|160|ED|0436260N89AM7|1||2026-01-03 00:54:01|
3471|6400049|160|ED|017025181XBL5|1||2026-01-07 14:59:02|
3471|6400186|160|ED|0438261CFACL5|1||2026-01-20 17:50:04|
3471|6400211|160|IM|482023|1||2026-01-17 11:17:03|
1647|6004560|240|ED|0428260GUU293|1||2026-01-23 16:17:10|
1925|6100034|160|ED|0438261CJ3041|1||2026-01-24 12:24:04|
3178|6000841|160|PP|20239540|1||2026-01-22 13:43:05|
3178|6000151|160|ED|017026189H0W5|1||2026-01-08 16:05:02|
3471|6400008|160|ED|0436260N9FXO7|1||2026-01-08 15:45:04|
3577|6300060|521|CR|158|1||2026-01-23 16:53:01|
1925|6000049|160|IM|482023|1||2026-01-22 14:05:05|
1925|6000029|160|ED|0436250MVK8Z5|1||2026-01-22 14:00:07|
1925|6100103|160|ED|0438261CIMPZ4|2||2026-01-22 18:55:02|
3471|6400112|160|ED|017025184R5W3|1||2026-01-05 12:21:04|
3178|6000847|160|PP|20239540|1||2026-01-24 12:17:03|
3178|6000846|160|ED|0438261CJWL63|1||2026-01-24 12:17:03|
3471|6400081|160|ED|0436260N9G5X5|1||2026-01-08 15:44:02|
3471|6400148|160|PP|20239540|1||2026-01-02 17:08:05|
3471|6400209|160|ED|017026189UX44|1||2026-01-17 11:17:02|
3471|6400209|160|ED|0438261CDZ106|1||2026-01-17 11:17:02|
1925|6100041|160|ED|01702618MI914|1||2026-01-24 12:36:03|
3471|6400029|160|ED|0436260N8EWZ5|1||2026-01-02 16:54:02|
3178|6000841|160|ED|01702618KNQS6|1||2026-01-22 13:43:05|
3471|6400195|160|ED|0438261CJY8N7|1||2026-01-28 23:25:02|
3471|6400120|160|ED|0438261C3WG18|1||2026-01-05 12:21:05|
3178|6000153|160|ED|0438261C7AAF7|1||2026-01-08 16:05:03|
1925|6000049|160|ED|0438261CH2CN6|1||2026-01-22 14:05:05|
1925|6000045|160|ED|0436250MVK8Z5|1||2026-01-22 14:06:03|
3178|6000153|160|SO|AA|1||2026-01-08 16:05:03|
1647|6004513|240|ED|0428260GTRX97|1||2026-01-16 17:32:07|
1647|6004513|240|ED|0428260GTHB18|1||2026-01-16 17:32:07|
3577|6300041|521|CR|158|1||2026-01-19 18:30:01|
3471|6400220|160|VN|3|1||2026-01-20 12:40:04|
3471|6400175|160|CR|241|1||2026-01-16 10:44:02|
3178|6000909|160|ED|0436260NFK4M4|1||2026-01-23 18:25:01|
1614|6000513|160|SO|AA|1||2026-01-28 13:34:04|
1925|6100039|160|ED|01922616UC2Q4|1||2026-01-24 12:36:03|
3471|6400146|160|ED|0436260N899X1|1||2026-01-03 00:54:01|
3577|6300039|521|ED|0436260NBI5B8|1||2026-01-15 13:54:01|
1925|6000111|160|ED|04412502MON66|1||2026-01-29 11:24:04|
3471|6400008|160|ED|0436260N9FYD3|1||2026-01-08 15:45:04|
1925|6700025|160|ED|01922516BEXG3|2||2026-01-13 10:52:07|
1925|6000042|160|ED|01702618JO9O3|1||2026-01-22 14:06:02|
1925|6000029|160|ED|0436250MVK5E3|1||2026-01-22 14:00:07|
1925|6100109|160|ED|0436250MVK7A7|2||2026-01-22 19:03:01|
3471|6400007|160|CR|40|1||2026-01-08 14:48:02|
3471|6400010|160|ED|0436260N9RQQ7|1||2026-01-08 11:27:03|
3178|6000535|160|ED|0436260ND9IY8|1||2026-01-19 13:00:04|
3471|6400146|160|ED|0436260N899Y7|1||2026-01-03 00:54:01|
3471|6400364|160|PP|20239540|1||2026-01-28 13:12:02|
3178|6000909|160|ED|0436260NFK5C8|1||2026-01-23 18:25:01|
3471|6400180|160|ED|0436260NC98W2|1||2026-01-16 10:11:02|
1614|6000079|160|ED|01702618G87S7|1||2026-01-20 11:17:05|
1925|6100038|160|CR|40|1||2026-01-24 13:04:01|
3471|6400016|160|IM|482023|1||2026-01-08 11:16:04|
3471|6400067|160|ED|0436260N9H204|1||2026-01-09 09:45:04|
3178|6000536|160|ED|01702618F9Q47|1||2026-01-15 16:40:07|
1925|6100103|160|ED|0436250MVK586|2||2026-01-22 18:55:02|
1925|6000045|160|ED|0436250MX2E05|1||2026-01-22 14:06:03|
3471|6400029|160|ED|0436260N8F0C5|1||2026-01-02 16:54:02|
1925|6100103|160|CR|241|2||2026-01-22 18:55:02|
3471|6400008|160|ED|0436260N9FXD6|1||2026-01-08 15:45:04|
3471|6400167|160|CR|291|1||2026-01-07 14:52:02|
1925|6100022|160|ED|0436250N2PK08|1||2026-01-22 16:58:03|
3471|6400146|160|ED|0436260N89B01|1||2026-01-03 00:54:01|
1647|6004513|240|ED|0428260GTRYC8|1||2026-01-16 17:32:07|
3471|6400212|160|ED|017026189VKD8|1||2026-01-17 11:17:04|
3178|6000230|160|ED|0436260NCO2W6|1||2026-01-16 08:31:01|
3471|6400217|160|ED|0436260ND2O83|1||2026-01-19 18:01:03|
3471|6400004|160|ED|01702518205O2|1||2026-01-08 11:02:04|
3178|6000239|160|ED|0436260ND5XL5|1||2026-01-17 12:44:03|
3178|6000561|160|ED|0438261CIIWM7|1||2026-01-22 17:22:04|
1925|6100108|160|CR|241|2||2026-01-22 19:01:03|
3178|6000237|160|ED|0436260ND44N3|1||2026-01-16 20:15:01|
1614|6000072|160|ED|0438251C2QH34|1||2026-01-07 20:04:00|
1925|6000045|160|ED|0436250MX2DJ3|1||2026-01-22 14:06:03|
1925|6100025|160|ED|0438261CH3BM2|1||2026-01-22 11:32:02|
3471|6400081|160|ED|0436260N9G434|1||2026-01-08 15:44:02|
1925|6100040|160|ED|0436250MVK748|1||2026-01-24 12:58:04|
3471|6400146|160|ED|0436260N89AB2|1||2026-01-03 00:54:01|
3471|6400148|160|ED|0436250N88K07|1||2026-01-02 17:08:05|
3471|6400012|160|ED|0436260N9P2V4|1||2026-01-08 16:38:09|
1647|6004560|240|ED|0428260GVH183|1||2026-01-23 16:17:10|
3471|6400201|160|ED|0438261CMB036|1||2026-01-28 23:25:01|
3471|6400210|160|CR|40|1||2026-01-17 11:17:03|
3471|6400146|160|ED|0436260N89A83|1||2026-01-03 00:54:01|
3577|6300039|521|ED|0436260NBI4V1|1||2026-01-15 13:54:01|
3178|6000154|160|ED|0436260NAD6U5|1||2026-01-09 12:32:04|
3471|6400005|160|ED|0438261C6QW48|1||2026-01-08 11:02:03|
1925|6100109|160|ED|0436250MVK4P1|2||2026-01-22 19:03:01|
1925|6000045|160|CR|241|1||2026-01-22 14:06:03|
3178|6000232|160|ED|01702618FL0V2|1||2026-01-15 22:15:01|
1614|6000510|160|IM|482023|1||2026-01-28 13:34:06|
3471|6400059|160|ED|0436260N9U9P8|1||2026-01-08 15:17:02|
3178|6000236|160|SO|AA|1||2026-01-16 19:17:03|
1647|6004513|240|ED|0428260GTG8L6|1||2026-01-16 17:32:07|
1925|6100034|160|PP|20239540|1||2026-01-24 12:24:04|
3471|6400097|160|CR|241|1||2026-01-15 09:00:02|
3471|6400249|160|ED|0436260NEVKK5|1||2026-01-28 14:24:02|
3471|6400249|160|ED|0436260NEVTJ2|1||2026-01-28 14:24:02|
1925|6100038|160|ED|0436250MVK7Z3|1||2026-01-24 13:04:01|
3471|6400076|160|CR|40|1||2026-01-08 16:37:03|
3577|6300039|521|ED|01702618CVAM6|1||2026-01-15 13:54:01|
3471|6400194|160|PD|2|1|1|2026-01-28 23:25:02|
1925|6100030|160|ED|0438261CJ3041|1||2026-01-24 12:09:04|
3897|6600515|240|ED|0438261CC5EX7|1||2026-01-15 11:00:08|
3471|6400017|160|ED|01922616I0KD6|1||2026-01-08 11:16:03|
1925|6000045|160|ED|04432600B20K8|1||2026-01-22 14:06:03|
1614|6000510|160|PP|20239540|1||2026-01-28 13:34:06|
1925|6100030|160|ED|0436250N783I6|1||2026-01-24 12:09:04|
3471|6400147|160|ED|0438251C1V6U8|1||2026-01-03 00:54:02|
3178|6000841|160|ED|0436260NEU974|1||2026-01-22 13:43:05|
3471|6400076|160|PP|20239540|1||2026-01-08 16:37:03|
1925|6100035|160|ED|01702618MBJZ8|1||2026-01-24 12:26:01|
1647|6004560|240|ED|0428260GV5441|1||2026-01-23 16:17:10|
1647|6004560|240|ED|0428260GUGP82|1||2026-01-23 16:17:10|
1925|6100022|160|IM|482023|1||2026-01-22 16:58:03|
3471|6400081|160|ED|0436260N9G543|1||2026-01-08 15:44:02|
3471|6400165|160|CR|291|1||2026-01-08 16:37:01|
3471|6400194|160|ED|0438261CJWXG8|1||2026-01-28 23:25:02|
1925|6100030|160|IM|482023|1||2026-01-24 12:09:04|
3471|6400098|160|ED|017026185TW11|1||2026-01-15 09:13:02|
3471|6400217|160|ED|0436260ND2SP7|1||2026-01-19 18:01:03|
3043|6600096|523|AT||1||2026-01-19 18:33:01|
3471|6400253|160|ED|01702618FMFP7|1||2026-01-22 17:27:05|
1925|6610024|160|ED|01702618K2G48|1||2026-01-22 11:29:02|
1614|6000511|160|ED|0438261CJ2OQ5|1||2026-01-23 19:24:02|
3178|6000841|160|ED|0436260NEUB63|1||2026-01-22 13:43:05|
3178|6000846|160|ED|01702618MIMR1|1||2026-01-24 12:17:03|
3178|6000146|160|ED|0436260NA1VJ3|1||2026-01-08 16:23:04|
1925|6000048|160|ED|01702618JPQN8|1||2026-01-22 14:05:03|
3577|6300087|521|ED|0438261CFAE53|1||2026-01-20 13:29:02|
3471|6400029|160|ED|0436260N8EV57|1||2026-01-02 16:54:02|
3471|6400146|160|ED|01702517Y2S44|1||2026-01-03 00:54:01|
3471|6400052|160|ED|0436260N93RL4|1||2026-01-08 10:23:02|
1925|6000027|160|ED|04412602ODP22|1||2026-01-22 14:00:03|
3471|6400008|160|ED|0436260N9FY46|1||2026-01-08 15:45:04|
1614|6000093|160|ED|01702618C9QH3|1||2026-01-19 17:38:05|
3178|6000561|160|ED|01702618L1DQ2|1||2026-01-22 17:22:04|
3471|6400217|160|ED|01702618AMYH3|1||2026-01-19 18:01:03|
3577|6300025|521|ED|0438251C1VR02|1||2026-01-06 11:18:01|
1925|6000051|160|ED|0436250MVK8Z5|1||2026-01-22 14:05:05|
3471|6400029|160|ED|0436260N8F0M6|1||2026-01-02 16:54:02|
1647|6004627|240|ED|0428260GXFWS2|1||2026-01-30 19:58:02|
3043|6600119|520|RC|1-7|1||2026-01-19 18:46:03|
1925|6100035|160|ED|0438261CJ3041|1||2026-01-24 12:26:01|
3577|6300087|521|IM|482023|1||2026-01-20 13:29:02|
3471|6400249|160|ED|0438261CHWOT3|1||2026-01-28 14:24:02|
1925|6100022|160|ED|0436260NC4568|1||2026-01-22 16:58:03|
1925|6100034|160|ED|0428250E9O9N6|1||2026-01-24 12:24:04|
3577|6300070|521|ED|0438261CH8MA5|1||2026-01-21 17:23:01|
3178|6000235|160|ED|01702618FKTW1|1||2026-01-15 20:38:02|
3471|6400178|160|ED|017026188OZV8|1||2026-01-16 10:11:03|
3471|6400081|160|ED|0436260N9G8B8|1||2026-01-08 15:44:02|
3471|6400076|160|ED|0438261C6UVG3|1||2026-01-08 16:37:03|
1925|6000033|160|ED|01702618KERZ7|1||2026-01-22 13:59:03|
3471|6400102|160|ED|0436260N9U4E3|1||2026-01-14 11:08:04|
3577|6300109|521|ED|01702618LMEL3|1||2026-01-27 11:03:01|
3471|6400029|160|ED|0436260N8EX22|1||2026-01-02 16:54:02|
3471|6400065|160|ED|0436260N9FP26|1||2026-01-08 17:13:05|
3178|6000535|160|ED|0436260ND9FA5|1||2026-01-19 13:00:04|
1925|6100026|160|ED|0436250MX2DT5|1||2026-01-22 11:33:02|
1925|6100036|160|ED|01702513WKYT5|1||2026-01-24 12:28:02|
1614|6000093|160|ED|01922616LEHF6|1||2026-01-19 17:38:05|
3471|6400044|160|ED|017025181TF82|1||2026-01-07 16:14:05|
3178|6000237|160|PP|20239540|1||2026-01-16 20:15:01|
3178|6000735|160|ED|0438261CI3IP7|1||2026-01-22 13:43:03|
3471|6400066|160|ED|017026187WNI1|1||2026-01-08 17:14:05|
3471|6400178|160|ED|0436260NC8FZ2|1||2026-01-16 10:11:03|
3471|6400073|160|ED|0438261C7G022|1||2026-01-09 16:38:04|
3178|6000232|160|IM|482023|1||2026-01-15 22:15:01|
1925|6000031|160|ED|0436250MVK8Z5|1||2026-01-22 13:59:04|
3471|6400068|160|ED|0170251848L77|1||2026-01-09 11:57:01|
3577|6300025|521|SO|AA|1||2026-01-06 11:18:01|
1925|6000034|160|ED|01702618KEVO4|1||2026-01-22 13:59:01|
3153|6001838|240|ED|01922616KH0E1|1||2026-01-14 14:09:04|
3471|6400255|160|ED|0436260NF0DV7|1||2026-01-28 14:24:04|
3178|6000146|160|ED|0438261C77A36|1||2026-01-08 16:23:04|
3471|6400249|160|ED|0436260NEVQB8|1||2026-01-28 14:24:02|
1925|6100036|160|ED|01702618MC397|1||2026-01-24 12:28:02|
1905|6006286|160|V1|PCM240315CC0|1|CN|2026-01-15 18:02:18|
3471|6400255|160|ED|0436260NF0FH5|1||2026-01-28 14:24:04|
3471|6400100|160|ED|0436260N9QVW2|1||2026-01-15 09:26:01|
3577|6300024|521|IM|482023|1||2026-01-05 19:02:01|
3471|6400365|160|ED|0438261CKBH21|1||2026-01-28 13:12:01|
3577|6300025|521|ED|0438251C1VR24|1||2026-01-06 11:18:01|
3471|6400217|160|ED|0436260ND2ZY2|1||2026-01-19 18:01:03|
3471|6400217|160|ED|0436260ND5BV7|1||2026-01-19 18:01:03|
3178|6000972|160|ED|0436260NFNGT3|1||2026-01-24 12:02:13|
3178|6000517|160|CR|40|1||2026-01-13 21:54:01|
1925|6000027|160|ED|0438261CHQBK4|1||2026-01-22 14:00:03|
1647|6004627|240|ED|0428260GX9CU7|1||2026-01-30 19:58:02|
3471|6400255|160|ED|0436260NF0KX8|1||2026-01-28 14:24:04|
3577|6300021|521|SO|AA|1||2026-01-05 19:02:01|
3471|6400240|160|ED|0436260NEP8U2|1||2026-01-26 09:17:02|
3471|6400240|160|ED|0436260NEP641|1||2026-01-26 09:17:02|
1925|6100038|160|ED|0436250MVK748|1||2026-01-24 13:04:01|
1925|6100038|160|ED|0436250MX2DT5|1||2026-01-24 13:04:01|
3153|6001838|240|ED|0438261C98MD8|1||2026-01-14 14:09:04|
3471|6400249|160|CR|40|1||2026-01-28 14:24:02|
3471|6400052|160|ED|0436260N93VT4|1||2026-01-08 10:23:02|
3178|6000972|160|ED|0436260NFNG74|1||2026-01-24 12:02:13|
3471|6400240|160|ED|0436260NEP6F8|1||2026-01-26 09:17:02|
3471|6400240|160|ED|0436260NEY5F7|1||2026-01-26 09:17:02|
1925|6100103|160|ED|0436250MX2DT5|2||2026-01-22 18:55:02|
3471|6400087|160|IM|482023|1||2026-01-08 15:45:02|
3471|6400195|160|ED|01702618ML6X5|1||2026-01-28 23:25:02|
1614|6000069|160|ED|0438261C5MMA5|1||2026-01-07 20:03:00|
1647|6004627|240|PC||1||2026-01-30 19:58:02|
3471|6400012|160|IM|482023|1||2026-01-08 16:38:09|
3471|6400240|160|ED|0438261CHSLJ8|1||2026-01-26 09:17:02|
3471|6400252|160|ED|01702618FCBP3|1||2026-01-28 14:24:04|
3577|6300070|521|CR|158|1||2026-01-21 17:23:01|
3178|6000237|160|ED|0438261CE5QY6|1||2026-01-16 20:15:01|
1925|6000027|160|ED|0436250MVK6H4|1||2026-01-22 14:00:03|
1614|6000515|160|ED|01702618KBES6|1||2026-01-28 13:35:02|
3471|6400076|160|IM|482023|1||2026-01-08 16:37:03|
3178|6000972|160|ED|0436260NFNG28|1||2026-01-24 12:02:13|
1925|6100105|160|ED|0436250MVK7X6|2||2026-01-22 18:57:02|
3178|6000561|160|ED|0436260NF0XS1|1||2026-01-22 17:22:04|
3471|6400102|160|ED|0436260N9U1V3|1||2026-01-14 11:08:04|
1647|6004513|240|ED|0428260GT7FB7|1||2026-01-16 17:32:07|
3471|6400019|160|ED|0436260N8HOL1|1||2026-01-02 19:08:02|
1614|6000507|160|ED|01702618KAXI8|1||2026-01-28 13:34:02|
1925|6000049|160|ED|0436250MVK4P1|1||2026-01-22 14:05:05|
1925|6000051|160|ED|0438261CH2CN6|1||2026-01-22 14:05:05|
1925|6000110|160|ED|01702618Q1C25|1||2026-01-29 11:24:01|
3471|6400181|160|CR|241|1||2026-01-16 10:11:03|
1925|6100030|160|ED|01922616U5E88|1||2026-01-24 12:09:04|
3471|6400148|160|ED|0436250N88L13|1||2026-01-02 17:08:05|
1925|6000027|160|ED|0436250MVK776|1||2026-01-22 14:00:03|
3471|6400216|160|ED|0438261CE1RT7|1||2026-01-20 12:39:01|
1614|6000513|160|ED|0438261CJ2OQ5|1||2026-01-28 13:34:04|
3471|6400122|160|PD|5|1|1|2026-01-05 12:13:03|
3178|6000841|160|ED|0436260NEUD47|1||2026-01-22 13:43:05|
3471|6400178|160|ED|0436260NC8I34|1||2026-01-16 10:11:03|
3178|6000972|160|ED|0436260NFNFX3|1||2026-01-24 12:02:13|
3471|6400178|160|ED|0436260NC8G67|1||2026-01-16 10:11:03|
1614|6000085|160|ED|01922616PQAS2|1||2026-01-20 11:18:03|
1925|6000027|160|ED|01922616SAG14|1||2026-01-22 14:00:03|
3471|6400019|160|ED|0436260N8HPH6|1||2026-01-02 19:08:02|
1925|6100030|160|ED|0436250MZ8X26|1||2026-01-24 12:09:04|
3471|6400217|160|ED|0436260ND2TA4|1||2026-01-19 18:01:03|
3178|6000943|160|ED|0436260NFFBT4|1||2026-01-23 16:25:03|
3471|6400164|160|ED|017025183EX07|1||2026-01-05 12:38:08|
1925|6610024|160|ED|0436250MVK5E3|1||2026-01-22 11:29:02|
1925|6000116|160|ED|01922616XD4G1|1||2026-01-29 11:23:02|
1614|6000510|160|ED|01702618KCGY8|1||2026-01-28 13:34:06|
1614|6000509|160|ED|01702618KB0U5|1||2026-01-28 13:34:03|
3178|6000230|160|IM|482023|1||2026-01-16 08:31:01|
3471|6400178|160|PP|20239540|1||2026-01-16 10:11:03|
1925|6000033|160|ED|0438261CHQBK4|1||2026-01-22 13:59:03|
3471|6400102|160|ED|0436260N9U3D5|1||2026-01-14 11:08:04|
3471|6400178|160|ED|0436260NC8GB2|1||2026-01-16 10:11:03|
3471|6400029|160|ED|0436260N8EXM7|1||2026-01-02 16:54:02|
1647|6004560|240|ED|0428260GV8Y84|1||2026-01-23 16:17:10|
3471|6400047|160|ED|017025181V7S8|1||2026-01-07 16:06:03|
1925|6100030|160|ED|0436250MX2E05|1||2026-01-24 12:09:04|
1614|6000094|160|ED|0438261CF1ME4|1||2026-01-19 17:38:08|
1614|6000094|160|ED|01702618CAWA2|1||2026-01-19 17:38:08|
3178|6000231|160|SO|AA|1||2026-01-15 20:38:01|
3471|6400089|160|ED|0170251831KT4|1||2026-01-08 16:37:02|
3577|6300021|521|IM|482023|1||2026-01-05 19:02:01|
3471|6400249|160|ED|0436260NEVSU2|1||2026-01-28 14:24:02|
1925|6700024|160|ED|0428250GR60I5|2||2026-01-13 10:50:03|
3471|6400102|160|ED|0436260N9U4B7|1||2026-01-14 11:08:04|
1925|6100026|160|ED|0438261CH3BM2|1||2026-01-22 11:33:02|
1614|6000091|160|CR|40|1||2026-01-19 17:38:04|
3471|6400122|160|ED|01922516BF7A5|1||2026-01-05 12:13:03|
3471|6400008|160|ED|0170251827CI8|1||2026-01-08 15:45:04|
3178|6000239|160|ED|0436260ND5V82|1||2026-01-17 12:44:03|
3043|6600096|523|PC||1||2026-01-19 18:33:01|
1925|6000051|160|PP|20239540|1||2026-01-22 14:05:05|
1647|6004560|240|ED|0428260GUYAS8|1||2026-01-23 16:17:10|
1925|6100041|160|ED|0438261CJ3041|1||2026-01-24 12:36:03|
1925|6000043|160|IM|482023|1||2026-01-22 14:06:03|
1614|6001099|160|ED|0438261CJ2OQ5|2||2026-01-28 16:34:05|
3471|6400217|160|ED|0438261CE3TG8|1||2026-01-19 18:01:03|
3043|6600096|523|RC|1-13|1||2026-01-19 18:33:01|
1614|6000087|160|ED|0438261CF1ME4|1||2026-01-19 17:37:01|
1925|6100107|160|ED|0436250MVK7J5|2||2026-01-22 19:00:05|
3577|6300087|521|ED|0438261CFROW8|1||2026-01-20 13:29:02|
1647|6004560|240|IM|482023|1||2026-01-23 16:17:10|
1647|6004560|240|ED|0428260GUFAW7|1||2026-01-23 16:17:10|
3471|6400102|160|PP|20239540|1||2026-01-14 11:08:04|
3471|6400026|160|ED|017026185QER1|1||2026-01-02 17:51:03|
3471|6400029|160|ED|017025181ER01|1||2026-01-02 16:54:02|
3471|6400174|160|ED|0436260NC7VX4|1||2026-01-16 10:44:03|
1925|6100038|160|ED|0436250MX2DJ3|1||2026-01-24 13:04:01|
3471|6400185|160|ED|01702618IR7B8|1||2026-01-20 18:24:04|
1925|6100036|160|ED|0428250E9O9N6|1||2026-01-24 12:28:02|
3471|6400365|160|ED|0438261CMAOC7|1||2026-01-28 13:12:01|
3471|6400255|160|ED|0436260NF0I73|1||2026-01-28 14:24:04|
1925|6100037|160|ED|0438261CJ3041|1||2026-01-24 12:30:02|
3471|6400100|160|ED|0436260N9QNJ6|1||2026-01-15 09:26:01|
1925|6000044|160|CR|241|1||2026-01-22 14:06:01|
1925|6100107|160|ED|0438261CH3BM2|2||2026-01-22 19:00:05|
3471|6400088|160|CR|40|1||2026-01-08 15:45:02|
3178|6000841|160|ED|0438261CI4OT4|1||2026-01-22 13:43:05|
1925|6000043|160|ED|01702618JOLQ1|1||2026-01-22 14:06:03|
3178|6000536|160|PP|20239540|1||2026-01-15 16:40:07|
1614|6000516|160|SO|AA|1||2026-01-28 13:35:03|
3471|6400212|160|ED|017026189VJV8|1||2026-01-17 11:17:04|
3178|6000239|160|ED|0438261CE9081|1||2026-01-17 12:44:03|
3471|6400148|160|ED|0436250N88KB6|1||2026-01-02 17:08:05|
3471|6400185|160|ED|0438261CFA5N1|1||2026-01-20 18:24:04|
1925|6100036|160|CR|40|1||2026-01-24 12:28:02|
1925|6100036|160|PP|20239540|1||2026-01-24 12:28:02|
3178|6000314|160|CR|40|1||2026-01-15 18:27:04|
3471|6400014|160|ED|0436260NA3M01|1||2026-01-09 18:05:09|
3471|6400100|160|ED|0436260N9QSR2|1||2026-01-15 09:26:01|
3471|6400249|160|ED|0436260NEVJF3|1||2026-01-28 14:24:02|
1614|6000516|160|PP|20239540|1||2026-01-28 13:35:03|
3471|6400238|160|ED|0438261CHFSP1|1||2026-01-22 09:57:03|
3471|6400176|160|ED|0436260NC7Y24|1||2026-01-16 10:44:01|
1647|6004560|240|ED|0428260GUMMP7|1||2026-01-23 16:17:10|
3471|6400238|160|ED|01702618DED26|1||2026-01-22 09:57:03|
1925|6100107|160|ED|0436250MX2DJ3|2||2026-01-22 19:00:05|
3471|6400010|160|ED|0436260N9RS02|1||2026-01-08 11:27:03|
3471|6400100|160|ED|0438261C9ZRB5|1||2026-01-15 09:26:01|
