Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveCaso|IdentificadorCaso|ComplementoCaso|FechaPagoReal
1614|6000072|160|87089999|178|EN|X|NOM-050-SCFI-2004|2026-01-07 20:04:00|
3471|6400059|160|87082999|51|PS|XIX||2026-01-08 15:17:02|
3471|6400002|160|98020019|168|EC|1||2026-01-08 15:17:03|
3471|6400203|160|63079099|1|XP|T3|U|2026-01-09 12:45:04|
3178|6000972|160|87082999|4|PS|XIX||2026-01-24 12:02:13|
3471|6400098|160|87082999|65|PS|XIX||2026-01-15 09:13:02|
3178|6000148|160|39263002|58|PS|XIX||2026-01-08 17:08:02|
3471|6400209|160|87082999|54|PS|XIX||2026-01-17 11:17:02|
3471|6400213|160|83023091|15|PS|XIX||2026-01-20 16:17:03|
3178|6000148|160|84099199|101|EN|X|NOM-050-SCFI-2004|2026-01-08 17:08:02|
3178|6000232|160|87082999|46|PS|XIX||2026-01-15 22:15:01|
3471|6400242|160|82060001|6|EN|X|NOM-050-SCFI-2004|2026-01-22 15:02:02|
3471|6400079|160|39269099|3|EN|X|NOM-050-SCFI-2004|2026-01-08 16:17:05|
3471|6400014|160|98020019|191|EC|1||2026-01-09 18:05:09|
3471|6400052|160|98020019|114|EC|1||2026-01-08 10:23:02|
1614|6000072|160|87089999|100|EN|X|NOM-050-SCFI-2004|2026-01-07 20:04:00|
3178|6000146|160|39269099|167|XP|S1|U|2026-01-08 16:23:04|
1614|6000070|160|87088007|22|PS|XIX||2026-01-07 20:03:02|
3471|6400089|160|84798999|5|EN|U|NOM-024-SCFI-2013|2026-01-08 16:37:02|
3471|6400010|160|39269099|6|EN|U|NOM-002-CONAGUA-2021|2026-01-08 11:27:03|
1925|6100039|160|73269099|5|XP|T9|U|2026-01-24 12:36:03|
3471|6400098|160|87082999|61|PS|XIX||2026-01-15 09:13:02|
3178|6000154|160|98020019|20|EC|1||2026-01-09 12:32:04|
3471|6400176|160|39263002|2|EN|U|NOM-050-SCFI-2004|2026-01-16 10:44:01|
3471|6400182|160|39263002|2|PS|XIX||2026-01-16 11:23:05|
3471|6400079|160|87082999|23|PS|XIX||2026-01-08 16:17:05|
1905|6006286|160|98020019|22|EC|1||2026-01-15 18:02:18|
3471|6400242|160|87082999|30|PS|XIX||2026-01-22 15:02:02|
3471|6400053|160|73269099|6|XP|T1|U|2026-01-08 10:23:01|
3471|6400002|160|98020019|160|EC|1||2026-01-08 15:17:03|
3178|6000154|160|39269099|166|XP|S3|U|2026-01-09 12:32:04|
3178|6000146|160|39269099|194|XP|S1|U|2026-01-08 16:23:04|
3471|6400052|160|98020019|178|EC|1||2026-01-08 10:23:02|
3178|6000156|160|87082999|27|PS|XIX||2026-01-08 18:45:03|
3471|6400016|160|87082999|44|PS|XIX||2026-01-08 11:16:04|
3471|6400012|160|87082999|78|PS|XIX||2026-01-08 16:38:09|
1925|6100040|160|85071099|74|EN|X|NOM-024-SCFI-2013|2026-01-24 12:58:04|
3471|6400178|160|87089999|90|EN|X|NOM-050-SCFI-2004|2026-01-16 10:11:03|
1614|6000072|160|39269099|356|EN|X|NOM-050-SCFI-2004|2026-01-07 20:04:00|
3471|6400176|160|87082999|48|PS|XIX||2026-01-16 10:44:01|
3178|6000539|160|87088007|33|PS|XIX||2026-01-16 17:25:05|
3178|6000148|160|98020019|48|EC|1||2026-01-08 17:08:02|
3178|6000238|160|73269099|3|XP|T3|U|2026-01-15 18:27:05|
1925|6100038|160|83023091|141|PS|XIX||2026-01-24 13:04:01|
3471|6400016|160|87082999|17|PS|XIX||2026-01-08 11:16:04|
3471|6400014|160|39235001|5|PS|XIX||2026-01-09 18:05:09|
3471|6400083|160|87088007|49|PS|XIX||2026-01-08 17:14:05|
3471|6400072|160|87089999|68|EN|X|NOM-050-SCFI-2004|2026-01-09 18:35:07|
3471|6400069|160|98020019|23|EC|1||2026-01-09 11:58:02|
3471|6400010|160|85071099|27|PS|XIX||2026-01-08 11:27:03|
3471|6400087|160|85365099|49|EN|X|NOM-024-SCFI-2013|2026-01-08 15:45:02|
3471|6400061|160|98020019|149|EC|1||2026-01-09 16:01:03|
1925|6100108|160|73269099|1|XP|T9|U|2026-01-22 19:01:03|
3471|6400100|160|98020019|170|EC|1||2026-01-15 09:26:01|
3178|6000148|160|85365099|146|EN|X|NOM-003-SCFI-2014|2026-01-08 17:08:02|
3178|6000535|160|70091099|99|EN|U|NOM-024-SCFI-2013|2026-01-19 13:00:04|
3471|6400217|160|87089203|107|EN|X|NOM-050-SCFI-2004|2026-01-19 18:01:03|
3471|6400010|160|39269099|5|XP|A1|U|2026-01-08 11:27:03|
3471|6400178|160|87082999|75|PS|XIX||2026-01-16 10:11:03|
1925|6100040|160|98020019|80|EC|1||2026-01-24 12:58:04|
3471|6400014|160|87082999|81|PS|XIX||2026-01-09 18:05:09|
3471|6400016|160|87082201|3|PS|XIX||2026-01-08 11:16:04|
3471|6400048|160|98020019|119|EC|1||2026-01-07 14:59:03|
3471|6400061|160|98020019|139|EC|1||2026-01-09 16:01:03|
3471|6400052|160|85443099|55|EN|X|NOM-024-SCFI-2013|2026-01-08 10:23:02|
3471|6400077|160|39269099|16|EN|U|NOM-002-CONAGUA-2021|2026-01-08 16:17:04|
3471|6400016|160|87082999|61|PS|XIX||2026-01-08 11:16:04|
3178|6000146|160|98020019|173|EC|1||2026-01-08 16:23:04|
1925|6100038|160|85044099|183|PS|XIX||2026-01-24 13:04:01|
3178|6000539|160|39269099|68|EN|U|NOM-002-CONAGUA-2021|2026-01-16 17:25:05|
3178|6000155|160|73269099|5|XP|T3|U|2026-01-08 16:36:04|
3178|6000230|160|98020019|119|EC|1||2026-01-16 08:31:01|
3471|6400217|160|85444299|65|PS|XIX||2026-01-19 18:01:03|
3178|6000148|160|98020019|6|EC|1||2026-01-08 17:08:02|
3471|6400178|160|87087099|78|EN|ENOM|NOM-086-SCFI-2018|2026-01-16 10:11:03|
1925|6100028|160|39269029|125|EN|X|NOM-050-SCFI-2004|2026-01-22 17:03:05|
3471|6400079|160|70091099|8|EN|X|NOM-050-SCFI-2004|2026-01-08 16:17:05|
3471|6400046|160|87087099|70|EN|U|NOM-086-1-SCFI-2020|2026-01-07 16:06:03|
3471|6400077|160|87082999|67|PS|XIX||2026-01-08 16:17:04|
3178|6000148|160|70091099|70|EN|X|NOM-050-SCFI-2004|2026-01-08 17:08:02|
3471|6400014|160|87082999|68|PS|XIX||2026-01-09 18:05:09|
3471|6400063|160|87089999|115|EN|X|NOM-050-SCFI-2004|2026-01-08 18:20:10|
3178|6000155|160|73269099|14|XP|T1|U|2026-01-08 16:36:04|
3471|6400013|160|73269099|2|XP|T3|U|2026-01-08 16:38:09|
1925|6100038|160|87082201|24|PS|XIX||2026-01-24 13:04:01|
3471|6400100|160|85071099|51|PS|XIX||2026-01-15 09:26:01|
3178|6000154|160|98020019|5|EC|1||2026-01-09 12:32:04|
3178|6000237|160|39269099|50|XP|S3|U|2026-01-16 20:15:01|
3471|6400178|160|39269099|2|XP|S3|U|2026-01-16 10:11:03|
3471|6400079|160|87082999|63|PS|XIX||2026-01-08 16:17:05|
3471|6400178|160|85365099|40|EN|U|NOM-003-SCFI-2014|2026-01-16 10:11:03|
3471|6400242|160|87088007|79|PS|XIX||2026-01-22 15:02:02|
3471|6400006|160|87082999|29|PS|XIX||2026-01-08 14:49:01|
3471|6400068|160|73269099|3|XP|T3|U|2026-01-09 11:57:01|
3471|6400014|160|87082999|78|PS|XIX||2026-01-09 18:05:09|
3471|6400079|160|87082101|18|EN|X|NOM-119-SCFI-2000|2026-01-08 16:17:05|
3471|6400061|160|98020019|134|EC|1||2026-01-09 16:01:03|
3178|6000148|160|87089999|165|EN|X|NOM-050-SCFI-2004|2026-01-08 17:08:02|
3471|6400016|160|87082999|34|PS|XIX||2026-01-08 11:16:04|
3471|6400083|160|39269099|4|XP|S3|U|2026-01-08 17:14:05|
1925|6100022|160|87082999|11|PS|XIX||2026-01-22 16:58:03|
3471|6400096|160|87082999|28|PS|XIX||2026-01-15 09:00:04|
3471|6400072|160|87082999|12|PS|XIX||2026-01-09 18:35:07|
3178|6000236|160|85365099|43|EN|U|NOM-003-SCFI-2014|2026-01-16 19:17:03|
3178|6000239|160|87088007|29|PS|XIX||2026-01-17 12:44:03|
1614|6000072|160|98020019|136|EC|1||2026-01-07 20:04:00|
3471|6400100|160|39235001|7|PS|XIX||2026-01-15 09:26:01|
3178|6000954|160|39269099|56|EN|X|NOM-050-SCFI-2004|2026-01-24 13:42:01|
1614|6000074|160|98020019|5|EC|1||2026-01-08 10:05:04|
3471|6400002|160|98020019|171|EC|1||2026-01-08 15:17:03|
3178|6000148|160|85071099|16|EN|X|NOM-024-SCFI-2013|2026-01-08 17:08:02|
3471|6400061|160|98020019|191|EC|1||2026-01-09 16:01:03|
3471|6400052|160|87088099|92|PS|XIX||2026-01-08 10:23:02|
3178|6000148|160|98020019|13|EC|1||2026-01-08 17:08:02|
3471|6400080|160|73269099|2|XP|T9|U|2026-01-08 16:17:05|
3471|6400010|160|39269099|7|XP|S1|U|2026-01-08 11:27:03|
3178|6000871|160|98020019|49|EC|1||2026-01-22 14:02:03|
3178|6000314|160|73269099|2|XP|T1|U|2026-01-15 18:27:04|
1614|6000074|160|87082999|44|PS|XIX||2026-01-08 10:05:04|
3471|6400180|160|87082999|70|PS|XIX||2026-01-16 10:11:02|
3471|6400174|160|87082999|63|PS|XIX||2026-01-16 10:44:03|
1614|6000074|160|87089999|166|EN|X|NOM-050-SCFI-2004|2026-01-08 10:05:04|
3471|6400100|160|98020019|196|EC|1||2026-01-15 09:26:01|
3178|6000954|160|98020019|250|EC|1||2026-01-24 13:42:01|
3471|6400077|160|39269099|11|EN|X|NOM-050-SCFI-2004|2026-01-08 16:17:04|
3471|6400078|160|73269099|3|XP|T1|U|2026-01-08 16:17:04|
3471|6400012|160|87082999|81|PS|XIX||2026-01-08 16:38:09|
3471|6400002|160|39269099|12|EN|X|NOM-050-SCFI-2004|2026-01-08 15:17:03|
3471|6400002|160|87082999|70|PS|XIX||2026-01-08 15:17:03|
3471|6400063|160|85371004|45|PS|XIX||2026-01-08 18:20:10|
3471|6400002|160|39269099|18|EN|U|NOM-002-CONAGUA-2021|2026-01-08 15:17:03|
3471|6400078|160|63079099|1|EN|ENOM|NOM-004-SE-2021|2026-01-08 16:17:04|
3178|6000954|160|83023091|134|PS|XIX||2026-01-24 13:42:01|
3178|6000240|160|73269099|5|XP|T3|U|2026-01-15 18:27:05|
3471|6400063|160|85365099|43|EN|U|NOM-003-SCFI-2014|2026-01-08 18:20:10|
3471|6400212|160|73269099|2|XP|T1|U|2026-01-17 11:17:04|
1614|6000090|160|85269299|121|PS|XIX||2026-01-19 17:38:06|
3471|6400063|160|85071099|38|PS|XIX||2026-01-08 18:20:10|
3471|6400178|160|73181504|22|EN|X|NOM-050-SCFI-2004|2026-01-16 10:11:03|
3178|6000561|160|87089999|75|EN|X|NOM-050-SCFI-2004|2026-01-22 17:22:04|
1614|6000070|160|39269099|14|XP|S3|U|2026-01-07 20:03:02|
1614|6000074|160|87082999|77|PS|XIX||2026-01-08 10:05:04|
3178|6000148|160|87088007|33|EN|X|NOM-050-SCFI-2004|2026-01-08 17:08:02|
3471|6400014|160|87089999|164|EN|X|NOM-050-SCFI-2004|2026-01-09 18:05:09|
3471|6400002|160|87089999|110|EN|X|NOM-050-SCFI-2004|2026-01-08 15:17:03|
3471|6400052|160|85071099|41|PS|XIX||2026-01-08 10:23:02|
3471|6400063|160|87089999|110|EN|X|NOM-050-SCFI-2004|2026-01-08 18:20:10|
3178|6000146|160|39263002|49|PS|XIX||2026-01-08 16:23:04|
3178|6000954|160|98020019|300|EC|1||2026-01-24 13:42:01|
3471|6400101|160|73269099|3|XP|T1|U|2026-01-15 09:13:03|
3178|6000154|160|87088099|87|PS|XIX||2026-01-09 12:32:04|
3471|6400178|160|73181504|20|EN|X|NOM-050-SCFI-2004|2026-01-16 10:11:03|
3178|6000230|160|98020019|104|EC|1||2026-01-16 08:31:01|
3178|6000156|160|87089999|5|EN|X|NOM-050-SCFI-2004|2026-01-08 18:45:03|
3471|6400178|160|85044099|35|EN|X|NOM-024-SCFI-2013|2026-01-16 10:11:03|
1925|6000047|160|84152001|81|EN|X|NOM-050-SCFI-2004|2026-01-22 14:05:04|
3471|6400010|160|70091099|19|PS|XIX||2026-01-08 11:27:03|
3178|6000156|160|87082999|21|PS|XIX||2026-01-08 18:45:03|
3178|6000148|160|87082999|153|PS|XIX||2026-01-08 17:08:02|
3471|6400067|160|70091099|16|EN|U|NOM-024-SCFI-2013|2026-01-09 09:45:04|
3471|6400068|160|73269099|5|XP|T1|U|2026-01-09 11:57:01|
3471|6400052|160|87082101|61|EN|X|NOM-119-SCFI-2000|2026-01-08 10:23:02|
3471|6400087|160|87082999|69|PS|XIX||2026-01-08 15:45:02|
3178|6000146|160|85182202|151|EN|X|NOM-024-SCFI-2013|2026-01-08 16:23:04|
3178|6000954|160|98020019|205|EC|1||2026-01-24 13:42:01|
3471|6400094|160|39269099|8|XP|A1|U|2026-01-15 08:44:02|
3471|6400082|160|56090002|1|EN|ENOM|NOM-004-SE-2021|2026-01-08 15:45:03|
3178|6000539|160|87082999|86|PS|XIX||2026-01-16 17:25:05|
1614|6000090|160|87089999|168|EN|X|NOM-050-SCFI-2004|2026-01-19 17:38:06|
3471|6400014|160|87089203|146|EN|X|NOM-050-SCFI-2004|2026-01-09 18:05:09|
3178|6000236|160|87082999|85|PS|XIX||2026-01-16 19:17:03|
3471|6400238|160|87082999|32|PS|XIX||2026-01-22 09:57:03|
3178|6000146|160|87082999|104|PS|XIX||2026-01-08 16:23:04|
3471|6400050|160|85044099|34|EN|ENOM|NOM-058-SCFI-2017|2026-01-07 17:58:03|
3471|6400059|160|87082999|49|PS|XIX||2026-01-08 15:17:02|
3471|6400087|160|87082999|65|PS|XIX||2026-01-08 15:45:02|
3178|6000154|160|98020019|111|EC|1||2026-01-09 12:32:04|
3471|6400059|160|39235001|3|PS|XIX||2026-01-08 15:17:02|
3471|6400082|160|73269099|7|XP|T1|U|2026-01-08 15:45:03|
3471|6400052|160|39269099|12|EN|U|NOM-002-CONAGUA-2021|2026-01-08 10:23:02|
1925|6100109|160|87082999|162|PS|XIX||2026-01-22 19:03:01|
3471|6400182|160|39263002|2|EN|U|NOM-050-SCFI-2004|2026-01-16 11:23:05|
3178|6000154|160|98020019|37|EC|1||2026-01-09 12:32:04|
1614|6000084|160|87089999|59|EN|X|NOM-050-SCFI-2004|2026-01-20 11:18:03|
3471|6400174|160|87082999|69|PS|XIX||2026-01-16 10:44:03|
3471|6400016|160|87082999|28|PS|XIX||2026-01-08 11:16:04|
3178|6000539|160|87089999|47|EN|X|NOM-050-SCFI-2004|2026-01-16 17:25:05|
3178|6000561|160|87088007|20|PS|XIX||2026-01-22 17:22:04|
1614|6000074|160|87082201|65|PS|XIX||2026-01-08 10:05:04|
3471|6400203|160|85044099|2|PS|XIX||2026-01-09 12:45:04|
3471|6400083|160|98020019|90|EC|1||2026-01-08 17:14:05|
3471|6400014|160|98020019|215|EC|1||2026-01-09 18:05:09|
3471|6400014|160|87089999|178|EN|X|NOM-050-SCFI-2004|2026-01-09 18:05:09|
3471|6400083|160|83082001|9|EN|X|NOM-050-SCFI-2004|2026-01-08 17:14:05|
3178|6000154|160|98020019|22|EC|1||2026-01-09 12:32:04|
3471|6400085|160|98020019|62|EC|1||2026-01-08 17:14:07|
3178|6000561|160|85044099|262|PS|XIX||2026-01-22 17:22:04|
3471|6400098|160|87082999|34|PS|XIX||2026-01-15 09:13:02|
3178|6000152|160|87082999|66|PS|XIX||2026-01-08 18:28:08|
1614|6000090|160|39269099|183|XP|S1|U|2026-01-19 17:38:06|
1614|6000091|160|73269099|7|XP|T1|U|2026-01-19 17:38:04|
1614|6000072|160|39269099|58|EN|X|NOM-002-CONAGUA-2021|2026-01-07 20:04:00|
3178|6000234|160|84152001|52|PS|XIX||2026-01-15 22:14:01|
3178|6000909|160|87083099|40|EN|X|NOM-050-SCFI-2004|2026-01-23 18:25:01|
3178|6000156|160|87089999|4|EN|X|NOM-050-SCFI-2004|2026-01-08 18:45:03|
3471|6400062|160|73269099|5|XP|T1|U|2026-01-09 16:01:02|
3471|6400013|160|73269099|2|XP|T1|U|2026-01-08 16:38:09|
3471|6400010|160|87082999|45|PS|XIX||2026-01-08 11:27:03|
3471|6400010|160|39263002|3|EN|U|NOM-050-SCFI-2004|2026-01-08 11:27:03|
3471|6400015|160|73269099|6|XP|T3|U|2026-01-09 18:05:07|
3471|6400087|160|85444299|56|PS|XIX||2026-01-08 15:45:02|
3471|6400081|160|87082999|55|PS|XIX||2026-01-08 15:44:02|
3471|6400242|160|87082999|53|PS|XIX||2026-01-22 15:02:02|
3471|6400174|160|39269099|11|XP|A1|U|2026-01-16 10:44:03|
3471|6400048|160|87082999|62|PS|XIX||2026-01-07 14:59:03|
1614|6000094|160|87082999|193|PS|XIX||2026-01-19 17:38:08|
1614|6000094|160|87082999|81|PS|XIX||2026-01-19 17:38:08|
3471|6400065|160|98020019|200|EC|1||2026-01-08 17:13:05|
3178|6000236|160|85365099|45|EN|U|NOM-003-SCFI-2014|2026-01-16 19:17:03|
3178|6000944|160|73269099|3|XP|T3|U|2026-01-23 16:25:03|
3471|6400078|160|63079099|1|XP|T1|U|2026-01-08 16:17:04|
3471|6400016|160|87082999|19|PS|XIX||2026-01-08 11:16:04|
3471|6400063|160|39269099|5|XP|S3|U|2026-01-08 18:20:10|
3471|6400082|160|73269099|8|XP|T9|U|2026-01-08 15:45:03|
3471|6400016|160|87082999|13|PS|XIX||2026-01-08 11:16:04|
3471|6400083|160|98020019|83|EC|1||2026-01-08 17:14:05|
1614|6000074|160|85365099|102|EN|X|NOM-024-SCFI-2013|2026-01-08 10:05:04|
3178|6000149|160|73269099|7|XP|T9|U|2026-01-08 17:32:04|
3178|6000954|160|98020019|215|EC|1||2026-01-24 13:42:01|
3471|6400174|160|98020019|211|EC|1||2026-01-16 10:44:03|
3471|6400008|160|98020019|98|EC|1||2026-01-08 15:45:04|
3471|6400217|160|39269099|17|XP|S1|U|2026-01-19 18:01:03|
3178|6000535|160|83100099|87|PS|XIX||2026-01-19 13:00:04|
3471|6400048|160|39263002|1|PS|XIX||2026-01-07 14:59:03|
3471|6400174|160|87082999|114|PS|XIX||2026-01-16 10:44:03|
3471|6400238|160|87089999|64|EN|X|NOM-050-SCFI-2004|2026-01-22 09:57:03|
3471|6400052|160|39263002|5|PS|XIX||2026-01-08 10:23:02|
3471|6400050|160|87089999|87|EN|X|NOM-050-SCFI-2004|2026-01-07 17:58:03|
3471|6400083|160|87088099|52|PS|XIX||2026-01-08 17:14:05|
3471|6400085|160|87082999|51|PS|XIX||2026-01-08 17:14:07|
3471|6400010|160|87088007|67|EN|X|NOM-050-SCFI-2004|2026-01-08 11:27:03|
3471|6400060|160|73269099|2|XP|T3|U|2026-01-08 15:16:01|
3178|6000146|160|39269099|168|EN|X|NOM-050-SCFI-2004|2026-01-08 16:23:04|
3471|6400085|160|87082999|21|PS|XIX||2026-01-08 17:14:07|
1925|6100030|160|87082999|60|PS|XIX||2026-01-24 12:09:04|
3471|6400182|160|87082999|51|PS|XIX||2026-01-16 11:23:05|
3471|6400079|160|87082999|39|PS|XIX||2026-01-08 16:17:05|
3471|6400217|160|87082999|84|PS|XIX||2026-01-19 18:01:03|
3471|6400209|160|87082999|23|PS|XIX||2026-01-17 11:17:02|
3178|6000154|160|85044099|97|EN|X|NOM-024-SCFI-2013|2026-01-09 12:32:04|
3471|6400174|160|87082999|102|PS|XIX||2026-01-16 10:44:03|
3178|6000847|160|87089999|136|EN|X|NOM-050-SCFI-2004|2026-01-24 12:17:03|
3471|6400066|160|73269099|6|XP|T9|U|2026-01-08 17:14:05|
3471|6400002|160|85365099|50|EN|X|NOM-024-SCFI-2013|2026-01-08 15:17:03|
3471|6400085|160|87082201|7|PS|XIX||2026-01-08 17:14:07|
3471|6400082|160|73269099|7|XP|T9|U|2026-01-08 15:45:03|
3471|6400070|160|73269099|2|XP|T3|U|2026-01-09 09:46:02|
3178|6000146|160|83023091|223|PS|XIX||2026-01-08 16:23:04|
3471|6400002|160|70091099|33|EN|U|NOM-024-SCFI-2013|2026-01-08 15:17:03|
3471|6400077|160|87087006|75|PS|XIX||2026-01-08 16:17:04|
1925|6100036|160|87082999|24|PS|XIX||2026-01-24 12:28:02|
3178|6000232|160|87082999|29|PS|XIX||2026-01-15 22:15:01|
3471|6400050|160|98020019|110|EC|1||2026-01-07 17:58:03|
1614|6000090|160|39263002|35|EN|X|NOM-050-SCFI-2004|2026-01-19 17:38:06|
3471|6400217|160|39269099|17|EN|X|NOM-050-SCFI-2004|2026-01-19 18:01:03|
3471|6400014|160|87082999|79|PS|XIX||2026-01-09 18:05:09|
3471|6400102|160|39269099|13|EN|U|NOM-002-CONAGUA-2021|2026-01-14 11:08:04|
1925|6100038|160|87082999|40|PS|XIX||2026-01-24 13:04:01|
3471|6400014|160|98020019|294|EC|1||2026-01-09 18:05:09|
3471|6400002|160|98020019|177|EC|1||2026-01-08 15:17:03|
3471|6400065|160|87082999|46|PS|XIX||2026-01-08 17:13:05|
3178|6000154|160|87089999|3|EN|X|NOM-050-SCFI-2004|2026-01-09 12:32:04|
1614|6000074|160|87082201|123|PS|XIX||2026-01-08 10:05:04|
3471|6400014|160|87082999|90|PS|XIX||2026-01-09 18:05:09|
3471|6400063|160|87089999|108|EN|X|NOM-050-SCFI-2004|2026-01-08 18:20:10|
3178|6000146|160|87082999|46|PS|XIX||2026-01-08 16:23:04|
3471|6400244|160|87082999|30|PS|XIX||2026-01-22 15:23:02|
3471|6400102|160|85269299|45|EN|U|NOM-024-SCFI-2013|2026-01-14 11:08:04|
3471|6400012|160|39269099|15|XP|S3|U|2026-01-08 16:38:09|
3178|6000236|160|98020019|27|EC|1||2026-01-16 19:17:03|
3471|6400209|160|87082999|42|PS|XIX||2026-01-17 11:17:02|
3471|6400004|160|87082999|32|PS|XIX||2026-01-08 11:02:04|
3471|6400176|160|87082999|71|PS|XIX||2026-01-16 10:44:01|
3471|6400236|160|98020019|62|EC|1||2026-01-22 15:02:01|
1614|6000074|160|87082999|171|PS|XIX||2026-01-08 10:05:04|
3471|6400064|160|73269099|6|XP|T9|U|2026-01-08 18:20:10|
3471|6400059|160|87089412|93|EN|X|NOM-050-SCFI-2004|2026-01-08 15:17:02|
3178|6000154|160|39269099|166|XP|A1|U|2026-01-09 12:32:04|
3178|6000154|160|84253101|95|PS|XIX||2026-01-09 12:32:04|
3471|6400059|160|98020019|114|EC|1||2026-01-08 15:17:02|
1925|6100038|160|87089999|3|EN|X|NOM-050-SCFI-2004|2026-01-24 13:04:01|
3178|6000154|160|98020019|42|EC|1||2026-01-09 12:32:04|
1925|6000029|160|87082101|64|EN|X|NOM-119-SCFI-2000|2026-01-22 14:00:07|
3471|6400182|160|85122002|19|EN|X|NOM-024-SCFI-2013|2026-01-16 11:23:05|
3471|6400050|160|87088007|76|PS|XIX||2026-01-07 17:58:03|
3178|6000239|160|85365099|161|EN|X|NOM-024-SCFI-2013|2026-01-17 12:44:03|
3471|6400207|160|87082999|41|PS|XIX||2026-01-17 11:39:02|
3471|6400061|160|85365099|38|EN|U|NOM-003-SCFI-2014|2026-01-09 16:01:03|
3178|6000237|160|87082999|27|PS|XIX||2026-01-16 20:15:01|
3178|6000847|160|85044099|45|EN|X|NOM-024-SCFI-2013|2026-01-24 12:17:03|
3471|6400077|160|87082999|53|PS|XIX||2026-01-08 16:17:04|
1925|6100022|160|98020019|22|EC|1||2026-01-22 16:58:03|
3471|6400059|160|98020019|122|EC|1||2026-01-08 15:17:02|
3471|6400063|160|98020019|140|EC|1||2026-01-08 18:20:10|
3471|6400083|160|98020019|104|EC|1||2026-01-08 17:14:05|
3471|6400002|160|87088007|87|PS|XIX||2026-01-08 15:17:03|
1925|6100038|160|87082999|10|PS|XIX||2026-01-24 13:04:01|
3471|6400008|160|39269099|14|XP|S3|U|2026-01-08 15:45:04|
1925|6000029|160|98020019|214|EC|1||2026-01-22 14:00:07|
3471|6400182|160|87088007|71|PS|XIX||2026-01-16 11:23:05|
3178|6000154|160|87082999|78|PS|XIX||2026-01-09 12:32:04|
3178|6000237|160|85182202|68|EN|X|NOM-032-ENER-2013|2026-01-16 20:15:01|
3178|6000539|160|84213199|4|PS|XIX||2026-01-16 17:25:05|
3471|6400012|160|98020019|126|EC|1||2026-01-08 16:38:09|
3178|6000232|160|87082999|67|PS|XIX||2026-01-15 22:15:01|
1925|6100028|160|98020019|12|EC|1||2026-01-22 17:03:05|
3471|6400077|160|85365099|34|EN|U|NOM-003-SCFI-2014|2026-01-08 16:17:04|
3471|6400253|160|87082999|61|PS|XIX||2026-01-22 17:27:05|
3471|6400083|160|85365099|18|EN|U|NOM-003-SCFI-2014|2026-01-08 17:14:05|
3471|6400061|160|98020019|151|EC|1||2026-01-09 16:01:03|
3471|6400083|160|98020019|81|EC|1||2026-01-08 17:14:05|
3471|6400083|160|98020019|110|EC|1||2026-01-08 17:14:05|
1925|6100040|160|98020019|159|EC|1||2026-01-24 12:58:04|
3471|6400077|160|39269099|10|EN|X|NOM-050-SCFI-2004|2026-01-08 16:17:04|
1925|6000031|160|87089999|3|EN|X|NOM-050-SCFI-2004|2026-01-22 13:59:04|
3178|6000539|160|87082101|65|EN|X|NOM-119-SCFI-2000|2026-01-16 17:25:05|
3471|6400053|160|73269099|7|XP|T1|U|2026-01-08 10:23:01|
3471|6400178|160|39269099|3|XP|S3|U|2026-01-16 10:11:03|
3471|6400174|160|87082999|83|PS|XIX||2026-01-16 10:44:03|
3471|6400012|160|39269099|14|XP|S1|U|2026-01-08 16:38:09|
3471|6400094|160|39269099|12|EN|U|NOM-002-CONAGUA-2021|2026-01-15 08:44:02|
1925|6000051|160|39269099|142|XP|S3|U|2026-01-22 14:05:05|
3471|6400008|160|87082999|57|PS|XIX||2026-01-08 15:45:04|
1925|6000027|160|98020019|153|EC|1||2026-01-22 14:00:03|
3471|6400072|160|87082999|1|PS|XIX||2026-01-09 18:35:07|
3471|6400014|160|85365099|47|EN|X|NOM-024-SCFI-2013|2026-01-09 18:05:09|
3471|6400014|160|98020019|233|EC|1||2026-01-09 18:05:09|
3471|6400059|160|87082999|56|PS|XIX||2026-01-08 15:17:02|
3178|6000847|160|83023091|62|PS|XIX||2026-01-24 12:17:03|
3471|6400077|160|87082999|69|PS|XIX||2026-01-08 16:17:04|
1614|6000511|160|73269099|3|XP|T9|U|2026-01-23 19:24:02|
3471|6400094|160|87083099|50|EN|U|NOM-050-SCFI-2004|2026-01-15 08:44:02|
3471|6400078|160|73269099|2|XP|T3|U|2026-01-08 16:17:04|
1614|6000094|160|87082999|42|PS|XIX||2026-01-19 17:38:08|
3471|6400174|160|98020019|224|EC|1||2026-01-16 10:44:03|
3178|6000146|160|84833004|246|EN|X|NOM-050-SCFI-2004|2026-01-08 16:23:04|
3577|6300039|521|98020019|30|EC|1||2026-01-15 13:54:01|
1925|6000045|160|87082999|67|PS|XIX||2026-01-22 14:06:03|
3471|6400077|160|87082999|73|PS|XIX||2026-01-08 16:17:04|
3577|6300042|521|39263002|3|EN|X|NOM-050-SCFI-2004|2026-01-23 16:53:01|
3471|6400052|160|98020019|121|EC|1||2026-01-08 10:23:02|
3471|6400012|160|85291009|48|EN|X|NOM-024-SCFI-2013|2026-01-08 16:38:09|
3471|6400012|160|85044099|45|PS|XIX||2026-01-08 16:38:09|
3471|6400083|160|39269099|4|EN|X|NOM-050-SCFI-2004|2026-01-08 17:14:05|
