Patente|Pedimento|SeccionAduanera|Fraccion|SecuenciaFraccion|ClaveCaso|IdentificadorCaso|ComplementoCaso|FechaPagoReal
3471|6400180|160|87082999|78|PS|XIX||2026-01-16 10:11:02|
1614|6000082|160|98020019|73|EC|1||2026-01-20 11:18:02|
3178|6000230|160|98020019|3|EC|1||2026-01-16 08:31:01|
1925|6100039|160|63079099|2|EN|X|NOM-004-SE-2021|2026-01-24 12:36:03|
3471|6400240|160|39269099|14|XP|S3|U|2026-01-26 09:17:02|
3471|6400100|160|82060001|38|EN|X|NOM-050-SCFI-2004|2026-01-15 09:26:01|
3471|6400217|160|98020019|206|EC|1||2026-01-19 18:01:03|
3471|6400103|160|73181599|1|EN|ENOM|NOM-050-SCFI-2004|2026-01-14 11:40:04|
3471|6400247|160|98020019|18|EC|1||2026-01-26 11:44:04|
3471|6400215|160|98020019|172|EC|1||2026-01-20 12:39:02|
1614|6000089|160|63079099|1|XP|T1|U|2026-01-19 17:38:04|
3471|6400185|160|87084099|68|PS|XIX||2026-01-20 18:24:04|
3471|6400216|160|73269099|8|XP|T9|U|2026-01-20 12:39:01|
1614|6000078|160|87082999|23|PS|XIX||2026-01-20 11:17:04|
1614|6000082|160|85365099|35|EN|X|NOM-003-SCFI-2014|2026-01-20 11:18:02|
1925|6100034|160|85129007|32|EN|X|NOM-050-SCFI-2004|2026-01-24 12:24:04|
3471|6400100|160|87082999|84|PS|XIX||2026-01-15 09:26:01|
1614|6000088|160|85044099|55|PS|XIX||2026-01-19 17:37:05|
3471|6400094|160|87087099|51|EN|U|NOM-086-1-SCFI-2020|2026-01-15 08:44:02|
3471|6400240|160|98020019|109|EC|1||2026-01-26 09:17:02|
3471|6400240|160|98020019|169|EC|1||2026-01-26 09:17:02|
3471|6400100|160|98020019|185|EC|1||2026-01-15 09:26:01|
1614|6000087|160|73269099|10|XP|T3|U|2026-01-19 17:37:01|
3178|6000230|160|85182202|87|EN|X|NOM-001-SCFI-2018|2026-01-16 08:31:01|
1925|6100034|160|87088099|96|PS|XIX||2026-01-24 12:24:04|
1614|6000086|160|98020019|96|EC|1||2026-01-20 11:18:04|
3043|6000115|523|73269099|1|TL|USA||2026-01-21 12:11:01|
3471|6400215|160|98020019|195|EC|1||2026-01-20 12:39:02|
3178|6000535|160|85129007|14|EN|X|NOM-024-SCFI-2013|2026-01-19 13:00:04|
1614|6000076|160|87082999|8|PS|XIX||2026-01-20 11:17:03|
1614|6000082|160|87082999|104|PS|XIX||2026-01-20 11:18:02|
1925|6100040|160|98020019|169|EC|1||2026-01-24 12:58:04|
3471|6400100|160|84253101|43|PS|XIX||2026-01-15 09:26:01|
3471|6400219|160|87089999|20|EN|X|NOM-050-SCFI-2004|2026-01-20 12:40:05|
3471|6400099|160|73269099|1|XP|T1|U|2026-01-15 09:13:01|
3471|6400240|160|98020019|162|EC|1||2026-01-26 09:17:02|
1925|6100030|160|87088099|13|PS|XIX||2026-01-24 12:09:04|
3178|6000230|160|98020019|76|EC|1||2026-01-16 08:31:01|
1614|6000078|160|85365099|55|EN|X|NOM-024-SCFI-2013|2026-01-20 11:17:04|
3178|6000235|160|73269099|2|XP|T1|U|2026-01-15 20:38:02|
3471|6400247|160|98020019|40|EC|1||2026-01-26 11:44:04|
3471|6400124|160|73269099|22|XP|T9|U|2026-01-19 15:06:02|
1614|6000082|160|39191001|128|EN|X|NOM-050-SCFI-2004|2026-01-20 11:18:02|
3471|6400215|160|98020019|178|EC|1||2026-01-20 12:39:02|
1614|6000088|160|98020019|169|EC|1||2026-01-19 17:37:05|
1614|6000087|160|73269099|4|XP|T3|U|2026-01-19 17:37:01|
1614|6000084|160|84152001|105|PS|XIX||2026-01-20 11:18:03|
3178|6000954|160|98020019|175|EC|1||2026-01-24 13:42:01|
1905|6006286|160|98020019|23|PS|XIX||2026-01-15 18:02:18|
3471|6400185|160|87084099|82|PS|XIX||2026-01-20 18:24:04|
3471|6400100|160|98020019|174|EC|1||2026-01-15 09:26:01|
3471|6400247|160|73181504|6|EN|X|NOM-050-SCFI-2004|2026-01-26 11:44:04|
3471|6400247|160|98020019|35|EC|1||2026-01-26 11:44:04|
3471|6400100|160|85044099|50|EN|X|NOM-024-SCFI-2013|2026-01-15 09:26:01|
3471|6400213|160|87089999|76|EN|X|NOM-050-SCFI-2004|2026-01-20 16:17:03|
3178|6000232|160|87082999|57|PS|XIX||2026-01-15 22:15:01|
1925|6100040|160|87089999|102|EN|X|NOM-050-SCFI-2004|2026-01-24 12:58:04|
1614|6000080|160|87082201|49|PS|XIX||2026-01-20 11:17:06|
3471|6400185|160|98020019|139|EC|1||2026-01-20 18:24:04|
1614|6000090|160|39263002|34|PS|XIX||2026-01-19 17:38:06|
1614|6000081|160|73269099|4|XP|T9|U|2026-01-20 11:17:06|
3471|6400217|160|98020019|195|EC|1||2026-01-19 18:01:03|
1614|6000082|160|87089203|106|EN|X|NOM-050-SCFI-2004|2026-01-20 11:18:02|
3471|6400240|160|39269099|14|EN|X|NOM-050-SCFI-2004|2026-01-26 09:17:02|
3178|6000237|160|87082999|6|PS|XIX||2026-01-16 20:15:01|
1614|6000086|160|98020019|91|EC|1||2026-01-20 11:18:04|
3471|6400178|160|39269099|2|XP|S1|U|2026-01-16 10:11:03|
3471|6400240|160|87089999|97|EN|X|NOM-050-SCFI-2004|2026-01-26 09:17:02|
1925|6100040|160|98020019|152|EC|1||2026-01-24 12:58:04|
3178|6000233|160|73269099|1|XP|T9|U|2026-01-15 20:38:02|
3471|6400215|160|98020019|150|EC|1||2026-01-20 12:39:02|
3471|6400102|160|98020019|164|EC|1||2026-01-14 11:08:04|
3178|6000972|160|98020019|92|EC|1||2026-01-24 12:02:13|
3471|6400185|160|98020019|145|EC|1||2026-01-20 18:24:04|
3471|6400218|160|73269099|6|XP|T3|U|2026-01-19 18:01:02|
3471|6400185|160|87085099|100|PS|XIX||2026-01-20 18:24:04|
1614|6000082|160|87089999|126|EN|X|NOM-050-SCFI-2004|2026-01-20 11:18:02|
3471|6400217|160|98020019|187|EC|1||2026-01-19 18:01:03|
1614|6000084|160|98020019|108|EC|1||2026-01-20 11:18:03|
1925|6100038|160|40169901|176|ES|N||2026-01-24 13:04:01|
3471|6400100|160|87088099|111|EN|X|NOM-050-SCFI-2004|2026-01-15 09:26:01|
3471|6400216|160|73269099|8|XP|T1|U|2026-01-20 12:39:01|
3471|6400100|160|98020019|180|EC|1||2026-01-15 09:26:01|
3471|6400247|160|98020019|24|EC|1||2026-01-26 11:44:04|
3471|6400247|160|98020019|34|EC|1||2026-01-26 11:44:04|
3178|6000230|160|98020019|161|EC|1||2026-01-16 08:31:01|
1614|6000090|160|98020019|252|EC|1||2026-01-19 17:38:06|
1905|6006286|160|98020019|14|EC|1||2026-01-15 18:02:18|
1925|6100038|160|39269099|136|XP|A1|U|2026-01-24 13:04:01|
1614|6000082|160|98020019|157|EC|1||2026-01-20 11:18:02|
1614|6000078|160|87089999|60|EN|X|NOM-050-SCFI-2004|2026-01-20 11:17:04|
1614|6000077|160|63079099|1|EX|31||2026-01-20 11:17:03|
3471|6400219|160|87089999|33|EN|X|NOM-050-SCFI-2004|2026-01-20 12:40:05|
1614|6000082|160|98020019|245|EC|1||2026-01-20 11:18:02|
1614|6000084|160|87082999|4|PS|XIX||2026-01-20 11:18:03|
3178|6000972|160|87082201|11|PS|XIX||2026-01-24 12:02:13|
3471|6400178|160|98020019|141|EC|1||2026-01-16 10:11:03|
1614|6000082|160|98020019|214|EC|1||2026-01-20 11:18:02|
3471|6400100|160|98020019|181|EC|1||2026-01-15 09:26:01|
3471|6400247|160|98020019|52|EC|1||2026-01-26 11:44:04|
1614|6000086|160|98020019|107|EC|1||2026-01-20 11:18:04|
3471|6400100|160|98020019|191|EC|1||2026-01-15 09:26:01|
3178|6000535|160|39269099|129|XP|S1|U|2026-01-19 13:00:04|
3178|6000539|160|87089999|21|EN|X|NOM-050-SCFI-2004|2026-01-16 17:25:05|
3471|6400240|160|98020019|160|EC|1||2026-01-26 09:17:02|
3471|6400213|160|85044099|17|EN|ENOM|NOM-058-SCFI-2017|2026-01-20 16:17:03|
3471|6400185|160|98020019|109|EC|1||2026-01-20 18:24:04|
1614|6000086|160|87089999|56|EN|X|NOM-050-SCFI-2004|2026-01-20 11:18:04|
1614|6000090|160|87089999|109|EN|X|NOM-050-SCFI-2004|2026-01-19 17:38:06|
3471|6400213|160|87082999|30|PS|XIX||2026-01-20 16:17:03|
1614|6000082|160|98020019|217|EC|1||2026-01-20 11:18:02|
3471|6400215|160|85129007|47|EN|U|NOM-050-SCFI-2004|2026-01-20 12:39:02|
3178|6000236|160|87082101|64|EN|X|NOM-119-SCFI-2000|2026-01-16 19:17:03|
1614|6000080|160|87082999|46|PS|XIX||2026-01-20 11:17:06|
3471|6400179|160|73269099|11|XP|T3|U|2026-01-16 10:11:04|
1614|6000077|160|73269099|8|XP|T1|U|2026-01-20 11:17:03|
3178|6000535|160|87082201|141|PS|XIX||2026-01-19 13:00:04|
3471|6400100|160|98020019|188|EC|1||2026-01-15 09:26:01|
1614|6000088|160|98020019|59|EC|1||2026-01-19 17:37:05|
3471|6400100|160|87089999|125|EN|X|NOM-050-SCFI-2004|2026-01-15 09:26:01|
3471|6400216|160|73269099|3|XP|T9|U|2026-01-20 12:39:01|
3471|6400124|160|73269099|13|XP|T3|U|2026-01-19 15:06:02|
1614|6000078|160|87088007|39|EN|X|NOM-050-SCFI-2004|2026-01-20 11:17:04|
3471|6400124|160|73269099|6|XP|T9|U|2026-01-19 15:06:02|
3471|6400217|160|87089904|112|PS|XIX||2026-01-19 18:01:03|
1614|6000084|160|87089199|90|EN|X|NOM-050-SCFI-2004|2026-01-20 11:18:03|
1614|6000084|160|98020019|54|EC|1||2026-01-20 11:18:03|
1614|6000080|160|87082999|33|PS|XIX||2026-01-20 11:17:06|
3471|6400102|160|39263002|6|PS|XIX||2026-01-14 11:08:04|
1614|6000086|160|39263002|50|PS|XIX||2026-01-20 11:18:04|
3577|6300039|521|87089203|11|EN|X|NOM-050-SCFI-2004|2026-01-15 13:54:01|
1614|6000080|160|87082999|63|PS|XIX||2026-01-20 11:17:06|
1614|6000086|160|98020019|38|EC|1||2026-01-20 11:18:04|
3471|6400180|160|87082999|15|PS|XIX||2026-01-16 10:11:02|
3178|6000535|160|39269099|129|XP|S3|U|2026-01-19 13:00:04|
3471|6400102|160|87082999|64|PS|XIX||2026-01-14 11:08:04|
3471|6400185|160|98020019|111|EC|1||2026-01-20 18:24:04|
1614|6000084|160|87082999|67|PS|XIX||2026-01-20 11:18:03|
1614|6000094|160|87089999|121|EN|X|NOM-050-SCFI-2004|2026-01-19 17:38:08|
3471|6400217|160|70091099|41|EN|X|NOM-050-SCFI-2004|2026-01-19 18:01:03|
1614|6000086|160|87089904|13|PS|XIX||2026-01-20 11:18:04|
3178|6000535|160|70091099|100|PS|XIX||2026-01-19 13:00:04|
3471|6400217|160|98020019|170|EC|1||2026-01-19 18:01:03|
1614|6000088|160|39269099|126|XP|A1|U|2026-01-19 17:37:05|
3178|6000234|160|87082999|37|PS|XIX||2026-01-15 22:14:01|
3471|6400185|160|98020019|122|EC|1||2026-01-20 18:24:04|
3178|6000234|160|87082999|65|PS|XIX||2026-01-15 22:14:01|
3471|6400215|160|98020019|13|EC|1||2026-01-20 12:39:02|
3471|6400215|160|87089999|129|EN|X|NOM-050-SCFI-2004|2026-01-20 12:39:02|
3178|6000230|160|98020019|106|EC|1||2026-01-16 08:31:01|
1614|6000094|160|87082999|151|PS|XIX||2026-01-19 17:38:08|
3471|6400102|160|98020019|152|EC|1||2026-01-14 11:08:04|
3471|6400185|160|87084099|71|PS|XIX||2026-01-20 18:24:04|
3471|6400124|160|73269099|28|XP|T1|U|2026-01-19 15:06:02|
1614|6000078|160|98020019|102|EC|1||2026-01-20 11:17:04|
1614|6000086|160|84152001|67|EN|X|NOM-050-SCFI-2004|2026-01-20 11:18:04|
3471|6400185|160|98020019|148|EC|1||2026-01-20 18:24:04|
3471|6400185|160|40169304|6|EN|U|NOM-002-CONAGUA-2021|2026-01-20 18:24:04|
3471|6400186|160|73181599|1|EC|1||2026-01-20 17:50:04|
3471|6400213|160|98020019|9|EC|1||2026-01-20 16:17:03|
3471|6400100|160|70091099|36|PS|XIX||2026-01-15 09:26:01|
1614|6000080|160|87082999|50|PS|XIX||2026-01-20 11:17:06|
3471|6400179|160|73181599|4|EN|ENOM|NOM-050-SCFI-2004|2026-01-16 10:11:04|
1614|6000082|160|39235001|93|PS|XIX||2026-01-20 11:18:02|
1614|6000094|160|87082999|54|PS|XIX||2026-01-19 17:38:08|
3471|6400180|160|87087099|88|EN|U|NOM-086-1-SCFI-2020|2026-01-16 10:11:02|
3471|6400219|160|87088099|13|EN|X|NOM-050-SCFI-2004|2026-01-20 12:40:05|
3471|6400177|160|73269099|6|XP|T9|U|2026-01-16 10:44:02|
1614|6000076|160|87082999|48|PS|XIX||2026-01-20 11:17:03|
1614|6000084|160|87082999|60|PS|XIX||2026-01-20 11:18:03|
1614|6000082|160|87089999|154|EN|X|NOM-050-SCFI-2004|2026-01-20 11:18:02|
3471|6400124|160|73269099|10|XP|T1|U|2026-01-19 15:06:02|
3471|6400124|160|73269099|18|XP|T1|U|2026-01-19 15:06:02|
1614|6000076|160|87082999|35|PS|XIX||2026-01-20 11:17:03|
1614|6000082|160|98020019|200|EC|1||2026-01-20 11:18:02|
3471|6400215|160|84152001|34|PS|XIX||2026-01-20 12:39:02|
3178|6000234|160|87082999|21|PS|XIX||2026-01-15 22:14:01|
1614|6000090|160|98020019|256|EC|1||2026-01-19 17:38:06|
3178|6000536|160|73269099|4|XP|T1|U|2026-01-15 16:40:07|
3471|6400213|160|85044099|16|PS|XIX||2026-01-20 16:17:03|
1614|6000089|160|73269099|6|XP|T9|U|2026-01-19 17:38:04|
3471|6400098|160|87082999|8|PS|XIX||2026-01-15 09:13:02|
1614|6000078|160|39269099|76|XP|S3|U|2026-01-20 11:17:04|
3471|6400100|160|98020019|198|EC|1||2026-01-15 09:26:01|
1614|6000727|160|73269099|3|XP|T9|U|2026-01-20 18:31:03|
3471|6400220|160|87032199|2|OV|1||2026-01-20 12:40:04|
3471|6400213|160|98020019|84|EC|1||2026-01-20 16:17:03|
1614|6000090|160|87082999|58|PS|XIX||2026-01-19 17:38:06|
3471|6400217|160|87089999|122|EN|X|NOM-050-SCFI-2004|2026-01-19 18:01:03|
1614|6000080|160|87082201|52|PS|XIX||2026-01-20 11:17:06|
1614|6000082|160|85365099|32|EN|X|NOM-003-SCFI-2014|2026-01-20 11:18:02|
1614|6000088|160|39269099|107|XP|S1|U|2026-01-19 17:37:05|
3178|6000230|160|98020019|118|EC|1||2026-01-16 08:31:01|
3178|6000535|160|39269099|108|XP|S3|U|2026-01-19 13:00:04|
3178|6000232|160|87082999|44|PS|XIX||2026-01-15 22:15:01|
3471|6400185|160|84821099|41|EN|X|NOM-050-SCFI-2004|2026-01-20 18:24:04|
3471|6400124|160|73269099|24|XP|T9|U|2026-01-19 15:06:02|
3178|6000539|160|87089412|37|EN|X|NOM-050-SCFI-2004|2026-01-16 17:25:05|
3471|6400124|160|73269099|6|XP|T3|U|2026-01-19 15:06:02|
3178|6000230|160|98020019|200|EC|1||2026-01-16 08:31:01|
1614|6000082|160|98020019|240|EC|1||2026-01-20 11:18:02|
3471|6400213|160|98020019|83|EC|1||2026-01-20 16:17:03|
1614|6000088|160|87082999|14|PS|XIX||2026-01-19 17:37:05|
3471|6400217|160|98020019|171|EC|1||2026-01-19 18:01:03|
1614|6000077|160|73269099|8|XP|T9|U|2026-01-20 11:17:03|
1614|6000088|160|98020019|64|EC|1||2026-01-19 17:37:05|
1614|6000086|160|98020019|90|EC|1||2026-01-20 11:18:04|
3471|6400213|160|98020019|87|EC|1||2026-01-20 16:17:03|
1905|6006286|160|98020019|6|PS|XIX||2026-01-15 18:02:18|
1614|6000082|160|98020019|178|EC|1||2026-01-20 11:18:02|
3178|6000539|160|87089999|19|EN|X|NOM-050-SCFI-2004|2026-01-16 17:25:05|
3471|6400185|160|84821099|35|EN|X|NOM-050-SCFI-2004|2026-01-20 18:24:04|
3471|6400124|160|73269099|4|XP|T9|U|2026-01-19 15:06:02|
3471|6400174|160|39269099|8|XP|S3|U|2026-01-16 10:44:03|
1614|6000727|160|73269099|6|XP|T1|U|2026-01-20 18:31:03|
3178|6000539|160|85129007|14|EN|U|NOM-050-SCFI-2004|2026-01-16 17:25:05|
1614|6000078|160|39269099|76|EN|X|NOM-050-SCFI-2004|2026-01-20 11:17:04|
3471|6400217|160|98020019|193|EC|1||2026-01-19 18:01:03|
1614|6000088|160|87089999|83|EN|X|NOM-050-SCFI-2004|2026-01-19 17:37:05|
1614|6000076|160|87082999|14|PS|XIX||2026-01-20 11:17:03|
3471|6400217|160|70091099|40|PS|XIX||2026-01-19 18:01:03|
1614|6000078|160|39269099|95|XP|A1|U|2026-01-20 11:17:04|
1614|6000084|160|87082999|93|PS|XIX||2026-01-20 11:18:03|
3471|6400215|160|85365099|58|EN|U|NOM-003-SCFI-2014|2026-01-20 12:39:02|
3178|6000230|160|98020019|189|EC|1||2026-01-16 08:31:01|
3471|6400215|160|85364199|48|EN|U|NOM-024-SCFI-2013|2026-01-20 12:39:02|
3178|6000236|160|39263002|41|EN|X|NOM-050-SCFI-2004|2026-01-16 19:17:03|
3471|6400215|160|85044099|44|EN|X|NOM-024-SCFI-2013|2026-01-20 12:39:02|
3471|6400213|160|98020019|1|EC|1||2026-01-20 16:17:03|
3471|6400174|160|98020019|165|EC|1||2026-01-16 10:44:03|
3471|6400124|160|73269099|7|XP|T9|U|2026-01-19 15:06:02|
3471|6400175|160|73269099|2|XP|T1|U|2026-01-16 10:44:02|
1614|6000089|160|73269099|6|XP|T3|U|2026-01-19 17:38:04|
1614|6000082|160|98020019|196|EC|1||2026-01-20 11:18:02|
1614|6000082|160|84099199|84|EN|X|NOM-050-SCFI-2004|2026-01-20 11:18:02|
1614|6000094|160|87082999|52|PS|XIX||2026-01-19 17:38:08|
1614|6000078|160|39173999|73|EN|X|NOM-209-SCFI-2017|2026-01-20 11:17:04|
3043|6000115|523|73269099|1|XP|T1|3|2026-01-21 12:11:01|
1614|6000090|160|87089412|146|EN|X|NOM-050-SCFI-2004|2026-01-19 17:38:06|
3471|6400185|160|98020019|143|EC|1||2026-01-20 18:24:04|
3178|6000539|160|87089999|103|EN|X|NOM-050-SCFI-2004|2026-01-16 17:25:05|
1614|6000090|160|98020019|97|EC|1||2026-01-19 17:38:06|
3471|6400174|160|98020019|205|EC|1||2026-01-16 10:44:03|
1614|6000090|160|98020019|233|EC|1||2026-01-19 17:38:06|
1614|6000090|160|39269099|48|EN|X|NOM-050-SCFI-2004|2026-01-19 17:38:06|
3471|6400100|160|85044099|50|EN|ENOM|NOM-058-SCFI-2017|2026-01-15 09:26:01|
1614|6000090|160|39269099|225|EN|X|NOM-050-SCFI-2004|2026-01-19 17:38:06|
3178|6000234|160|87082201|29|PS|XIX||2026-01-15 22:14:01|
1614|6000085|160|73269099|4|XP|T9|U|2026-01-20 11:18:03|
1614|6000088|160|85122099|102|EN|X|NOM-024-SCFI-2013|2026-01-19 17:37:05|
1614|6000086|160|84213199|1|EN|X|NOM-050-SCFI-2004|2026-01-20 11:18:04|
3471|6400217|160|39269099|20|EN|X|NOM-050-SCFI-2004|2026-01-19 18:01:03|
3471|6400215|160|87082101|67|EN|X|NOM-119-SCFI-2000|2026-01-20 12:39:02|
1614|6000086|160|85365099|53|EN|X|NOM-003-SCFI-2014|2026-01-20 11:18:04|
1614|6000082|160|98020019|203|EC|1||2026-01-20 11:18:02|
1614|6000078|160|87089999|13|EN|X|NOM-050-SCFI-2004|2026-01-20 11:17:04|
3178|6000234|160|87082999|28|PS|XIX||2026-01-15 22:14:01|
3471|6400216|160|73269099|3|XP|T3|U|2026-01-20 12:39:01|
3471|6400100|160|98020019|195|EC|1||2026-01-15 09:26:01|
1614|6000093|160|73269099|2|XP|T1|U|2026-01-19 17:38:05|
1614|6000090|160|87089999|10|EN|X|NOM-050-SCFI-2004|2026-01-19 17:38:06|
3471|6400182|160|39263002|4|PS|XIX||2026-01-16 11:23:05|
3178|6000535|160|98020019|101|EC|1||2026-01-19 13:00:04|
3471|6400101|160|73269099|2|XP|T3|U|2026-01-15 09:13:03|
1614|6000078|160|87089999|80|EN|X|NOM-050-SCFI-2004|2026-01-20 11:17:04|
1614|6000090|160|83023091|54|PS|XIX||2026-01-19 17:38:06|
1614|6000090|160|87088007|140|EN|X|NOM-050-SCFI-2004|2026-01-19 17:38:06|
1614|6000094|160|87089999|5|EN|X|NOM-050-SCFI-2004|2026-01-19 17:38:08|
1614|6000086|160|87082999|19|PS|XIX||2026-01-20 11:18:04|
1614|6000090|160|87082999|20|PS|XIX||2026-01-19 17:38:06|
3471|6400215|160|98020019|171|EC|1||2026-01-20 12:39:02|
1614|6000082|160|87088007|110|EN|X|NOM-050-SCFI-2004|2026-01-20 11:18:02|
3471|6400174|160|39269099|6|XP|S3|U|2026-01-16 10:44:03|
1614|6000084|160|87082999|64|PS|XIX||2026-01-20 11:18:03|
3178|6000232|160|87089999|55|EN|X|NOM-050-SCFI-2004|2026-01-15 22:15:01|
3471|6400213|160|87089999|69|EN|X|NOM-050-SCFI-2004|2026-01-20 16:17:03|
3471|6400215|160|85365099|54|EN|X|NOM-024-SCFI-2013|2026-01-20 12:39:02|
3471|6400100|160|87089999|123|EN|X|NOM-050-SCFI-2004|2026-01-15 09:26:01|
1614|6000090|160|85269299|14|EN|X|NOM-001-SCFI-2018|2026-01-19 17:38:06|
3178|6000234|160|87082999|16|PS|XIX||2026-01-15 22:14:01|
1614|6000078|160|87082999|11|PS|XIX||2026-01-20 11:17:04|
3471|6400185|160|98020019|119|EC|1||2026-01-20 18:24:04|
3471|6400214|160|56090002|3|EN|ENOM|NOM-004-SE-2021|2026-01-20 16:17:03|
1614|6000078|160|87089999|62|EN|X|NOM-050-SCFI-2004|2026-01-20 11:17:04|
1614|6000094|160|87082999|82|PS|XIX||2026-01-19 17:38:08|
3178|6000535|160|87082999|148|PS|XIX||2026-01-19 13:00:04|
3471|6400217|160|98020019|141|EC|1||2026-01-19 18:01:03|
1614|6000090|160|85365099|13|EN|X|NOM-024-SCFI-2013|2026-01-19 17:38:06|
3471|6400176|160|87082999|66|PS|XIX||2026-01-16 10:44:01|
1614|6000090|160|40169901|30|PS|XIX||2026-01-19 17:38:06|
3178|6000236|160|84213199|79|EN|X|NOM-050-SCFI-2004|2026-01-16 19:17:03|
3471|6400124|160|73269099|15|XP|T1|U|2026-01-19 15:06:02|
1614|6000086|160|39263002|51|PS|XIX||2026-01-20 11:18:04|
3178|6000539|160|87082999|82|PS|XIX||2026-01-16 17:25:05|
1614|6000090|160|85365099|41|EN|X|NOM-024-SCFI-2013|2026-01-19 17:38:06|
3471|6400102|160|98020019|124|EC|1||2026-01-14 11:08:04|
1614|6000090|160|87082999|171|PS|XIX||2026-01-19 17:38:06|
1614|6000086|160|98020019|98|EC|1||2026-01-20 11:18:04|
1614|6000088|160|98020019|159|EC|1||2026-01-19 17:37:05|
1614|6000086|160|87082999|87|PS|XIX||2026-01-20 11:18:04|
1614|6000086|160|87082999|17|PS|XIX||2026-01-20 11:18:04|
1614|6000078|160|85044099|49|EN|X|NOM-058-SCFI-2017|2026-01-20 11:17:04|
1614|6000082|160|87087006|22|EN|X|NOM-050-SCFI-2004|2026-01-20 11:18:02|
3471|6400215|160|87082999|90|PS|XIX||2026-01-20 12:39:02|
3471|6400100|160|98020019|211|EC|1||2026-01-15 09:26:01|
1614|6000094|160|39191001|38|EN|X|NOM-050-SCFI-2004|2026-01-19 17:38:08|
3178|6000232|160|87082999|60|PS|XIX||2026-01-15 22:15:01|
1614|6000727|160|73269099|1|XP|T3|U|2026-01-20 18:31:03|
3471|6400216|160|73269099|7|XP|T9|U|2026-01-20 12:39:01|
3178|6000539|160|84152001|102|PS|XIX||2026-01-16 17:25:05|
3471|6400215|160|87082999|94|PS|XIX||2026-01-20 12:39:02|
3178|6000237|160|98020019|89|EC|1||2026-01-16 20:15:01|
1614|6000086|160|87082999|65|PS|XIX||2026-01-20 11:18:04|
3577|6300041|521|87082999|3|PS|XIX||2026-01-19 18:30:01|
1614|6000086|160|90328999|74|PS|XIX||2026-01-20 11:18:04|
1614|6000094|160|87082999|155|PS|XIX||2026-01-19 17:38:08|
1614|6000727|160|73269099|3|XP|T1|U|2026-01-20 18:31:03|
1614|6000078|160|90328999|51|PS|XIX||2026-01-20 11:17:04|
1614|6000094|160|87082201|88|PS|XIX||2026-01-19 17:38:08|
3471|6400217|160|39269099|12|EN|U|NOM-002-CONAGUA-2021|2026-01-19 18:01:03|
3471|6400178|160|98020019|144|EC|1||2026-01-16 10:11:03|
3471|6400185|160|87084099|62|PS|XIX||2026-01-20 18:24:04|
3178|6000534|160|73269099|4|XP|T3|U|2026-01-15 16:40:06|
3471|6400185|160|98020019|144|EC|1||2026-01-20 18:24:04|
1614|6000088|160|39269099|52|EN|X|NOM-002-CONAGUA-2021|2026-01-19 17:37:05|
3178|6000236|160|87082999|88|PS|XIX||2026-01-16 19:17:03|
1614|6000094|160|87089999|128|EN|X|NOM-050-SCFI-2004|2026-01-19 17:38:08|
3471|6400095|160|73269099|1|XP|T3|U|2026-01-15 08:44:01|
1614|6000727|160|73269099|4|XP|T9|U|2026-01-20 18:31:03|
1614|6000076|160|87087099|6|EN|X|NOM-086-1-SCFI-2020|2026-01-20 11:17:03|
3471|6400217|160|87089999|116|EN|X|NOM-050-SCFI-2004|2026-01-19 18:01:03|
1614|6000084|160|87082999|98|PS|XIX||2026-01-20 11:18:03|
1614|6000080|160|87082999|26|PS|XIX||2026-01-20 11:17:06|
1614|6000078|160|39269099|75|XP|S3|U|2026-01-20 11:17:04|
1614|6000077|160|73269099|5|XP|T1|U|2026-01-20 11:17:03|
1614|6000078|160|87089999|79|EN|X|NOM-050-SCFI-2004|2026-01-20 11:17:04|
3471|6400178|160|39269099|6|XP|S1|U|2026-01-16 10:11:03|
1614|6000076|160|87087099|5|EN|X|NOM-086-SCFI-2018|2026-01-20 11:17:03|
3178|6000232|160|87089999|2|EN|X|NOM-050-SCFI-2004|2026-01-15 22:15:01|
1614|6000084|160|98020019|28|EC|1||2026-01-20 11:18:03|
3471|6400185|160|98020019|117|EC|1||2026-01-20 18:24:04|
3178|6000539|160|98020019|2|EC|1||2026-01-16 17:25:05|
3471|6400186|160|73181599|5|EN|ENOM|NOM-050-SCFI-2004|2026-01-20 17:50:04|
3471|6400100|160|87089999|150|EN|X|NOM-050-SCFI-2004|2026-01-15 09:26:01|
1614|6000082|160|98020019|208|EC|1||2026-01-20 11:18:02|
1614|6000094|160|87082201|173|PS|XIX||2026-01-19 17:38:08|
3471|6400124|160|73269099|9|XP|T3|U|2026-01-19 15:06:02|
1614|6000090|160|98020019|93|EC|1||2026-01-19 17:38:06|
3178|6000535|160|82060001|140|EN|X|NOM-050-SCFI-2004|2026-01-19 13:00:04|
1614|6000078|160|87089999|78|EN|X|NOM-050-SCFI-2004|2026-01-20 11:17:04|
3471|6400215|160|87089999|124|EN|X|NOM-050-SCFI-2004|2026-01-20 12:39:02|
1614|6000082|160|98020019|213|EC|1||2026-01-20 11:18:02|
3471|6400100|160|39269099|14|XP|A1|U|2026-01-15 09:26:01|
1614|6000086|160|87089999|77|EN|X|NOM-050-SCFI-2004|2026-01-20 11:18:04|
3471|6400174|160|98020019|225|EC|1||2026-01-16 10:44:03|
1614|6000080|160|87082999|21|PS|XIX||2026-01-20 11:17:06|
3471|6400185|160|87085099|97|EN|X|NOM-050-SCFI-2004|2026-01-20 18:24:04|
